text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
for 40 minutes my job is to see that no,210.92,4.0,212.92,-0.296,0.0,-0.7,-0.05122953829945228,-0.1203632216737735,0.040015589039443
diamonds are removed from the area I'm,213.439,4.0,215.439,0.0,0.0,-0.7,-0.05137613377743534,-0.12076290801494716,0.03969192855765139
not playing,214.92,2.519,216.1795,-0.1511,0.0,-0.7,-0.05142184269068019,-0.12088494860535985,0.03959193839557477
games what is it from Herrero Chief Sir,217.519,4.601,219.8195,0.0,0.0,0.4,-0.051663569315382546,-0.12151420737546753,0.0390689047351817
report a number of their men want to,220.68,5.4,223.38,0.1531,0.0,0.2,-0.05192698121721463,-0.1221756685070613,0.038507508166191404
sign a labor contract that's M's job Mr,222.12,7.36,225.8,0.0,0.0,-0.7,-0.05212094282492425,-0.1226503291943503,0.03809844643891256
M is not back from Cape Town,226.08,7.6,229.88,0.0,0.0,0.2,-0.052474734900107754,-0.12349489331801626,0.03735958830935438
sir how many about 100 I understand the,229.48,9.24,234.1,0.0,0.5,0.4,-0.05287524050695271,-0.1244246443178339,0.03653205096365245
regulations you sign up for a year no,233.68,8.03,237.695,-0.296,0.0,0.4,-0.05324345045501055,-0.12525971924908802,0.03577775304587438
month take them to Collins yes sir come,255.079,4.84,257.499,0.4019,0.0,0.2,-0.05569027698418112,-0.1304906765072263,0.03086538599053707
on yes what is it exit permit for your,263.08,6.839,266.4995,0.4019,0.0,0.3,-0.05701854182600098,-0.13316912421146107,0.028246247360416508
signatures p and separator for arm,267.28,4.44,269.5,0.0,0.0,0.4,-0.057488942567599365,-0.13409679798274257,0.027324458307158326
injury no fluoroscope check you know,269.919,4.56,272.199,-0.6124,0.0,-0.7,-0.05792338392604438,-0.13494471077482464,0.026475508693739918
better than that the X-ray is broken,271.72,4.88,274.16,-0.0516,0.0499999999999999,-0.7,-0.058245602560591546,-0.13556833606599542,0.02584724650178928
down sir Well Repair it Fly someone in,274.479,5.28,277.119,0.2732,0.3222222222222222,-0.7,-0.05874203445652509,-0.1365207012572424,0.0248815025362649
if necessary I have an okay from Doc,276.6,6.879,280.03950000000003,0.2263,0.25,0.4,-0.05924378489985591,-0.13747324624106105,0.023907988657566326
Hunter he just did it,279.759,3.72,281.619,0.0,0.0,0.6,-0.05951991003412311,-0.13799328991447726,0.02337329721162224
up and very neatly,291.6,3.84,293.52000000000004,0.4005,0.2,0.7,-0.06170231485499063,-0.142005498082846,0.0191714496660703
take him down the hall and explain to,314.52,3.36,316.2,0.0,-0.1555555555555555,0.4,-0.0662991551298599,-0.14993562957341983,0.010442502915176628
him the physical dangers of hiding a,316.12,4.72,318.48,-0.6597,0.0,0.4,-0.06678857324689914,-0.1507405113529811,0.009521889038566642
diamond in an open,317.88,2.96,319.36,0.34,0.0,0.4,-0.06697865264884678,-0.15105109940270203,0.009164774942577149
wound incidentally Pearson Dr Hunter's,322.039,5.28,324.679,0.0,0.0,0.2,-0.06814096362151831,-0.15292586160583782,0.006986277922394703
bandages are never neat they have a,325.639,6.0,328.639,-0.357,0.0,-0.7,-0.06902045567912189,-0.15431650192936844,0.00534375762037745
certain alcoholic sloppiness about them,327.319,4.32,329.47900000000004,0.2732,-0.0178571428571428,-0.7,-0.06920848051825856,-0.15461067269954007,0.004993260568759057
come on get that man squeen get it over,361.039,5.031,363.5545,0.0,0.0,0.8,-0.0771700514565437,-0.16601881225323073,-0.009636057540181419
there get off your,364.16,3.12,365.72,0.0,0.0,-0.7,-0.07769185817139161,-0.16669121456515512,-0.010580040542151519
P how soon can you get my gear off look,367.28,5.0,369.78,0.0,0.0,-0.7,-0.07867310711398812,-0.16792865596949064,-0.012349985755290454
Mister if you think all I got to do is,370.28,4.359,372.4595,0.0,0.0,0.5,-0.07932246319378371,-0.1687277584449133,-0.013517478333074715
"nuzzle to 1,000 tons of cargo how soon",372.28,5.199,374.8795,0.0,0.0,0.2,-0.07990989090519612,-0.16943676113588718,-0.014570976393249278
can you get my gear off yes sir F your,374.639,6.361,377.8195,0.4019,0.0,0.4,-0.08062449832216843,-0.17028110115287037,-0.015849103908681356
Caro first and get that way swinging,377.479,6.44,380.699,0.0,0.25,0.7,-0.08132512271750332,-0.17108912635314322,-0.017098468952198874
come on get it down hey send up that,381.0,6.039,384.0195,0.0,-0.1555555555555555,0.7,-0.08213353587591961,-0.17199647336986754,-0.018535323773990302
passenger cargo next hey,383.919,7.201,387.5195,0.0,0.0,0.5,-0.0829857223310132,-0.17292311622064416,-0.020044364785303314
boy hey you go on dock take care of,387.039,5.871,389.9745,0.4939,0.0,0.4,-0.08358322580027577,-0.17355403226900273,-0.02109889107716904
passenger's gear you,391.12,3.6,392.92,0.0,0.0,0.2,-0.08429954100947476,-0.174289393887074,-0.022359177151371305
understand now go dock take care of,394.72,6.199,397.8195,0.4939,0.0,0.4,-0.08548883574626782,-0.17545792821359515,-0.024441859250491797
gentleman's gear,398.319,5.241,400.9395,0.0,0.0,0.7,-0.08624415379059576,-0.17616478059487883,-0.0257580102929512
understand why they stupid aood and,400.919,4.481,403.1595,-0.5267,-0.6592546702606147,-0.7,-0.08678037414787312,-0.17664932651706447,-0.026689182017065573
can't understand I guess his mother,403.56,2.71,404.915,0.0,0.0,-0.7,-0.08720357673777167,-0.17702134739890865,-0.027422170398572972
didn't bring him,405.4,5.2,408.0,0.0,0.0,-0.7,-0.08794530165152678,-0.17765062301810655,-0.028702642547962495
ight it comes,413.52,8.0,417.52,0.0,0.0,0.2,-0.09021458466990136,-0.17938508627968808,-0.032585116692956245
now hold that winch,417.12,4.4,419.32,0.0,0.0,0.2,-0.09063969718070583,-0.17967600174525566,-0.03330619946729839
Davis I warned you not to come back here,421.72,5.24,424.34,-0.2732,0.0,-0.7,-0.09181745536433353,-0.1804216659956998,-0.03529291362792669
I thought you'd be gone vogle promote,424.639,3.761,426.5195,0.3818,0.0,-0.7,-0.0923249040973747,-0.18071443897769246,-0.036143710036952305
her to a little Diamond start all your,426.96,3.88,428.9,0.2748,-0.1875,0.3,-0.0928762384380833,-0.18101214852677566,-0.03706437431927012
own I was waiting for you and your blue,428.4,4.4,430.6,0.0,0.3,0.5,-0.09326801214156152,-0.18121038611023052,-0.03771616954769702
jacket the one with my blood stains is,430.84,3.88,432.78,0.0,0.0,-0.7,-0.0937679092398687,-0.1814467513659848,-0.038544836997355655
that waiting,432.8,4.48,435.04,0.0,0.0,-0.5,-0.09428306013101344,-0.1816702404428429,-0.039395143851925475
too don't lose your temper in this heat,434.72,4.919,437.1795,0.5559,0.0,0.4,-0.0947677125704176,-0.18186121656657478,-0.04019161359660703
commandant it's bad for the blood,437.28,6.16,440.36,-0.5423,-0.6592546702606147,-0.7,-0.0954824565817639,-0.18210729903199974,-0.04135977085358955
pressure what do you want here that's my,439.639,5.68,442.479,-0.2263,0.0,0.3,-0.09595467759978055,-0.18224563847403819,-0.04212716876741254
business come on let's get this stuff,443.44,4.159,445.5195,0.0,0.0,0.7,-0.09662642385786148,-0.18240755197898514,-0.043212507842380274
his leg a regrettable accident sorry,461.8,6.32,464.96,-0.7717,-0.5,-0.7,-0.10073611956748518,-0.18235725086427018,-0.04966497997837434
your equipment is ruined Mr,464.96,3.16,466.54,-0.4767,0.0,-0.8,-0.1010543436624981,-0.18226574102282156,-0.05014886380144995
Davis don't lose your temper in this,471.08,6.679,474.4195,0.5559,0.0,0.2,-0.1026013246701935,-0.18159990479348512,-0.05246154950581442
heat Davis it's bad for the blood,473.24,4.519,475.4995,-0.5423,-0.6592546702606147,-0.7,-0.10280794972517825,-0.1814808196227582,-0.052765046238033436
pressure Bogle I came back here telling,478.44,4.12,480.5,-0.296,0.0,0.3,-0.10374673620213028,-0.18083940081804037,-0.05412600296762571
myself I forgotten what this place did,481.039,4.72,483.399,-0.2263,0.0,-0.7,-0.10427706577732876,-0.18039845726618003,-0.05488076422920957
to me but all I wanted was my license,482.56,5.44,485.28,0.0,0.0,-0.7,-0.10461551309051406,-0.1800846869801135,-0.05535665516327595
back I came back here telling myself,485.759,4.801,488.1595,0.0,0.0,0.3,-0.10512485637669737,-0.1795619222446243,-0.05606374109090479
that what happened before was a,488.0,5.919,490.9595,0.0,0.0,0.2,-0.10561007781742418,-0.17900540580068677,-0.05672649250638568
regrettable accident I'm back Bogle now,490.56,5.44,493.28,-0.7506,0.0,-0.7,-0.1060048050295064,-0.1785091691118466,-0.05725729075214102
I know what I want thanks to you the,493.919,4.521,496.1795,0.4939,0.2,0.7,-0.1064887448281691,-0.17784575099062458,-0.05789712616713292
Hunter and the guide is gone I'm back to,496.0,4.28,498.14,0.0,0.0,-0.7,-0.106810204235983,-0.17737058697717775,-0.058315077002015034
get something I've already paid,498.44,5.12,501.0,0.0,0.0,-0.7,-0.1072709528455549,-0.1766400293172002,-0.05890364746354306
for price has,500.28,7.0,503.78,0.0,0.0,0.2,-0.10770963323151046,-0.17588861949424642,-0.05945181467843048
doubled Salon,503.56,7.44,507.28,0.0,0.0,0.4,-0.10824930487735067,-0.1748867900412877,-0.060108567558727455
Pig my blue jacket Dave I saved it and,507.28,7.439,510.9995,0.4215,0.0,0.3,-0.10880772723712093,-0.1737567141978347,-0.06076595406444596
all I want is an excuse to use,511.0,3.719,512.8595,0.1531,-0.05,0.4,-0.1090812575297898,-0.17316728886945051,-0.061079100303404944
you I thought you didn't speak,544.2,3.879,546.1395,0.0,0.0,-0.7,-0.11338651905014553,-0.16034944866730855,-0.06496457268172452
English I don't speak English much to,549.36,3.96,551.34,0.0,0.0666666666666666,-0.7,-0.11396837652095575,-0.15804090210453747,-0.06528484740878683
people I see your,553.32,3.519,555.0795,0.0,0.0,0.4,-0.1143733084423015,-0.1563443957370896,-0.06546844433593209
point I may be able to use a boy that,557.36,5.96,560.34,0.0,0.5,0.3,-0.11492469916445999,-0.15391307348806443,-0.0656611630567736
don't speak English much I work for you,559.6,6.0,562.6,0.0,0.1,0.3,-0.11515527078071129,-0.1528544312776647,-0.06572059093458221
good but you better go see D hter first,563.32,4.0,565.32,0.7003,0.4833333333333333,0.4,-0.11542790935545837,-0.15157050060354518,-0.0657736120394661
and have him take care of this tell him,565.6,5.76,568.48,0.4939,0.0,0.2,-0.11573816458778524,-0.1500669728000806,-0.06580996080110159
Mike Davis sent you he remember the name,567.32,4.04,569.34,0.0,0.0,0.4,-0.11582142268404688,-0.14965581023113175,-0.0658151754542682
call Mr Mar Cape Town try to Pur CL,573.8,5.64,576.62,0.0,0.0,0.7,-0.1165068306451473,-0.14614832125293317,-0.06577971929671492
first yes sir and insist that I talk to,576.079,5.641,578.8995,0.4019,0.25,0.4,-0.1167145947200832,-0.14504249117459145,-0.06573954423892846
D stat to cap,579.44,4.36,581.62,0.0,0.0,0.7,-0.11695848193381157,-0.1437197172531926,-0.0656735935092614
club I'm sorry Mr Martin G cannot be,583.8,5.479,586.5395,-0.0772,-0.5,-0.7,-0.1173887102067972,-0.14132326912672938,-0.06550491325724032
disturbed no I'm very sorry but the,587.24,4.039,589.2595,-0.4012,0.1923076923076923,0.2,-0.11762087913317819,-0.1399980166735105,-0.06538451332731274
membership committee is,589.279,5.401,591.9795,0.0,0.0,-0.7,-0.11784917286394951,-0.13867416338302002,-0.06524492299537551
meeting the next and last application is,591.279,7.041,594.7995,0.0,0.0,0.2,-0.11808192589294085,-0.137304445328986,-0.06508005102086382
that of Mr Po Vogel of,594.68,7.32,598.3399999999999,-0.5574,0.0,0.4,-0.11836872591854158,-0.13559092034474887,-0.06484418781998366
diamond sponsor gentlemen there's no,598.32,5.56,601.1,0.0516,0.0,0.6,-0.11858830916273354,-0.13426152374470765,-0.06463816708960109
need to reiterate all the splendid,602.0,3.839,603.9195,0.5859,0.7290924202182688,0.8,-0.11880919010402993,-0.1329107204168806,-0.0644077883546038
services that Mr Bogel has rented the,603.88,5.16,606.46,0.0,0.0,0.2,-0.11900537489135884,-0.13170100051799374,-0.06418306263810297
club in the past go help yet three times,605.839,5.44,608.5590000000001,0.4019,-0.25,0.5,-0.1191655240759984,-0.13070756340766435,-0.06398519339738383
previously his membership,609.04,4.12,611.0999999999999,0.0,-0.1666666666666666,0.2,-0.11935714952900574,-0.12951313093579644,-0.0637309635505495
application was,611.279,4.641,613.5995,0.0,0.0,0.2,-0.11954335373522645,-0.1283478938602551,-0.0634652622971247
rejected by a single black ball most,613.16,4.64,615.48,-0.5106,0.0873015873015873,-0.7,-0.1196820160482658,-0.12747814779847608,-0.06325519722703951
regret therefore I've asked Mr,615.92,5.0,618.42,-0.4215,0.0,-0.7,-0.11989647143781172,-0.12613135099892528,-0.06290937890540854
Martingale to make a personal plea thank,617.8,5.88,620.74,0.3612,0.0,0.5,-0.12006380068940063,-0.12508064345286632,-0.06262158172237041
you gentlemen I'm quite sure you are all,620.92,5.44,623.64,0.3804,0.5,0.5,-0.1202707551825033,-0.12378350509117149,-0.06224345100251253
aware that Paul Vogel is the grandson of,623.68,4.68,626.02,0.0,0.25,0.4,-0.12043888514135993,-0.12273342690680758,-0.06191794475888907
an impoverished German colonist that he,626.36,4.719,628.7195,0.0,0.0,-0.7,-0.12062784731705442,-0.12155929833555543,-0.06153227422007522
started with the none of the advantages,628.36,5.32,631.02,-0.2755,0.0,-0.7,-0.12078752555049573,-0.1205737763887277,-0.06118986789189234
that all of us have enjoyed and that it,631.079,5.281,633.7194999999999,0.5106,0.5,0.7,-0.12097343617948397,-0.11943585121586184,-0.06077214407734149
is by his own a constant effort that he,633.68,6.92,637.14,0.0,0.3,0.6,-0.12120694851459127,-0.1180228165153419,-0.06021910033199955
has become a person of stature and,636.36,6.56,639.64,0.0,0.0,0.7,-0.12137632434647995,-0.11701030054878638,-0.05979886861726023
importance in regard to our personal,640.6,5.0,643.1,0.3612,0.0,0.6,-0.12160917209447168,-0.11563701269060223,-0.05919612424519523
relationship I can honestly say that,642.92,5.159,645.4995,0.4588,0.6,0.4,-0.1217697255950962,-0.11470364409424468,-0.05876442063417824
every day he has worked under me has,645.6,4.72,647.96,0.0,0.0,0.8,-0.12193369489004474,-0.11376261508029774,-0.05831069263432472
been a distinct,648.079,5.721,650.9395,0.0,0.3,0.4,-0.12213150348269552,-0.11264475079533394,-0.057747052926638835
pleasure gentlemen I have no more to say,650.32,6.079,653.3595,0.3612,-0.25,0.7,-0.12229169006707741,-0.11175416587436963,-0.057278426786592895
because well I am confident how each of,653.8,5.24,656.42,0.6486,0.5,0.4,-0.12249383437218933,-0.11065002420468018,-0.05667273139373363
you will vote Yes I think we may pass,656.399,4.841,658.8195,0.4019,0.0,0.7,-0.12265210341652717,-0.10980155900857966,-0.05618829560055745
yes membership application rejected,676.36,7.32,680.02,-0.1531,0.0,-0.7,-0.12405849748617906,-0.10294952187368733,-0.05162413532522398
rejected no further business gentlemen,680.279,5.721,683.1395,-0.6705,0.0,-0.7,-0.12426913198914694,-0.10203709851579172,-0.05092180019161379
sorry Mar girl now this makes my going,690.72,4.0,692.72,-0.0772,-0.5,-0.7,-0.1249269890132337,-0.09938463924782817,-0.048740540226094246
back to Diamond start doubly this,692.8,3.96,694.78,0.34,0.0,0.2,-0.12507103467127806,-0.09884348392222933,-0.04826889098643054
tasteful you joining us this evening,694.72,4.0,696.72,0.0,0.0,0.7,-0.1252076572599248,-0.09834319433866885,-0.04782450382461563
Parker no I'm afraid I can't I'm meeting,696.76,4.079,698.7995,-0.296,0.3,-0.7,-0.12535520868513825,-0.09781694493270265,-0.04734824154959603
Mrs Parker at the station we leave in an,698.72,4.119,700.7795,-0.0516,0.0,0.4,-0.12549682127922265,-0.09732546019932341,-0.0468951367917499
hour for a business trip up country M,700.839,4.68,703.1790000000001,0.0,0.0,0.4,-0.1256699859514727,-0.09674231195531845,-0.046346928301934466
sorry Mr Martin,702.839,6.161,705.9195000000001,-0.0772,-0.5,0.4,-0.1258699581830457,-0.09609290674684873,-0.04572262096560715
sir put him,711.16,3.28,712.8,0.0,0.0,0.4,-0.12638332763423799,-0.09453979503450087,-0.044168520871540336
on Mr Martin Gill is,715.0,6.24,718.12,0.0,0.0,0.2,-0.12679253368728555,-0.09341383641598308,-0.042985851669225646
hello Paul sorry to interrupt your,721.92,4.08,723.9599999999999,-0.4019,-0.5,0.3,-0.12725549348959977,-0.09225192436863155,-0.04171376147392786
holiday but your instructions were to,724.16,3.679,725.9995,0.2144,0.0,0.8,-0.12742082375256114,-0.09186422136366365,-0.04127725300255261
report anything of an unusual or,726.0,3.24,727.62,0.0,0.2,0.2,-0.12755360448882144,-0.09156278510973319,-0.040933621729748806
unexpected,727.839,5.841,730.7595,0.0,0.1,0.4,-0.12781454204202167,-0.09099536694019202,-0.040276561867423594
nature Mike Davis has,729.24,4.44,731.46,0.0,0.0,0.4,-0.12787344630508515,-0.09087173132018218,-0.0401316070526246
returned I had no intention of making,733.839,3.521,735.5995,-0.296,0.0,-0.7,-0.1282268121089819,-0.0901630905035079,-0.03928828958452493
the same mistake again although I,735.959,4.281,738.0994999999999,-0.34,0.0,-0.7,-0.12844474615595977,-0.08975319817111121,-0.038790713245249554
scarcely regard it as a mistake I felt I,737.36,4.32,739.52,-0.34,0.0,0.2,-0.12857014868434927,-0.0895263217579684,-0.03851220010956162
should inform you as to what my course,740.24,3.68,742.08,0.0,0.0,0.3,-0.1287991047140561,-0.08912840982361221,-0.0380183724785962
of action will be your course of action,741.68,4.279,743.8195,0.0,0.1,0.6,-0.12895690169132706,-0.08886603586978081,-0.03768902800767413
will be no action whatsoever until I,743.92,4.24,746.04,-0.296,-0.05,-0.7,-0.1291610159358875,-0.08854046755181431,-0.03727626090481986
return unless of course you should be so,745.959,4.0,747.959,0.0,0.0,-0.7,-0.12933989712443128,-0.08826751317897175,-0.03692673075873148
foolish as to try to into the prohibited,748.16,4.72,750.52,-0.2732,0.0,0.3,-0.12958230107601051,-0.08791531352332617,-0.03647111901622683
area I'll be up by plane in the morning,749.959,4.12,752.0189999999999,0.0,0.0,0.5,-0.12972618006752556,-0.08771553340255504,-0.03621041926613801
way what happened to my membership,754.079,6.241,757.1995,0.0,0.0,-0.7,-0.13023515844829556,-0.08706100766318609,-0.03534538025078811
application I'm very sorry Paul I'm afid,757.04,6.28,760.18,-0.1513,-0.65,-0.7,-0.13053652659976137,-0.08670945799533193,-0.03487438138101974
some wetes blackp you again better luck,760.32,5.24,762.94,0.7096,0.5,-0.7,-0.13082137162256174,-0.08640004904535796,-0.034456659538916204
time I come Zim i z i Zim Z,772.0,10.0,777.0,0.0,0.0,0.2,-0.13236431108811414,-0.08506022684453972,-0.032632257276510944
the the the,804.48,7.11,808.035,0.0,0.0,0.0,-0.136272323623883,-0.08334659721847294,-0.030526381969631096
Mr Martingale Mr Parker secretary called,860.839,5.36,863.519,0.0,0.0,0.2,-0.1436663965704283,-0.0826768279345947,-0.031927608415395076
from his office he supposed to meet M,863.68,5.719,866.5395,0.0,0.0,0.4,-0.14403796875466268,-0.08266501216479161,-0.03214090492547516
suzan Oro daughter of a rather important,866.199,5.2,868.799,0.2023,0.4,0.2,-0.14431173012362786,-0.08265492903667927,-0.03230727705465797
French stockholder here but he's been,869.399,3.56,871.179,0.0,0.0,0.3,-0.14459596291520688,-0.08264281720498422,-0.03248854500743661
detained and ask if he could entertain,871.399,4.721,873.7595,-0.1027,0.0,0.2,-0.14489908626625783,-0.08262758584864723,-0.03269175552923626
her until he arrives till he arrives,872.959,5.8,875.8589999999999,0.0,0.0,0.4,-0.1451416269521007,-0.08261330397905325,-0.03286197627443955
earlier today he told me was going up,876.12,5.92,879.08,0.0,0.0,0.2,-0.14550621555798435,-0.08258755416419863,-0.033131195555164986
country Tomy jaar is there any other,878.759,8.801,883.1595,0.0,-0.125,0.2,-0.14595411226042307,-0.0825471465604382,-0.03348525603089338
unescorted girl but uh this one no,882.04,5.52,884.8,-0.4215,0.0,-0.7,-0.1461296135109805,-0.08252810487990533,-0.033631476360576514
J I'm indebted to,890.72,7.039,894.2395,0.0,0.0,-0.6,-0.14708343794618617,-0.08238105305647604,-0.034510319226079944
you or I may never forgive,893.8,3.959,895.7795,-0.2057,0.0,-0.7,-0.14722937333749914,-0.08235014633489532,-0.03465904054815175
I I don't know what you want M but I do,903.72,4.679,906.0595,0.0387,0.0,-0.7,-0.1481265056611222,-0.08208376968726207,-0.03568152278555318
know that if you are not gone in 5,906.759,3.52,908.519,0.0,0.0,-0.7,-0.1483199819538046,-0.08200275559001198,-0.03593231295626094
second I'll call her head waiter he will,908.399,4.401,910.5995,0.0,0.0,0.4,-0.14847685786594247,-0.08192845377067161,-0.03614584404834595
tell you that my name is male that Mr,910.279,4.68,912.619,0.0,0.0,0.2,-0.1486230274833621,-0.08185105308455176,-0.036354147619743565
Parker has appointed me his eager,912.8,5.8,915.7,0.3612,0.0,0.7,-0.14883410978953115,-0.08172249991420336,-0.036673522560160786
alterate oh Mr Marill I'm so sorry my,914.959,5.32,917.619,-0.188,-0.5,0.4,-0.1489581100497998,-0.08163576844128592,-0.03687318466932482
fault in now would you like to join our,918.6,3.76,920.48,0.25,0.0,-0.7,-0.14913201731098447,-0.08149653542935394,-0.037171549893206576
party or if you don't mind I'd prefer,920.279,4.041,922.2995,0.4019,0.0,0.7,-0.14923562672415983,-0.08140158078075245,-0.037361542798896606
taxi perhaps some other place no just my,922.36,4.32,924.52,-0.296,-0.125,0.2,-0.1493545279223017,-0.08127870152265167,-0.037593455883866915
hotel my car's outside oh thank you but,924.32,4.8,926.72,0.1901,0.0,0.3,-0.14946397825311536,-0.08114912736052907,-0.03782307563732875
I'm staying across town at the roal that,926.68,4.8,929.08,0.0,0.0,0.4,-0.14957193326770588,-0.08100117309956248,-0.03806898135689637
happens to be my hotel too and I'm tired,929.12,5.04,931.64,-0.4404,-0.4,-0.7,-0.1496777102041289,-0.08082983801509687,-0.03833494112793922
of all this nonsense anyway in that case,931.48,4.919,933.9395,-0.481,0.0,-0.7,-0.1497624401193062,-0.08066599469989777,-0.03857286956176115
take her long pleasure thank,934.16,4.0,936.16,0.7351,-0.05,0.7,-0.1498348163950709,-0.08049856465809867,-0.0388015158526593
yes come on what about it oh it's not so,938.16,5.32,940.82,0.4019,0.0,0.4,-0.14995568664734935,-0.0801165705413604,-0.03927683037984645
late I have a little ha champagne's good,941.12,5.8,944.02,0.578,0.0708333333333333,0.6,-0.1500136172434692,-0.07982921912274317,-0.03959882231546519
for that oh you will excuse me thank you,943.48,5.12,946.04,0.4215,-0.05,0.4,-0.15003937318129645,-0.0796369140578731,-0.03979988331841382
much good night good,948.6,4.76,950.98,0.7003,0.7,0.7,-0.15006608858136367,-0.07912963293693026,-0.04028325147595091
what's the matter oh I I thought I had,968.199,4.921,970.6595,0.0258,0.0,-0.7,-0.1496239069267994,-0.07653574510394189,-0.04204802576619062
my key but I don't seem to be able to,971.079,3.56,972.859,0.0,0.25,-0.5,-0.14951624755355875,-0.0761837428747154,-0.04222495806744267
find it I'll go to the door oh don't,973.12,4.199,975.2195,0.0,0.0,0.2,-0.14938692347931548,-0.07579103914297664,-0.04240942223604873
worry I can call from your room I'll do,974.639,4.721,976.9995,-0.4404,0.0,0.4,-0.14927982928221173,-0.07548449622255829,-0.04254465490851173
it for you thank,977.319,5.161,979.8995,0.3612,0.0,-0.7,-0.14908744231411983,-0.07496551193513751,-0.042757534581240986
you I'm giving you so much trouble,979.36,5.97,982.345,-0.1477,-0.2,0.7,-0.14890768803358057,-0.07450865091762218,-0.042929568690742104
prerogative of a beautiful,982.48,5.44,985.2,0.5994,0.7290924202182688,0.7,-0.14867719305055427,-0.07395254782298577,-0.04312133152216422
if you take one more step I I'll,990.8,6.039,993.8195,0.0,0.5,-0.7,-0.14784240775072133,-0.07211947442126086,-0.04363632105610195
scream in any case I'll scream Mr,993.92,6.68,997.26,-0.6597,0.0,0.6,-0.1474491318695938,-0.07132064642686645,-0.043812969230793676
Martingale unless you pay me,996.839,3.761,998.7195,-0.1027,0.0,-0.7,-0.14727166556895382,-0.07096983137351927,-0.04388259748366117
a100 I suppose this is what I deserve,1002.24,6.959,1005.7195,0.0,0.0,-0.7,-0.14633040888661913,-0.06918896956665965,-0.044170227411662516
for forg getting my age but I am,1004.56,4.639,1006.8795,0.0,0.0,-0.7,-0.14615976263331207,-0.06887833251247345,-0.04421018199743197
unmarried why should I pay the directors,1009.8,5.88,1012.74,-0.1027,0.0,-0.7,-0.1452322055898743,-0.06724267409946365,-0.044376588942657925
of your company perhaps I can always,1012.88,4.959,1015.3595,0.0,0.0,0.4,-0.14478166524356634,-0.0664762404412957,-0.04443111007182375
clear myself if it reaches,1015.68,4.0,1017.68,0.4215,0.1,0.3,-0.1443636422308884,-0.065779313744785,-0.04446874385172171
the lawyer F alone should come to that,1019.68,5.999,1022.6795,-0.25,0.0,0.4,-0.14340159131367683,-0.06422115666064575,-0.04451455850678946
