text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
here while a fresh team of mules was,148.959,3.36,30,150.639,0.3182,0.3,0.0,-0.5475766007608388,-0.5406659261344712,
hitched to the stage the driver and,150.56,3.679,31,152.3995,0.0,0.0,0.0,-0.492630160924304,-0.48475758506017763,
passengers could wash have some food and,152.319,3.681,32,154.15949999999998,0.0,0.0,0.0,-0.5384203869006112,-0.4468337385655381,
go on to the next station many miles,154.239,2.881,33,155.6795,0.0,0.25,0.0,-0.5847050451412197,-0.3052810602305534,
away,156.0,3.2,34,157.6,0.0,0.0,0.0,-0.5412857011649455,-0.28867809262994176,
don't go to tom it ain't been no picnic,157.12,3.44,35,158.84,0.2235,0.0,0.0,-0.43434916503769655,-0.29976289946967816,
for me neither,159.2,4.0,36,161.2,0.0,0.0,0.0,-0.4259842216938525,-0.28879855360068124,
i'm just getting new skinner ways,160.56,4.319,37,162.7195,0.0,0.13636363636363635,0.0,-0.41054716272331443,-0.2705738333298003,
that don't include no bonus for learning,163.2,3.119,38,164.7595,0.3333,0.0,0.0,-0.2547913714657613,-0.24813438472951987,
you the business,164.879,3.921,39,166.8395,0.0,0.0,0.0,-0.18702149495507783,-0.23221356359545486,
i've known your old man for 40 years and,166.319,4.481,40,168.55949999999999,0.0,0.1,0.0,-0.20503401785504752,-0.26129333108856767,
we're nothing too tough for him that's,168.8,3.519,41,170.5595,0.0951,-0.3888888888888889,0.0,-0.23837758693368563,-0.5250839099297212,
why when he cracks the whip men and,170.8,3.6,42,172.60000000000002,0.0,0.0,0.0,-0.23348842644388118,-0.6046799023244691,
mules just lay back their ears and take,172.319,3.28,43,173.95899999999997,0.0,0.0,0.0,-0.23036703256172297,-0.5904190071931604,
orders,174.4,2.88,44,175.84,0.0,0.0,0.0,-0.2583374897072753,-0.6134309450475944,
but if any man was to talk to him the,175.599,3.201,45,177.1995,0.0,0.0,0.0,-0.292406340699441,-0.6247768508980526,
way i'm talking to you,177.28,3.12,46,178.84,0.0,0.0,0.0,-0.33122192807032924,-0.5838980034923109,
he'd poke both fish right in their,178.8,4.6,47,181.10000000000002,0.0,0.2857142857142857,0.0,-0.3462827657252362,-0.48537304456912644,
whiskers,180.4,3.0,48,181.9,0.0,0.0,0.0,-0.33336517335391674,-0.45779023759698256,
well can't you even talk back,185.2,3.6,49,187.0,0.2732,0.0,0.0,-0.2002124601072919,-0.4240127539339859,
trouble you you you just don't listen,192.72,4.239,50,194.8395,-0.4019,-0.2,0.0,-0.4676879854757823,-0.6022385038263431,
here i've been trying for five six,195.44,2.799,51,196.8395,0.0,0.0,0.0,-0.49998788156700563,-0.639878311765091,
months to learn you the business and,196.959,3.601,52,198.7595,0.0,0.0,0.0,-0.503778108146082,-0.6572202055888148,
you're you're still shaving taking a,198.239,3.681,53,200.0795,0.0,0.0,0.0,-0.5049587833894168,-0.6566490577925098,
bath,200.56,3.28,54,202.2,0.0,0.0,0.0,-0.5684349953731365,-0.6567061072865231,
it's no wonder their mules don't take to,201.92,4.16,55,204.0,-0.296,0.0,0.0,-0.6506679062283489,-0.6031714390178198,
you kindly,203.84,3.52,56,205.6,0.4939,0.6,0.0,-0.5251765518869407,-0.3614075324200388,
here,206.08,3.04,57,207.60000000000002,0.0,0.0,0.0,-0.43878835649189724,-0.2760034495389422,
what's your old man gonna think of me if,207.36,3.28,58,209.0,0.0,0.1,0.0,-0.44983287025641205,-0.28285674275842076,
i send you back looking just as much of,209.12,5.119,59,211.67950000000002,0.0,0.1,0.0,-0.5067106961420802,-0.1562001244739944,
a dude as when you first come out here,210.64,3.599,60,212.43949999999998,0.0,0.25,0.0,-0.507965932633106,-0.1276666142086946,
well don't got it can't you say,214.4,2.96,61,215.88,0.2732,0.0,0.0,-0.40264706803633904,-0.11558414474139589,
something,216.0,2.64,62,217.32,0.0,0.0,0.0,-0.3273939723035726,-0.13270184121746834,
yeah sam,217.36,3.2,63,218.96,0.296,0.0,0.0,-0.2740738726909817,-0.15536339178569272,
bugle's floyd,218.64,3.92,64,220.6,0.0,0.0,0.0,-0.2982346826335672,-0.17991137786889008,
uh that's a trouble you get me so riled,220.56,6.28,65,223.7,-0.4019,-0.2,0.0,-0.44980645198350755,-0.22598088387486404,
up i can't even attend the business,222.56,4.28,66,224.7,0.0,0.0,0.0,-0.4912535649914188,-0.23943586894953545,
try him again billy,230.159,2.961,67,231.6395,0.0,0.0,0.0,-0.5296675941547728,-0.3087572561114594,
i'll do it like i learned she then come,237.68,5.08,68,240.22,0.3612,0.0,0.0,-0.2670906306571696,-0.34737474872441354,
on help me their mules,239.12,3.64,69,240.94,0.4019,0.0,0.0,-0.24411624617734531,-0.34879229803102024,
[Music],249.88,22.96,70,261.36,0.0,0.0,0.0,-0.19124938582376919,-0.335819633354836,
oh,271.44,26.769,71,284.8245,0.0,0.0,0.0,-0.21186110332359698,-0.34762264156670664,
[Music],272.84,25.369,72,285.5245,0.0,0.0,0.0,-0.21519582795378162,-0.3486690150091443,
hello you're still here in the center of,298.96,3.92,73,300.91999999999996,0.0,-0.1,0.0,-0.25452642328672603,-0.37276009593011394,
civilization tom i won't be much longer,300.8,4.64,74,303.12,0.0,0.2,0.0,-0.2224945319510051,-0.37571408906239145,
mr scott i finally got my pardon,302.88,4.48,75,305.12,0.3182,0.0,0.0,-0.12576604000295644,-0.37815214129552605,
well you're going back east huh yes sir,305.44,2.8,76,306.84,0.5859,0.0,0.0,0.07478858259714646,-0.38006841299667654,
when,307.36,1.839,77,308.27950000000004,0.0,0.0,0.0,0.09318782888428588,-0.38155531590105285,
one,308.24,5.48,78,310.98,0.0,0.0,0.0,0.06361162208930278,-0.3840893318479858,
he hadn't have earned the business yet,309.199,4.521,79,311.4595,0.0,0.0,0.0,0.059885126159278476,-0.3845078609391271,
[Music],314.63,15.26,80,322.26,0.0,0.0,0.0,0.024421750326478094,-0.3922535139494923,
so,327.759,8.541,81,332.02950000000004,0.0,0.0,0.0,0.01512212609778716,-0.3985427505772382,
[Music],329.89,6.41,82,333.09499999999997,0.0,0.0,0.0,0.012067703941528243,-0.39930892605900264,
what's the baby's name is old,343.52,3.84,83,345.44,0.0,0.1,0.0,-0.037701461404759246,-0.4112024325623037,
kelly,346.4,2.0,84,347.4,0.0,0.0,0.0,-0.038707295604608186,-0.41381114929289337,
kelly,347.36,3.04,85,348.88,0.0,0.0,0.0,-0.03705852142995003,-0.41564605207998284,
i never hear that name before short for,348.4,5.92,86,351.35999999999996,0.0,0.0,0.0,-0.037105370423315256,-0.41405309105970295,
california sam born there wasn't she,350.4,6.16,87,353.47999999999996,0.0,0.0,0.0,-0.04960727370326916,-0.4025099138353744,
placerville in a mining camp that's,354.32,3.04,88,355.84,0.0,0.0,0.0,-0.08903885885506586,-0.3812759587965971,
right,356.56,2.96,89,358.04,0.0,0.2857142857142857,0.0,-0.16093786918531666,-0.3885827713721284,
poor little thing and stuff,357.36,5.04,90,359.88,-0.4767,-0.29375,0.0,-0.24875346637420054,-0.44679306835045557,
it's tough to be born anywhere,359.52,4.799,91,361.91949999999997,-0.128,-0.3888888888888889,0.0,-0.3454717379602077,-0.5627447698982453,
a little more coffee this hole no thank,362.4,4.16,92,364.47999999999996,-0.2755,0.15625,0.0,-0.4240981069081703,-0.597198866087835,
you and please stop calling me mrs holt,364.319,3.44,93,366.03900000000004,0.0258,0.0,0.0,-0.4569275007915702,-0.5792912044820931,
i miss,366.56,3.84,94,368.48,-0.1531,0.0,0.0,-0.5033562303226768,-0.5617264064602753,
this who,367.759,2.641,95,369.0795,0.0,0.0,0.0,-0.5136345897822725,-0.56049737308617,
a little yes coffee mr sleed,379.199,3.361,96,380.8795,0.3415,-0.1875,0.0,-0.43945612572748693,-0.6504470810907916,
coffee,381.44,3.36,97,383.12,0.0,0.0,0.0,-0.3468552873933965,-0.663756663965997,
this stuff tastes like burnt corn boiled,382.56,4.32,98,384.72,0.3612,0.0,0.0,-0.3210291123773679,-0.666617259459757,
and branched water could be we don't run,384.8,3.839,99,386.71950000000004,0.0,0.0,0.0,-0.373888594201897,-0.6656741949404065,
no fancy hotel here,386.88,3.36,100,388.56,-0.296,0.0,0.0,-0.42714053080863407,-0.6824545604789858,
they couldn't get it down with a swig of,388.639,3.521,101,390.3995,0.0,-0.15555555555555559,0.0,-0.4115085539477468,-0.7228244455486743,
whiskey back wherever you came from i'll,390.24,3.36,102,391.92,0.0,0.0,0.0,-0.3739805722212179,-0.7248259428492329,
bet you were glad to get a drink out of,392.16,4.479,103,394.39950000000005,0.4588,0.5,0.0,-0.339136314572822,-0.6105090107582669,
a sluice box it didn't cost 200 gold it,393.6,4.64,104,395.92,0.0,0.0,0.0,-0.33370157444197557,-0.5494880156835618,
didn't that's the price of the stage,396.639,3.441,105,398.3595,0.0,0.0,0.0,-0.3366100303780252,-0.5671248413626505,
ticket mr slade the company throws the,398.24,5.2,106,400.84000000000003,0.0,0.0,0.0,-0.3369736376687681,-0.5954312863431654,
food in extra you call left food,400.08,7.88,107,404.02,0.0,0.0,0.0,-0.30155346193161947,-0.6021220336915587,
you boy here seems to like it,403.44,4.52,108,405.7,0.3612,0.0,0.0,-0.2582304604639206,-0.5998471859349674,
mule boy doesn't,409.36,4.72,109,411.72,0.0,0.0,0.0,-0.2692356880586648,-0.5899006693862646,
but as eaters starve so i i eat just,411.12,5.44,110,413.84000000000003,-0.5927,0.0,0.0,-0.41229336742327993,-0.5933117639181236,
wait till i get back to missouri i'm,414.08,4.399,111,416.2795,0.0,0.0,0.0,-0.4568470332956235,-0.6069583001721928,
gonna take it up with a fella and raise,416.56,3.759,112,418.4395,0.0,0.0,0.0,-0.45833992567526766,-0.6295426202445362,
hob with him whoever's running this year,418.479,4.641,113,420.79949999999997,0.0,0.0,0.0,-0.4569764196847972,-0.6618065075858596,
company looks like trouble for ojc,420.319,4.16,114,422.399,-0.0516,-0.2,0.0,-0.45557920996230955,-0.6854185046258005,
jc can take care of any trouble that,423.12,5.04,115,425.64,0.128,-0.2,0.0,-0.4553794458621069,-0.7295396495616848,
comes his way who's jc j.c owens his,424.479,4.961,116,426.9595,0.0,0.0,0.0,-0.4575554650242181,-0.7434344762952664,
father superintendent of the eastern,428.16,3.039,117,429.6795,0.0,0.0,0.0,-0.4676824109296321,-0.7612691954546718,
division i'll give you his address and,429.44,3.28,118,431.08,0.0,0.0,0.0,-0.47523075497839035,-0.7658684741322679,
said joel you'll throw in a couple of,431.199,5.161,119,433.7795,0.0,0.0,0.0,-0.49239623603125854,-0.7692589635500747,
complaints from me,432.72,3.64,120,434.54,-0.4019,0.0,0.0,-0.49753869562686265,-0.7694744589746902,
mr scott,444.8,3.32,121,446.46000000000004,0.0,0.0,0.0,-0.5761616651172988,-0.7633197535890766,
[Music],448.13,7.55,122,451.905,0.0,0.0,0.0,-0.6066574397723342,-0.7600153007052971,
so,456.24,3.0,123,457.74,0.0,0.0,0.0,-0.6319260534708863,-0.7608477023618865,
[Music],463.05,4.39,124,465.245,0.0,0.0,0.0,-0.66816529895904,-0.774380166270856,
you just pulled in from the west half,465.52,2.959,125,466.99949999999995,0.0,-0.16666666666666666,0.0,-0.686056131245548,-0.7803233789492507,
hour ago,467.44,2.8,126,468.84,0.0,0.0,0.0,-0.709621251959078,-0.787916858852453,
you didn't by any chance see four men on,468.479,3.761,127,470.35949999999997,-0.1877,0.0,0.0,-0.7260714735423551,-0.7953152215028602,
the road nope who are you looking for,470.24,4.56,128,472.52,0.0,0.0,0.0,-0.7308558010099983,-0.8077287019045618,
lieutenant fella named zimmerman,472.24,4.88,129,474.68,0.0,0.0,0.0,-0.6965084343163146,-0.8225309349562131,
ray zimmerman yeah i thought they had,474.8,4.32,130,476.96000000000004,0.296,0.0,0.0,-0.6766908223420335,-0.8406867041102635,
him in prison over at huntsville broke,477.12,4.32,131,479.28000000000003,-0.7269,0.0,0.0,-0.8502813380230286,-0.8606667342408075,
out the day before he's due to get home,479.12,4.479,132,481.3595,0.0,-0.125,0.0,-0.8612927645102426,-0.8786655173577557,
him and three others,481.44,4.319,133,483.5995,0.0,0.0,0.0,-0.8790201243756275,-0.8968862025351885,
you didn't see him did you todd no i,483.599,4.241,134,485.7195,-0.296,0.0,0.0,-0.9221711586099886,-0.9118460088512822,
don't order neither figure they crossed,485.759,4.72,135,488.119,0.0,0.0,0.0,-0.9499174288069859,-0.9246570157315719,
over into mexico now they're after gold,487.84,4.799,136,490.23949999999996,0.0,0.0,0.0,-0.9534516445883572,-0.9310854736491945,
lots of it found that out of la masia,490.479,4.081,137,492.5195,0.0,0.0,0.0,-0.9431646809263595,-0.9315348566113564,
where they held up johnny madden's stage,492.639,3.68,138,494.479,0.0,0.0,0.0,-0.9287628948444571,-0.9255318623866703,
johnny drove through here just yesterday,494.56,4.4,139,496.76,0.0,0.0,0.0,-0.962535777268211,-0.9073532093938563,
that's right too much damage plenty kill,496.319,5.521,140,499.0795,-0.836,0.24285714285714285,0.0,-1.1436004822893306,-0.8623745847399387,
johnny madden johnny man hill yeah,498.96,4.32,141,501.12,0.296,0.0,0.0,-1.1349269848915124,-0.7870512398660671,
we're here to give you escort as far as,501.84,3.6,142,503.64,0.0,0.1,0.0,-1.038811069699334,-0.6599240361372926,
llamas see ya if you're ready to go i'm,503.28,3.759,143,505.1595,0.3612,0.2,0.0,-0.9874295243128256,-0.6166189237477806,
ready to go all right but i got a,505.44,5.52,144,508.2,0.1901,0.24285714285714285,0.0,-0.9453707728373569,-0.6835397974264237,
responsibility my passengers,507.039,3.921,145,508.9995,0.0,0.0,0.0,-0.9459417783673908,-0.717317166812908,
you and little callie will have to stay,512.64,3.759,146,514.5195,0.0,-0.1875,0.0,-1.017047138662444,-0.8535657409571286,
here miss old why company rule that's,514.0,5.039,147,516.5195,-0.1531,0.1,0.0,-1.0468630276006299,-0.8120994810865844,
right man company ruled my foot i paid,516.399,4.481,148,518.6395,0.0,0.2857142857142857,0.0,-1.0666607049090122,-0.7354738403633294,
my fare it took all the money i could,519.039,4.24,149,521.159,0.0,0.0,0.0,-1.0770047588776819,-0.8199257920572837,
scrape up i won't do it i'm sorry it's a,520.88,4.16,150,522.96,-0.0772,-0.5,0.0,-1.0793101711217088,-0.9352093946249126,
company rule not to risk the lives of,523.279,2.721,151,524.6395,0.2057,0.0,0.0,-1.0802180715726655,-0.9768021815063285,
children,525.04,3.68,152,526.88,0.0,0.0,0.0,-1.0832605658528827,-0.9810881495413523,
if you're bent on going i can't stop you,526.0,4.88,153,528.44,0.2235,0.0,0.0,-1.0886936864883032,-1.0062810805527158,
but you'll have to leave the baby behind,528.72,3.679,154,530.5595000000001,-0.0772,-0.4,0.0,-1.1008824559769397,-1.0770915510535461,
that's one responsibility i'm not,530.88,4.0,155,532.88,0.0,0.0,0.0,-1.1200415964347696,-1.1796343236656528,
allowed to take leave callie behind,532.399,6.641,156,535.7195,-0.0516,-0.4,0.0,-1.1508293842872501,-1.2526397994726193,
jibber-jabber that's up to you man,534.88,6.16,157,537.96,0.0,0.0,0.0,-1.18009635446173,-1.1795819714980476,
here you take your thing he'll do,539.04,4.56,158,541.3199999999999,0.0,0.0,0.0,-1.2303664621111945,-1.1449669540807237,
nothing of the kind i'm not staying here,541.04,5.28,159,543.68,-0.4168,0.6,0.0,-1.268146861236426,-1.003943627516628,
afraid you are ma'am company rules,543.6,6.239,160,546.7195,0.0,-0.6,0.0,-1.3167952507054321,-1.1200591926237056,
leave these things alone,546.32,3.519,161,548.0795,-0.296,0.0,0.0,-1.337734343224267,-1.1744269911723306,
[Music],550.62,3.039,162,552.1395,0.0,0.0,0.0,-1.394602593146222,-1.2094055928248564,
you leave me and my things alone i'm,553.92,3.919,163,555.8795,-0.296,0.0,0.0,-1.4459032552590445,-1.2202600647837527,
going in this stage coach and the baby's,556.16,4.72,164,558.52,0.0,0.0,0.0,-1.5049226521940842,-1.2296650250853896,
going with me stop her tom just try and,557.839,4.961,165,560.3195000000001,-0.296,0.0,0.0,-1.5629701176252813,-1.2317647486721077,
stop me i said stop her come on we'll,560.88,3.76,166,562.76,-0.5267,0.0,0.0,-1.6382821891849602,-1.22343613184269,
grab her don't gonna grab her,562.8,3.44,167,564.52,0.0,0.0,0.0,-1.6692405513149646,-1.2075549413998887,
let me go,564.64,3.52,168,566.4,0.0,0.0,0.0,-1.6743634097255267,-1.1875183807309553,
take your hands off me,566.24,4.08,169,568.28,0.0,0.0,0.0,-1.6491979462322301,-1.1726612681598207,
i just got to get this ain't blue let me,568.16,4.96,170,570.64,0.0,0.0,0.0,-1.5928752896458795,-1.1744527371626834,
go i'm looking on that stage take your,570.32,5.92,171,573.2800000000001,0.0,0.0,0.0,-1.6176448392589982,-1.22286455750549,
hands off me let me go you fool you'll,573.12,5.839,172,576.0395,-0.4404,0.0,0.0,-1.807469462913791,-1.3287578662722297,
make me lose my job hurry up gil get him,576.24,5.12,173,578.8,-0.4019,0.0,0.0,-1.919418726996661,-1.4090361111394798,
on out,578.959,2.401,174,580.1595,0.0,0.0,0.0,-1.9608667843546592,-1.4113816022426453,
[Music],581.53,3.59,175,583.3249999999999,0.0,0.0,0.0,-1.90720399570945,-1.3610565780278405,
i hope you're happy with what you've,583.519,3.601,176,585.3195000000001,0.765,0.8,0.0,-1.7623213130769768,-1.3345544147993522,
done i'm sorry i hurt your arm thanks,585.12,3.839,177,587.0395,-0.2023,-0.15,0.0,-1.830399870441197,-1.3198864335515865,
for not breaking it don't blame me ma'am,587.12,3.76,178,589.0,0.2584,0.0,0.0,-1.7742865430728152,-1.3061889816207846,
i'm only a hired hand here you'll only,588.959,3.921,179,590.9195,0.4939,0.0,0.0,-1.7631479336446518,-1.2915210925965128,
lose one day man you can go in on the,590.88,4.72,180,593.24,-0.4019,0.0,0.0,-1.7879985042183182,-1.2770917653468352,
stage tomorrow,592.88,2.72,181,594.24,0.0,0.0,0.0,-1.7715865928563395,-1.2739347098960294,
tom,596.8,2.719,182,598.1595,0.0,0.0,0.0,-1.6893754414981172,-1.2707677159390331,
you take your things inside and i'll,598.16,4.92,183,600.62,0.0,0.0,0.0,-1.7897820527894086,-1.26290761838458,
look after the mules,599.519,3.561,184,601.2995,0.0,0.0,0.0,-1.8230828644272306,-1.2582008394727984,
[Music],603.8,3.19,185,605.395,0.0,0.0,0.0,-1.9071847980707957,-1.2052189568717446,
take it easy that's everything i own,609.36,5.159,186,611.9395000000001,0.4404,0.5166666666666666,0.0,-1.8307212018118526,-1.1121410579177122,
oh,621.2,4.629,187,623.5145,0.0,0.0,0.0,-1.8181511676494462,-1.0920245419741381,
[Music],622.57,3.259,188,624.1995000000001,0.0,0.0,0.0,-1.8169596955329128,-1.0855147931562499,
what are you doing,638.16,4.239,189,640.2795,0.0,0.0,0.0,-1.80920439540161,-1.0726150001699981,
i'm taking this room i'm sorry this is,640.079,6.76,190,643.459,-0.0772,-0.5,0.0,-1.8747079538525135,-1.2372200966908038,
mine not tonight it isn't,642.399,4.44,191,644.619,0.0,0.0,0.0,-1.901471362394828,-1.303405653489268,
what are you afraid of coyotes yeah the,677.04,5.2,192,679.64,0.296,-0.6,0.0,-1.96823683010054,-1.4371460758363688,
kind with boots on,679.279,4.8,193,681.679,0.5267,0.6,0.0,-1.9184976973713512,-1.3293798404955768,
wait a minute,682.24,3.2,194,683.84,0.0,0.0,0.0,-1.8741174380622312,-1.2632758188789854,
is there someplace around here i can,684.079,2.721,195,685.4395,0.0,0.0,0.0,-1.8482078641738864,-1.2427403584841277,
take a bath,685.44,5.839,196,688.3595,0.0,0.0,0.0,-1.8139607201346313,-1.2298194069402983,
yeah the picture's full i said beth,686.8,4.479,197,689.0395,0.296,0.35,0.0,-1.8080929660190748,-1.2261018454043244,
come on,691.92,2.4,198,693.12,0.0,0.0,0.0,-1.7859302137309254,-1.1936717971043915,
you see that,696.56,2.56,199,697.8399999999999,0.0,0.0,0.0,-1.7784926823705143,-1.176008339812124,
that what,699.6,3.919,200,701.5595000000001,0.0,0.0,0.0,-1.7767008868685616,-1.1826812024952718,
that what that sam is pumping water into,700.959,4.481,201,703.1995,0.0,0.0,0.0,-1.7748673361802505,-1.1905529490655111,
that's a horse trough,703.519,4.481,202,705.7595,0.0,0.0,0.0,-1.7686306617911145,-1.208066844455603,
well just don't use any soap the animals,705.44,3.839,203,707.3595,0.2732,0.0,0.0,-1.762284865363415,-1.2211982752931438,
don't like it,708.0,3.519,204,709.7595,-0.2755,0.0,0.0,-1.754603868787737,-1.2354427198094098,
is that where you take a bath,709.279,5.281,205,711.9195,0.0,0.0,0.0,-1.7568555599857776,-1.2319393464544162,
no don't you ever take a bath,711.519,5.281,206,714.1595,-0.296,0.0,0.0,-1.761318029921985,-1.195592774746232,
now and again back in the canyon a hot,714.56,4.64,207,716.88,0.0,0.125,0.0,-1.6714243846756127,-1.056717251093903,
spring that's more like it mind if i,716.8,3.839,208,718.7194999999999,0.4201,0.5,0.0,-1.5329249715066704,-0.925364798343587,
borrow this,719.2,4.319,209,721.3595,0.0,0.0,0.0,-1.4684458151421143,-0.9430206510258948,
well it looks as if you already have,720.639,4.561,210,722.9195,0.2732,0.0,0.0,-1.4311412024101176,-0.9161663839814004,
you sure you know how to use it i've,723.519,4.56,211,725.799,0.3182,0.5,0.0,-1.3285491370370293,-0.7823754729984675,
seen them around well here,725.2,4.48,212,727.44,0.2732,0.0,0.0,-1.278730842625583,-0.7298640774356191,
in that case you might just as well take,728.079,3.841,213,729.9994999999999,0.2732,0.0,0.0,-1.2797762229062173,-0.7051137464827217,
this too,729.68,4.64,214,732.0,0.0,0.0,0.0,-1.3529343006221777,-0.7212954090111716,
and you'll find my towel and my soap in,731.92,3.84,215,733.8399999999999,0.0,0.0,0.0,-1.345596152431924,-0.747557545031944,
my room,734.32,5.0,216,736.82,0.0,0.0,0.0,-1.2244805312458646,-0.6399004318860692,
have a nice bath,735.76,3.56,217,737.54,0.4215,0.6,0.0,-1.1957594534293097,-0.5452728213667278,
where is she going,746.0,3.12,218,747.56,0.0,0.0,0.0,-1.1786699449152267,-0.5676132091329749,
back in the canyon,747.68,2.88,219,749.12,0.0,0.0,0.0,-1.2338979590327601,-0.6021313880042722,
she's doing what you ought to do once in,749.12,4.0,220,751.12,0.0,0.0,0.0,-1.2896629917079914,-0.6188895298903951,
a while take a bath keep dry outside and,750.56,4.32,221,752.7199999999999,0.0,-0.033333333333333326,0.0,-1.2982370467572464,-0.6270289495770447,
wait inside that's what a man does in,753.12,4.92,222,755.58,0.0,0.0,0.0,-1.2753593708928013,-0.6393838140295366,
this country,754.88,3.16,223,756.46,0.0,0.0,0.0,-1.273064886547696,-0.6426405065740954,
[Music],760.18,3.08,224,761.7199999999999,0.0,0.0,0.0,-1.386518656539222,-0.6571141290962992,
what's that,763.839,4.24,225,765.9590000000001,0.0,0.0,0.0,-1.3414919642452232,-0.6630622359766773,
you hear anything,765.44,2.639,226,766.7595,0.0,0.0,0.0,-1.2512411832343693,-0.6636633621707486,
no i don't hear anything where's your,769.2,7.48,227,772.94,-0.296,0.0,0.0,-1.3321833810499009,-0.6633092144409867,
gun what do you think she took it,770.839,5.841,228,773.7595,-0.34,0.0,0.0,-1.3498679410836594,-0.6626525410022678,
[Music],794.78,7.41,229,798.485,0.0,0.0,0.0,-1.4067202853592176,-0.6000857781657263,
what are you gonna do,803.44,3.12,230,805.0,0.0,0.0,0.0,-1.3865810627233257,-0.5777612769615629,
keep a beat on him you find out who it,804.88,3.01,231,806.385,0.0,0.0,0.0,-1.3853367577095725,-0.5731355159668438,
is,806.56,24.079,232,818.5994999999999,0.0,0.0,0.0,-1.4114666040551427,-0.537958983778164,
[Music],807.89,24.67,233,820.225,0.0,0.0,0.0,-1.4169662117721715,-0.5344176065674421,
you the station keeper,830.639,4.161,234,832.7195,0.0,0.0,0.0,-1.4343672294976704,-0.5212759188838674,
no i just work here,832.56,4.8,235,834.9599999999999,-0.296,0.0,0.0,-1.4280981110923157,-0.5221515859341108,
where's the boss,834.8,4.0,236,836.8,0.0,0.0,0.0,-1.4198642922976539,-0.523743490866728,
oh he's around,837.36,4.27,237,839.495,0.0,0.0,0.0,-1.403590755247319,-0.5275874325557377,
just the two of you work here,838.8,5.279,238,841.4395,0.0,0.0,0.0,-1.3895499076350664,-0.5315419057250466,
