text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
leave here tonight why hang around an,387.56,4.4,111,389.76,-0.0516,0.0,-0.25,-0.795737871175519,0.7278029132747191,-0.3739807616270105
order they'll go to the Commissioner's,389.96,3.76,112,391.84,0.0,0.0,0.2,-0.8093929805083899,0.6698611930656653,-0.35850353650271843
Office together in the,391.96,4.76,113,394.34,0.0,0.0,0.5,-0.8124581217842295,0.6341944152531781,-0.22870123898538355
morning,393.72,3.0,114,395.22,0.0,0.0,0.3,-0.812626392992535,0.6330832474271252,-0.18632679685439682
okay weight approximately 160 lb height,399.84,5.919,115,402.79949999999997,0.2263,0.04999999999999999,0.2,-0.7945802095088073,0.6116646510696667,-0.17430738559305156
approximately,404.36,4.76,116,406.74,0.0,-0.4,0.25,-0.7182334139583133,0.20578202516145855,-0.10730171795116433
511 this is going to be a big help sorry,405.759,4.88,117,408.199,0.34,-0.25,0.45,-0.6684959754466426,0.07405552457399692,-0.013594535600268964
commissioner it was the best I could do,409.12,2.96,118,410.6,0.6369,1.0,0.85,-0.5656383363638484,0.698371788534442,0.11775680603345848
it was dark and raining and after you,410.639,2.721,119,411.9995,0.0,-0.15,-0.5,-0.5112208995506,0.6323425733016077,0.01983204862007685
showed me the badge I didn't pay too,412.08,2.959,120,413.55949999999996,0.0762,0.0,-0.3,-0.4730345540417822,0.5714051225316379,-0.03766639752153131
much attention to him you should be back,413.36,4.239,121,415.47950000000003,0.0,0.1,0.2,-0.4779451045420037,0.5449707878634976,-0.08106035717166914
patrolling vacant lots a man commits a,415.039,4.801,122,417.4395,0.0258,0.0,-0.7,-0.5517782651045956,0.5985263766699085,-0.1889682134146073
murder right in front of your own eyes,417.599,4.361,123,419.7795,-0.6908,0.44285714285714284,-0.9,-0.6908738798282399,0.7965794706114855,-0.3941046669321991
you tip your hat shiny shoes and send,419.84,3.84,124,421.76,0.0,0.0,0.3,-0.7248752129872067,0.8387887223805534,-0.39565674008711005
him off with his hot little guns still,421.96,5.0,125,424.46,0.0,0.03125,0.2,-0.7389087853464764,0.7684810717602273,-0.3120489837254079
in his hands you're suspended for 60,423.68,6.48,126,426.92,-0.4767,0.0,-0.1,-0.8248655748547641,0.7390708716716509,-0.3715088643892998
days yes sir that's only for publication,426.96,5.28,127,429.59999999999997,0.4019,0.0,0.35,-0.8130571784636547,0.7116162781007241,-0.3345224767527519
however instead of actually suspending,430.16,3.8,128,432.06,0.0,0.0,0.1,-0.7315777669310715,0.6735426256146695,-0.24917037825445348
you we're going to give you a chance to,432.24,4.76,129,434.62,0.25,0.0,0.45,-0.7094180562994277,0.6207772480051422,-0.2518098113155136
get yourself killed we want this man,433.96,6.04,130,436.97999999999996,-0.6369,-0.2,-0.8,-0.8985562260718892,0.4450152723733527,-0.4065817058776667
awfully bad and I'm stuck with you,437.0,4.36,131,439.18,-0.6997,-0.6999999999999998,-0.9,-1.0694021959469375,-0.031559516906207445,-0.5443971445904403
because you're the only one who knows,440.0,3.68,132,441.84,0.0,0.0,0.5,-1.055400150156943,-0.14546833516143767,-0.5492297205220547
anything about what he looks like no,441.36,4.6,133,443.66,0.0772,0.0,-0.1,-1.0466228541944418,-0.13195957637301375,-0.5323095806107652
record no record no pictures no prints,443.68,4.639,134,445.9995,0.1471,0.0,0.0,-1.073924041153435,-0.14106859475993136,-0.5231967022453359
no anything Mary gave us the name Blacky,445.96,4.28,135,448.09999999999997,-0.296,0.0,0.1,-1.1018595807171487,-0.17161293649696413,-0.5237575795688286
CLE our boys have been hearing the name,448.319,3.32,136,449.97900000000004,0.0,0.0,0.1,-1.107627235373104,-0.21443563357537218,-0.5285429702826945
around the Waterfront the last couple of,450.24,3.28,137,451.88,0.0,0.0,-0.1,-1.0975291890756558,-0.2704785279356585,-0.5350630260026193
weeks sit down,451.639,5.24,138,454.259,0.0,-0.15555555555555559,0.1,-1.0753329786735202,-0.35540640456431577,-0.5419830393632286
Deo yes sir what do you know about this,453.52,6.399,139,456.7195,0.4019,0.0,0.3,-1.054584822557475,-0.4521365031489031,-0.54302017742479
Waterfront setup very little sir I'm not,456.879,5.72,140,459.73900000000003,0.0,-0.24375000000000002,-0.2,-1.034857104064823,-0.5447413970746509,-0.5279909106684257
surprised at that but anyway your job is,459.919,4.761,141,462.29949999999997,0.1154,0.1,0.2,-1.021676676646871,-0.5750620166084411,-0.4942359709621911
to bring in Blackie Cay I think we,462.599,3.56,142,464.37899999999996,0.0,0.0,0.5,-1.0124661418229384,-0.585393737298931,-0.45199742032420964
should brief him just for background but,464.68,3.479,143,466.4195,0.0,0.0,0.2,-1.004044135649072,-0.5960724594108638,-0.41308240371905475
Radford can handle the racket end about,466.159,4.121,144,468.2195,0.0,0.0,0.15,-0.9966213946123375,-0.6130223242620322,-0.3957741369393276
3 months ago the union came to us and,468.159,3.641,145,469.9795,0.0,0.0,-0.1,-0.9883103161455926,-0.6407992222673833,-0.4048601525543662
ask our help in getting rid of the,470.28,3.759,146,472.1595,0.4019,0.0,-0.1,-0.971170045739272,-0.6861923221608317,-0.4528295125315597
racketeers who work their way into the,471.8,4.6,147,474.1,0.0,0.0,-0.2,-0.9653348598549322,-0.7303389703846145,-0.5276744977476809
Waterfront Mary who was killed last,474.039,4.041,148,476.0595,-0.6705,-0.1,-0.9,-1.035775463117485,-0.772081585260585,-0.6217198730894485
night and Radford here were assigned to,476.4,4.199,149,478.49949999999995,0.0,0.0,0.1,-1.125298562860875,-0.8106849054240024,-0.6832508859428144
the case how did the rackets work they,478.08,4.48,150,480.32,0.0,0.0,0.1,-1.1146513028726184,-0.8231660757020568,-0.6538840758784205
got a 100 angles kickbacks from,480.599,4.16,151,482.679,0.0,0.0,-0.2,-1.096717186548661,-0.8138493647046657,-0.6612069193543593
everybody working on the docks highly,482.56,3.599,152,484.3595,0.0,0.16,0.2,-1.0967222253192437,-0.7953417080621759,-0.7365890795532192
organized thefts and loadings and,484.759,3.0,153,486.259,0.0,0.0,-0.6,-1.1068901910147926,-0.7700714046916775,-0.874349137125348
unloadings that bring them in about 50,486.159,4.401,154,488.35949999999997,0.0,0.0,0.2,-1.1275691396934326,-0.7456627090869933,-0.9435720321310668
million a year contributions I could go,487.759,5.56,155,490.539,0.0,0.0,0.3,-1.1557316029713203,-0.7350241450413098,-0.9309985758803336
on for hours we began getting Witnesses,490.56,5.199,156,493.1595,0.0,0.0,0.1,-1.1929588865351355,-0.7582446785284811,-0.8909408894301631
from the truckman steamship lines in the,493.319,4.16,157,495.399,0.0,0.0,0.1,-1.2242033358960287,-0.7962720132862569,-0.8969469395653806
long shoreman you enough to convene a,495.759,4.041,158,497.77950000000004,0.0,-0.025,-0.1,-1.260344255042722,-0.714254175520801,-0.9306624319593009
grand jury and start presenting evidence,497.479,4.16,159,499.55899999999997,0.4588,0.5,0.2,-1.2926747715158966,-0.5169032397581507,-0.9526495768793931
then they evidently sent out some new,499.8,4.56,160,502.08,0.0,0.19318181818181818,0.2,-1.3466491210194655,-0.32163096261826435,-0.954411516834331
boy to take over things began to tighten,501.639,5.56,161,504.419,0.0,0.0,-0.1,-1.390848364416857,-0.37748546467112154,-0.9258505220346399
up but we still had enough to go ahead,504.36,4.959,162,506.8395,0.0,0.0,0.45,-1.4118346726875597,-0.6461400264213658,-0.8712369305121844
Jensen was our prize witness and Mary,507.199,4.96,163,509.67900000000003,0.5106,0.0,0.5,-1.3425189876277797,-0.6573599529003009,-0.792722919516724
was one of our best men how far had Mary,509.319,4.96,164,511.79900000000004,0.6369,0.55,-0.1,-1.1980160607242607,-0.44287077584635653,-0.759385929084009
gten I don't know for sure we were,512.159,4.24,165,514.279,-0.2411,0.5,-0.1,-1.2100822041747707,-0.14644545620816068,-0.755771353174765
working separately but pretty near the,514.279,5.041,166,516.7995,0.6486,0.175,0.35,-1.143689944805429,-0.03725373823877374,-0.6925438126221276
top I guess he scared somebody this,516.399,5.2,167,518.999,-0.2732,0.5,-0.2,-1.0849416414560962,0.26402241901938195,-0.6045587563203032
Blacky CLE he's the new boss that's what,519.32,4.959,168,521.7995000000001,0.0,0.13636363636363635,0.1,-1.1702553386059988,0.3335756762270577,-0.5166889126744313
Mary said you don't have anything on him,521.599,4.281,169,523.7395,0.0,0.0,-0.2,-1.2589059442192718,0.059960636985662445,-0.5048701971104472
we know someone who might be able to,524.279,3.521,170,526.0395,0.0,0.5,0.2,-1.3186624397860707,0.3228727103822161,-0.5279390273972724
identify,525.88,6.04,171,528.9,0.0,0.0,0.1,-1.2832063347169573,0.36438747601818183,-0.5620434544542317
him who's that,527.8,4.12,172,529.8599999999999,0.0,0.0,0.1,-1.2636226532657118,0.34177141020290314,-0.5645909857664436
you how do I work we'll get everything,534.36,6.84,173,537.78,0.0,0.0,0.45,-1.2061118752218758,0.4047162967433567,-0.4873065624164528
set up for you you you will be Tim Flynn,537.24,6.719,174,540.5995,0.0,0.0,0.5,-1.2611521786483424,0.4440293242629837,-0.4936700074173652
a middle-sized crook from New Orleans,541.2,4.04,175,543.22,0.0,0.13636363636363635,-0.2,-1.3540863594283956,0.42737489287898045,-0.5481374637668909
we'll have the New Orleans police,543.959,2.921,176,545.4195,0.0,0.13636363636363635,0.2,-1.4327477939049156,0.30770600763598277,-0.6169501655782766
phoning up a record for you in case,545.24,2.8,177,546.64,0.0,0.0,0.2,-1.4644315930814689,0.1887837207060837,-0.657935743792684
anybody,546.88,3.36,178,548.56,0.0,0.0,0.0,-1.487348396279334,0.026785801339836383,-0.7184231333163988
checks what have I done a few,548.04,4.0,179,550.04,0.0,-0.2,0.1,-1.4888679218653182,-0.04492506531583273,-0.7559187110985186
misdemeanors in a man's Slaughter R,550.24,3.279,180,551.8795,0.0,0.0,-0.2,-1.4826377163770161,-0.04287141070441168,-0.783459217153837
we'll arrange for you to fly to New,552.04,4.16,181,554.12,0.0,0.4681818181818182,0.5,-1.475813568227166,0.08788227154134325,-0.7808947744475998
Orleans tonight get aboard a boat work,553.519,5.361,182,556.1995000000001,0.0258,0.0,0.2,-1.467474374676395,0.1658800608587068,-0.7509869744936966
your way back up here it'll take about a,556.2,4.68,183,558.5400000000001,0.0,0.0,0.1,-1.447967941883877,0.12063504211508738,-0.6997518748327046
week make sure you notice plenty on that,558.88,3.88,184,560.82,0.3182,0.5,0.35,-1.4215438945422856,0.266989095451835,-0.6580538838247284
boat these boys probably check on,560.88,4.12,185,562.9399999999999,0.0,0.0,0.15,-1.4308662101259877,0.2434746115507982,-0.6903232902460068
anything they think look suspicious yell,562.76,3.48,186,564.5,-0.3612,0.0,-0.5,-1.4695213018130129,-0.013462383444340316,-0.7536647818913195
for all the help you need and keep,565.0,3.68,187,566.84,0.4019,0.0,0.6,-1.4829401519638048,-0.0635271655154016,-0.6532424895551955
reporting in another man can pick up in,566.24,4.64,188,568.5600000000001,0.0,0.0,0.1,-1.4608958762617312,-0.027415966370366668,-0.538043598442584
case you're knocked over,568.68,5.56,189,571.4599999999999,0.0,0.0,-0.1,-1.4099498946630853,-0.03951925836894091,-0.5227847628251423
off that's a cheery thought it's no,570.88,4.959,190,573.3595,0.34,0.7,0.3,-1.3934183003425828,0.386557295675851,-0.5679782101850898
stroll in the,574.24,4.12,191,576.3,0.0,0.0,0.15,-1.4001191924467782,0.3528832331718375,-0.6300051150738627
park and don't forget,575.839,5.361,192,578.5195000000001,0.1695,0.0,0.1,-1.4197928029442959,0.25501645895260056,-0.635534788514637
deole Cay saw as much of you last night,578.36,4.44,193,580.58,0.0,0.1,0.2,-1.4218142555109228,0.23860874205473115,-0.6163486479355106
as you did of him already thought of,581.2,3.0,194,582.7,0.0,0.0,0.2,-1.377018781424138,0.22363820061730577,-0.5902496340272629
that commissioner also thought of,582.8,2.88,195,584.24,0.0,0.0,0.1,-1.3060131049982588,0.19668185453859513,-0.5775252311138452
something else there's another guy got a,584.2,3.0,196,585.7,0.0,0.0,0.1,-1.237393945832086,0.242509526415879,-0.5774552531948733
better look at him last night than I did,585.68,3.279,197,587.3195,0.4404,0.25,0.2,-1.202348540973577,0.3298446553155,-0.5983780281290689
who's that the lunchroom proprietor,587.2,4.319,198,589.3595,0.0,0.0,0.1,-1.256862615226983,0.027328529559356253,-0.6600985863822257
won't be much help we picked him up dead,588.959,5.201,199,591.5595,-0.762,0.0,-0.85,-1.3510924308522378,0.13566540548933725,-0.7416349434387814
in an alley at 4:00 this,591.519,5.961,200,594.4995,0.0,0.0,-0.1,-1.3831575530439992,0.014021576778731004,-0.8039618635433389
morning pl's a little gun happy isn't he,594.16,4.679,201,596.4995,0.3214,0.30625,0.2,-1.3717187105939384,0.3666250761115533,-0.7821485489701782
remember that when you're prowling,597.48,3.039,202,598.9995,0.0,0.0,0.2,-1.3442934537067897,0.3695112516392993,-0.7260667493275978
