text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-ollama,sentiment-vader_norm,sentiment-textblob_norm,sentiment-ollama_norm
it's nothing like a love song give you a,319.039,4.481,93,321.2795,-0.6681,0.5,0.2,0.06268826831366439,0.48880728992429745,-0.12193413129810904
good laugh,322.16,4.0,94,324.16,0.7579,0.5,0.85,0.28995058923615624,0.7136706179217789,0.0038302477411006988
that's right,323.52,2.64,95,324.84,0.0,0.2857142857142857,0.5,0.27810308862030125,0.7575508078353396,0.025662901718247724
it's stuffy in here might be,328.4,6.96,96,331.88,0.0,0.0,-0.2,0.22573374132534446,0.8156470977536526,-0.020979492166569073
what about,332.8,2.56,97,334.08,0.0,0.0,-0.1,0.21841065815285532,0.78371666446778,-0.034634237504100836
we have a picnic,337.52,5.6,98,340.32,0.0,0.0,0.5,0.16726031022958993,0.7112005249882715,-0.007224987814741906
outside,340.56,2.56,99,341.84,0.0,0.0,0.0,0.15376073829572862,0.6973089513856204,-0.00572350429499387
it gets too stuffy in here for a picnic,346.72,6.56,100,350.0,0.0,0.0,-0.25,0.11954585764358908,0.6451073453170176,-0.04374912382586583
want to finish that,351.919,4.241,101,354.0395,0.0772,0.0,0.45,0.04914151392657674,0.631670842007912,-0.05066036763069458
shame to leave it,353.28,2.88,102,354.71999999999997,-0.5106,0.0,0.1,0.00416150406103672,0.6301207841057009,-0.05023967751790736
you're quite a boy,359.6,8.24,103,363.72,0.0,0.0,0.2,-0.13130399477345248,0.626226423867221,-0.02128382633170084
my car is outside naturally,374.0,4.479,104,376.2395,0.0,0.05,0.1,-0.10570568639552372,0.6350869971350032,0.021134457589895114
i want to go for a ride very much,378.639,4.241,105,380.7595,0.0772,0.26,0.75,-0.12270906703878524,0.6173631251955415,0.02854727625569288
what about your guests they'll crawl out,384.639,6.801,106,388.03950000000003,0.0,0.0,-0.2,-0.1641816361091451,0.706859351367003,0.03390348450275806
under their own steam i i'm going to,388.08,5.44,107,390.8,0.0,0.6,0.1,-0.1815189491086589,0.8668002278289992,0.03858336194013095
drive,391.44,5.28,108,394.08,0.0,0.0,0.2,-0.20135233366324154,0.8777600981784797,0.04543857269981981
that that's understood,393.52,3.2,109,395.12,0.0,0.0,0.5,-0.2072358760273401,0.8372412500095315,0.04746348600196907
don't you need a coat you'll do,400.56,9.28,110,405.2,0.0,0.0,-0.1,-0.2507712807330272,0.8168608408929595,0.05701689190840752
wait a minute let me put this on you,417.12,6.72,111,420.48,0.0,0.0,0.2,-0.278862483096982,0.7886764780282878,0.054444841026959886
might catch cold,419.28,4.56,112,421.55999999999995,0.0,-0.6,0.1,-0.2795325113757292,0.5252446999217364,0.05432386107228421
[Music],436.61,13.95,113,443.58500000000004,0.0,0.0,0.25,-0.2725687169551678,0.4927696924385105,0.08866505261811017
oh you're not scared of anything not too,447.84,5.04,114,450.35999999999996,0.3412,0.0,0.5,-0.26859513479555164,0.5203045428359521,0.11773684529733378
much,450.56,2.32,115,451.72,0.0,0.2,0.25,-0.2684273297677011,0.5066370563295344,0.12234606995575806
this fog gets me get your hair in your,455.84,5.28,116,458.47999999999996,0.0,0.0,-0.15,-0.27387609922182776,0.5014806348581063,0.12468374320764407
eyes,462.84,7.56,117,466.61999999999995,0.0,0.0,0.0,-0.2934218798762631,0.49496477321775784,0.08524429830459049
what does the speedometer say,465.759,7.601,118,469.5595,0.0,0.0,0.0,-0.29861553026242293,0.4831084723959366,0.0833888898759593
65.,470.4,2.96,119,471.88,0.0,0.0,0.75,-0.3000662701447216,0.4706303869323122,0.0933941283400358
i want to make it 80 and wipe that grin,477.28,4.72,120,479.64,0.5267,0.0,-0.2,-0.2757941266823504,0.41167607060795874,0.12312853232189061
off your face,479.84,14.0,121,486.84,0.0,0.0,0.2,-0.20144503298646246,0.39949608993384217,0.05267924263072504
i don't like gentlemen who grin at me,482.0,11.84,122,487.92,0.2477,0.0,-0.5,-0.1872929194257364,0.4192034675774697,0.0442791631083456
a cop what a policeman is chasing us,497.52,10.32,123,502.68,0.0,0.0,-0.2,-0.2276717404609369,0.37072874522836585,-0.06914051522148243
look they make me sick,502.319,5.521,124,505.0795,-0.5106,-0.7142857142857143,-0.65,-0.32308261011084544,0.09770362607849906,-0.1455565848118044
he wants to talk to you,510.24,3.2,125,511.84000000000003,0.0,0.2,0.5,-0.43280948636932276,0.1476430821964568,-0.16673262465657793
drunk and driving my second offense now,514.719,5.601,126,517.5195000000001,-0.5267,-0.25,-0.8,-0.4901275336651336,0.04873152785376968,-0.21241276455509928
i go to jail oh,518.24,16.4,127,526.44,0.0,-0.1,-0.2,-0.5310675625154111,-0.0384097628808517,-0.36415789788361697
family jail who cares,520.32,17.84,128,529.24,0.4588,-0.1,-0.6,-0.508892605644351,-0.0261023795987058,-0.3918848000534606
having a time for yourself aren't you,534.64,3.52,129,536.4,0.0,0.0,0.2,-0.4426335356548954,-0.08875471876057073,-0.4193142508843856
people like you are being bet drunk huh,538.88,5.04,130,541.4,0.0258,-0.5,-0.6,-0.4506518863901948,-0.2594558639438617,-0.4994236597379528
just a minute officer no arguments,542.32,2.079,131,543.3595,0.3089,0.0,0.5,-0.45365559192675103,-0.278358742060137,-0.4815547679832034
mister,543.92,5.919,132,546.8795,0.0,0.0,0.0,-0.45343773717451785,-0.29564310857453713,-0.5382440091432811
you ain't got a leg to stand on,544.399,5.44,133,547.119,0.0,0.0,-0.8,-0.45334002749397156,-0.2999687874169368,-0.5537528585847501
sorry but you didn't speak up that's all,554.88,3.36,134,556.56,-0.0387,-0.5,-0.25,-0.45256867826636055,-0.49149675601428156,-0.6593288182169079
right,557.279,3.441,135,558.9995,0.0,0.2857142857142857,0.5,-0.45284968048249447,-0.370798678789644,-0.5918681199820626
sure you can handle it no trouble well,558.24,5.599,136,561.0395,0.4106,0.3,0.85,-0.45305404876590505,-0.3362673115237539,-0.5344730926164125
you ought to know,560.72,3.119,137,562.2795,0.0,0.0,0.1,-0.4531352235359329,-0.3293132476803391,-0.5086816139854131
where's the ticket he didn't give me a,569.519,5.921,138,572.4795,0.0,0.0,-0.2,-0.4532091938200216,-0.32829060371669655,-0.5195617193671778
ticket,573.2,5.52,139,575.96,0.0,0.0,0.0,-0.4534175501769782,-0.342516102433994,-0.5556620264074853
but what's your name,575.44,6.079,140,578.4795,0.0,0.0,0.0,-0.4537731535268035,-0.35456260865556366,-0.5718693999300615
devlin well you showed that cup,578.72,4.16,141,580.8000000000001,0.2732,0.0,0.5,-0.45430876516530794,-0.3658585689830993,-0.5737484389199969
something,581.519,5.841,142,584.4395,0.0,0.0,-0.1,-0.4556608657535208,-0.38180153481188106,-0.561663507887109
he saluted you did he i saw him,582.88,7.2,143,586.48,0.0,0.0,0.1,-0.45674804019823245,-0.38870243321952924,-0.5543205241254323
why are you double crossing buzzard,587.36,4.56,144,589.64,0.0,0.0,-0.2,-0.45896701961043235,-0.3954838252362834,-0.5531159122910999
you're a cop,590.08,4.08,145,592.12,0.0,0.0,0.2,-0.4611726533250338,-0.3983261968326336,-0.5672684075820714
all right we like you later get away,591.92,3.039,146,593.4395,0.3612,0.14285714285714285,0.3,-0.46251319758272424,-0.39930359755531974,-0.5822196203832107
from my car,594.16,2.0,147,595.16,0.0,0.0,0.0,-0.46443592706101594,-0.4003128436740865,-0.6111198860470808
get out of my car i'm gonna take you,594.959,4.401,148,597.1595,0.0,0.0,-0.5,-0.46691972600673426,-0.4014888373097064,-0.6572748220090346
home you're not gonna take me home at,596.16,3.2,149,597.76,0.0,0.0,-0.2,-0.4677181238081212,-0.4019110881928086,-0.6721207758940367
all,602.839,3.881,150,604.7795000000001,0.0,0.0,0.0,-0.47885750046501707,-0.4144323224157436,-0.7180874182444249
oh,604.48,2.24,151,605.6,0.0,0.0,0.15,-0.4802814184363055,-0.41734578572479686,-0.6921135726783312
[Applause],608.7,3.62,152,610.51,0.4215,0.0,0.85,-0.45758541130332936,-0.4404456074163442,-0.6219271954304464
get out of my car a federal cop crashing,609.839,4.0,153,611.839,0.0,0.0,-0.8,-0.43202525396867725,-0.44757268101317466,-0.6883437406504556
my party,612.32,3.519,154,614.0795,0.4019,0.0,0.5,-0.358368957684562,-0.4595105543484713,-0.6975499597379171
just like that buzzer with the glasses,613.839,3.361,155,615.5195000000001,0.3612,0.0,0.1,-0.30865754529647316,-0.4667714004550773,-0.6927413541714333
leave me alone,615.839,5.921,156,618.7995000000001,-0.296,0.0,-0.5,-0.4037897834597424,-0.48064377539126085,-0.7127489498316792
to trailing me to get something on me oh,617.2,8.72,157,621.5600000000001,0.0,0.0,0.1,-0.3752708721854335,-0.48775340107862664,-0.7266941142100869
oh i'm gonna calm down,621.76,4.16,158,623.84,0.3182,0.07222222222222223,0.45,-0.3290429621577892,-0.47071653569248356,-0.7136858999241966
good now move over,626.399,4.5,159,628.649,0.4404,0.7,0.5,-0.26691627181140554,-0.2916555507703938,-0.6418388138166636
[Applause],627.77,3.129,160,629.3344999999999,0.4215,0.0,0.85,-0.2603588504734266,-0.290178129622411,-0.6311534824756636
i'm oh gonna leave,631.6,16.239,161,639.7195,-0.0516,0.0,-0.1,-0.1897712144556291,-0.2780787767808892,-0.5496695992125747
you'd better drink that,654.24,7.599,162,658.0395,0.4404,0.5,0.1,-0.1596893771147454,-0.20017305314946532,-0.5897323344819497
go on drink it,672.959,2.88,163,674.399,0.0,0.0,0.35,-0.1767708203967179,-0.162609467874686,-0.5836342597644303
oh oh finish it,681.44,8.399,164,685.6395,0.0,0.0,0.2,-0.18488312389002654,-0.1898517665039284,-0.5593086355084202
oh,700.839,3.0,165,702.339,0.0,0.0,0.15,-0.1696663857765577,-0.20019682499278063,-0.5223389352799667
feel better,714.16,6.88,166,717.6,0.4404,0.5,0.65,-0.11053159084598375,-0.09910365352625743,-0.5031876591684361
what do you care how i feel,717.44,3.6,167,719.24,0.4939,0.0,-0.2,-0.1008673719586511,-0.0913281375122238,-0.5026463631546719
you you cop,722.16,4.56,168,724.4399999999999,0.0,0.0,0.1,-0.06744187465327078,-0.08008629013574037,-0.5034547238137157
oh,728.839,3.0,169,730.339,0.0,0.0,0.15,-0.03574032680542913,-0.08614441264798664,-0.5096327124675852
what's this all about huh,741.839,7.12,170,745.399,0.0,0.0,0.1,-0.100822906072919,-0.12795991696700124,-0.5568422972199198
what's your angle one angle what last,745.839,3.601,171,747.6395000000001,0.0,0.0,0.1,-0.13430686616361717,-0.13055766500354957,-0.5686158233222378
night,748.959,4.081,172,750.9994999999999,0.0,0.0,0.1,-0.11603828815263538,-0.13153589861729265,-0.5917437433969103
just wanted to be friends friends yeah,749.44,5.68,173,752.2800000000001,0.8126,0.0,0.45,-0.08264571313271503,-0.1312071872142968,-0.6031443104399166
you could frame me huh no i got a job,753.04,3.84,174,754.9599999999999,-0.296,0.0,0.3,-0.14646040847557157,-0.12968375946762153,-0.6332568426381061
for you well,755.12,5.04,175,757.64,0.2732,0.0,0.6,-0.1681850415273733,-0.12754234944729065,-0.671194023333188
don't tell me there's only,756.88,3.28,176,758.52,0.0,0.0,-0.5,-0.17224560193312588,-0.1268094944037149,-0.6836628331032715
oh there's only one,760.72,7.52,177,764.48,0.0,0.0,0.2,-0.28696882180785177,-0.12354544045495204,-0.7231917842707875
job that you coppers would want me for,764.079,4.161,178,766.1595,0.0772,0.0,0.65,-0.27898741213433637,-0.12382662052564733,-0.709221280415352
or you can forget it mister devlin what,768.56,7.519,179,772.3195,-0.2263,0.0,-0.1,-0.3163292913721434,-0.1402919315836818,-0.6467767080630384
devlin i am no stool pigeon mr devil,772.079,5.681,180,774.9195,-0.765,0.0,-0.25,-0.46210921570954105,-0.15974432206769063,-0.6623698602973045
my department authorized me to engage,776.079,3.281,181,777.7194999999999,0.34,0.0,0.5,-0.4115556742615666,-0.1928329209720146,-0.6779872746546262
you to do some work for us there's a job,777.76,2.56,182,779.04,0.0,0.0,0.3,-0.39975152247398177,-0.20849131554794975,-0.6733496577095889
in brazil,779.36,3.76,183,781.24,0.0,0.0,0.0,-0.41121311195408083,-0.15967031994698425,-0.6811099498008306
oh go away the whole thing bores me some,780.32,3.199,184,781.9195000000001,-0.3182,0.2,-0.65,-0.40980502610627306,-0.11364544521304812,-0.6967070086160247
of the,783.12,2.64,185,784.44,0.0,0.0,0.0,-0.3570335474951833,-0.012030955042230201,-0.6952309378162902
german gentry who are paying your father,783.519,3.601,186,785.3195000000001,0.0,0.0,0.1,-0.3319204673944934,4.0487422493607015e-06,-0.6013364907427018
are working in rio,785.76,3.92,187,787.72,0.0,0.0,0.35,-0.29076700498727603,0.008401513799105267,-0.5698556424958791
every of the ig farben industries i tell,787.12,3.12,188,788.68,0.0,0.0,0.1,-0.29748499392731725,0.012043545475326906,-0.5839045984014982
you i'm not,789.68,2.719,189,791.0395,0.0,0.0,-0.2,-0.3600826206212305,0.02820356800509705,-0.5858063978775848
interested barbin has men in south,790.24,4.08,190,792.28,0.4019,0.25,0.2,-0.4040653948551266,0.03793669002186181,-0.5757540509575164
america planted there before the war,792.399,3.361,191,794.0795,-0.5994,0.0,0.1,-0.46033313171241363,0.05015978856537255,-0.5568363706220824
they're cooperating with the brazilian,794.32,3.28,192,795.96,0.0,0.0,0.5,-0.4891916956736304,0.05969400340342222,-0.5350353267599757
government to smoke them out,795.76,3.44,193,797.48,0.0,0.0,0.1,-0.4808267934061947,0.06467643780396308,-0.5177909443030151
my chief thinks that the daughter of a,797.6,3.52,194,799.36,0.0,0.0,-0.15,-0.46048024028699963,0.06708751751177727,-0.499308579701356
uh of a traitor,799.2,3.439,195,800.9195000000001,0.0,0.0,-0.2,-0.4557748783079899,0.06563790897529378,-0.4882409722305676
well he thinks it might be valuable in,801.12,4.32,196,803.28,0.6369,0.0,0.35,-0.39674466981598056,0.05688430463941858,-0.48262800018099106
the work they might sell to trust you,802.639,4.241,197,804.7595,0.5106,0.0,0.45,-0.30516416114353995,0.04702257305464564,-0.48811193104440087
and you could make up a little for your,805.44,4.72,198,807.8000000000001,0.0,-0.1875,0.2,-0.3263783464059289,0.01943525201774611,-0.524355788488044
daddy's peculiarities why should i,806.88,6.48,199,810.12,0.0258,0.0,-0.1,-0.4517707960257338,0.002986925031589968,-0.5708539512015266
patriotism that word gives me pain,810.16,5.76,200,813.04,-0.5106,0.0,-0.65,-0.5484285030725704,0.006050578072320369,-0.6458585908633709
no thank you i don't go for patriotism,813.36,3.68,201,815.2,-0.2755,0.0,-0.2,-0.5368548125059529,0.024087663848709986,-0.7088655850414894
or,815.92,3.52,202,817.68,0.0,0.0,-0.05,-0.6217674138068982,-0.012702181600840967,-0.7844958054439317
or patriots but i can dispute that with,817.04,4.72,203,819.4,-0.5499,0.0,-0.1,-0.7493058374754868,-0.09756511769402992,-0.8365833969729506
you waving the flag with one hand and,819.44,3.839,204,821.3595,0.4939,0.0,-0.25,-0.5817550281968199,-0.1506273360405226,-0.8893568071701495
picking pockets was the other that's,821.76,3.199,205,823.3595,0.0,-0.125,-0.2,-0.5720576040172769,-0.1522847759855087,-0.9138568366009325
your patriotism,823.279,4.881,206,825.7195,0.0,0.0,0.5,-0.5821374728205941,-0.12698460592678382,-0.8868823746904659
well you can have it we've had your,824.959,5.361,207,827.6395,0.2732,0.0,0.1,-0.577357053841778,-0.11714317311561397,-0.854880208611024
