text,start,duration,time_midpoint,vader,textblob,llama3
has expressed an interest in you and the,528.839,3.921,530.7995000000001,0.4588,0.0,0.7
emperor wants to arrange a marriage,531.12,3.899,533.0695,0.0,0.2,0.2
nonsense his majesty knows that I'm,532.76,4.18,534.85,-0.4019,0.0,-0.7
still in mourning two years of mourning,535.019,3.241,536.6395,-0.7003,0.0,-0.8
for a husband you couldn't endure is,536.94,2.22,538.0500000000001,0.0,0.0,-0.7
yes I see a highly satisfactory new,539.16,5.1,541.7099999999999,0.6697,0.1481818181818182,0.8
marriage some member of the Belgium,541.8,6.3,544.9499999999999,0.0,0.0,0.5
diplomatica or perhaps a Russian Duke,544.26,7.68,548.1,0.0,0.0,0.4
rations don't you manage as oozes from,548.1,5.7,550.95,0.0,-0.2,-0.7
them and dear papa you could always,551.94,4.78,554.33,0.3818,0.0,0.8
mortgage the Kremlin,553.8,10.73,559.165,0.0,0.0,0.2
we've Excellency the general Baron,565.92,6.9,569.37,0.5423,0.05000000000000002,0.6
holinia and the countess vonstrate,568.26,4.56,570.54,0.0,0.0,0.2
about an elenia,583.82,6.28,586.96,0.0,0.0,0.3
oh my dear Johanna I'll get up sorry I,586.44,6.66,589.7700000000001,0.3182,-0.5,0.4
can't kiss your hand bad cold,590.1,5.46,592.83,-0.8156,-0.6499999999999999,0.2
and how is that,593.1,5.34,595.77,0.0,0.0,0.2
you're wearing a new perfume even I can,595.56,5.7,598.41,0.0,0.13636363636363635,0.4
smell it with my stuffed up nose oh sit,598.44,4.019,600.4495000000001,0.0,0.0,0.2
Louis come on say hello to shahirazad,602.459,5.0,604.959,0.0,0.0,0.5
why do they always pick a damn day for,608.04,5.4,610.74,-0.4019,0.0,-0.7
me to inaugurate a bridge or open a,610.62,5.219,613.2295,0.0,0.0,0.7
Horticultural exhibition or,613.44,6.0,616.44,0.0,0.0,0.2
oh well awesome grumble it's the hazard,615.839,4.801,618.2395,0.7351,1.0,0.7
of the profession,619.44,3.899,621.3895,0.0,0.0,0.4
if I may be permitted a suggestion has,620.64,4.68,622.98,0.0,0.0,0.4
your majesty tried pine needles in,623.339,4.5,625.589,0.0,0.0,0.2
boiling water inhaling The Vapor under a,625.32,4.56,627.6,0.0,0.0,0.2
towel pine needles set in the nut,627.839,4.321,629.9995,0.0,0.0,0.2
shouldn't my whiskers to smell like two,629.88,4.56,632.16,0.3612,0.0,0.3
old Christmas trees,632.16,6.359,635.3394999999999,0.0,0.1,0.4
has anything particular come up lately,634.44,5.64,637.2600000000001,0.0,-0.06666666666666667,0.2
you ask that,638.519,3.121,640.0795,0.0,0.0,0.5
look at my desk,640.08,4.74,642.45,0.0,0.0,0.4
reports complaints unforgivable,641.64,7.439,645.3595,-0.4019,0.0,-0.7
stupidities downright dishonesty evenly,644.82,6.3,647.97,-0.4588,0.0,-0.7
go and look at them,649.079,4.861,651.5095,0.0,0.0,0.6
I'd rather not your majesty I don't,651.12,5.12,653.68,0.0,0.0,-0.7
I don't know why I've summoned you,657.36,4.919,659.8195000000001,0.0,0.0,-0.7
and you hit yes I mean no I mean we have,659.279,4.62,661.5889999999999,0.128,-0.078125,-0.7
a rather an English,662.279,2.761,663.6595,0.0,0.0,0.2
Majesty then what are you looking so,663.899,2.401,665.0995,0.0,0.0,0.7
gloomy about,665.04,2.94,666.51,-0.1531,0.0,-0.7
don't you approve of the alliance,666.3,3.599,668.0994999999999,0.0,0.0,-0.7
the marriage,669.899,3.06,671.429,0.0,0.0,0.4
do you or don't you know what I'm,671.22,5.28,673.86,0.0,0.0,-0.5
talking about yes I mean no we have,672.959,6.06,675.9889999999999,0.128,-0.3125,-0.7
rather an inkling your majesty this,676.5,4.62,678.81,0.0,0.0,0.8
match means a great deal to me I've,679.019,4.32,681.179,0.6249,0.8,0.6
given it infinite thought I've looked up,681.12,4.62,683.43,0.0,0.0,0.6
the bloodlines on both sides fine fine,683.339,4.201,685.4395000000001,0.3818,0.4166666666666667,0.4
one couldn't ask for better thank you,685.74,3.9,687.69,0.0243,0.5,0.8
Madison I brought Johanna up to realize,687.54,4.26,689.67,0.0,0.0,0.3
that blood comes first what pleases me,689.64,5.04,692.16,0.4019,0.25,0.7
most both lines are very prolific,691.8,4.86,694.2299999999999,0.0,0.35,0.8
oh a little embarrassing to talk about,694.68,4.44,696.9,-0.3197,-0.1875,-0.4
this not at all in medicine I anticipate,696.66,4.679,698.9995,0.0,0.0,0.7
superb Offspring and I warn you I'm,699.12,3.659,700.9495000000001,0.5719,1.0,-0.7
going to be a little greedy about them,701.339,2.701,702.6895000000001,-0.2516,-0.1875,0.4
I'm a lonely man I've lost my wife,704.04,5.4,706.74,-0.5859,-0.09999999999999998,0.7
my son it will warm up my heart to see,707.1,4.5,709.35,0.7269,0.6,-0.7
the little things crawling around a,709.44,4.56,711.72,0.0,-0.1875,0.2
great honor if there are five I want,711.6,3.419,713.3095000000001,0.8225,0.8,0.8
is that exorbitant oh Majesty Johanna,715.019,3.601,716.8195000000001,0.0,0.0,0.6
don't be picky you and if it'll give the,717.42,2.88,718.86,0.0,0.0,0.4
emperor any happiness now as for the,718.62,3.659,720.4495000000001,0.5574,0.7,-0.7
bridegroom yeah she makes it I think,720.3,3.779,722.1895,0.296,0.0,0.4
that the union should be brought about,722.279,3.421,723.9895,0.0,0.0,0.8
as quickly as possible of course your,724.079,4.26,726.209,0.0,0.0,0.4
mother said you see spry as he is he,725.7,5.22,728.3100000000001,0.0,0.0,0.6
he's a rather elderly gentleman how old,728.339,5.761,731.2195,0.0,0.1,0.2
are they just 12 12. Johanna what,730.92,5.46,733.65,0.0,0.0,0.4
well not quite he will be on the 7th of,736.38,4.38,738.57,0.2732,0.0,0.2
September I suggest that the nuptials,738.6,4.919,741.0595000000001,0.0,0.0,0.3
take place in my kennels kennels the,740.76,4.44,742.98,0.0,0.0,0.2
lead barking going on Father we're,743.519,4.021,745.5295,0.0,0.0,0.4
talking about the poodles his Majesty's,745.2,5.52,747.96,0.0,0.0,0.4
dog is asking for the Porsche Resort,747.54,6.419,750.7495,0.0,0.0,-0.7
oh of course I know food so here is uh,750.72,4.98,753.21,0.0,0.0,0.8
did you hear of your engagement aren't,753.959,4.88,756.399,0.4588,0.0,-0.7
you delighted what do you say,755.7,3.139,757.2695,0.5106,0.7,0.8
how about a piece of sugar I love it,759.24,5.06,761.77,0.6369,0.5,0.8
come here come here yeah pull yourself,771.92,5.859,774.8494999999999,0.296,0.0,0.7
together you spoiling a sail for me you,775.2,5.36,777.88,0.0,0.0,0.4
want to eat don't you,777.779,2.781,779.1695,0.0772,0.0,0.4
I must have well the mainspring too,795.6,4.1,797.65,0.2732,0.0,0.4
I'm just not supposed to do that till I,801.0,3.92,802.96,0.0,0.0,0.2
pull the switch,802.44,2.48,803.6800000000001,0.0,0.0,0.5
the plot of the life of the emperor time,815.88,6.079,818.9195,0.0,0.0,0.5
bomb threat back box,818.22,3.739,820.0895,-0.765,0.0,-0.7
that's melee,825.36,4.8,827.76,0.0,0.0,0.3
oh I guess you'd like to know what this,828.06,4.56,830.3399999999999,0.3612,0.0,-0.7
is I'm not telling no sir I'm gonna work,830.16,4.44,832.38,0.2235,0.0,0.7
it on the emperor first what a bang he's,832.62,3.24,834.24,0.0,0.25,0.7
gonna get out of it this is gonna kill,834.6,3.299,836.2495,-0.6908,0.0,-0.7
him oh my left,835.86,4.62,838.17,0.0,0.0,0.4
gonna match it here we are,837.899,5.341,840.5695,0.0,0.0,0.7
he'll be in sections this is gonna kill,840.48,4.94,842.95,-0.6908,0.0,-0.7
you have a problem by intrusion your,865.76,4.0,867.76,-0.4019,0.0,-0.7
majesty will your majesty please make,867.899,3.781,869.7895,0.3182,0.0,0.6
all the hates possible what is it now a,869.76,3.9,871.71,-0.4404,0.0,-0.9
precautionary measure your majesty there,871.68,5.52,874.4399999999999,0.0,0.0,0.4
seems to be an assassin dear,873.66,6.84,877.0799999999999,0.3818,0.0,-0.7
this gets to be such a ball sorry,877.2,15.569,884.9845,-0.0772,-0.25,-0.7
wait a minute,906.26,3.24,907.88,0.0,0.0,0.2
what's the matter with you you're crazy,922.8,3.32,924.46,-0.3182,-0.6,-0.7
you dog search him,926.48,4.78,928.87,0.0,0.0,-0.7
now who are your Confederates we want,929.16,4.14,931.23,0.0772,0.0,0.6
every name is this the Emperor's Palace,931.26,4.139,933.3295,0.0,0.0,0.6
or a looney band you came here as a,933.3,4.62,935.61,0.0,0.0,0.3
potentator are you a potentator well I,935.399,3.601,937.1995,0.2732,0.0,0.4
may have stretched things a little bit,937.92,3.659,939.7495,0.0,-0.11875,0.2
I'm a Shriner paid up you're a nihilist,939.0,4.32,941.16,0.0,0.0,0.6
that's what you are I am not I'm a,941.579,3.961,943.5595,0.0,0.0,-0.7
presbyterian I lie again it says here,943.32,4.319,945.4795,0.0,0.0,0.3
that you're a Salesman listen wobble,945.54,3.72,947.4,0.0,0.0,-0.7
face isn't it possible for a guy to be a,947.639,3.361,949.3195,0.0,0.0,0.3
presbyterian Shriner salesman no you're,949.26,3.36,950.94,-0.296,0.0,-0.7
trying to confuse me I am also a,951.0,3.06,952.53,-0.2263,0.0,-0.7
registered Democrat a junior member of,952.62,3.0,954.12,0.0,0.0,0.3
the Chamber of Commerce a Sandlot third,954.06,4.079,956.0995,0.0,0.0,-0.7
baseman I am known not so fast I have to,955.62,4.14,957.69,0.0,0.2,0.7
talk fast if I don't my sample is going,958.139,4.431,960.3545,0.0,0.2,0.4
to rust in your fish pond,959.76,5.959,962.7395,0.0,0.0,-0.7
careful it might explode well I wish it,966.24,4.08,968.28,0.6597,-0.1,-0.7
would you cannot the powder's all wet it,968.76,3.48,970.5,0.0,-0.1,-0.7
must be some new model with a cannon,970.32,3.42,972.03,0.0,0.13636363636363635,0.4
attached you must be an old wind bag,972.24,4.08,974.28,0.0,0.1,-0.7
with a blabbermouth attached I never saw,973.74,4.08,975.78,0.0,0.0,-0.7
such a bunch of ignoramus says here,976.32,5.42,979.03,-0.4404,0.0,-0.8
buttons we show them the trademarks,977.82,3.92,979.78,0.0,0.0,0.4
does that mean anything to you,982.74,5.039,985.2595,0.0,-0.3125,0.2
it doesn't eh well it's an invention,985.32,4.259,987.4495,-0.2057,0.0,0.6
it's a Talking Machine it's a new kind,987.779,3.541,989.5495,0.5267,0.36818181818181817,0.2
of an American thingamabob here watch,989.579,2.581,990.8695,0.0,0.0,0.3
we have a record we put it upon the,992.16,4.26,994.29,0.0,0.0,0.4
machine thus we start the works in this,994.38,3.48,996.12,0.0,0.0,0.6
man and drop the needle in that fashion,996.42,3.41,998.125,-0.2732,0.0,0.4
and we're ready to go everybody listen,997.86,6.76,1001.24,0.3612,0.2,0.7
something wrong here buddy what's going,1004.699,4.041,1006.7195,-0.4767,-0.5,-0.7
well this is not the standard equipment,1009.44,4.04,1011.46,0.2732,0.0,-0.7
with your Majesty's permission your,1030.1,4.42,1032.31,0.0,0.0,0.6
majesty may come out now about time I,1032.419,4.92,1034.879,0.0,0.0,0.6
was beginning to feel like a corkscrew,1034.52,4.98,1037.01,0.3612,0.0,-0.7
what was it this time a false alarm your,1037.339,4.261,1039.4695,-0.34,-0.4000000000000001,-0.7
majesty an American salesman trying to,1039.5,4.799,1041.8995,0.0,0.0,0.2
force his way most persistent breed,1041.6,4.739,1043.9695,0.0,0.5,0.4
these Americans there was one who threw,1044.299,4.081,1046.3395,0.0,0.0,-0.7
himself in front of my Carriage he was,1046.339,4.321,1048.4995,0.0,0.0,0.2
selling brushes wanted me to buy two for,1048.38,4.98,1050.87,0.0,0.0,0.2
my whiskers also a clothes brush a shoe,1050.66,4.56,1052.94,0.0,0.0,0.2
brush a nail brush and a toothbrush,1053.36,4.08,1055.4,0.0,0.0,0.7
incredible we finally bought a mop and,1055.22,4.8,1057.62,0.0,0.45,0.2
had him deported where were we now the,1057.44,3.96,1059.42,0.0,0.0,-0.7
dog's Your Majesty we were making the,1060.02,4.14,1062.09,0.0,0.0,0.4
final Arrangements oh yes Louis and I,1061.4,3.96,1063.38,0.4019,0.0,0.6
will be at my hunting lodge in the,1064.16,3.06,1065.69,0.0,0.0,0.7
Tyrrell for the next three weeks I want,1065.36,3.3,1067.01,0.0772,0.0,0.4
you to come and stay with me there and,1067.22,3.3,1068.87,0.0,0.0,0.7
bring Sierra Resort along we are most,1068.66,3.48,1070.4,0.0,0.5,0.6
honored your medicine I think the happy,1070.52,3.36,1072.2,0.8176,0.8,0.7
couple will find the mountainair quite,1072.14,4.2,1074.24,0.0,0.0,0.7
invigorating as to Transportation have,1073.88,3.9,1075.8300000000002,0.4767,0.0,0.7
you any objections to the Hustler's,1076.34,2.76,1077.72,0.0,0.0,0.5
Carriage none whatever your medicine,1077.78,2.94,1079.25,0.0,0.0,0.2
then I'll send my ultimate Bill to bring,1079.1,3.84,1081.02,0.0,0.0,0.7
you up next Tuesday goodbye Baron,1080.72,4.38,1082.91,0.0,0.0,0.2
goodbye my dear Johanna may I personally,1082.94,3.42,1084.65,0.3818,0.0,0.6
guarantee your majesty your most,1085.1,3.66,1086.9299999999998,0.25,0.5,0.4
glorious little time thank you I shall,1086.36,4.14,1088.4299999999998,0.7522,-0.1875,0.8
see you in the mountains,1088.76,4.56,1091.04,0.0,0.0,0.7
everybody returned to his quarters no,1090.5,4.559,1092.7795,-0.296,0.0,-0.7
tradesperson is permitted in the palace,1093.32,3.479,1095.0594999999998,0.0,0.0,0.4
you'll pack up that squalling,1095.059,4.561,1097.3395,0.0,0.0,-0.7
Abomination and leave at once,1096.799,6.061,1099.8295,-0.0516,0.0,-0.8
out out oh no oh no I don't I'm gonna,1099.62,4.919,1102.0794999999998,-0.0803,0.0,-0.8
wait around here till it dries and then,1102.86,3.6,1104.66,0.0,0.0,-0.7
I'm gonna show it to the old boy as per,1104.539,4.38,1106.729,0.0,0.1,0.4
my appointment to whom will you show it,1106.46,4.14,1108.53,0.0,0.0,0.2
to the emperor,1108.919,3.481,1110.6595000000002,0.0,0.0,0.6
and if you play ball with me I won't,1110.6,3.12,1112.16,0.34,0.0,0.4
tell him what a monkey you made out of,1112.4,2.94,1113.87,0.0,-0.05,0.3
yourself you will never see the emperor,1113.72,3.839,1115.6395,0.0,0.0,0.8
I'd protect his majesty from that object,1115.34,4.14,1117.41,0.3818,0.0,-0.7
just as I protect him from a bomb Now,1117.559,3.421,1119.2695,-0.1531,0.0,0.8
you listen to me chubby I didn't come,1119.48,2.76,1120.86,0.0,0.0,0.3
all the way to Austria to run into that,1120.98,2.46,1122.21,0.0,0.0,-0.7
kind of Guff I came here to put that,1122.24,2.34,1123.41,0.0,0.6,-0.7
machine over and I'm gonna you,1123.44,2.4,1124.64,0.0,0.0,-0.7
understand I'm going to sell five,1124.58,3.0,1126.08,0.0,0.0,0.4
thousand ten thousand twenty thousand,1125.84,4.26,1127.97,0.0,0.0,0.2
not in Austria I assure you we do not,1127.58,4.14,1129.65,0.34,0.0,-0.7
take the cheap blatant Innovations,1130.1,3.24,1131.7199999999998,0.0,-0.04999999999999999,-0.7
you're a bunch of Dusty old aunties,1131.72,3.3,1133.37,0.0,-0.15000000000000002,-0.7
you're scared of anything new you,1133.34,2.64,1134.66,-0.4404,0.13636363636363635,-0.7
wouldn't have put in the electric light,1135.02,2.159,1136.0995,0.0,0.4,-0.7
only the emperor didn't you wouldn't,1135.98,2.28,1137.12,0.0,0.0,0.2
have bought an automobile only the,1137.179,2.581,1138.4695000000002,0.0,0.0,0.4
emperor did well he's going to buy the,1138.26,2.76,1139.64,0.2732,0.0,0.4
first one of these do you hear me and,1139.76,2.7,1141.11,0.0,0.25,0.3
he's going to endorse him and when he,1141.02,4.2,1143.12,0.3182,0.0,0.3
does you watch the sales Skyrocket Yoho,1142.46,4.68,1144.8,0.0,0.0,0.8
they're going up and perhaps you'll take,1145.22,3.839,1147.1395,0.0,0.0,0.4
a photograph of our emperor looking into,1147.14,4.62,1149.45,0.0,0.0,0.4
that horn in place of your dog don't you,1149.059,3.841,1150.9795,0.0,0.0,-0.7
realize this is the greatest thing,1151.76,2.34,1152.93,0.6369,1.0,0.9
that's happened to the hellenius in 10,1152.9,3.3,1154.5500000000002,0.0,0.0,0.3
Generations but will it pay The Butchers,1154.1,4.62,1156.41,-0.1531,0.0,0.2
bill will it what would you would dare,1156.2,3.719,1158.0595,0.0,0.0,0.4
present his bill to the emperor's,1158.72,3.9,1160.67,0.0,0.0,0.4
brother-in-law what was there I poured,1159.919,4.321,1162.0795,0.0,0.0,0.2
him into daughter don't you realize,1162.62,3.419,1164.3294999999998,0.0,0.0,-0.7
we've just become part of the emperor's,1164.24,3.9,1166.19,0.0,0.0,0.4
family all because of some arrangement,1166.039,4.14,1168.109,0.0,0.0,0.2
About Puppies certainly thanks to those,1168.14,3.3,1169.7900000000002,0.6486,0.2,0.7
puppies your father is now the most,1170.179,2.521,1171.4395000000002,0.0,0.5,0.5
important man in the morning here,1171.44,3.479,1173.1795,0.2023,0.4,0.7
Inseparable from the emperor he and I,1172.7,3.719,1174.5595,0.0,0.0,0.8
will sit together waiting for them to be,1174.919,3.241,1176.5395,0.0,0.0,0.2
born we'll feed the little things with,1176.419,3.0,1177.919,0.0,-0.1875,0.4
medicine droppers we'll spread,1178.16,3.0,1179.66,0.0,0.0,0.4
newspapers for them we'll take them one,1179.419,3.781,1181.3095,0.0,0.0,0.5
little walks I shall have the Emperors,1181.16,4.92,1183.62,0.0,-0.1875,0.4
here and advise him on that as a state I,1183.2,5.16,1185.78,0.0,0.0,0.5
may become ambassador to Paris,1186.08,4.88,1188.52,0.0,0.0,0.7
magnificent visitors have opened up,1192.7,3.94,1194.67,0.5994,1.0,0.8
what's wrong with the young king of,1194.6,4.38,1196.79,-0.4767,-0.2,-0.7
Spain or there's an English principling,1196.64,4.919,1199.0995,0.0,0.0,0.4
father to return to the butcher how are,1198.98,4.02,1200.99,0.0,0.0,0.3
we to provide a little meat for the,1201.559,3.181,1203.1495,0.0,-0.1875,0.3
bride if she's to be kept alive with a,1203.0,3.6,1204.8,0.3818,0.1,0.2
happy event don't be ridiculous we now,1204.74,4.02,1206.75,0.7013,0.23333333333333336,0.7
have all the credit in the world,1206.6,4.199,1208.6995,0.3818,0.0,0.6
so Vienna thought we had gone to the,1208.76,3.68,1210.6,0.0,0.0,0.2
gone to the dogs indeed,1212.44,4.72,1214.8,0.0,0.0,-0.7
now Godly we've endured your presence,1217.34,3.9,1219.29,0.0,0.0,-0.7
long enough,1220.1,3.78,1221.99,0.0,-0.025,0.2
oh your Emperor's sideburns,1221.24,5.58,1224.03,0.0,0.0,0.3
what are you doing now disrobing in the,1223.88,5.22,1226.49,0.0,0.0,-0.7
palace grounds fussy old dude you are,1226.82,3.9,1228.77,0.0,0.1,0.2
you're worse than a worm on a hot rod,1229.1,3.72,1230.9599999999998,-0.4767,-0.07500000000000001,-0.9
I'll give you exactly one more minute to,1230.72,4.26,1232.85,0.0,0.375,-0.7
get that object out of here that's,1232.82,4.02,1234.83,0.0,0.0,-0.7
what's known as Viennese charm buttons,1234.98,4.02,1236.99,0.4019,0.0,0.5
you ever see me order wiener schnitzel,1236.84,5.17,1239.425,0.0,0.0,0.2
again you can spit right in my eye,1239.0,17.48,1247.74,0.0,0.2857142857142857,-0.7
yeah now what are you up to here,1256.48,7.78,1260.37,0.296,0.0,0.4
what's the matter,1260.98,7.78,1264.87,0.0258,0.0,-0.5
hey hey you this dog is clean what'd you,1264.26,7.08,1267.8,0.4019,0.3666666666666667,0.4
do to my dog have not seen enough you,1268.76,3.779,1270.6495,0.0,0.0,0.4
bet it is we've been kicked around,1271.34,2.88,1272.78,0.0,0.0,-0.7
falling in the water snapped there,1272.539,3.601,1274.3395,-0.1531,0.0,-0.7
fitting what do those people think they,1274.22,3.839,1276.1395,0.0,0.5,-0.7
are anyway they are his ecstasy the,1276.14,4.02,1278.15,0.5994,0.0,0.6
baron hollenia and the Countess Von,1278.059,4.261,1280.1895,0.0,0.0,0.5
stoltzenberg stoltzenberg okay where do,1280.16,4.139,1282.2295,0.2263,0.5,0.3
they live the stoltzenberg stultzenberg,1282.32,4.26,1284.45,0.0,0.13636363636363635,0.5
penis and stoltzenberg stoltzenberg,1284.299,4.201,1286.3995,0.0,0.0,-0.5
square that's a lot of stolzenberg,1286.58,3.719,1288.4395,0.0,0.0,0.2
brother and don't tell us to get out,1288.5,3.12,1290.06,0.0,0.0,0.7
cause we're getting,1290.299,4.321,1292.4595,0.0,0.0,0.4
a French poodle about that size you tell,1319.299,4.541,1321.5695,0.0,0.0,0.7
us she has to see a man about a dog,1322.4,3.48,1324.14,0.0,0.0,0.3
perhaps if you would clarify the nature,1323.84,4.5,1326.09,0.0,0.0,0.2
of your business,1325.88,5.1,1328.43,0.0,0.0,0.2
what's the idea just well enough after,1330.98,3.66,1332.81,0.2732,0.0,0.2
your dog has bitten my dog I don't,1332.84,3.24,1334.4599999999998,0.0,0.0,-0.7
expect decent manners of that thing but,1334.64,2.82,1336.0500000000002,0.0,0.16666666666666666,-0.7
human beings we expect them to act at,1336.08,4.099,1338.1295,0.0,0.0,0.4
least halfway human,1337.46,2.719,1338.8195,0.0,-0.15,0.4
take off your hat,1340.76,3.2,1342.36,0.0,0.0,0.6
look at that leg bit and clear to the,1344.12,3.24,1345.7399999999998,0.3818,0.10000000000000002,0.2
Bone it bled for a half an hour all over,1345.919,4.201,1348.0195,0.0,-0.16666666666666666,-0.7
my Reddit suit I doubted my birds care,1347.36,4.92,1349.82,0.2732,0.0,-0.7
for the smell of your hat oh fry your,1350.12,3.96,1352.1,0.0,0.0,-0.7
birds I'm talking about my dog or your,1352.28,3.3,1353.93,0.0,0.0,0.2
dog she ought to have a muzzle on her,1354.08,2.88,1355.52,0.0,0.0,0.3
not a leather muzzle either a steel one,1355.58,3.479,1357.3194999999998,0.0,0.0,-0.7
don't let him upset you darling look at,1356.96,4.199,1359.0595,0.717,0.0,0.6
that silly haircut who turns her up like,1359.059,3.721,1360.9195,0.3818,-0.5,0.3
that the guy that trims your Hedges what,1361.159,3.181,1362.7495,0.0,0.0,0.2
is it that you want damages for what,1362.78,2.879,1364.2195,-0.3818,0.0,-0.7
happened to your Mongrel and money for,1364.34,3.12,1365.9,0.0,0.0,0.2
the cleaning of your trousers I want a,1365.659,3.721,1367.5195,0.0772,0.0,0.2
saliva test made of her and I want it,1367.46,5.04,1369.98,0.0772,0.0,-0.7
right now you want what a saliva test,1369.38,5.58,1372.17,0.0772,0.2857142857142857,-0.7
she may be mad that silly looking thing,1372.5,4.559,1374.7795,-0.4767,-0.5625,0.2
may have the rabies I'll thank you not,1374.96,3.66,1376.79,0.3612,0.0,-0.7
to use such vile words when you talk,1377.059,3.661,1378.8895,-0.6249,0.0,-0.7
