text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
things are quiet down without to so,225.29,3.99,227.285,0.0,-0.0777777777777777,-0.7,-0.011305557963544722,-0.1338287865400349,0.15943656760475808
sternum up the rest of them engines,227.84,3.27,229.475,0.0,0.0,0.6,-0.011719853824407057,-0.1341983068079666,0.15914831735080842
would get reasonable just as fast as,229.28,4.05,231.305,0.0,0.2,0.4,-0.012075383071593065,-0.1345217276537742,0.1588905035093104
they can but you take him in alive,231.11,3.33,232.775,0.5267,0.1,0.4,-0.01236696049387762,-0.13479101693299333,0.1586723241536611
you'll have every Apache in the,233.33,3.39,235.025,0.0,0.0,0.4,-0.012823291117001773,-0.13521928649402237,0.15831941405674035
territory coming after him we had three,234.44,4.31,236.595,0.0,0.0,0.5,-0.013148700902059982,-0.1355294587503348,0.15805968395911268
years of this you can stop it right now,236.72,6.05,239.745,-0.296,0.2857142857142857,-0.7,-0.013818272533792177,-0.13617924201590814,0.1575055167238331
we'll take him back to Winston Joe,238.75,7.71,242.605,0.0,0.0,-0.7,-0.01444465984983831,-0.13680015160468742,0.1569646071505484
suit yourself dick,242.77,3.69,244.615,-0.5106,0.0,0.3,-0.014894898708846282,-0.13725366622595492,0.1565632245842638
lieutenant yes if you tailor man to,255.959,3.821,257.8695,0.4019,0.0,0.4,-0.018047723067869937,-0.1405759877734865,0.15349021744627078
return the fourth Winston have mentor,258.22,3.09,259.76500000000004,0.0,0.0,0.4,-0.018521577149681685,-0.14109515609346526,0.15299196745580654
Colonel gentlemen we're bringing two so,259.78,3.9,261.73,0.0,0.0,0.4,-0.019018053510449766,-0.1416441972229635,0.1524603690141004
said yes sir and put a burial detail of,261.31,3.81,263.215,0.4019,0.0,0.2,-0.019396624371592196,-0.14206627187906998,0.15204853707167806
the works I want this place looking like,263.68,7.11,267.235,0.4215,0.0,0.4,-0.02043495897349629,-0.1432387269582743,0.15089066819694513
a cavalry post of holy leave it's all he,265.12,10.64,270.44,-0.0516,0.0,0.4,-0.02127565318243077,-0.14420349536585225,0.14992323423469736
ever cares about leave it looking neat,270.79,4.97,273.27500000000003,0.7003,0.0,0.6,-0.022027719813336306,-0.14507801973416923,0.14903531708444476
and the prison over to the garden,323.729,4.021,325.7395,-0.5106,0.0,0.4,-0.03629972982081198,-0.16379788380643265,0.12774030081236193
dismissed the detail yes sir,325.659,17.371,334.3445,0.4019,0.0,0.3,-0.03849236605635755,-0.16712086350748254,0.12348287263519186
detail dismount running through that,327.75,19.0,337.25,0.0,0.0,0.4,-0.0392097536219528,-0.16824578443530203,0.12200407465830469
pass like a bunch of crazy oh stop that,343.03,6.18,346.11999999999995,-0.2732,-0.6,0.6,-0.04131464326108833,-0.17167595865731622,0.1173680375301775
noise right there stands this fellow,346.75,3.18,348.34,0.0,0.2857142857142857,-0.7,-0.04181920362094318,-0.17253140082157534,0.11618027042164875
waiting to be shot just waiting to be,349.93,4.739,352.2995,0.0,0.0,-0.7,-0.04269467013615821,-0.17405181631252006,0.11403581032119184
shot and what is our captain do he says,352.24,4.95,354.71500000000003,0.0,0.0,0.4,-0.04321252765816143,-0.17497518838928386,0.11271166831392584
men I want this place cleaned up and,354.669,4.411,356.87449999999995,0.0772,0.0,-0.7,-0.04366456018673669,-0.17579751140630945,0.11151794555574665
looking like a cavalry post that first,357.19,4.74,359.56,0.3612,0.25,0.4,-0.04421168975623976,-0.17681535164749512,0.11002072931753534
thing you do and that's all he said hey,359.08,6.199,362.1795,0.0,0.0,0.4,-0.04472868917106795,-0.17780243331714374,0.10854706929231722
Kali it's enough to drive a man to drink,361.93,6.03,364.945,0.0,0.0,-0.7,-0.045255864780254465,-0.17883763576868456,0.1069775005873284
that's the last time I ever go anyplace,365.279,6.551,368.5545,0.0,0.0,-0.7,-0.045913819560053595,-0.18017684285385077,0.10490835154095837
without this did you have any orders to,367.96,7.259,371.5895,0.0,0.0,0.2,-0.04643946505845686,-0.18129127605891737,0.10315116840648964
go through the pass or - shoot - so how,371.83,6.089,374.8745,-0.34,0.0,0.4,-0.046978704395619686,-0.18248427465136988,0.10123207583659861
do I know well if he didn't he wouldn't,375.219,5.581,378.0095,0.2732,0.0,0.7,-0.047463320560488007,-0.1836087984829859,0.09938462975579934
orders was made to be broken leached not,377.919,5.701,380.7695,-0.4767,-0.4,-0.7,-0.04786477179608967,-0.18458657317247495,0.09774576595749371
with captain Lance I ought to know that,380.8,5.51,383.555,0.0,0.0,0.6,-0.04824516250884235,-0.18556093873753754,0.0960804478004542
better than anybody,383.62,2.69,384.965,0.4404,0.5,0.8,-0.04842796746156619,-0.186049137097512,0.09523328573118348
just a matter what Saxton how that he's,399.54,8.38,403.73,0.0258,0.0,0.6,-0.05018214035641283,-0.19217166117350282,0.08372073813296299
tired of - Deniz Bueller wants a carbine,405.16,4.65,407.485,-0.4404,-0.1,0.2,-0.05036876950768093,-0.19330067504699888,0.08137082180235497
you should have seen the poor lad up,407.92,3.84,409.84,-0.4767,-0.4,-0.7,-0.050455580324734295,-0.19399018894273767,0.07989041957563206
there shaking in his boots II was I was,409.81,5.49,412.555,-0.1779,0.0,-0.7,-0.05052596840051341,-0.19476660081890895,0.07817780127386811
his first time first time I know all,411.76,4.34,413.93,0.0,0.25,0.2,-0.05054925569670869,-0.19515202772114137,0.07730816292957017
about that,415.3,3.24,416.92,0.0,0.0,0.2,-0.05057062507882984,-0.19597152360995815,0.0754120994100014
listen you either got it or you ain't,416.1,14.86,423.53,0.0,0.0,0.4,-0.05047115133707125,-0.19768830714954735,0.07119858848204091
gonna are you did you want to say,418.54,28.2,432.64,0.0772,0.0,0.2,-0.04998600040523638,-0.19982378837603987,0.0653513566378683
something no good two cards please sit,430.96,20.58,441.25,-0.0274,-0.35,-0.7,-0.04913319970112352,-0.20157352844262305,0.05979515837388786
down captain thank you sir so you got,446.74,6.84,450.16,0.3612,-0.1555555555555555,0.3,-0.04782098665658879,-0.20308389218339562,0.05402916092643055
him Richard and they're all dead up,451.54,2.34,452.71,-0.6486,-0.2,-0.7,-0.04736128774141507,-0.20345631605836587,0.05237795502864264
Selvam all of them yes it can't be worse,453.88,8.16,457.96,0.6433,-0.4,-0.7,-0.04629260313122826,-0.20413501277463172,0.04897937262916096
there been a few times in my life,460.08,3.85,462.005,0.0,-0.2,0.2,-0.04535415082247565,-0.20457434043852424,0.04636326692886195
Richard when I regretted having to obey,462.04,6.06,465.07,-0.3818,0.0,-0.7,-0.04457467098964162,-0.20485712202744416,0.04438331167943426
orders this is one of them I almost wish,463.93,6.0,466.93,0.3415,0.0,-0.7,-0.04407246682771766,-0.20500719693237351,0.04318305615046089
you'd killed two souls up there instead,468.1,5.67,470.935,-0.6705,-0.2,-0.7,-0.042917340247158715,-0.20527480383762858,0.04060310334608449
of bringing him in as it is you saw,469.93,5.54,472.7,0.0,0.0,0.4,-0.042376919678342076,-0.20536863456167528,0.03946853939833771
these settlers on the parade ground,473.77,3.72,475.63,0.0,-0.25,0.4,-0.0414383976192484,-0.20549180335812062,0.03758910837799671
they've been coming in for three or four,475.47,5.62,478.28,0.0,0.0,0.2,-0.040545943340237506,-0.20556813030067958,0.03589426476676645
days now looking for protection but it's,477.49,5.28,480.13,0.0,0.0,-0.7,-0.03989884908827631,-0.20560165084763876,0.034714260939058036
blast as little protection they've got,481.09,5.25,483.715,0.0,-0.1875,-0.7,-0.03858984115889578,-0.20562030127801134,0.032436044914995334
we're under strength the relief column,482.77,6.35,485.945,0.743,0.0,-0.7,-0.03773975738670156,-0.2056010530283423,0.031025145162719443
won't be here for at least 10 days,486.34,6.51,489.595,0.0,-0.3,-0.7,-0.03629069311162027,-0.20551842680620538,0.02872740059541906
they're sending 400 men which is enough,489.12,6.49,492.365,0.0,0.0,0.7,-0.03514444383289139,-0.20541331449749015,0.0269941779459651
to handle anything but if the Apaches,492.85,6.36,496.03,0.0,0.0,0.3,-0.03356801813256652,-0.20521792594043733,0.024716402262789986
make a sorry - free to sauce as they,495.61,7.65,499.435,0.4588,-0.0499999999999999,0.4,-0.032044274507093476,-0.20497884297414776,0.022617463378149773
undoubtedly will this can be another for,499.21,6.74,502.58,0.0,0.0,0.3,-0.03058795856023455,-0.20470869973715383,0.020694859860027594
invincible,503.26,2.69,504.605,0.4939,0.0,0.8,-0.029626126006516904,-0.20450966857073863,0.019465656066379993
we've got to get to suss help to Fort,508.69,4.44,510.91,0.4019,0.0,0.4,-0.026515126793108065,-0.20376390559499138,0.015685915494816995
grant by the way the first thing,511.15,5.07,513.685,0.3612,0.25,0.4,-0.02509237017546896,-0.20337510865481098,0.01404686529096178
tomorrow morning yes sir have the,513.13,4.98,515.62,0.4019,0.0,0.7,-0.024081734683375444,-0.2030820631681105,0.012913449574806626
adjutant write out orders for a detail,516.22,5.28,518.86,0.0,0.0,0.4,-0.022356451686942953,-0.20255098011037373,0.011033921726658106
I'll I leave it in your hands to choose,518.11,11.52,523.87,-0.0516,0.0,0.4,-0.019610554445787794,-0.2016300412803068,0.008175297703189928
an officer and I'm happy please go now,521.5,15.68,529.34,0.7184,0.7438055957101374,0.7,-0.016510551797525114,-0.20048598505392348,0.0051252139848658685
captain thank you,529.63,7.55,533.405,0.3612,0.0,0.7,-0.01414238297687721,-0.19954192530203932,0.0029100674459461417
hello dick come in wondering where you,540.54,3.64,542.36,-0.5106,0.0,-0.7,-0.008748992608199162,-0.1971791911325586,-0.00180149343134902
I got the same treatment dick so don't,544.18,7.14,547.75,-0.5106,0.0,-0.7,-0.00539717870654149,-0.19556893963620878,-0.004516941507741668
feel too proud I gather it was pretty,548.95,5.0,551.45,0.743,0.525,0.4,-0.003055280724608517,-0.19438155099497734,-0.006324829323314478
grim and invincible,551.32,5.37,554.005,-0.128,-0.6768961072805725,-0.7,-0.0014201097321742612,-0.1935225787137691,-0.007545415002297004
that's pretty grim what do you think,553.95,3.22,555.5600000000001,-0.128,-0.375,-0.7,-0.00041813271048788997,-0.19298417445818683,-0.00827683598602831
Seldon forget to put on Pickett's once,557.17,4.02,559.18,-0.2263,0.0,-0.7,0.0019331950395530915,-0.19168493900604294,-0.009945133471804956
too often no juices cut off their water,559.0,4.95,561.475,-0.0992,0.0,-0.7,0.0034366562696146706,-0.19082800061687208,-0.010977218199640997
supply only had to do then was wait,561.19,6.15,564.2650000000001,0.0,0.0,-0.7,0.0052767467765212975,-0.18975144244928754,-0.012204411255052425
that's a smart Lynette opechee a little,563.95,4.89,566.3950000000001,0.4019,0.0133928571428571,0.7,0.006690063470323808,-0.18890383218743806,-0.01312051983155712
whiskey dick Carl oh thanks a lot right,567.34,3.39,569.0350000000001,-0.1027,0.2428571428571428,0.2,0.008451247386214037,-0.18782233480880256,-0.014230417037367183
now I command a cap when will relax you,568.84,5.67,571.6750000000001,0.4404,0.0,0.3,0.010222079605228704,-0.18670655922914237,-0.015311379673200988
besides it tastes mighty good oh that's,570.73,5.37,573.415,0.4404,0.55,0.7,0.011394063557115728,-0.18595240356307174,-0.016007680813142158
a trouble with you Richard Lance you're,574.51,4.86,576.9399999999999,-0.4019,-0.2,-0.7,0.013778957901513523,-0.18437886278604593,-0.017378049328045785
always working do this do that ten,576.1,5.04,578.62,0.0,0.0,0.6,0.014920101697613652,-0.18360735684424337,-0.01801182427912672
thousand things to do it and when you,579.37,3.57,581.155,0.0,0.0,0.2,0.01664685542236817,-0.18241683517781743,-0.018944004507399994
finally get around to me it's for three,581.14,4.23,583.255,0.0,0.0,0.7,0.018081224949302026,-0.18140655945305836,-0.019693852679940737
minutes if bill treated me like that,582.94,4.5,585.19,0.3612,0.0,-0.7,0.019405627675576742,-0.1804563590634068,-0.020366520420121863
bill was a captain I was lieutenant he,585.37,3.51,587.125,0.0,0.0,0.4,0.02073229243382785,-0.1794876306417485,-0.021021394085212648
could make out the reports and I could,587.44,3.21,589.0450000000001,0.0,0.0,0.7,0.02205056381882643,-0.17850808525112916,-0.021653337850017704
get here first banks I like everything,588.88,3.84,590.8,0.3612,0.25,0.2,0.023256902673281905,-0.1775967388905237,-0.022215192547680916
just the way it is but you can't come,590.65,3.6,592.4499999999999,0.0,0.0,-0.7,0.0243920081716255,-0.1767259875091214,-0.02272949941886488
and visit us from Cathy now I'm married,592.72,4.71,595.075,0.0,0.25,0.2,0.026199192238195404,-0.17531285637682503,-0.023519466516577863
but I haven't I told you I'm gonna,594.25,4.14,596.32,0.0,0.0,-0.7,0.027056672681393085,-0.17463066490845158,-0.023881843219717383
propose to you tonight,597.43,4.56,599.7099999999999,0.0,0.0,0.8,0.029391751036473946,-0.17273408117527997,-0.024827758060148173
Oh seeing I got here first I asked for,598.39,4.65,600.715,0.0,0.25,0.3,0.03008387912544465,-0.17216083444819555,-0.025096561113688735
the pleasure of the company the,601.99,2.64,603.3100000000001,0.5719,0.0,0.7,0.03187021600001772,-0.1706574058341102,-0.02576564691305958
beautiful daughter of Captain ever show,603.04,3.81,604.9449999999999,0.5994,0.7438055957101374,0.8,0.03299482793400492,-0.16969293210685235,-0.02616848632120814
me hello and behold I got it so I'll,604.63,4.11,606.685,0.0,0.0,0.6,0.03419063022401281,-0.16865188130509637,-0.026581080627920636
thank you not to make any overtures,606.85,3.69,608.695,0.3612,0.0,0.7,0.03557033618415821,-0.1674304867537526,-0.027036761902531244
don't worry dick I'll see that they,608.74,3.69,610.585,0.6259,0.0,0.3,0.0368657216484444,-0.1662636122647874,-0.027444506805354072
don't stay out too late I'll tell you,610.54,3.21,612.145,0.0,-0.3,0.4,0.03793326836608004,-0.16528703441358292,-0.027765738692606956
the truth if I've got to get a lot of,612.43,4.8,614.8299999999999,0.3182,0.0,0.3,0.03976660146665333,-0.16357770201851152,-0.028285751666284373
sleep tonight anyway what I'm taking two,613.75,5.04,616.27,0.0,0.0,0.2,0.0407474439557487,-0.1626461060831271,-0.02854729830493674
says after fourth grant first thing in,617.23,4.68,619.57,0.3612,0.125,0.2,0.042987959447368336,-0.16047203384244205,-0.029100286156769305
the morning no wish that Anya the army,618.79,4.56,621.0699999999999,-0.3089,0.0,-0.7,0.044002677448802714,-0.15946577763024888,-0.02933001254806325
what do you think that's a mighty,621.91,3.32,623.5699999999999,0.0,0.4,0.7,0.04568815023819238,-0.15776360349252433,-0.029682393282341745
dangerous detailing the way things are,623.35,3.82,625.26,-0.4767,-0.6,0.2,0.046823152396221354,-0.15659516151068428,-0.02989875795681394
dangerous doesn't keep,625.23,4.729,627.5945,-0.4767,-0.6,-0.7,0.048384698656216966,-0.1549575220797291,-0.030168272153126327
around here now the beautiful daughter,627.17,4.59,629.4649999999999,0.5994,0.7438055957101374,0.8,0.04963022686960945,-0.15362560493521538,-0.030359348389513874
of captain official is why I have to,629.959,2.961,631.4395,0.0,0.0,0.6,0.050939176775607144,-0.1522005346735029,-0.0305367525276716
sleep tonight,631.76,7.56,635.54,0.0,0.0,0.2,0.05363678829834434,-0.14917832415340146,-0.030824226449620344
Kathy good night dick arrest you before,632.92,10.53,638.185,-0.4215,0.3249999999999999,-0.7,0.05536077051370675,-0.14718389184522246,-0.030950718422693688
I go if you get up real early,639.32,4.13,641.3850000000001,0.0,0.15,0.3,0.05742812670302903,-0.14472376113124047,-0.031040809753294263
you don't have to drive a woman insane,653.05,5.35,655.7249999999999,-0.4019,-0.6768961072805725,-0.7,0.06640458269189005,-0.13306290014665242,-0.030566635686182283
running off like that show me how much,655.37,5.9,658.32,0.3612,0.2,0.4,0.06797170637721288,-0.13084137206641916,-0.030322234918260423
you're gonna miss me,658.4,2.87,659.8349999999999,-0.1531,0.0,0.7,0.0688779019270522,-0.12952885918577434,-0.03015699312159713
I'm taking a lot of showing try,663.13,6.47,666.365,0.0,0.0,0.4,0.07271041852772145,-0.12374396673185717,-0.02925989392123961
that's how much I'm gonna miss you,683.16,4.14,685.23,-0.1531,0.2,0.8,0.083116151419478,-0.10594921254986878,-0.025107837932258046
better stop or I'll go over there and,685.07,5.99,688.065,0.1779,0.5,0.6,0.08459475101853496,-0.10314708177282418,-0.024300414707756516
shoot mm I believe it all like that,687.3,9.65,692.125,0.0258,0.0,0.4,0.08667367104454382,-0.09908050120146662,-0.023067645642922376
hey yeah cowboy right on a patrol,705.02,6.39,708.215,0.296,0.2857142857142857,0.7,0.09446745880981026,-0.08239033117805392,-0.01736915208733381
tomorrow 5:30 tonight I thought you'd,708.649,3.301,710.2995,0.0,0.0,0.2,0.09542535191124026,-0.08016634040838644,-0.01654410431178296
where's caboose probably tagging along,711.95,8.54,716.22,0.0,0.0,0.3,0.09808145817377471,-0.07377966630838752,-0.014103303919620105
after lieutenant Holloway I suppose your,715.459,5.031,717.9744999999999,0.0,0.0,0.4,0.09885026785345578,-0.07186796808070049,-0.013353578271587112
thanks Gilchrist I've done nothing for,721.75,4.69,724.095,0.4404,0.2,-0.7,0.10146684789214742,-0.06513511926228516,-0.010650131599944046
you Murdock,725.36,3.93,727.325,0.0,0.0,0.7,0.10280681803960573,-0.06154400607610288,-0.009171515257713555
yeah brought two souls back Lance is,726.44,4.49,728.6850000000001,0.296,0.0,0.5,0.10336258021454992,-0.06002453781718933,-0.008538861038755334
taking him back to Fort grant tomorrow,729.29,3.39,730.985,0.3612,0.0,0.7,0.10429110987370203,-0.05744521012062506,-0.007455904249160372
you going with him,730.93,4.57,733.2149999999999,0.0,0.0,0.4,0.10517775873976273,-0.05493319450288404,-0.006390853683316142
what do you think well the country's,732.68,4.74,735.05,0.2732,0.0,0.7,0.10589730862280534,-0.05285817150656684,-0.005503802451049799
beautiful this time of year mr. Murdock,735.5,4.29,737.645,0.5994,0.7438055957101374,0.2,0.10689940796625552,-0.04991195554466803,-0.004233689616037736
he just does easy if the whole patrol,737.42,5.1,739.9699999999999,0.4404,0.3166666666666666,0.4,0.1077818714416613,-0.04726104805646103,-0.0030808846165740924
committed suicide tonight see the,739.79,6.39,742.985,-0.5267,0.0,0.4,0.10890462261538991,-0.04380841854471766,-0.0015663101878139881
Apaches lotta trouble and if Lance don't,742.52,5.61,745.3249999999999,-0.4019,-0.2,-0.9,0.109759219174722,-0.04111770121031421,-0.000376465672516855
want to shoot himself I'll be glad to do,746.18,4.05,748.2049999999999,0.2263,0.5,-0.9,0.11079091272667106,-0.037793560183697346,0.0011039738479053252
it for him I wouldn't mind having that,748.13,3.959,750.1095,0.0,0.0,0.4,0.11146097752904047,-0.03558819880384521,0.002092040979441063
pleasure myself but I'll say one thing,750.23,4.29,752.375,0.3291,0.0,0.4,0.11224544321812832,-0.0329578106270244,0.003276157554740887
if there's anybody can take to sew stuff,752.089,5.461,754.8195000000001,0.0,0.0,0.4,0.11307653929206828,-0.03011154652307951,0.004563767597469218
to Fort grant it's captain Lance I hate,754.52,5.129,757.0844999999999,-0.296,-0.6768961072805725,-0.7,0.1138324027768389,-0.02746730214555409,0.005765308199146612
his black heart too but he's still the,757.55,3.63,759.365,0.3818,-0.1666666666666666,-0.7,0.11457965154566653,-0.02479863750164643,0.006982606387821611
best officer I ever served on there,759.649,3.0,761.149,0.6369,0.7438055957101374,0.8,0.11515457920714035,-0.022706849201390076,0.00793970395225913
didn't the captain really want to shoot,761.18,4.65,763.505,-0.2665,0.2,-0.7,0.11590090067329767,-0.019939213210084853,0.009209552802838226
him well he sure but he wants to do it,762.649,5.641,765.4695,0.296,0.35,0.4,0.11651195328278033,-0.017627316149395424,0.010273000458242601
all neat and proper according to,765.83,5.04,768.35,0.4588,0.0,0.7,0.11738944817393175,-0.014231228331468405,0.011838912635982371
regulations the way should have shut you,768.29,6.84,771.7099999999999,0.0,0.0,-0.7,0.11838529397175597,-0.010261578799192064,0.013673739909252657
onstott except deserters get hung unless,770.87,6.74,774.24,0.0,0.0,0.3,0.11911547214118978,-0.007267504313211709,0.015059909461598662
they're lucky,775.13,2.48,776.37,0.4215,0.3333333333333333,0.7,0.1197171238418023,-0.004743960821291163,0.0162292028418005
I'll be in bed I got too much to do I,797.31,7.949,801.2845,0.0,0.2,0.2,0.1258711314649825,0.02484014924922462,0.02986717816224151
don't like what you're gonna do tomorrow,802.879,4.27,805.014,-0.2755,0.0,-0.7,0.1266530339748729,0.02925830775319785,0.03187044873793716
I don't like it at all,805.259,3.95,807.234,-0.2755,0.0,-0.8,0.12710133693513226,0.031884368401180606,0.03305420834372415
leave it a while but it's got to be done,807.149,5.19,809.744,-0.0258,0.0,0.7,0.12759282976416825,0.0348493604270709,0.03438380921701047
I'm telling you straight any detail,809.209,4.781,811.5994999999999,0.2263,0.2,0.3,0.12794568678365442,0.037038065647105226,0.035360188040192315
leaves here with two soos maybe ain't,812.339,4.23,814.4540000000001,0.0,0.0,0.2,0.12847115703979983,0.040399333097660195,0.03685048256519755
gonna come back I just wrote out a,813.99,4.44,816.21,0.0,0.0,0.7,0.1287839657175983,0.042463234675834446,0.037759670683710896
couple hours then Hill's us full of up,816.569,5.46,819.299,0.0,0.35,0.4,0.12931495078836602,0.04608602682293428,0.03934387217580187
patches that feeling don't be coming,818.43,7.349,822.1044999999999,0.128,0.0,-0.7,0.12977592916487607,0.049366861963693914,0.0407646948123981
after him I got my orders and I figured,822.029,10.191,827.1245,0.0,0.0,0.4,0.13055033999200558,0.05521218901134348,0.04326013386986857
that did you think I'll walk peacefully,825.779,6.441,828.9995,0.5267,0.25,0.4,0.1308230177862322,0.057386361142490856,0.044175539937387154
I've got to be getting back there,849.579,5.41,852.284,0.0,0.0,0.4,0.13346255259623588,0.08386187765894099,0.05461654373224374
you still haven't answered me you say,851.839,8.12,855.899,0.0,0.0,-0.7,0.13374906092337524,0.08786751996454074,0.056056447990310294
have I not answering men it's not,854.989,4.97,857.474,0.0,0.0,-0.7,0.13386357884831337,0.08960243217802398,0.05666630244287502
takes the one,861.69,2.9,863.1400000000001,0.0,0.0,0.5,0.13422391286143043,0.09578926350433682,0.05876810977415932
I want you know no I do,865.85,9.6,870.65,-0.2263,0.0,-0.5,0.13457731235096831,0.10384901952232022,0.06131755928949392
I just always have you know and I think,871.55,8.82,875.9599999999999,0.0,0.0,0.4,0.13474203291040077,0.10944302949187722,0.06294528649126854
of your future at Trumbull why don't,875.45,6.509,878.7045,0.0,0.0,-0.7,0.13479959844885797,0.11229813919608748,0.06372644697571724
beat your children I'll break your hand,880.37,5.79,883.265,0.4939,0.0,-0.9,0.13485380130415578,0.11698524181515253,0.06492976671834423
every day every single day Oh wonderful,881.959,8.161,886.0395,0.5719,0.4642857142857143,0.8,0.13486150238627975,0.11980052235083155,0.06560197573367117
yes he will be wonderful as you asked me,886.16,5.56,888.9399999999999,0.7506,0.7438055957101374,0.4,0.1348491498686553,0.12271327263429142,0.06625465370710831
not yet you know he's gonna do when you,891.72,9.53,896.485,0.0,0.0,0.7,0.13471957106131618,0.13013805793750385,0.06770262645762568
say yes no this,894.42,6.83,897.8349999999999,0.128,0.0,0.2,0.13468157147008245,0.1314424772536585,0.06792226311453751
she no more ending,915.019,3.35,916.694,-0.296,-0.25,-0.7,0.1336830173865078,0.14883362478323997,0.06963562469323023
as over near quarters looking for you,923.95,4.91,926.405,0.0,0.1,0.4,0.13283029726527143,0.15713108811709756,0.06945074391220579
Colonel must see,926.17,8.36,930.35,0.0,0.0,0.7,0.13241856152423864,0.1603630255480601,0.06915136881618303
where's Holloway Courtin,928.86,5.67,931.695,0.0,0.0,0.3,0.13226958244307438,0.16144590310033805,0.06901864178228277
good evening that was dope excuse me,942.21,6.61,945.515,0.4939,0.3249999999999999,0.7,0.13048634293961828,0.17198712474249608,0.06671278028409619
your sinful mister I certainly did,945.79,5.239,948.4095,-0.296,0.2142857142857142,0.4,0.13005478065191234,0.17405421700202256,0.06600385430001426
Richard what do you think you're doing,948.82,6.0,951.82,0.0,0.0,-0.7,0.12952057287116817,0.17642452945583803,0.0650638950973956
sir I told you to assign an officer to,951.029,6.101,954.0795,0.0,0.0,-0.7,0.12915136054714113,0.17795530328272183,0.06437774024052088
the detail it is taking two toes back,954.82,5.88,957.76,0.0,0.0,-0.7,0.12852390164278396,0.18037992710167583,0.06314984812000643
I didn't say assign yourself you didn't,957.13,6.0,960.13,0.0,0.0,-0.7,0.12810280143306374,0.1818953069205319,0.06228571498280434
say not to sir I thought you have more,960.7,5.4,963.4,0.0,0.5,-0.7,0.12749994018678085,0.18392631902364123,0.06099846483936618
since the land you know we've got,963.13,5.43,965.845,0.0,0.0,0.3,0.12703278809441637,0.18539978047709108,0.05996626400318171
nothing but a cat ray here and you,966.1,3.989,968.0945,0.0,0.0,0.3,0.12659074082629776,0.1867215470438958,0.05896592163312373
should know if you don't that you're the,968.56,6.029,971.5745,0.0,0.0,0.2,0.12588403028254952,0.1887028261857509,0.05732660218339998
only officer I have any faith in I'm a,970.089,5.101,972.6395,0.4215,0.0,0.4,0.12566225699916575,0.18929384073886557,0.05680341994202694
Richard despite what Jennings tells me,975.19,5.36,977.87,0.0,0.0,-0.7,0.12453621119733739,0.19209311982374572,0.054095414122402506
I'm in no position to handle the post,978.04,4.739,980.4095,-0.296,0.0,-0.7,0.12396769508390663,0.19339077665504917,0.052701796351356384
you're the only person here I can depend,980.55,5.56,983.33,0.0,0.0,-0.7,0.12329654584307727,0.19483394514695304,0.05103946627194251
