text,start,duration,time_midpoint
but I have been away too long,304.74,5.459,307.4695
and I wake you up my mother is crying my,307.32,5.04,309.84
father looks for me I think,310.199,4.681,312.53950000000003
I am their only one now,312.36,4.44,314.58000000000004
my brother and my sister were killed at,314.88,3.45,316.605
my mother is crying he said,328.62,6.0,331.62
honey it never struck me that an Apache,332.28,4.08,334.32
woman would cry over her son like any,334.62,3.06,336.15
other woman,336.36,4.27,338.495
Apaches are wild animals we all said,337.68,5.519,340.4395
do you pray to killer of enemies,343.199,6.601,346.4995
not even to life Giver,347.16,4.379,349.34950000000003
the ones up there,349.8,3.06,351.33
we have another name Apaches pray for,352.86,4.679,355.1995
all white men to die,355.5,5.1,358.05
but now I pray to keep you safe,357.539,5.88,360.479
at Sunset last night I threw pollen to,360.6,4.64,362.92
the Four Winds for you,363.419,3.72,365.279
attacked boy,365.24,4.84,367.66
this is very big against headache and,367.139,4.861,369.5695
now it is yours,372.0,3.259,373.6295
they could have killed put away your gun,381.259,4.38,383.449
I know my people they have been watching,387.36,5.72,390.22
us they say I am not harmed,389.34,3.74,391.21
this is Clear Talk it says they can,398.759,4.581,401.0495
still kill,400.86,2.48,402.1
this white man is my friend,414.18,6.98,417.67
this white man is my friend,417.24,3.92,419.2
he must not be heard when did my son,447.78,6.0,450.78
become a tame Apache father look he gave,450.3,5.459,453.0295
me life again when the soldiers wounded,453.78,4.38,455.96999999999997
me where did you meet soldiers,455.759,4.921,458.21950000000004
it will shame us to say when a party,458.16,4.02,460.17
should not do what others cannot know,460.68,4.799,463.0795
this one he was with them no he found me,462.18,6.419,465.3895
later he healed me it will be wrong to,465.479,6.66,468.80899999999997
harm him you do not give orders,468.599,6.241,471.7195
you speak oh it's home a little,472.139,5.101,474.6895
wait 90 many dollars for the scalp of an,474.84,5.04,477.35999999999996
Apache you know that I know then why did,477.24,4.38,479.43
you not take his skill,479.88,4.08,481.92
if I kill an Apache it will not be for,481.62,5.16,484.2
scalp or money why not my people in your,483.96,4.92,486.41999999999996
people are at War it is not my way to,486.78,3.72,488.64
fight there's a way of all white eyes,488.88,6.08,491.92
it's not my way you are a woman Maybe,490.5,4.46,492.73
it is well known that Apaches do not,495.78,3.479,497.5195
take scallops either and they are not,497.819,2.401,499.0195
he hides something why are you here in,500.22,4.14,502.29
our mountains,502.919,5.101,505.4695
I look for gold and silver for what,504.36,6.619,507.6695
for yellow iron,508.02,2.959,509.49949999999995
did not kill,512.279,4.56,514.559
we will not kill this time,514.38,4.56,516.66
but not again,516.839,3.47,518.5740000000001
give him his gun,518.94,10.369,524.1245
they wanted to kill me all right but,530.94,3.42,532.6500000000001
they let me go,532.56,3.839,534.4794999999999
I learned things that day,534.36,5.039,536.8795
Apache mothers cried about their sons,536.399,7.341,540.0695
actually man had a sense of fair play,539.399,4.341,541.5695
how do you say,549.12,7.189,552.7145
two men were killed and for three others,654.44,4.42,656.6500000000001
it was much worse because they were only,657.24,3.18,658.83
but this was war and it was terrible,660.42,5.599,663.2194999999999
cruelty from both sides,662.7,3.319,664.3595
pouching one of the Wounded men and in,667.5,3.72,669.36
the pouch there were three Apache,669.54,3.0,671.04
so they dug a pit on the ground and they,672.54,4.02,674.55
rubbed his face with the juice of a,674.82,4.519,677.0795
Mezcal plant,676.56,2.779,677.9495
learn it learn it well this is Apache,685.5,5.1,688.05
land you have no right here where,688.26,5.46,690.99
Cochise lives no white man can live,690.6,5.76,693.48
take your weapons go let your base not,693.72,5.179,696.3095000000001
be seen again,696.36,2.539,697.6295
you find yourself a gold man well,730.2,4.62,732.51
Holly Terry,732.66,4.08,734.6999999999999
just coffee for me we haven't smoked,734.82,5.54,737.59
turkey today no just call it,736.74,3.62,738.55
wipe them all out virtually,742.26,5.639,745.0794999999999
I'm Colonel Bunnell,747.899,4.44,750.119
you received my message that's why I'm,749.82,4.019,751.8295
here Colonel what's on your mind I've,752.339,2.761,753.7195
just been given the command at Fort,753.839,3.421,755.5495000000001
Grant congratulations my own desire to,755.1,3.78,756.99
clean out Cochise and his Apaches from,757.26,3.48,759.0
the Graham Mountain area,758.88,5.1,761.43
a pretty big orders we'll have all that,760.74,8.099,764.7895
much room like that like hard,763.98,6.78,767.37
this man was in a party of miners,768.839,3.901,770.7895000000001
ambushed yesterday afternoon by Apaches,770.76,4.56,773.04
half of them were killed,772.74,4.08,774.78
where abouts was the Ambush that's,775.32,3.72,777.1800000000001
something he said they wounded Cochise,776.82,4.5,779.07
said they got 10 or 12 Apaches out of a,779.04,4.739,781.4095
war party of 50. there weren't 50 there,781.32,4.079,783.3595
were only five another one of them got,783.779,4.5,786.029
scratched how do you know Jeffords I,785.399,4.62,787.709
watched it,788.279,3.12,789.8389999999999
watched it,790.019,3.241,791.6395
seems to me most men would have led a,791.399,4.44,793.619
hand I was hogtied the Apaches jumped me,793.26,5.4,795.96
earlier oh you fought your way out eh,795.839,4.641,798.1595000000001
they let me go,798.66,3.84,800.5799999999999
never heard of a thing like that,800.48,4.06,802.51
happening to a white man,802.5,4.74,804.87
did you John no,804.54,7.22,808.15
did you melt no,807.24,4.52,809.5
I ran across a water chair car while boy,813.24,3.899,815.1895
I healed them up,815.82,3.259,817.4495000000001
I guess they thought they owed me some,817.139,5.161,819.7195
patches play unfair yes I don't,819.079,5.44,821.799
understand you mean you found a wounded,822.3,6.599,825.5994999999999
Apache and didn't kill him that's right,824.519,8.0,828.519
I'd like to ask you why,828.899,3.62,830.709
it's what you want to see me about,846.54,3.72,848.4
Colonel Jeffries,847.86,5.099,850.4095
I think I know how we can stop go cheese,850.26,4.68,852.6
I have 250 freshmen from Pennsylvania,852.959,4.38,855.149
and New Jersey they're smart disciplined,854.94,3.899,856.8895
Troopers yeah I've seen those followers,857.339,3.24,858.9590000000001
around I have a good plan I want,858.839,3.0,860.339
information from you and I want you to,860.579,3.241,862.1995
do a little reconnoitering for me in six,861.839,3.18,863.4290000000001
months the war will be over and we'll,863.82,3.24,865.44
have Cochise up by his neck,865.019,4.021,867.0295
no you won't Colonel listen Jefferson,867.06,3.959,869.0395
I'm an expert on open field Warfare I,869.04,3.599,870.8394999999999
have three years you can't even read a,871.019,4.081,873.0595
map but he and his men know every Gully,872.639,4.561,874.9195
every foot of mountain every water hole,875.1,3.9,877.0500000000001
in Arizona,877.2,3.6,879.0
these horses can go twice as far as,879.0,3.839,880.9195
yours in a day and his man can run on,880.8,4.56,883.0799999999999
foot as far as a horse can run,882.839,4.56,885.119
he can't write his name,885.36,4.02,887.37
but his intelligence service knows when,887.399,4.38,889.589
you got to Fort Grant and how many men,889.38,3.84,891.3
you've got,891.779,3.601,893.5795
he stopped the Butterfield Stage from,893.22,4.26,895.35
running he stopped the U.S males from,895.38,4.139,897.4495
going through and for the first time in,897.48,4.08,899.52
Indian history he has all the Apaches,899.519,3.781,901.4095
from all the tribes fighting under one,901.56,3.899,903.5094999999999
command you're not going to string him,903.3,3.96,905.28
up in six months Colonel not in six,905.459,3.901,907.4095
today chance,909.36,4.62,911.67
Terry Jeffords,911.22,5.16,913.8000000000001
I wish I got a scout for me you can find,913.98,4.979,916.4695
somebody else maybe Captain Jeffords,916.38,4.62,918.6899999999999
became too friendly with the Apaches,918.959,5.221,921.5695
maybe he doesn't know what side he's on,921.0,4.88,923.44
easy gents,924.18,4.14,926.25
I'm not looking for trouble but we don't,925.88,4.3,928.03
fight against him you're with him and,928.32,3.84,930.24
I've got a right to say that who says so,930.18,4.08,932.2199999999999
what's your name then Slade I own a,932.16,3.78,934.05
ranch only a mile out from Fort Grant,934.26,3.96,936.24
even so the Apaches burned my house last,935.94,3.54,937.71
my wife was inside,939.48,4.919,941.9395000000001
he almost got my boy too seems to me a,941.519,4.081,943.5595
white man like you would want to see,944.399,2.641,945.7195
that sort of thing stopped that's right,945.6,3.599,947.3995
anybody would and why don't you join the,947.04,3.96,949.02
colonel staff that's private business,949.199,4.26,951.329
slay boring Private Business not when,951.0,4.019,953.0095
they're murdering our women and kids uh,953.459,3.421,955.1695
big quick we murdered Indian women and,955.019,4.68,957.359
kids started this and amen not just let,956.88,4.139,958.9495
Let's Get the facts straight here,959.699,4.14,961.769
Cochise didn't start this war a snooty,961.019,4.32,963.179
little Lieutenant fresh out of the East,963.839,4.201,965.9395000000001
started he flew a flag of truce which,965.339,4.44,967.5590000000001
coach he's honored and then he hanged,968.04,3.539,969.8095
cochise's brother and five others under,969.779,3.781,971.6695
the flag oh you hear all sorts of,971.579,3.601,973.3795
stories you want to know why I didn't,973.56,3.779,975.4495
kill that Apache boy well for the same,975.18,4.08,977.2199999999999
reason I wouldn't kill your boy or Scout,977.339,4.081,979.3795
for the Army I'm sick and tired of all,979.26,4.319,981.4195
this killing besides who asses out here,981.42,4.8,983.8199999999999
on the first place I don't know Tom I,983.579,3.961,985.5595
don't think my white man's always done,986.22,2.76,987.6
right but we're bringing civilization,987.54,3.96,989.52
here aren't we clothes carpets hats,988.98,3.9,990.9300000000001
boots medicine,991.5,3.18,993.09
why I got a wagon load of first class,992.88,3.899,994.8294999999999
whiskey waiting for me in the East I,994.68,3.839,996.5994999999999
could sell that at a dollar a bottle if,996.779,5.781,999.6695
it wasn't for Cochise it's an ambush,998.519,4.041,1000.5395
I won come on in,1010.899,3.721,1012.7595
hi Tom I'm out after all this time one,1018.019,4.981,1020.5095
single Freight wagon squeezed through,1021.44,3.72,1023.3000000000001
with the military the cheese didn't show,1023.0,3.839,1024.9195
his ugly face you're gonna send your,1025.16,3.96,1027.14
male Riders on a military guard too I'd,1026.839,4.561,1029.1195
take the Army and the Navy no Eastern,1029.12,3.839,1031.0394999999999
mayor's gonna ought to come in for seven,1031.4,3.779,1033.2895
weeks their patches are shooting my job,1032.959,3.661,1034.7895
right from under me,1035.179,3.361,1036.8595
well you know Mel I kind of think maybe,1036.62,3.959,1038.5994999999998
there's a way to get your mail through a,1038.54,2.94,1040.01
can I have the use of this office every,1041.48,5.28,1044.1200000000001
afternoon for a while oh what for one,1043.16,6.24,1046.28
one I've got some work for you I want to,1046.76,4.86,1049.19
hire you for maybe almost a moon I want,1049.4,4.68,1051.74
you to teach me to speak Apache good I,1051.62,4.439,1053.8394999999998
want to learn about Apache Spirits I,1054.08,3.78,1055.97
want to learn about the Apache ways,1056.059,4.561,1058.3395
Apache in here no white man has to learn,1057.86,4.8,1060.26
these things why do you I want to speak,1060.62,4.98,1063.11
to Cochise are you crazy Tom I tell you,1062.66,4.68,1065.0
Mel I'm sick and tired of being in the,1065.6,3.18,1067.1899999999998
middle I'm tired of having people like,1067.34,3.18,1068.9299999999998
Lowry and even you and Terry asked me,1068.78,3.54,1070.55
which side I'm on I've been willing to,1070.52,3.48,1072.26
take a chance up on cochise's territory,1072.32,3.42,1074.03
to look for gold all right now I'll take,1074.0,3.78,1075.89
a chance on something else coaches will,1075.74,3.96,1077.72
not speak with white men won't stand up,1077.78,3.66,1079.61
smoke signals he will not come to see,1079.7,4.62,1082.01
you no no I want to go and see him to,1081.44,5.16,1084.02
his stronghold that's right no white man,1084.32,4.2,1086.4199999999998
seemed to cheese in 10 years and live to,1086.6,3.6,1088.3999999999999
tell it well there was a time when you,1088.52,3.659,1090.3495
could parley with him well don't try it,1090.2,3.96,1092.18
Tom the ants will be feeding off your,1092.179,3.841,1094.0995
eyes oh well that could happen anytime,1094.16,3.42,1095.8700000000001
didn't miss it by very much the other,1096.02,2.519,1097.2794999999999
Juan will you teach me I want to speak,1098.539,3.961,1100.5194999999999
to Cochise about letting the mail go,1100.88,3.9,1102.8300000000002
through maybe even about peace,1102.5,5.1,1105.05
yes I will teach you and for this I will,1104.78,4.92,1107.24
not take any dollars but I think it will,1107.6,6.56,1110.8799999999999
end bad I think Cochise would kill you,1109.7,4.46,1111.93
well Mel can we use the office,1115.34,5.42,1118.05
it's your eyes,1118.039,2.721,1119.3995
good enough Apache eyes are quick this,1131.12,5.34,1133.79
says you come in peace they will not,1134.419,3.481,1136.1595000000002
believe it but perhaps it'll make them,1136.46,3.18,1138.05
want to find out,1137.9,3.3,1139.5500000000002
you've learned to speak our language,1139.64,4.32,1141.8000000000002
well you do not yet think like an Apache,1141.2,5.219,1143.8095
but you are not distant from it Juan,1143.96,4.38,1146.15
you've been a good guide,1146.419,4.861,1148.8495
if I see Cochise what grows from our,1148.34,5.52,1151.1
talks will be from you too last night I,1151.28,5.279,1153.9195
heard an owl the worst of all signs it,1153.86,4.679,1156.1995
is not yet too late come back with me,1156.559,4.201,1158.6595
they will kill you,1158.539,4.681,1160.8795
I didn't hear they all won but thank you,1160.76,3.79,1162.655
if you see him do not lie to him not in,1172.76,5.82,1175.67
the smallest thing his eyes will see,1176.12,4.919,1178.5794999999998
into your heart he is greater than other,1178.58,3.2,1180.1799999999998
I never felt so lonely and so dog scared,1218.96,4.38,1221.15
for three days I climbed higher into the,1223.34,4.14,1225.4099999999999
mountains in which the Apache stronghold,1225.679,2.751,1227.0545000000002
was hidden,1227.48,11.84,1233.4
of the third day I was nearing the,1303.1,4.36,1305.28
entrance to the stronghold,1305.299,5.281,1307.9395
one had told me what to look for,1307.46,5.04,1309.98
I knew then that Cochise had given me,1310.58,4.14,1312.6499999999999
permission to enter her,1312.5,4.32,1314.66
I kept my hands visible,1314.72,5.24,1317.34
away from my weapons,1316.82,3.14,1318.3899999999999
look at ease,1320.36,18.679,1329.6995
patches is the greatest Indian leader,1436.6,5.5,1439.35
I've come to speak to him about the,1440.0,4.08,1442.04
welfare of his people,1442.1,4.38,1444.29
it is known that he respects truth as he,1444.08,5.479,1446.8194999999998
respects bravery,1446.48,3.079,1448.0195
you hold these for me,1461.6,3.38,1463.29
I'll want them when I leave,1465.559,3.321,1467.2195
how do you know you will leave here,1471.62,3.62,1473.4299999999998
I am coaches,1480.26,5.0,1482.76
when the Indian wishes to Signal his,1487.34,6.199,1490.4395
brother he does so by smoke signs,1489.5,4.039,1491.5195
this is The White Man's signal,1493.94,5.04,1496.46
my brother's far away can look at this,1496.52,4.38,1498.71
and understand my meaning,1498.98,4.559,1501.2595000000001
we call this mail,1500.9,4.62,1503.21
and the men who carry the male are like,1503.539,4.14,1505.609
the air that carries the Apache smoke,1505.52,3.72,1507.3799999999999
now they seek no trouble,1509.24,4.679,1511.5795
yet your warriors kill them,1511.52,4.44,1513.74
I have come here to ask you that you let,1513.919,5.481,1516.6595000000002
these men travel in safety,1515.96,3.44,1517.68
this male carries War signals against us,1519.559,5.041,1522.0795
oh no this is this is used for other,1522.559,4.561,1524.8395
talk War signals are sent by the,1524.6,5.16,1527.1799999999998
military by special ways,1527.12,4.08,1529.1599999999999
sometimes they use a thing we call the,1531.2,3.66,1533.03
other times by men like me,1534.86,5.4,1537.56
you have carried messages against us,1538.159,6.421,1541.3695
when I was a scout for the military yes,1540.26,8.419,1544.4695
you have fought us yes,1544.58,4.099,1546.6295
and the Battle of Apache Pass,1552.74,3.679,1554.5795
come with me,1556.82,2.9,1558.27
you're a brave man,1590.6,3.439,1592.3194999999998
now hear me,1601.4,4.92,1603.8600000000001
I am the leader of my people,1603.919,4.561,1606.1995000000002
they do not betray me and I do not,1606.32,3.9,1608.27
betray them,1608.48,4.26,1610.6100000000001
we fight for our land against Americans,1610.22,5.54,1612.99
who try to take it,1612.74,3.02,1614.25
you give me no reason why I should not,1615.919,4.86,1618.3490000000002
kill American male writers,1617.9,5.279,1620.5395
and kill you too,1620.779,5.88,1623.719
you were not asked to come here,1623.179,6.061,1626.2095000000002
now writers do you no harm there were,1626.659,5.101,1629.2095000000002
Apaches who did your people no harm they,1629.24,4.679,1631.5795
were hanged one was my brother my people,1631.76,4.2,1633.86
have done yours great wrong I say this,1633.919,3.841,1635.8395
to you as I've said it to them,1635.96,4.14,1638.03
do you think because I'm an Indian I'm a,1637.76,4.56,1640.04
fool you can trick me I would not have,1640.1,4.86,1642.53
come here if I thought that a fool sees,1642.32,4.56,1644.6
only today it is because I respect you,1644.96,3.54,1646.73
as a leader of your people that I think,1646.88,3.659,1648.7095000000002
of tomorrow,1648.5,3.9,1650.45
what is it about tomorrow,1650.539,5.161,1653.1195
the Apaches are warriors without equal,1652.4,5.1,1654.95
but compared to the whites they're small,1655.7,3.3,1657.3500000000001
in number and tomorrow they will be,1657.5,3.96,1659.48
I will not talk of that with you,1661.46,4.98,1663.95
is it not possible that your people and,1663.919,4.681,1666.2595000000001
mind can someday live together like,1666.44,4.32,1668.6000000000001
it is Strange Talk from a white man,1670.76,6.72,1674.12
your people do not want peace they've,1675.26,4.62,1677.57
taught me that this male can be the,1677.48,5.34,1680.15
first step I asked you to think on it,1679.88,4.799,1682.2795
why should that the white man ACT first,1682.82,3.839,1684.7395
do you want me to be better than the,1684.679,4.801,1687.0795
white man a white man has come here,1686.659,6.12,1689.719
now I ask you to think of your people,1689.48,6.059,1692.5095000000001
and look at tomorrow,1692.779,6.441,1695.9995
my mind must work on it,1695.539,3.681,1697.3795
you will rest here tonight it is my,1706.22,3.78,1708.1100000000001
strong wish,1708.44,3.599,1710.2395000000001
walk with me so my people will see us,1710.0,3.539,1711.7695
so you will be safe here,1713.539,3.5,1715.289
what is the meaning of the dance,1768.679,4.561,1770.9595000000002
spirits of Good and Evil are dancing not,1770.539,4.38,1772.729
everyone can do it if it's done wrong,1773.24,4.2,1775.34
they will be angry over there I think,1774.919,4.441,1777.1395
this must be the dance that comes before,1777.44,5.16,1780.02
the sunrise ceremony for a young girl,1779.36,6.12,1782.4199999999998
you know that a little bit,1782.6,5.959,1785.5794999999998
without words it tells anything,1785.48,5.64,1788.3
yes you are very different from other,1788.559,6.161,1791.6395
white stuff and then you speak our,1791.12,5.76,1794.0
try to understand our ways,1796.88,5.399,1799.5795
well it is good to understand the ways,1800.24,4.52,1802.5
I respect your people Cochise,1805.58,5.339,1808.2495
you know what I am thinking,1808.399,4.741,1810.7694999999999
maybe someday you won't kill me or I,1810.919,3.721,1812.7795
will kill you,1813.14,5.18,1815.73
we will not spit on each other,1814.64,3.68,1816.48
that is how I feel,1818.36,3.199,1819.9595
the girl inside the wiki up is in the,1822.74,3.84,1824.66
holiest time of her life,1824.96,3.42,1826.67
for these four days she becomes white,1826.58,4.56,1828.86
Painted Lady mother of life,1828.38,4.98,1830.8700000000001
it's good luck to visit her now,1831.14,4.44,1833.3600000000001
would you like to visit her yes,1833.36,3.84,1835.28
were you ever wounded,1835.58,3.18,1837.1699999999998
we will tell her,1838.76,3.539,1840.5295
but this night only this girl is even,1840.44,4.02,1842.45
more holy than most maybe because she,1842.299,4.681,1844.6395
has been away from us for a long time,1844.46,5.04,1846.98
she's very old for this ceremony,1846.98,5.36,1849.66
it's very special,1849.5,2.84,1850.92
white painted lady,1860.779,5.521,1863.5395
I have old walls,1863.84,6.83,1867.2549999999999
but each scar is a mark of love for your,1871.7,4.14,1873.77
path of your people is stretched long,1875.84,3.66,1877.6699999999998
behind you,1877.76,3.419,1879.4695
you are the head,1879.5,3.72,1881.36
and you are the heart,1881.179,4.441,1883.3995
and you are the blood,1883.22,4.92,1885.68
killer of enemies is your father and you,1885.62,5.179,1888.2095
are his son,1888.14,2.659,1889.4695000000002
I have brought someone with me,1896.539,5.461,1899.2694999999999
then he is welcome,1899.659,5.721,1902.5195
he has an old armund,1902.0,3.38,1903.69
give me your arm,1920.96,3.079,1922.4995000000001
does it hurt you,1927.919,4.98,1930.409
it will never hurt again,1932.899,5.101,1935.4495
your life will be long,1935.72,5.459,1938.4495
the good things will be yours,1938.0,6.74,1941.37
the sun will shine for you,1941.179,3.561,1942.9595000000002
what's her name,1964.279,3.421,1965.9895
it means Morning Star,1967.7,5.599,1970.4995000000001
warning star,1970.34,2.959,1971.8194999999998
it's called shaving,2007.779,3.321,2009.4395
okay the white man had more hair on,2011.919,5.701,2014.7695
their faces than Indian so I cut it off,2014.799,5.701,2017.6495
instead of pulling hairs off,2017.62,4.5,2019.87
maybe you'd like to come closer and,2020.5,3.919,2022.4595
Don't Be Afraid sincere,2026.86,3.26,2028.49
right I'm not afraid,2034.299,5.22,2036.9089999999999
but I thought you were skinning yourself,2037.899,3.541,2039.6695
does it hurt no no,2041.44,5.579,2044.2295000000001
how did you know I was there I saw you,2044.919,4.521,2047.1795000000002
through this,2047.019,2.421,2048.2295
this is much better than looking in a,2051.04,4.579,2053.3295
pool of water,2053.02,2.599,2054.3195
and now I see you,2056.98,5.1,2059.53
what a thing it is,2059.98,5.0,2062.48
yours to keep,2062.08,2.9,2063.5299999999997
well if you had it you could look at,2066.28,3.66,2068.11
yourself every day you could see how,2068.379,4.28,2070.519
beautiful you are,2069.94,2.719,2071.2995
you know why do you leave stay please,2073.599,4.101,2075.6495
it is not fitting up I should have run,2078.28,3.839,2080.1995
away quick before,2080.74,3.06,2082.27
I am not married,2083.8,3.26,2085.4300000000003
well are you not allowed to talk to,2087.28,2.94,2088.75
Apache man,2088.599,3.181,2090.1895
never young man,2091.78,5.72,2094.6400000000003
only at ceremonies or in the dancing,2093.339,4.161,2095.4195
now I was told that Apache boys and,2099.099,4.381,2101.2895000000003
girls often pick those they want to,2101.8,3.72,2103.6600000000003
marry well how can they do that if they,2103.48,3.96,2105.46
do not get acquainted oh they get,2105.52,3.3,2107.17
acquainted,2107.44,3.3,2109.09
there are ways,2108.82,5.22,2111.4300000000003
what way they meet by accident where no,2110.74,5.339,2113.4094999999998
one sees them,2114.04,3.9,2115.99
like my mother could see me here with,2116.079,4.04,2118.099
I understand,2120.64,4.92,2123.1
no I I must go I have work to do to pick,2122.68,6.439,2125.8995
juniper berries where,2125.56,3.559,2127.3395
I was going to walk up that way myself,2132.64,5.84,2135.56
by accident,2135.82,2.66,2137.15
I walk this way because I don't know,2150.54,4.539,2152.8095
when I see you again,2152.98,4.5,2155.23
when do you go I don't know could she,2155.079,4.861,2157.5095
said he would talk to me soon,2157.48,4.61,2159.785
will you come back I hope so,2159.94,3.36,2161.62
I want to it's important to me,2163.3,3.89,2165.2450000000003
may I speak truly,2168.4,5.34,2171.07
from my heart,2171.04,5.9,2173.99
it would be all right,2173.74,3.2,2175.3399999999997
all my life I've been mostly alone I,2178.079,5.581,2180.8695000000002
wanted it that way,2180.88,2.78,2182.27
but when I saw you in the wiki up and,2183.7,3.78,2185.5899999999997
you touched me,2185.74,4.26,2187.87
and you prayed for me,2187.48,5.28,2190.12
I felt bad being alone,2190.0,4.38,2192.19
and I knew that I needed to see you,2192.76,3.72,2194.6200000000003
again before I left,2194.38,4.5,2196.63
so that I could find out if it was the,2196.48,3.57,2198.265
same as last night,2198.88,4.369,2201.0645
is it the same yes,2203.56,7.08,2207.1
so now when I go away,2207.119,5.921,2210.0795000000003
I'll be lonely for someone for the first,2210.64,5.12,2213.2
time in my life,2213.04,2.72,2214.4
I have decided about the mail,2237.88,5.58,2240.67
if I let the Riders go in safety but no,2240.72,3.82,2242.6299999999997
there will be no loss,2244.54,4.079,2246.5795
it will show the whites what power the,2246.76,4.62,2249.07
Apache has the idea makes me laugh a,2248.619,4.801,2251.0195000000003
little it is a good step,2251.38,4.02,2253.3900000000003
the seed is small maybe the tree will,2253.42,6.26,2256.55
grow big I'll be happy to tell my people,2255.4,4.28,2257.54
is it State Captain you saw Cochise,2261.88,4.5,2264.13
yourself I try,2264.339,4.26,2266.469
and a lad who would go to cochise's Camp,2266.38,4.979,2268.8695000000002
alone is some punkin of a man or a,2268.599,5.641,2271.4195
blasted liar I believe Captain jefford's,2271.359,3.781,2273.2495
the word of an Apache murder is,2275.14,4.08,2277.18
something else Cochise said the mail,2276.94,5.159,2279.5195
would ride safe I believe him while you,2279.22,4.139,2281.2895
were up there with him his Fighters,2282.099,2.821,2283.5095
attacked a wagon train just 40 miles,2283.359,3.961,2285.3395
east and killed every person in it now,2284.92,3.9,2286.87
the band attacked Pete kleiner's Ranch,2287.32,4.94,2289.79
and killed three men and a boy,2288.82,3.44,2290.54
Cochise never said anything about,2293.56,4.44,2295.7799999999997
calling off the war he just said the,2295.72,4.56,2298.0
mail was gone through well if you're so,2298.0,3.66,2299.83
full of faith in the word of an Indian,2300.28,3.839,2302.1995
will you lay a little bet on it you name,2301.66,5.52,2304.42
it will you lay three hundred dollars at,2304.119,5.161,2306.6995
five riders in succession leave here and,2307.18,5.0,2309.68
five come back,2309.28,2.9,2310.73
you got a bet,2312.579,3.141,2314.1495
males piled up no roots guaranteed set,2315.82,6.0,2318.82
but Tom Jeffords and his power coaches,2319.359,5.281,2321.9995
three days of riding in the sunshine at,2321.82,4.259,2323.9495
uh who's first,2326.079,3.081,2327.6195000000002
looks like you'll have to go yourself,2332.92,2.88,2334.36
only that won't prove a thing,2335.8,5.58,2338.59
that'll prove something,2341.38,3.08,2342.92
it's Duffy he's fat,2373.8,5.76,2376.6800000000003
see any Apaches a few smoke signals not,2394.92,6.64,2398.2400000000002
one live in me hi Mel all right Tom,2398.68,5.64,2401.5
why'd you take so long well if you want,2401.56,4.5,2403.81
the truth want to roll in safe and,2404.32,3.96,2406.3
fourth boy it got drunk took my time to,2406.06,4.14,2408.13
one got through Jeffers but there's,2410.2,4.139,2412.2695
another four to go I still think my,2412.119,6.081,2415.1595
BET's safe you want to double it,2414.339,3.861,2416.2695
a few days after Duffield returned we,2418.9,4.14,2420.9700000000003
sent out a second Rider he thought he,2420.88,3.78,2422.77
saw some Apaches trailing him but,2423.04,3.059,2424.5695
nothing happened,2424.66,2.76,2426.04
the third writer said it was that,2426.099,2.881,2427.5395000000003
peaceful on the trail he almost fell,2427.42,4.38,2429.61
asleep and when the fourth Rider went,2428.98,4.68,2431.32
out I was so proud of Cochise I was,2431.8,3.6,2433.6000000000004
