text,start,duration,time_midpoint
you left his suitcase here never did,1365.44,4.119,1367.4995000000001
come back for,1367.84,4.959,1370.3194999999998
it he might have been one of,1369.559,4.761,1371.9395
no no he was more of the missionary type,1374.32,5.719,1377.1795
wasn't in here but a minute just looked,1378.48,5.52,1381.24
in the phone book tiny little FY was,1380.039,8.281,1384.1795
finish uh unfortunate looking hurt your,1384.0,7.0,1387.5
head Mister uh uh no no nothing serious,1388.32,6.599,1391.6195
oh that's too,1391.0,3.919,1392.9595
bad it's a game you got to keep your,1397.84,4.439,1400.0594999999998
on 25 cent,1402.32,3.92,1404.28
I won't pretend I'm not disappointed,1412.4,4.56,1414.68
hello father has anybody seen my brand,1414.64,4.519,1416.8995
new husband don't tell me he's deserted,1416.96,4.599,1419.2595000000001
you already Yes looks as if the brute,1419.159,4.041,1421.1795000000002
listen R have you seen,1421.559,4.081,1423.5995
Charles you go find him for me go on go,1423.2,5.56,1425.98
on go find Charles hurry,1425.64,3.12,1427.2
I've looked everywhere for him Mary and,1455.919,3.36,1457.5990000000002
I can't find him I wonder where he could,1457.32,4.64,1459.6399999999999
be I'm getting worried are you darling,1459.279,5.041,1461.7995
what about,1461.96,4.839,1464.3795
don't you think you'd,1468.32,3.719,1470.1795
better after all aren't we supposed to,1470.039,4.481,1472.2795
be going on a honeymoon or something,1472.039,3.391,1473.7345
hello there,1545.559,5.281,1548.1995
hello was that you working up there on,1548.48,4.64,1550.8
the clock no no I was just cleaning,1550.84,5.12,1553.3999999999999
around it oh it's beautiful thing what I,1553.12,5.76,1556.0
can see out front beautiful,1555.96,5.12,1558.52
yes my name is Wilson oh I'm Long Street,1558.88,4.24,1561.0
no Long Street I'm glad to know you Mr,1561.08,4.199,1563.1795
Wilson I uh couldn't judge any too well,1563.12,4.12,1565.1799999999998
out front but I'd say it was uh late,1565.279,4.961,1567.7595
16th century probably by hobre of,1567.24,6.88,1570.68
sturg now the clock well I wouldn't know,1570.24,5.84,1573.16
my brother-in-law is going to work on,1574.12,5.84,1577.04
it is he up there now no no he's on his,1576.08,5.8,1578.98
honeymoon he plans to work on it when he,1579.96,6.199,1583.0595
gets back oh is he an expert well yes,1581.88,5.84,1584.8000000000002
but it's really more of a hobby with,1586.159,3.161,1587.7395000000001
really well it is with me too,1589.32,8.04,1593.34
honeymoon yes he and my,1593.679,6.521,1596.9395000000002
sister um he's has to be back on Friday,1597.36,5.84,1600.28
because of the examinations,1600.2,7.04,1603.72
H he's one of the teachers of the,1603.2,4.04,1605.22
school his name is,1608.88,3.44,1610.6000000000001
Ranken it's nice to be able to to show,1615.799,3.76,1617.679
it to someone who knows what rier Sila,1617.799,4.641,1620.1195
is all about but personally my specialty,1619.559,5.84,1622.479
is puta oh yes uh,1622.44,7.719,1626.2995
puta uh the uh Riv workmanship although,1625.399,7.241,1629.0194999999999
sometimes heavy in design almost,1630.159,5.161,1632.7395000000001
invariably shows the sign of a master,1632.64,4.56,1634.92
Craftsman it's it's,1635.32,6.2,1638.4199999999998
beautiful Noah hello hello,1637.2,4.32,1639.3600000000001
honey Mr Wilson my daughter Mary oh how,1641.76,4.84,1644.18
do you do son-in-law Charles Rankin how,1644.44,4.56,1646.72
do you do how do you do I hope you don't,1646.6,4.319,1648.7595
mind my intruding on your homecoming,1649.0,2.84,1650.42
good evening,1650.919,3.281,1652.5595
Mary Jeff how are you fine you're,1651.84,5.04,1654.36
looking good welcome home Miss Mary dear,1654.2,4.68,1656.54
Sarah if you don't sit down it'll get,1658.88,5.12,1661.44
cold come on,1661.48,4.88,1663.92
J well sister how are the mountain they,1664.0,5.88,1666.94
were perf marvelous Mr Wilson will you,1666.36,4.919,1668.8194999999998
come sit over here on my right Jeff,1669.88,3.919,1671.8395
you're usual place D you're right there,1671.279,4.361,1673.4595
you ought to see Charles on skis he's,1673.799,3.88,1675.739
absolutely wonderful yes down and you,1675.64,3.36,1677.3200000000002
are and I'm pretty good too aren't I,1677.679,3.12,1679.239
very well for a beginner do you remember,1679.0,2.96,1680.48
to keep your knees together in your,1680.799,5.401,1683.4995
apparatus in yes freshy I did Mr Wilson,1681.96,6.719,1685.3195
here is comparing a catalog of Paul Riv,1686.2,5.079,1688.7395000000001
silver how nice Mr Wilson is also an,1688.679,4.641,1690.9995000000001
authority on clars oh really that's,1691.279,3.76,1693.159
Charles hobby too yes though your,1693.32,3.44,1695.04
brother tells me I understand you got to,1695.039,4.841,1697.4595
fix the one on the church Tower I may,1696.76,6.36,1699.94
try well it's quite an undertaking not,1699.88,4.72,1702.24
show the kind of a wife I am I hope he,1703.12,3.64,1704.9399999999998
fails I like Harper just the way it is,1704.6,4.28,1706.74
even to the clock doesn't,1706.76,5.399,1709.4595
run have you been in harer Long Mr,1708.88,6.919,1712.3395
Wilson since uh Friday a week,1712.159,6.321,1715.3195
ago well you lost today I passed you up,1715.799,5.801,1718.6995
on Friday by the way how's the head oh,1718.48,4.96,1720.96
very much improved thanks to you Doctor,1721.6,3.799,1723.4995
you were hurt on Thursday remember the,1723.44,2.839,1724.8595
day of the,1725.399,4.721,1727.7595
wedding yes that's right uh Wednesday I,1726.279,6.361,1729.4595
go you were hurt Mr Wilson oh nothing,1733.679,4.561,1735.9595000000002
well serious enough to raise a bump on,1738.24,3.88,1740.18
his head the size of a billiard ball the,1740.0,4.519,1742.2595
door thing your back sister that dog of,1744.64,4.08,1746.68
yours has been,1747.2,3.44,1748.92
inconsolable well all right red wait a,1748.72,3.72,1750.58
minute here you are it's for missing me,1750.64,4.399,1752.8395
how's that yeah it's a good boy how was,1752.44,6.119,1755.4995000000001
your meeting Adam irritating foreign,1755.039,5.841,1757.9595
policy Association I read that Fell's,1758.559,3.801,1760.4595
Standish I think he's full of prunes,1762.36,4.08,1764.3999999999999
well that's the way we used to talk in,1765.2,3.52,1766.96
the 1930s Noah,1766.44,5.839,1769.3595
sish the uh London Times man in Berlin,1768.72,5.959,1771.6995
yes of course he was quoting rumors,1772.279,5.76,1775.159
mostly men drilling By Night underground,1774.679,6.521,1777.9395000000002
meeting places Pagan rituals do you,1778.039,6.88,1781.479
believe in Paul well anything's,1781.2,6.4,1784.4
possible I'm sorry sir but I think it's,1784.919,5.561,1787.6995000000002
ridiculous oh there may be some fanatics,1787.6,4.679,1789.9395
but no German in his right mind can,1790.48,4.799,1792.8795
still have a taste for,1792.279,3.0,1793.779
war do you know Germany Mr,1795.559,4.0,1797.559
Ranken I'm sorry,1800.159,6.24,1803.279
I I have a way of making enemies when,1802.64,6.159,1805.7195000000002
I'm on that subject I pretty,1806.399,5.481,1809.1395
unpopular well we shall consider it the,1808.799,5.641,1811.6195
objective opinion of an objective,1811.88,4.6,1814.18
historian a psychiatrist could explain,1816.48,5.4,1819.18
it better the German sees himself as the,1819.0,5.32,1821.66
innocent victim of world envy and hatred,1821.88,5.639,1824.6995000000002
conspired against set upon by inferior,1824.32,5.959,1827.2994999999999
peoples inferior Nations he cannot admit,1827.519,5.121,1830.0795
to error much less to wrongdoing not the,1830.279,4.841,1832.6995
German we chose to ignore Ethiopia and,1832.64,4.68,1834.98
Spain but we learned from our casualty,1835.12,4.2,1837.2199999999998
list the price of looking the other way,1837.32,3.44,1839.04
men of Truth everywhere have come to,1839.32,5.199,1841.9195
know For Whom the Bell told but not the,1840.76,6.48,1844.0
German he still follows his Warrior,1844.519,5.52,1847.279
guards marching to vagian strains his,1847.24,5.2,1849.84
eyes still fixed upon the fiery sword of,1850.039,4.601,1852.3395
seek freed and in those Subterranean,1852.44,4.04,1854.46
meeting places that you don't believe in,1854.64,3.8,1856.5400000000002
the Germans dream comes alive and he,1856.48,4.36,1858.66
takes his place in shining armor beneath,1858.44,6.119,1861.4995000000001
the banners of the tonic Knights mankind,1860.84,5.839,1863.7595
is waiting for the Messiah but for the,1864.559,6.0,1867.559
German the Messiah is not the Prince of,1866.679,8.321,1870.8395
Peace he's he another,1870.559,7.84,1874.479
Barbarosa another,1875.0,3.399,1876.6995
Hitler well then you uh you have no,1879.44,5.4,1882.14
faith in the reforms that are being,1882.919,3.24,1884.539
affected in,1884.84,4.64,1887.1599999999999
Germany I don't know Mr Wilson I can't,1886.159,5.841,1889.0795
believe that people can be reformed,1889.48,3.52,1891.24
except from,1892.0,3.679,1893.8395
within the basic principles of equality,1893.0,4.24,1895.12
and freedom never have never will take,1895.679,3.24,1897.299
root in Germany the will to Freedom has,1897.24,4.08,1899.28
been voiced in every other tongue all,1898.919,4.801,1901.3195
men are created equal Liber gity,1901.32,7.04,1904.84
fraternity but in German there's Marx,1903.72,6.24,1906.84
proletarians unite who have nothing to,1908.36,4.039,1910.3795
lose but your chains but Marx wasn't a,1909.96,5.12,1912.52
German Marx was a Jew but my dear,1912.399,4.601,1914.6995
Charles if we concede your argument,1915.08,3.599,1916.8795
there there is no,1917.0,5.08,1919.54
solution well so once again I differ,1918.679,5.12,1921.239
what is it,1922.08,4.24,1924.1999999999998
Annihilation down to the last babe in,1926.32,6.16,1929.3999999999999
arms oh Charles I can't imagine you're,1929.88,4.88,1932.3200000000002
advocating a carthaginian,1932.48,4.679,1934.8195
piece well as a historian I must remind,1934.76,3.6,1936.56
you that the world hasn't had much,1937.159,4.281,1939.2995
"trouble from Carthage in the past 2,000",1938.36,7.0,1941.86
years well there speaks our,1941.44,6.28,1944.5800000000002
pedagogue uh speaking of teachers Mr,1945.36,4.6,1947.6599999999999
Wilson yes yeah the faculty is coming,1947.72,3.799,1949.6195
for tea next Tuesday if you have nothing,1949.96,4.12,1952.02
better to do would you like to join,1951.519,7.64,1955.339
us I'd like to but uh my work here is,1954.08,5.079,1956.6195
finished I'm leaving Harper,1959.32,4.359,1961.4995
tomorrow extraordinary isn't it clar's,1966.76,6.639,1970.0795
being Mr Wilson's harby too yes isn't it,1969.44,5.719,1972.2995
well red how do you like your new house,1973.399,3.921,1975.3594999999998
he loves it come here red take I'll take,1975.159,3.801,1977.0595
you for a walk come here oh D you don't,1977.32,2.839,1978.7395
have to take him out just let him out he,1978.96,2.76,1980.3400000000001
won't run off all right I need to walk,1980.159,4.76,1982.5390000000002
I'm Restless come on,1981.72,3.199,1983.3195
boy that's good how are you coming along,1987.159,6.36,1990.3390000000002
I'll be in Washington tomorrow afternoon,1991.639,4.561,1993.9195
you were right about,1993.519,5.751,1996.3945
ranking he's above,1996.2,7.8,2000.1000000000001
red red come,2035.96,7.469,2039.6945
going me long,2079.24,6.159,2082.3194999999996
distance I want Washington,2081.56,3.839,2083.4795
well who but a Nazi would deny that Karl,2099.24,6.2,2102.3399999999997
Marx was a German because he was a,2101.599,3.841,2103.5195000000003
Jew I think I'll stick around for a,2106.2,4.32,2108.3599999999997
what is it,2141.76,3.44,2143.48
oh oh I'm sorry I was I was,2145.2,7.44,2148.9199999999996
dreaming about that little,2148.96,3.68,2150.8
man what little,2153.16,6.36,2156.3399999999997
man well you know dear I told you about,2155.8,7.84,2159.7200000000003
him he came here the day we were,2159.52,4.12,2161.58
married light me a cigarette,2164.359,6.641,2167.6794999999997
will I've never had a dream like that,2171.0,6.24,2174.12
before it frightened,2174.839,5.151,2177.4145
thanks you know that little man was,2182.599,5.041,2185.1195000000002
walking all by himself,2185.68,5.399,2188.3795
off across a deserted City square,2187.64,8.08,2191.68
and wherever he moved he threw a,2191.079,7.52,2194.8390000000004
shadow but when he moved away,2195.72,5.04,2198.24
Charles the shadow stayed there behind,2198.599,5.321,2201.2595
him and spread out just like a,2200.76,3.16,2202.34
carpet wish you could think who he might,2206.04,5.0,2208.54
have been you're over,2207.92,3.12,2209.48
here dear put this out,2217.96,3.0,2219.46
would what was,2230.04,3.4,2231.74
that well that sounded like red,2235.48,5.04,2238.0
Charles the world's the matter with it,2238.44,4.28,2240.58
all I put him in the,2240.52,6.2,2243.62
cellar oh darling no wonder he's howling,2242.72,5.56,2245.5
he's never been locked up in his entire,2246.72,3.76,2248.6
life R is toiv with this he must be,2248.28,4.48,2250.52
trained at night he will sleep in the,2250.48,5.68,2253.32
cellar the daytime he be kept on a,2252.76,5.599,2255.5595000000003
leash Charles I don't believe in dogs,2256.16,3.76,2258.04
being treated like,2258.359,5.201,2260.9595
prisoners Red's my dog please,2259.92,7.28,2263.56
Mary I know what's,2263.56,3.64,2265.38
hi there red aren't you gone to live,2295.76,3.839,2297.6795
with your mistress oh Mary brought him,2297.8,4.84,2300.2200000000003
home said he hows all night oh oh,2299.599,4.801,2301.9995000000004
fishing any good in these parts pretty,2302.64,4.12,2304.7
fair would you like to come along I'm,2304.4,3.919,2306.3595
afraid I've got the wrong clothes on but,2306.76,5.92,2309.7200000000003
the fish probably won't mine thank,2308.319,4.361,2310.4995
you I'm just not lucky today that's,2320.64,5.4,2323.3399999999997
all did you like a candy bar I don't,2323.52,5.48,2326.2599999999998
mind if I do thank,2326.04,2.96,2327.52
you all your folks like fishing oh my,2329.04,5.279,2331.6795
dad's great he always brings in,2332.04,6.48,2335.2799999999997
something what about Charles Charles,2334.319,4.201,2336.4195
oh I have to call him Mr reik at school,2338.599,5.121,2341.1595
I get a little mixed up,2341.56,5.0,2344.06
sometime uh he spends most of his time,2343.72,4.16,2345.7999999999997
on the clock you,2346.56,4.16,2348.64
know why don't you like him,2347.88,5.88,2350.82
Noah what do you mean you don't like,2350.72,4.08,2352.7599999999998
brother-in-law it's not of my business,2354.8,4.44,2357.02
but uh I wish you'd tell me,2356.96,6.24,2360.08
why well I I like him well,2359.24,7.68,2363.08
enough I know any reason why I should,2363.2,5.24,2365.8199999999997
don't tell me I'm buting in because I,2366.92,4.0,2368.92
know I am but I can't help,2368.44,5.28,2371.08
myself it's my,2370.92,5.12,2373.48
business I hate bringing you into this,2373.72,4.879,2376.1594999999998
Noah but you're the only one I can turn,2376.04,5.24,2378.66
to I need your help very,2378.599,5.041,2381.1195000000002
badly what is,2381.28,5.72,2384.1400000000003
it your sister may be in great trouble I,2383.64,4.76,2386.02
know that you're manad enough for what,2387.0,3.44,2388.72
I'm going to ask you to do for her but,2388.4,7.0,2391.9
truth is I'm not really an antique,2390.44,10.24,2395.56
dealer I'm a sort of a,2395.4,5.28,2398.04
detective well what do you want me to do,2402.28,3.68,2404.1200000000003
Wilson it would help me a lot if I knew,2405.96,3.56,2407.7400000000002
every moove Charles Ranken made on the,2408.079,3.201,2409.6795
day of his wedding right up to the,2409.52,5.04,2412.04
ceremony well I should be able to unless,2411.28,5.039,2413.7995
Charles realizes what I'm doing I'll,2414.56,4.12,2416.62
busy gee Mr Wilson you must be wrong,2424.64,4.439,2426.8595
Mary wouldn't fall in love with that,2427.72,5.72,2430.58
kind of a man I hope I am wrong Noah but,2429.079,7.201,2432.6795
that's the way it is people can't help,2433.44,4.17,2435.525
who they fall in love,2436.28,5.439,2438.9995000000004
with evening Mr even Mr,2451.079,7.24,2454.699
Cent here you and Professor Anton aim to,2466.64,6.08,2469.68
fix the clock that's,2469.56,3.16,2471.14
right figured to tell time rightly,2483.28,4.96,2485.76
H and will the angel circle around the,2489.359,6.921,2492.8195
belfrey is that a man or woman Angel Mr,2499.0,6.359,2502.1795
Wilson I don't,2502.0,3.359,2503.6795
know well reckon don't make much a,2509.0,5.2,2511.6
difference amongst,2511.56,2.64,2512.88
Angels well,2514.56,5.92,2517.52
give up no no no no no we'll we'll play,2517.8,5.76,2520.6800000000003
it out uh that's my privilege 25 cent,2520.48,6.96,2523.96
yeah oh uh by the way that uh Mr Ranken,2523.56,5.68,2526.4
pick up his supper this,2527.44,4.08,2529.48
no he johy to gets two up there about,2531.52,7.0,2535.02
know get dark early these,2541.599,6.561,2544.8795
our little man never did pick up his,2566.64,5.4,2569.3399999999997
suitcase did he NOP strange ain't it,2568.079,7.121,2571.6395
though H I've been tempted once or twice,2572.04,6.84,2575.46
to look see what's inside it they even,2575.2,5.84,2578.12
locked well it seems to me that under,2578.88,3.64,2580.7000000000003
the circumstances that you have a,2581.04,3.92,2583.0
