text,start,duration,time_midpoint
it still doesn't clear off in my book,1334.72,3.52,1336.48
this part of the job could have been to,1336.96,3.44,1338.68
use his truck as a blind to draw us away,1338.24,3.76,1340.1200000000001
from the real getaway car it could have,1340.4,3.519,1342.1595
been anything just give me a little more,1342.0,3.679,1343.8395
time i'll sweat it out of them forget it,1343.919,3.041,1345.4395000000002
mcbride i've checked every move he's,1345.679,3.761,1347.5595
made he's clean,1346.96,4.719,1349.3195
all right ralph you can go,1349.44,5.44,1352.16
sorry we had to detain you,1351.679,3.201,1353.2795
you're sorry these things happen,1355.28,5.16,1357.86
for nothing,1364.64,5.2,1367.24
go on be it,1366.96,2.88,1368.4
maybe you didn't hear what i said,1370.88,6.84,1374.3000000000002
i said for nothing,1373.679,4.041,1375.6995000000002
extra what do you read all about the big,1390.4,4.96,1392.88
bang stick up extra,1393.12,4.16,1395.1999999999998
get the latest spoons and the big bank,1395.36,4.4,1397.56
stick up ex controlled on the million,1397.28,5.68,1400.12
dollar grab get,1399.76,3.2,1401.36
that's him,1408.88,4.6,1411.18
thanks again,1410.159,3.321,1411.8195
you gotta do it rick,1422.72,5.28,1425.3600000000001
you don't understand rick,1425.12,4.48,1427.36
i know this spot you're in rick but you,1428.0,4.4,1430.2
gotta help joe,1429.6,2.8,1431.0
hi joe hi eddie get you something,1441.919,5.521,1444.6795000000002
yeah two things,1445.6,3.439,1447.3194999999998
cup of coffee and that information you,1447.44,3.2,1449.04
promised me,1449.039,3.52,1450.799
it's like i told you,1450.64,4.399,1452.8395
the first one is easy,1452.559,4.24,1454.6789999999999
listen eddie,1455.039,3.681,1456.8795
i gotta know who set me into this little,1456.799,3.281,1458.4395
did you ask him,1460.08,4.8,1462.48
you're leaving with your chin joe,1461.84,4.8,1464.24
so i'm leading with my chin what have i,1464.88,3.84,1466.8000000000002
got to lose look at he's been three,1466.64,5.84,1469.5600000000002
weeks no job no angle nothing okay okay,1468.72,7.12,1472.28
take it easy on your side,1472.48,3.36,1474.16
i'll get you another cup of coffee,1477.279,3.961,1479.2595
you come back tonight,1487.36,5.88,1490.3
around closing time,1489.44,3.8,1491.3400000000001
okay brother says you're in trouble jim,1521.36,5.48,1524.1
i gotta find a way to clear,1525.039,5.12,1527.599
myself sometimes it's tough joe,1526.84,5.8,1529.74
sometimes it's too tough look,1530.159,5.681,1532.9995000000001
i want to know who framed me,1532.64,6.159,1535.7195000000002
wasn't anyone local that's for sure,1535.84,5.6,1538.6399999999999
might be why pete harris made it to,1543.679,4.24,1545.799
pete harris,1547.919,5.36,1550.5990000000002
where in mexico,1550.4,2.879,1551.8395
look from where the dice road is a real,1556.559,4.881,1558.9995
sucker for a crap game,1558.32,5.04,1560.84
anything else,1561.44,4.96,1563.92
kind of dark had real weird eyes,1563.36,4.48,1565.6
you won't have any trouble finding about,1566.4,3.279,1568.0395
the cigarettes he smokes,1567.84,5.12,1570.3999999999999
just follow the chain,1569.679,3.281,1571.3195
what's your blood,1573.76,4.48,1576.0
good luck joel,1575.6,2.64,1576.9199999999998
take it easy joe,1580.0,3.64,1581.82
thanks kid,1584.08,2.56,1585.36
that's the guy that saved your life in,1589.919,4.481,1592.1595000000002
iwo jima huh,1591.52,2.88,1592.96
i'd buy it,1594.799,3.641,1596.6195
i have the name of diasino,1648.72,3.52,1650.48
if you are looking for a good time i,1652.32,5.28,1654.96
know all the best places in tijuana,1654.08,6.479,1657.3194999999998
long as there's a dice table there,1657.6,5.439,1660.3194999999998
oh but gambling is illegal,1660.559,5.441,1663.2794999999999
but uh like in the states in your there,1663.039,5.281,1665.6795
are some things the law does not know i,1666.0,3.84,1667.92
will show you where is a nice game of,1668.32,2.88,1669.76
what this happened,1687.44,3.4,1689.14
all right let the dice go and he's,1756.24,4.88,1758.68
coming out come on dice get him,1758.159,5.52,1760.919
anyone away with a poor tray it's not,1761.12,5.039,1763.6395
your nightbot next shooter come on now,1763.679,4.321,1765.8395
give me something on the field you can't,1766.159,3.201,1767.7595000000001
go wrong with the big six of the big,1768.0,3.36,1769.68
game and don't overlook that ever loving,1769.36,4.319,1771.5194999999999
any traps it's over two men 20 you don't,1771.36,3.12,1772.9199999999998
you got a bet mister,1774.48,3.36,1776.16
coming out,1776.24,4.48,1778.48
i earned a big miss boxcars,1777.84,4.8,1780.24
all right take the inside and pay the,1780.72,4.4,1782.92
outside to double up after cramps win,1782.64,4.32,1784.8000000000002
one good one makes up for all the bad,1785.12,3.039,1786.6395
you might as well be broke does not have,1788.159,2.4,1789.3590000000002
all right here we go let the piece ride,1790.559,5.12,1793.119
i'm still saying he can't do it,1793.52,4.08,1795.56
make him eat those words mister and,1795.679,3.761,1797.5595
another 20.,1797.6,4.16,1799.6799999999998
there they go,1799.44,4.959,1801.9195
and he's got nine for a number he makes,1801.76,4.72,1804.12
nine for all the money,1804.399,4.0,1806.399
three to two you can't do that i'll take,1806.48,4.88,1808.92
50 to 25 i make it no bad it's a three,1808.399,5.76,1811.279
to two wager,1811.36,2.799,1812.7595
i'll cover that,1814.88,2.72,1816.24
all right boys come on now give me,1820.559,4.641,1822.8795
something on the field,1822.799,4.24,1824.9189999999999
and the shooter's coming out on a gravy,1825.2,5.28,1827.8400000000001
train oh oh that devil jumped up he went,1827.039,5.36,1829.719
away with seven,1830.48,4.96,1832.96
hank the inside pay the outside,1832.399,4.4,1834.599
you wanted me to tell you when it was 10,1835.44,4.56,1837.72
30 fellow all right,1836.799,6.721,1840.1595
all right let the dice good huh when he,1840.0,4.6,1842.3
away right we're coming out with a,1844.6,5.36,1847.28
i don't know some tourist way,1859.84,4.24,1861.9599999999998
i don't know it gives me the willies,1862.24,5.12,1864.8
these don't smell right to me,1864.08,3.28,1865.72
so long dears,1868.559,3.401,1870.2595
you found me now,1913.039,2.88,1914.479
what's eating you,1916.24,3.439,1917.9595
you've been giving me the fish eye all,1918.159,3.681,1919.9995000000001
people to see a doctor mac,1923.519,4.721,1925.8795
you're in bad shape,1926.08,4.319,1928.2395
i ain't that sick,1928.24,5.279,1930.8795
then stop imagining things,1930.399,6.52,1933.6589999999999
get some rest,1933.519,3.4,1935.219
man downstairs to see you,2003.44,4.959,2005.9195
you tell that guys,2009.36,2.88,2010.8
now you and i are gonna have a little,2014.96,3.439,2016.6795
talk you a cop,2016.24,4.319,2018.3995
that's to teach you manners i'm the guy,2018.399,4.0,2020.399
that drove the florist truck i don't,2020.559,3.761,2022.4395
know what you're talking about,2022.399,3.681,2024.2395
take a good luck pete,2024.32,3.199,2025.9195
you're looking into patsy with his frame,2026.08,3.92,2028.04
for the kill,2027.519,5.841,2030.4395
you got the wrong guy,2030.0,5.039,2032.5195
lay up will you when you're ready to,2033.36,2.72,2034.7199999999998
you got me wrong what'd you do with your,2036.08,3.52,2037.84
i don't follow you,2039.6,4.0,2041.6
there's no money in there,2043.6,3.72,2045.4599999999998
you were one of them weren't you i don't,2063.44,4.88,2065.88
know what you're talking about,2065.359,2.961,2066.8395
this ain't my bag,2069.919,5.2,2072.519
i copped it out of a car you're lying,2071.44,6.239,2074.5595
give me that,2075.119,2.56,2076.3990000000003
what's this plane ticket that's why,2080.24,2.979,2081.7295
what's so interesting,2082.079,4.08,2084.119
so we start all over again,2086.159,4.72,2088.5190000000002
go ahead but i still don't know what,2090.879,4.8,2093.279
you're talking about,2092.8,2.879,2094.2395
if i can't open you up maybe the cops,2095.919,4.16,2097.999
so you were one of the gang i i had,2105.44,4.32,2107.6
other reasons,2108.32,4.56,2110.6000000000004
i'm interested in this one,2109.76,3.12,2111.32
your plane leaves in 50 minutes pete,2114.24,5.44,2116.9599999999996
you're not gonna be on it,2116.56,3.12,2118.12
i gotta get the burrados,2123.359,6.881,2126.7995
that wire means 300 grand to me your cut,2126.0,5.839,2128.9195
who set it up,2130.24,4.0,2132.24
i don't know,2131.839,3.76,2133.719
we didn't have nothing against you we,2135.599,3.361,2137.2795
didn't even know you,2137.359,4.401,2139.5595
just fell that way lucky me who else was,2138.96,5.6,2141.76
in on it i don't know that either we all,2141.76,4.72,2144.1200000000003
four of us wore masks i thought they're,2144.56,3.2,2146.16
only three,2146.48,4.4,2148.68
three in the big guy,2147.76,4.96,2150.2400000000002
look look i'm giving it to you straight,2150.88,3.68,2152.7200000000003
that's the way it was planned we all did,2152.72,3.52,2154.48
business with a mask,2154.56,3.44,2156.2799999999997
he could know us but none of us could,2156.24,4.32,2158.3999999999996
know him get it none of us could squeal,2158.0,5.92,2160.96
that way if one of us didn't get away,2160.56,7.039,2164.0795
that explains everything but this,2163.92,3.679,2165.7595
i i won't know what that means like it,2167.76,4.319,2169.9195000000004
all right partner,2172.079,4.721,2174.4395
we'll find out together,2174.32,4.16,2176.4
the big man set me in on this so we,2178.48,4.8,2180.88
split five ways,2180.96,4.0,2182.96
you're kidding,2183.28,3.68,2185.1200000000003
if i don't split five ways there's gonna,2184.96,4.08,2187.0
be no split at all,2186.96,3.68,2188.8
go ahead hang yourself it'll be a,2190.64,4.32,2192.7999999999997
pleasure all right,2192.72,4.639,2195.0395
so i'm moving blind but i got you for a,2194.96,5.76,2197.84
bird dog to point away as we go along,2197.359,6.801,2200.7595
you forget even i don't know the big guy,2200.72,6.08,2203.7599999999998
so i'm taking a chance,2204.16,4.32,2206.3199999999997
but remember,2206.8,3.92,2208.76
i'm taking no chances with you between,2208.48,3.68,2210.32
here and barato's,2210.72,4.44,2212.9399999999996
now get ready,2216.079,5.481,2218.8195
we don't want to miss our planet,2217.599,3.961,2219.5795000000003
you just have time you make connections,2250.48,4.96,2252.96
for baralos in mexico city 10 30 a.m,2252.56,4.32,2254.72
round trip,2255.44,2.72,2256.8
it'll be 92 please,2258.16,3.28,2259.7999999999997
hey bonnie,2265.599,3.121,2267.1595
look who's here,2266.88,4.959,2269.3595
over by the cigarette machine,2268.72,3.119,2270.2794999999996
that's pete harris,2274.8,3.6,2276.6000000000004
go ahead race them,2278.4,4.88,2280.84
don't worry about this boy,2280.4,5.439,2283.1195000000002
you stay here,2283.28,2.559,2284.5595000000003
i don't get it this man reached for a,2309.119,3.521,2310.8795
gun and he's clean,2310.96,3.68,2312.8
don't worry senior this man's wanted for,2312.64,4.32,2314.7999999999997
this will happen,2317.68,2.88,2319.12
what's that he's trying to say about,2325.44,3.52,2327.2000000000003
what tell pete,2328.96,4.24,2331.08
you haven't got a chance pete but you,2331.76,3.599,2333.5595000000003
can go out clean he's right pete tell us,2333.2,4.56,2335.48
about the dog,2335.359,3.921,2337.3195
who's down here with you what are you,2337.76,5.12,2340.32
doing in mexico where were you going,2339.28,4.88,2341.7200000000003
got anything you want to tell us you,2342.88,4.76,2345.26
haven't got a chance,2344.16,3.48,2345.8999999999996
maybe there is the ambulance will be,2358.88,5.16,2361.46
here at once,2360.72,3.32,2362.3799999999997
you forgot your claim checks and yours,2403.68,6.12,2406.74
your package is aboard the plane,2405.68,4.12,2407.74
flight 589 now leaving,2420.16,4.76,2422.54
good morning it looks like maybe today,2444.4,4.64,2446.7200000000003
is going to rain finally i hope so at,2446.8,4.4,2449.0
least it'll cool off then everyone can,2449.04,4.079,2451.0795
go outside and play,2451.2,4.96,2453.68
when the senior came,2453.119,3.041,2454.6395
well nasty romano,2456.56,6.72,2459.92
i see you have found something you want,2459.44,7.28,2463.08
perhaps you would like this one yeah,2463.28,5.92,2466.2400000000002
don't you want to buy it it's not bad,2466.72,4.48,2468.9599999999996
for a bottle,2469.2,3.2,2470.7999999999997
only 11 american dollars,2472.4,4.64,2474.7200000000003
but of course in your if you're looking,2477.04,4.079,2479.0795
for something cheap,2478.8,5.68,2481.6400000000003
i get nothing but the best,2481.119,5.361,2483.7995
then shall i wrap it into a nice package,2484.48,3.76,2486.36
don't bother,2488.24,4.96,2490.72
i bought it for a nice package,2489.839,3.361,2491.5195
you're too generous,2495.28,6.64,2498.6000000000004
that will be 11 american dollars,2498.079,3.841,2499.9995000000004
with the rest,2506.48,3.32,2508.14
she is a jewel,2518.0,3.52,2519.76
the smartest girl that ever worked for,2519.599,3.52,2521.3590000000004
that's the 12th time she has sold that,2523.119,3.921,2525.0795000000003
same bottle of perfume,2524.88,3.76,2526.76
and that kind of business i can afford,2527.04,4.4,2529.24
to give her 50 commission,2528.64,5.52,2531.4
who is that vessel in,2531.44,5.36,2534.12
he came here yesterday you mean to tell,2534.16,4.0,2536.16
me you've been here two hours and not,2536.8,4.24,2538.92
met tony romano i'll introduce you don't,2538.16,4.959,2540.6394999999998
bother say tamasa,2541.04,4.16,2543.12
why doesn't it rain if it's gonna the,2543.119,4.641,2545.4395
one thing i have no control over the,2545.2,4.159,2547.2794999999996
yeah the minute i get outside though,2549.359,5.281,2551.9995
it'll start coming down like,2551.52,4.559,2553.7995
cats and dogs,2554.64,5.439,2557.3595
ah senor foster good morning to my zone,2556.079,6.081,2559.1195000000002
what's everybody so gloomy about the,2560.079,4.881,2562.5195000000003
weather senor she's so uncertain up in,2562.16,5.36,2564.8399999999997
the states they're having blizzards oh,2564.96,4.48,2567.2
if something like that would only happen,2567.52,3.12,2569.08
nothing but sunshine and people catching,2572.0,3.76,2573.88
if just once a fish would catch a man,2575.76,5.44,2578.48
that's possible tomasso all depends on,2578.88,3.92,2580.84
senor foster senor kane how do you do mr,2582.8,3.76,2584.6800000000003
you look right at home here should be,2586.56,3.6,2588.36
been coming down here every season for a,2588.72,3.84,2590.64
good many years,2590.16,4.24,2592.2799999999997
i have your tobacco for you oh good,2592.56,4.32,2594.72
i was almost out,2596.88,4.08,2598.92
good fishing thank you,2599.28,3.28,2600.92
um when are you going to try your hand,2600.96,3.52,2602.7200000000003
at some of this fishing mr romano in,2602.56,5.16,2605.14
how about some cards again tonight i'll,2610.4,3.84,2612.32
give you a chance to get even,2612.079,6.201,2615.1795
come early and bring a lot of money,2614.24,4.04,2616.2599999999998
glad to see you scott well you're,2643.119,3.361,2644.7995
certainly looking in the pink that,2644.88,3.92,2646.84
little girl yours how is she oh she's a,2646.48,3.68,2648.32
big girl now,2648.8,3.12,2650.36
she's home preparing for her bar exams,2650.16,3.36,2651.8399999999997
be a lawyer any day,2651.92,3.12,2653.48
it's been years since anyone's seen you,2653.52,3.44,2655.24
around the old haunts,2655.04,2.88,2656.48
two years one month and eight days since,2657.92,4.88,2660.36
i got my walking papers,2660.079,4.721,2662.4395
still bitter tim,2662.8,3.68,2664.6400000000003
you spent 20 years of your life being a,2664.8,3.279,2666.4395000000004
cop and then get thrown out what am i,2666.48,3.599,2668.2795
supposed to do stand up and cheer well,2668.079,4.0,2670.079
maybe it was time to get out it was,2670.079,3.921,2672.0395000000003
beginning to affect your health,2672.079,4.881,2674.5195000000003
uh call it forced retirement,2674.0,5.44,2676.72
all right scott forced retirement,2676.96,4.08,2679.0
you're back the wrong party captain,2679.44,3.76,2681.32
foster so now we've got ourselves a new,2681.04,3.44,2682.7599999999998
i call it a frame,2684.48,3.359,2686.1595
well whatever it was you've been through,2686.079,4.721,2688.4395
it it'll only stir up old memories,2687.839,4.881,2690.2795
how about that urgent telegram to meet,2690.8,3.12,2692.36
how far do you ever get on that,2693.92,2.72,2695.28
southwest bank job,2695.119,4.24,2697.239
exactly nowhere,2696.64,3.92,2698.6
you must be hearing plenty from the,2699.359,3.76,2701.239
front office on that one,2700.56,4.48,2702.7999999999997
you don't know the half of it,2703.119,3.521,2704.8795
every bank in the country is on the,2705.04,3.44,2706.7599999999998
alert to spot the serial number of those,2706.64,4.4,2708.8399999999997
bills and up to now not one of them is,2708.48,4.32,2710.64
how'd you like to crack that gun,2712.8,3.279,2714.4395000000004
how would i like to find oil in my,2716.319,3.921,2718.2795
backyard i don't know but i might be,2718.0,4.16,2720.08
able to deliver that gang to you you,2720.24,4.0,2722.24
wouldn't fool an old friend tim,2722.16,3.6,2723.96
might not be anything and then again it,2724.24,3.68,2726.08
could be just what you're looking for,2725.76,3.76,2727.6400000000003
i've been watching a couple of strange,2727.92,4.64,2730.2400000000002
characters drift in here one at a time,2729.52,5.44,2732.24
named boyd kane mean anything to you,2732.56,3.92,2734.52
yeah i want him for a jewelry store hold,2736.48,3.44,2738.2
i knew that when i sent you the wire who,2739.92,3.04,2741.44
a prize package by the name of tony,2742.96,4.399,2745.1595
romano should fit into a touch like that,2744.64,4.479,2746.8795
they're praying like they don't know,2749.119,2.401,2750.3195
each other,2750.48,2.96,2751.96
but it's an old act any cop could spot,2751.52,3.76,2753.4
so i listen yeah but they're supposed to,2753.44,3.44,2755.16
be three of them,2755.28,3.68,2757.1200000000003
that's where it begins to make sense,2756.88,5.04,2759.4
third one's due to arrive that ties in,2758.96,4.96,2761.44
anything else,2761.92,4.08,2763.96
the talk is about a money split,2763.92,3.199,2765.5195
the kind that could have come out of,2767.119,4.321,2769.2795
that southwest bank job what a sweet,2768.48,4.32,2770.64
they get together for a split and put,2772.8,4.48,2775.04
their necks right into a noose,2774.88,4.56,2777.1600000000003
how do we handle it tim,2777.28,4.16,2779.36
keep out of sight until i call you,2779.44,4.399,2781.6395
you better line up the police,2781.44,4.72,2783.8
