Timecode List:,00:02:35.322,00:02:39.701,00:04:58.381,00:05:02.135,00:05:03.720,00:05:07.974,00:05:23.073,00:05:24.449,00:05:38.797,00:05:41.466,00:11:39.574,00:11:41.492,00:11:42.827,00:11:48.333,00:11:50.835,00:11:54.839,00:12:26.996,00:12:50.311,00:12:52.897,00:12:56.150,00:13:00.196,00:13:02.949,00:13:09.330,00:13:11.082,00:13:14.377,00:13:21.134,00:13:28.307,00:13:29.350,00:13:44.574,00:14:03.217,00:14:07.638,00:15:39.063,00:15:41.023,00:15:44.652,00:15:45.945,00:15:47.613,00:16:04.338,00:16:09.719,00:16:17.560,00:16:57.225,00:18:31.944,00:18:38.701,00:18:39.952,00:19:04.810,00:19:09.482,00:19:15.696,00:19:44.975,00:19:52.108,00:20:30.187,00:20:40.906,00:20:43.617,00:20:46.412,00:20:48.539,00:20:51.667,00:20:53.752,00:21:11.187,00:22:56.875,00:23:21.609,00:23:28.157,00:26:10.402,00:26:14.448,00:26:35.302,00:26:47.815,00:26:53.195,00:26:57.533,00:28:00.095,00:28:05.392,00:28:16.862,00:28:26.038,00:29:20.300,00:29:24.638,00:29:28.100,00:29:33.146,00:29:40.112,00:29:43.448,00:29:45.492,00:29:50.747,00:29:57.337,00:30:02.092,00:31:03.111,00:32:04.381,00:32:51.094,00:33:04.566,00:34:18.431,00:34:32.445,00:34:34.990,00:34:36.491,00:34:37.242,00:34:38.410,00:34:39.452,00:34:43.290,00:34:44.791,00:34:48.545,00:34:49.921,00:34:51.756,00:35:06.396,00:35:17.657,00:35:40.430,00:36:06.289,00:36:24.933,00:36:28.561,00:36:34.150,00:36:35.944,00:36:39.072,00:37:35.462,00:37:43.178,00:37:54.063,00:37:57.567,00:38:07.827,00:38:11.039,00:38:17.629,00:38:27.764,00:39:01.214,00:40:43.900,00:42:15.116,00:42:33.426,00:43:00.745,00:43:07.376,00:47:13.748,00:47:16.208,00:48:28.114,00:48:35.371,00:48:37.581,00:48:51.262,00:48:54.473,00:48:59.019,00:48:59.937,00:49:06.777,00:49:09.530,00:49:15.911,00:49:18.831,00:49:25.796,00:49:28.883,00:49:47.359,00:49:50.988,00:49:57.953,00:49:59.622,00:50:24.897,00:50:33.906,00:50:35.950,00:50:37.618,00:50:41.789,00:50:47.795,00:51:23.664,00:52:01.201,00:52:05.748,00:52:43.869,00:52:46.080,00:52:55.297,00:52:57.508,00:53:04.848,00:53:16.110,00:53:18.862,00:53:21.865,00:53:26.620,00:53:29.289,00:53:37.131,00:53:38.424,00:53:44.513,00:53:53.021,00:53:55.232,00:54:00.612,00:54:10.706,00:54:37.733,00:56:56.121,00:57:38.413,00:58:54.239,01:00:15.111,01:00:42.305,01:00:59.072,01:01:02.701,01:01:04.327,01:01:10.208,01:01:11.501,01:01:17.841,01:01:26.683,01:01:29.811,01:01:32.063,01:01:35.525,01:01:37.485,01:01:38.361,01:01:39.905,01:01:43.617,01:02:25.283,01:02:26.993,01:02:31.456,01:02:36.127,01:02:39.297,01:02:45.595,01:02:53.853,01:02:56.356,01:03:03.238,01:03:05.824,01:03:10.078,01:03:11.538,01:03:14.916,01:03:16.376,01:03:26.011,01:03:37.272,01:04:03.757,01:04:08.595,01:04:28.907,01:04:31.076,01:04:38.416,01:04:49.594,01:04:50.720,01:04:52.222,01:05:01.064,01:05:07.195,01:05:13.618,01:05:15.411,01:05:18.790,01:05:20.875,01:05:23.586,01:05:46.734,01:05:49.904,01:05:56.119,01:06:09.174,01:06:11.467,01:06:26.149,01:06:28.860,01:06:38.786,01:06:56.054,01:07:46.437,01:07:49.274,01:07:51.442,01:07:56.823,01:07:58.658,01:08:06.207,01:08:09.043,01:08:12.088,01:08:13.673,01:08:16.092,01:08:17.719,01:08:30.606,01:08:31.608,01:08:52.837,01:08:54.964,01:08:56.466,01:08:58.968,01:09:33.002,01:09:36.672,01:09:37.673,01:11:36.959,01:11:44.634,01:12:31.222,01:15:11.465,01:16:43.557,01:16:46.101,01:16:50.648,01:17:02.368,01:17:12.127,01:17:51.041,01:17:57.256,01:17:59.633,01:18:08.559,01:18:09.768,01:18:22.489,01:18:24.366,01:18:27.202,01:18:37.379,01:18:39.298,01:18:40.674,01:18:47.640,01:19:14.625,01:19:32.059,01:20:06.301,01:20:52.848,01:21:00.981,01:21:03.484,01:21:05.861,01:21:10.115,01:21:17.206,01:21:19.875,01:21:28.634,01:21:51.281,01:22:21.019,01:22:24.731,01:22:41.373,01:22:48.672,01:22:50.799,01:22:53.844,01:22:56.388,01:22:59.349,01:23:01.810,01:23:10.360,01:23:15.657,01:23:22.831,01:23:24.666,01:23:27.294,01:23:29.963,01:23:36.970,01:23:39.848,01:23:47.689,01:23:52.527,01:23:58.492,01:24:00.786,01:24:02.913,01:24:04.665,01:24:09.378,01:24:16.301,01:24:27.980,01:24:33.110,01:25:20.866,01:26:41.113,01:26:42.197,01:26:54.167,01:26:55.877,01:27:02.884,01:27:21.736,01:27:27.993,01:27:29.161,01:27:34.082,01:28:10.202,01:28:47.948,01:28:53.912,01:30:08.236,01:30:10.196,01:30:18.413,01:30:32.969,01:30:38.808,01:32:12.902,01:32:27.959,01:32:30.295,01:32:35.216,01:32:39.304,01:33:11.002,01:33:20.136,01:33:28.853,01:33:32.398,01:33:35.235,01:35:28.556,01:37:23.546,01:37:55.995,01:38:03.628,01:38:05.296,01:38:06.547,01:38:08.174,01:38:09.342,01:38:12.970,01:38:19.894,01:38:21.229,01:38:27.610,01:38:28.903,01:38:30.655,01:38:36.577,01:38:38.246,01:38:45.086,01:38:46.629,01:38:51.384,01:38:53.594,01:38:54.762,01:38:56.472,01:39:07.066,01:39:10.987,01:39:40.433,01:39:42.685
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
63,38250,00:26:35.302,1595.302,38549,00:26:47.815,1607.815,300,00:00:12.512,12.512
64,38550,00:26:47.815,1607.815,38678,00:26:53.195,1613.195,129,00:00:05.380,5.380
65,38679,00:26:53.195,1613.195,38782,00:26:57.533,1617.533,104,00:00:04.338,4.338
66,38783,00:26:57.533,1617.533,40282,00:28:00.095,1680.095,1500,00:01:02.562,62.562
67,40283,00:28:00.095,1680.095,40409,00:28:05.392,1685.392,127,00:00:05.297,5.297
68,40410,00:28:05.392,1685.392,40684,00:28:16.862,1696.862,275,00:00:11.470,11.470
69,40685,00:28:16.862,1696.862,40904,00:28:26.038,1706.038,220,00:00:09.176,9.176
70,40905,00:28:26.038,1706.038,42205,00:29:20.300,1760.300,1301,00:00:54.263,54.263
71,42206,00:29:20.300,1760.300,42309,00:29:24.638,1764.638,104,00:00:04.338,4.338
72,42310,00:29:24.638,1764.638,42392,00:29:28.100,1768.100,83,00:00:03.462,3.462
73,42393,00:29:28.100,1768.100,42513,00:29:33.146,1773.146,121,00:00:05.047,5.047
74,42514,00:29:33.146,1773.146,42680,00:29:40.112,1780.112,167,00:00:06.965,6.965
75,42681,00:29:40.112,1780.112,42760,00:29:43.448,1783.448,80,00:00:03.337,3.337
76,42761,00:29:43.448,1783.448,42809,00:29:45.492,1785.492,49,00:00:02.044,2.044
77,42810,00:29:45.492,1785.492,42935,00:29:50.747,1790.747,126,00:00:05.255,5.255
78,42936,00:29:50.747,1790.747,43093,00:29:57.337,1797.337,158,00:00:06.590,6.590
79,43094,00:29:57.337,1797.337,43207,00:30:02.092,1802.092,114,00:00:04.755,4.755
80,43208,00:30:02.092,1802.092,44670,00:31:03.111,1863.111,1463,00:01:01.019,61.019
81,44671,00:31:03.111,1863.111,46139,00:32:04.381,1924.381,1469,00:01:01.270,61.270
82,46140,00:32:04.381,1924.381,47259,00:32:51.094,1971.094,1120,00:00:46.713,46.713
83,47260,00:32:51.094,1971.094,47582,00:33:04.566,1984.566,323,00:00:13.472,13.472
84,47583,00:33:04.566,1984.566,49353,00:34:18.431,2058.431,1771,00:01:13.865,73.865
85,49354,00:34:18.431,2058.431,49689,00:34:32.445,2072.445,336,00:00:14.014,14.014
86,49690,00:34:32.445,2072.445,49750,00:34:34.990,2074.990,61,00:00:02.544,2.544
87,49751,00:34:34.990,2074.990,49786,00:34:36.491,2076.491,36,00:00:01.501,1.501
88,49787,00:34:36.491,2076.491,49804,00:34:37.242,2077.242,18,00:00:00.751,0.751
89,49805,00:34:37.242,2077.242,49832,00:34:38.410,2078.410,28,00:00:01.168,1.168
90,49833,00:34:38.410,2078.410,49857,00:34:39.452,2079.452,25,00:00:01.043,1.043
91,49858,00:34:39.452,2079.452,49949,00:34:43.290,2083.290,92,00:00:03.837,3.837
92,49950,00:34:43.290,2083.290,49985,00:34:44.791,2084.791,36,00:00:01.501,1.501
93,49986,00:34:44.791,2084.791,50075,00:34:48.545,2088.545,90,00:00:03.754,3.754
94,50076,00:34:48.545,2088.545,50108,00:34:49.921,2089.921,33,00:00:01.376,1.376
95,50109,00:34:49.921,2089.921,50152,00:34:51.756,2091.756,44,00:00:01.835,1.835
96,50153,00:34:51.756,2091.756,50503,00:35:06.396,2106.396,351,00:00:14.640,14.640
97,50504,00:35:06.396,2106.396,50773,00:35:17.657,2117.657,270,00:00:11.261,11.261
98,50774,00:35:17.657,2117.657,51319,00:35:40.430,2140.430,546,00:00:22.773,22.773
99,51320,00:35:40.430,2140.430,51939,00:36:06.289,2166.289,620,00:00:25.859,25.859
100,51940,00:36:06.289,2166.289,52386,00:36:24.933,2184.933,447,00:00:18.644,18.644
101,52387,00:36:24.933,2184.933,52473,00:36:28.561,2188.561,87,00:00:03.629,3.629
102,52474,00:36:28.561,2188.561,52607,00:36:34.150,2194.150,134,00:00:05.589,5.589
103,52608,00:36:34.150,2194.150,52650,00:36:35.944,2195.944,43,00:00:01.793,1.793
104,52651,00:36:35.944,2195.944,52725,00:36:39.072,2199.072,75,00:00:03.128,3.128
105,52726,00:36:39.072,2199.072,54077,00:37:35.462,2255.462,1352,00:00:56.390,56.390
106,54078,00:37:35.462,2255.462,54262,00:37:43.178,2263.178,185,00:00:07.716,7.716
107,54263,00:37:43.178,2263.178,54523,00:37:54.063,2274.063,261,00:00:10.886,10.886
108,54524,00:37:54.063,2274.063,54607,00:37:57.567,2277.567,84,00:00:03.503,3.503
109,54608,00:37:57.567,2277.567,54853,00:38:07.827,2287.827,246,00:00:10.260,10.260
110,54854,00:38:07.827,2287.827,54930,00:38:11.039,2291.039,77,00:00:03.212,3.212
111,54931,00:38:11.039,2291.039,55088,00:38:17.629,2297.629,158,00:00:06.590,6.590
112,55089,00:38:17.629,2297.629,55331,00:38:27.764,2307.764,243,00:00:10.135,10.135
113,55332,00:38:27.764,2307.764,56133,00:39:01.214,2341.214,802,00:00:33.450,33.450
114,56134,00:39:01.214,2341.214,58595,00:40:43.900,2443.900,2462,00:01:42.686,102.686
115,58596,00:40:43.900,2443.900,60782,00:42:15.116,2535.116,2187,00:01:31.216,91.216
116,60783,00:42:15.116,2535.116,61221,00:42:33.426,2553.426,439,00:00:18.310,18.310
117,61222,00:42:33.426,2553.426,61876,00:43:00.745,2580.745,655,00:00:27.319,27.319
118,61877,00:43:00.745,2580.745,62035,00:43:07.376,2587.376,159,00:00:06.632,6.632
119,62036,00:43:07.376,2587.376,67942,00:47:13.748,2833.748,5907,00:04:06.371,246.371
120,67943,00:47:13.748,2833.748,68001,00:47:16.208,2836.208,59,00:00:02.461,2.461
121,68002,00:47:16.208,2836.208,69725,00:48:28.114,2908.114,1724,00:01:11.905,71.905
122,69726,00:48:28.114,2908.114,69899,00:48:35.371,2915.371,174,00:00:07.257,7.257
123,69900,00:48:35.371,2915.371,69952,00:48:37.581,2917.581,53,00:00:02.211,2.211
124,69953,00:48:37.581,2917.581,70280,00:48:51.262,2931.262,328,00:00:13.680,13.680
125,70281,00:48:51.262,2931.262,70357,00:48:54.473,2934.473,77,00:00:03.212,3.212
126,70358,00:48:54.473,2934.473,70466,00:48:59.019,2939.019,109,00:00:04.546,4.546
127,70467,00:48:59.019,2939.019,70488,00:48:59.937,2939.937,22,00:00:00.918,0.918
128,70489,00:48:59.937,2939.937,70652,00:49:06.777,2946.777,164,00:00:06.840,6.840
129,70653,00:49:06.777,2946.777,70718,00:49:09.530,2949.530,66,00:00:02.753,2.753
130,70719,00:49:09.530,2949.530,70871,00:49:15.911,2955.911,153,00:00:06.381,6.381
131,70872,00:49:15.911,2955.911,70941,00:49:18.831,2958.831,70,00:00:02.920,2.920
132,70942,00:49:18.831,2958.831,71108,00:49:25.796,2965.796,167,00:00:06.965,6.965
133,71109,00:49:25.796,2965.796,71182,00:49:28.883,2968.883,74,00:00:03.086,3.086
134,71183,00:49:28.883,2968.883,71625,00:49:47.359,2987.359,443,00:00:18.477,18.477
135,71626,00:49:47.359,2987.359,71712,00:49:50.988,2990.988,87,00:00:03.629,3.629
136,71713,00:49:50.988,2990.988,71879,00:49:57.953,2997.953,167,00:00:06.965,6.965
137,71880,00:49:57.953,2997.953,71919,00:49:59.622,2999.622,40,00:00:01.668,1.668
138,71920,00:49:59.622,2999.622,72525,00:50:24.897,3024.897,606,00:00:25.275,25.275
139,72526,00:50:24.897,3024.897,72741,00:50:33.906,3033.906,216,00:00:09.009,9.009
140,72742,00:50:33.906,3033.906,72790,00:50:35.950,3035.950,49,00:00:02.044,2.044
141,72791,00:50:35.950,3035.950,72830,00:50:37.618,3037.618,40,00:00:01.668,1.668
142,72831,00:50:37.618,3037.618,72930,00:50:41.789,3041.789,100,00:00:04.171,4.171
143,72931,00:50:41.789,3041.789,73074,00:50:47.795,3047.795,144,00:00:06.006,6.006
144,73075,00:50:47.795,3047.795,73934,00:51:23.664,3083.664,860,00:00:35.869,35.869
145,73935,00:51:23.664,3083.664,74834,00:52:01.201,3121.201,900,00:00:37.537,37.537
146,74835,00:52:01.201,3121.201,74943,00:52:05.748,3125.748,109,00:00:04.546,4.546
147,74944,00:52:05.748,3125.748,75857,00:52:43.869,3163.869,914,00:00:38.121,38.121
148,75858,00:52:43.869,3163.869,75910,00:52:46.080,3166.080,53,00:00:02.211,2.211
149,75911,00:52:46.080,3166.080,76131,00:52:55.297,3175.297,221,00:00:09.218,9.218
150,76132,00:52:55.297,3175.297,76184,00:52:57.508,3177.508,53,00:00:02.211,2.211
151,76185,00:52:57.508,3177.508,76360,00:53:04.848,3184.848,176,00:00:07.341,7.341
152,76361,00:53:04.848,3184.848,76630,00:53:16.110,3196.110,270,00:00:11.261,11.261
153,76631,00:53:16.110,3196.110,76696,00:53:18.862,3198.862,66,00:00:02.753,2.753
154,76697,00:53:18.862,3198.862,76768,00:53:21.865,3201.865,72,00:00:03.003,3.003
155,76769,00:53:21.865,3201.865,76882,00:53:26.620,3206.620,114,00:00:04.755,4.755
156,76883,00:53:26.620,3206.620,76946,00:53:29.289,3209.289,64,00:00:02.669,2.669
157,76947,00:53:29.289,3209.289,77134,00:53:37.131,3217.131,188,00:00:07.841,7.841
158,77135,00:53:37.131,3217.131,77165,00:53:38.424,3218.424,31,00:00:01.293,1.293
159,77166,00:53:38.424,3218.424,77311,00:53:44.513,3224.513,146,00:00:06.089,6.089
160,77312,00:53:44.513,3224.513,77515,00:53:53.021,3233.021,204,00:00:08.508,8.508
161,77516,00:53:53.021,3233.021,77568,00:53:55.232,3235.232,53,00:00:02.211,2.211
162,77569,00:53:55.232,3235.232,77697,00:54:00.612,3240.612,129,00:00:05.380,5.380
163,77698,00:54:00.612,3240.612,77939,00:54:10.706,3250.706,242,00:00:10.093,10.093
164,77940,00:54:10.706,3250.706,78587,00:54:37.733,3277.733,648,00:00:27.027,27.027
165,78588,00:54:37.733,3277.733,81905,00:56:56.121,3416.121,3318,00:02:18.388,138.388
166,81906,00:56:56.121,3416.121,82919,00:57:38.413,3458.413,1014,00:00:42.292,42.292
167,82920,00:57:38.413,3458.413,84737,00:58:54.239,3534.239,1818,00:01:15.826,75.826
168,84738,00:58:54.239,3534.239,86676,01:00:15.111,3615.111,1939,00:01:20.872,80.872
169,86677,01:00:15.111,3615.111,87328,01:00:42.305,3642.305,652,00:00:27.194,27.194
170,87329,01:00:42.305,3642.305,87730,01:00:59.072,3659.072,402,00:00:16.767,16.767
