Timecode List:,00:00:01.210,00:00:01.793,00:00:02.377,00:00:02.961,00:01:19.663,00:04:00.657,00:04:12.377,00:04:30.437,00:06:56.791,00:07:06.343,00:07:08.845,00:07:16.728,00:07:17.729,00:07:22.484,00:07:25.528,00:07:30.909,00:07:39.334,00:07:56.893,00:08:06.820,00:08:08.780,00:08:38.351,00:08:41.062,00:08:43.398,00:09:07.922,00:09:09.924,00:09:20.977,00:09:28.651,00:10:24.082,00:10:27.001,00:10:30.046,00:10:43.893,00:10:47.313,00:10:48.982,00:10:50.859,00:11:03.162,00:11:04.664,00:11:08.084,00:11:22.307,00:11:33.359,00:11:35.361,00:11:39.449,00:11:41.951,00:11:44.537,00:12:45.306,00:13:27.932,00:13:30.518,00:14:01.841,00:15:24.590,00:15:52.160,00:15:54.328,00:16:10.303,00:16:13.764,00:16:56.641,00:17:15.451,00:17:23.376,00:17:25.836,00:22:15.918,00:22:24.009,00:22:26.136,00:22:28.597,00:22:46.824,00:23:02.339,00:23:11.181,00:23:20.232,00:23:28.032,00:23:37.416,00:23:41.795,00:23:47.676,00:23:51.597,00:24:05.235,00:24:08.030,00:24:16.955,00:24:36.350,00:24:42.356,00:25:27.359,00:26:25.000,00:26:26.919,00:26:28.420,00:26:56.031,00:26:57.574,00:27:04.081,00:27:06.291,00:27:09.419,00:27:11.588,00:27:12.798,00:27:15.634,00:27:19.763,00:27:27.604,00:33:50.403,00:34:36.908,00:34:47.335,00:34:58.013,00:35:15.947,00:35:18.366,00:35:20.952,00:35:23.038,00:36:34.067,00:36:40.615,00:36:46.579,00:36:48.706,00:36:51.459,00:36:55.046,00:36:59.676,00:37:04.097,00:37:07.183,00:37:09.352,00:37:12.897,00:37:31.458,00:37:34.836,00:37:58.735,00:38:01.821,00:38:06.284,00:38:08.161,00:38:13.416,00:38:15.877,00:38:33.978,00:38:43.238,00:39:55.560,00:40:13.661,00:40:30.845,00:41:35.410,00:42:02.019,00:42:10.820,00:42:16.451,00:42:27.044,00:42:28.880,00:42:38.014,00:42:40.975,00:42:42.560,00:44:36.966,00:44:55.443,00:45:01.365,00:45:08.915,00:45:14.921,00:45:38.402,00:45:42.406,00:45:47.662,00:45:55.419,00:45:58.673,00:46:08.766,00:46:14.438,00:47:55.456,00:49:58.287,00:51:06.730,00:51:21.620,00:51:28.294,00:51:40.681,00:52:37.237,00:52:39.448,00:53:15.734,00:53:21.448,00:54:16.670,00:54:39.943,00:55:47.094,00:56:17.833,00:56:19.668,00:57:28.779,00:57:35.577,00:57:40.582,00:58:06.566,00:58:09.653,00:59:10.797,00:59:14.384,01:00:27.415,01:00:35.173,01:00:41.221,01:00:48.687,01:00:54.109,01:01:00.740,01:01:06.788,01:01:12.335,01:01:42.824,01:01:48.622,01:01:51.541,01:01:52.792,01:02:07.432,01:02:09.476,01:03:43.820,01:10:35.273,01:10:54.125,01:11:02.633,01:11:11.976,01:11:15.688,01:11:19.442,01:11:29.452,01:11:56.354,01:12:09.367,01:12:11.994,01:13:10.845,01:13:23.733,01:13:38.414,01:13:56.682,01:14:04.190,01:14:18.120,01:14:37.765,01:14:40.226,01:14:56.784,01:15:13.134,01:15:31.235,01:15:47.668,01:15:51.338,01:16:07.396,01:16:11.358,01:16:15.154,01:16:38.761,01:16:41.180,01:16:52.024,01:16:56.654,01:17:05.329,01:17:07.331,01:17:09.583,01:17:37.027,01:18:20.029,01:18:23.616,01:19:08.953,01:19:53.539,01:21:42.147,01:21:58.455,01:22:09.550,01:22:33.949,01:22:47.379,01:23:38.931,01:24:08.377,01:24:12.130,01:24:50.168,01:25:10.147,01:25:18.113
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
70,34325,00:23:51.597,1431.597,34651,00:24:05.235,1445.235,327,00:00:13.639,13.639
71,34652,00:24:05.235,1445.235,34718,00:24:08.030,1448.030,67,00:00:02.794,2.794
72,34719,00:24:08.030,1448.030,34932,00:24:16.955,1456.955,214,00:00:08.926,8.926
73,34933,00:24:16.955,1456.955,35397,00:24:36.350,1476.350,465,00:00:19.394,19.394
74,35398,00:24:36.350,1476.350,35541,00:24:42.356,1482.356,144,00:00:06.006,6.006
75,35542,00:24:42.356,1482.356,36620,00:25:27.359,1527.359,1079,00:00:45.003,45.003
76,36621,00:25:27.359,1527.359,38002,00:26:25.000,1585.000,1382,00:00:57.641,57.641
77,38003,00:26:25.000,1585.000,38048,00:26:26.919,1586.919,46,00:00:01.919,1.919
78,38049,00:26:26.919,1586.919,38084,00:26:28.420,1588.420,36,00:00:01.501,1.501
79,38085,00:26:28.420,1588.420,38746,00:26:56.031,1616.031,662,00:00:27.611,27.611
80,38747,00:26:56.031,1616.031,38783,00:26:57.574,1617.574,37,00:00:01.543,1.543
81,38784,00:26:57.574,1617.574,38939,00:27:04.081,1624.081,156,00:00:06.506,6.506
82,38940,00:27:04.081,1624.081,38992,00:27:06.291,1626.291,53,00:00:02.211,2.211
83,38993,00:27:06.291,1626.291,39067,00:27:09.419,1629.419,75,00:00:03.128,3.128
84,39068,00:27:09.419,1629.419,39119,00:27:11.588,1631.588,52,00:00:02.169,2.169
85,39120,00:27:11.588,1631.588,39148,00:27:12.798,1632.798,29,00:00:01.210,1.210
86,39149,00:27:12.798,1632.798,39216,00:27:15.634,1635.634,68,00:00:02.836,2.836
87,39217,00:27:15.634,1635.634,39315,00:27:19.763,1639.763,99,00:00:04.129,4.129
88,39316,00:27:19.763,1639.763,39503,00:27:27.604,1647.604,188,00:00:07.841,7.841
89,39504,00:27:27.604,1647.604,48681,00:33:50.403,2030.403,9178,00:06:22.799,382.799
90,48682,00:33:50.403,2030.403,49796,00:34:36.908,2076.908,1115,00:00:46.505,46.505
91,49797,00:34:36.908,2076.908,50046,00:34:47.335,2087.335,250,00:00:10.427,10.427
92,50047,00:34:47.335,2087.335,50302,00:34:58.013,2098.013,256,00:00:10.677,10.677
93,50303,00:34:58.013,2098.013,50732,00:35:15.947,2115.947,430,00:00:17.935,17.935
94,50733,00:35:15.947,2115.947,50790,00:35:18.366,2118.366,58,00:00:02.419,2.419
95,50791,00:35:18.366,2118.366,50852,00:35:20.952,2120.952,62,00:00:02.586,2.586
96,50853,00:35:20.952,2120.952,50902,00:35:23.038,2123.038,50,00:00:02.085,2.085
97,50903,00:35:23.038,2123.038,52605,00:36:34.067,2194.067,1703,00:01:11.029,71.029
98,52606,00:36:34.067,2194.067,52762,00:36:40.615,2200.615,157,00:00:06.548,6.548
99,52763,00:36:40.615,2200.615,52905,00:36:46.579,2206.579,143,00:00:05.964,5.964
100,52906,00:36:46.579,2206.579,52956,00:36:48.706,2208.706,51,00:00:02.127,2.127
101,52957,00:36:48.706,2208.706,53022,00:36:51.459,2211.459,66,00:00:02.753,2.753
102,53023,00:36:51.459,2211.459,53108,00:36:55.046,2215.046,86,00:00:03.587,3.587
103,53109,00:36:55.046,2215.046,53219,00:36:59.676,2219.676,111,00:00:04.630,4.630
104,53220,00:36:59.676,2219.676,53325,00:37:04.097,2224.097,106,00:00:04.421,4.421
105,53326,00:37:04.097,2224.097,53399,00:37:07.183,2227.183,74,00:00:03.086,3.086
106,53400,00:37:07.183,2227.183,53451,00:37:09.352,2229.352,52,00:00:02.169,2.169
107,53452,00:37:09.352,2229.352,53536,00:37:12.897,2232.897,85,00:00:03.545,3.545
108,53537,00:37:12.897,2232.897,53981,00:37:31.458,2251.458,445,00:00:18.560,18.560
109,53982,00:37:31.458,2251.458,54062,00:37:34.836,2254.836,81,00:00:03.378,3.378
110,54063,00:37:34.836,2254.836,54635,00:37:58.735,2278.735,573,00:00:23.899,23.899
111,54636,00:37:58.735,2278.735,54709,00:38:01.821,2281.821,74,00:00:03.086,3.086
112,54710,00:38:01.821,2281.821,54816,00:38:06.284,2286.284,107,00:00:04.463,4.463
113,54817,00:38:06.284,2286.284,54861,00:38:08.161,2288.161,45,00:00:01.877,1.877
114,54862,00:38:08.161,2288.161,54987,00:38:13.416,2293.416,126,00:00:05.255,5.255
115,54988,00:38:13.416,2293.416,55046,00:38:15.877,2295.877,59,00:00:02.461,2.461
116,55047,00:38:15.877,2295.877,55480,00:38:33.978,2313.978,434,00:00:18.101,18.101
117,55481,00:38:33.978,2313.978,55702,00:38:43.238,2323.238,222,00:00:09.259,9.259
118,55703,00:38:43.238,2323.238,57436,00:39:55.560,2395.560,1734,00:01:12.322,72.322
119,57437,00:39:55.560,2395.560,57870,00:40:13.661,2413.661,434,00:00:18.101,18.101
120,57871,00:40:13.661,2413.661,58282,00:40:30.845,2430.845,412,00:00:17.184,17.184
121,58283,00:40:30.845,2430.845,59830,00:41:35.410,2495.410,1548,00:01:04.564,64.564
122,59831,00:41:35.410,2495.410,60468,00:42:02.019,2522.019,638,00:00:26.610,26.610
123,60469,00:42:02.019,2522.019,60679,00:42:10.820,2530.820,211,00:00:08.800,8.800
124,60680,00:42:10.820,2530.820,60814,00:42:16.451,2536.451,135,00:00:05.631,5.631
125,60815,00:42:16.451,2536.451,61068,00:42:27.044,2547.044,254,00:00:10.594,10.594
126,61069,00:42:27.044,2547.044,61112,00:42:28.880,2548.880,44,00:00:01.835,1.835
127,61113,00:42:28.880,2548.880,61331,00:42:38.014,2558.014,219,00:00:09.134,9.134
128,61332,00:42:38.014,2558.014,61402,00:42:40.975,2560.975,71,00:00:02.961,2.961
129,61403,00:42:40.975,2560.975,61440,00:42:42.560,2562.560,38,00:00:01.585,1.585
130,61441,00:42:42.560,2562.560,64183,00:44:36.966,2676.966,2743,00:01:54.406,114.406
131,64184,00:44:36.966,2676.966,64626,00:44:55.443,2695.443,443,00:00:18.477,18.477
132,64627,00:44:55.443,2695.443,64768,00:45:01.365,2701.365,142,00:00:05.923,5.923
133,64769,00:45:01.365,2701.365,64949,00:45:08.915,2708.915,181,00:00:07.549,7.549
134,64950,00:45:08.915,2708.915,65093,00:45:14.921,2714.921,144,00:00:06.006,6.006
135,65094,00:45:14.921,2714.921,65656,00:45:38.402,2738.402,563,00:00:23.482,23.482
136,65657,00:45:38.402,2738.402,65752,00:45:42.406,2742.406,96,00:00:04.004,4.004
137,65753,00:45:42.406,2742.406,65878,00:45:47.662,2747.662,126,00:00:05.255,5.255
138,65879,00:45:47.662,2747.662,66064,00:45:55.419,2755.419,186,00:00:07.758,7.758
139,66065,00:45:55.419,2755.419,66142,00:45:58.673,2758.673,78,00:00:03.253,3.253
140,66143,00:45:58.673,2758.673,66384,00:46:08.766,2768.766,242,00:00:10.093,10.093
141,66385,00:46:08.766,2768.766,66520,00:46:14.438,2774.438,136,00:00:05.672,5.672
142,66521,00:46:14.438,2774.438,68942,00:47:55.456,2875.456,2422,00:01:41.018,101.018
143,68943,00:47:55.456,2875.456,71887,00:49:58.287,2998.287,2945,00:02:02.831,122.831
144,71888,00:49:58.287,2998.287,73528,00:51:06.730,3066.730,1641,00:01:08.443,68.443
145,73529,00:51:06.730,3066.730,73885,00:51:21.620,3081.620,357,00:00:14.890,14.890
146,73886,00:51:21.620,3081.620,74045,00:51:28.294,3088.294,160,00:00:06.673,6.673
147,74046,00:51:28.294,3088.294,74342,00:51:40.681,3100.681,297,00:00:12.387,12.387
148,74343,00:51:40.681,3100.681,75698,00:52:37.237,3157.237,1356,00:00:56.556,56.556
149,75699,00:52:37.237,3157.237,75751,00:52:39.448,3159.448,53,00:00:02.211,2.211
150,75752,00:52:39.448,3159.448,76621,00:53:15.734,3195.734,870,00:00:36.286,36.286
151,76622,00:53:15.734,3195.734,76758,00:53:21.448,3201.448,137,00:00:05.714,5.714
152,76759,00:53:21.448,3201.448,78082,00:54:16.670,3256.670,1324,00:00:55.222,55.222
153,78083,00:54:16.670,3256.670,78640,00:54:39.943,3279.943,558,00:00:23.273,23.273
154,78641,00:54:39.943,3279.943,80250,00:55:47.094,3347.094,1610,00:01:07.150,67.150
155,80251,00:55:47.094,3347.094,80987,00:56:17.833,3377.833,737,00:00:30.739,30.739
156,80988,00:56:17.833,3377.833,81031,00:56:19.668,3379.668,44,00:00:01.835,1.835
157,81032,00:56:19.668,3379.668,82688,00:57:28.779,3448.779,1657,00:01:09.111,69.111
158,82689,00:57:28.779,3448.779,82851,00:57:35.577,3455.577,163,00:00:06.798,6.798
159,82852,00:57:35.577,3455.577,82971,00:57:40.582,3460.582,120,00:00:05.005,5.005
160,82972,00:57:40.582,3460.582,83594,00:58:06.566,3486.566,623,00:00:25.984,25.984
161,83595,00:58:06.566,3486.566,83668,00:58:09.653,3489.653,74,00:00:03.086,3.086
162,83669,00:58:09.653,3489.653,85134,00:59:10.797,3550.797,1466,00:01:01.144,61.144
163,85135,00:59:10.797,3550.797,85220,00:59:14.384,3554.384,86,00:00:03.587,3.587
164,85221,00:59:14.384,3554.384,86971,01:00:27.415,3627.415,1751,00:01:13.031,73.031
165,86972,01:00:27.415,3627.415,87157,01:00:35.173,3635.173,186,00:00:07.758,7.758
166,87158,01:00:35.173,3635.173,87302,01:00:41.221,3641.221,145,00:00:06.048,6.048
167,87303,01:00:41.221,3641.221,87481,01:00:48.687,3648.687,179,00:00:07.466,7.466
168,87482,01:00:48.687,3648.687,87611,01:00:54.109,3654.109,130,00:00:05.422,5.422
169,87612,01:00:54.109,3654.109,87770,01:01:00.740,3660.740,159,00:00:06.632,6.632
170,87771,01:01:00.740,3660.740,87915,01:01:06.788,3666.788,145,00:00:06.048,6.048
171,87916,01:01:06.788,3666.788,88048,01:01:12.335,3672.335,133,00:00:05.547,5.547
172,88049,01:01:12.335,3672.335,88779,01:01:42.824,3702.824,731,00:00:30.489,30.489
173,88780,01:01:42.824,3702.824,88918,01:01:48.622,3708.622,139,00:00:05.797,5.797
174,88919,01:01:48.622,3708.622,88988,01:01:51.541,3711.541,70,00:00:02.920,2.920
175,88989,01:01:51.541,3711.541,89018,01:01:52.792,3712.792,30,00:00:01.251,1.251
176,89019,01:01:52.792,3712.792,89369,01:02:07.432,3727.432,351,00:00:14.640,14.640
177,89370,01:02:07.432,3727.432,89418,01:02:09.476,3729.476,49,00:00:02.044,2.044
178,89419,01:02:09.476,3729.476,91680,01:03:43.820,3823.820,2262,00:01:34.344,94.344
179,91681,01:03:43.820,3823.820,101545,01:10:35.273,4235.273,9865,00:06:51.453,411.453
180,101546,01:10:35.273,4235.273,101997,01:10:54.125,4254.125,452,00:00:18.852,18.852
181,101998,01:10:54.125,4254.125,102201,01:11:02.633,4262.633,204,00:00:08.508,8.508
182,102202,01:11:02.633,4262.633,102425,01:11:11.976,4271.976,224,00:00:09.343,9.343
183,102426,01:11:11.976,4271.976,102514,01:11:15.688,4275.688,89,00:00:03.712,3.712
184,102515,01:11:15.688,4275.688,102604,01:11:19.442,4279.442,90,00:00:03.754,3.754
185,102605,01:11:19.442,4279.442,102844,01:11:29.452,4289.452,240,00:00:10.010,10.010
186,102845,01:11:29.452,4289.452,103489,01:11:56.354,4316.354,645,00:00:26.902,26.902
187,103490,01:11:56.354,4316.354,103801,01:12:09.367,4329.367,312,00:00:13.013,13.013
188,103802,01:12:09.367,4329.367,103864,01:12:11.994,4331.994,63,00:00:02.628,2.628
189,103865,01:12:11.994,4331.994,105275,01:13:10.845,4390.845,1411,00:00:58.850,58.850
190,105276,01:13:10.845,4390.845,105584,01:13:23.733,4403.733,309,00:00:12.888,12.888
191,105585,01:13:23.733,4403.733,105936,01:13:38.414,4418.414,352,00:00:14.681,14.681
192,105937,01:13:38.414,4418.414,106374,01:13:56.682,4436.682,438,00:00:18.268,18.268
193,106375,01:13:56.682,4436.682,106554,01:14:04.190,4444.190,180,00:00:07.507,7.507
194,106555,01:14:04.190,4444.190,106888,01:14:18.120,4458.120,334,00:00:13.931,13.931
195,106889,01:14:18.120,4458.120,107359,01:14:37.765,4477.765,471,00:00:19.645,19.645
196,107360,01:14:37.765,4477.765,107418,01:14:40.226,4480.226,59,00:00:02.461,2.461
197,107419,01:14:40.226,4480.226,107815,01:14:56.784,4496.784,397,00:00:16.558,16.558
198,107816,01:14:56.784,4496.784,108207,01:15:13.134,4513.134,392,00:00:16.350,16.350
199,108208,01:15:13.134,4513.134,108641,01:15:31.235,4531.235,434,00:00:18.101,18.101
200,108642,01:15:31.235,4531.235,109035,01:15:47.668,4547.668,394,00:00:16.433,16.433
201,109036,01:15:47.668,4547.668,109123,01:15:51.338,4551.338,88,00:00:03.670,3.670
202,109124,01:15:51.338,4551.338,109508,01:16:07.396,4567.396,385,00:00:16.058,16.058
203,109509,01:16:07.396,4567.396,109603,01:16:11.358,4571.358,95,00:00:03.962,3.962
204,109604,01:16:11.358,4571.358,109694,01:16:15.154,4575.154,91,00:00:03.795,3.795
205,109695,01:16:15.154,4575.154,110260,01:16:38.761,4598.761,566,00:00:23.607,23.607
206,110261,01:16:38.761,4598.761,110318,01:16:41.180,4601.180,58,00:00:02.419,2.419
207,110319,01:16:41.180,4601.180,110578,01:16:52.024,4612.024,260,00:00:10.844,10.844
208,110579,01:16:52.024,4612.024,110689,01:16:56.654,4616.654,111,00:00:04.630,4.630
209,110690,01:16:56.654,4616.654,110897,01:17:05.329,4625.329,208,00:00:08.675,8.675
210,110898,01:17:05.329,4625.329,110945,01:17:07.331,4627.331,48,00:00:02.002,2.002
211,110946,01:17:07.331,4627.331,110999,01:17:09.583,4629.583,54,00:00:02.252,2.252
212,111000,01:17:09.583,4629.583,111657,01:17:37.027,4657.027,658,00:00:27.444,27.444
213,111658,01:17:37.027,4657.027,112688,01:18:20.029,4700.029,1031,00:00:43.001,43.001
214,112689,01:18:20.029,4700.029,112774,01:18:23.616,4703.616,86,00:00:03.587,3.587
