Timecode List:,00:02:32.319,00:02:36.907,00:03:54.484,00:04:01.741,00:04:04.161,00:04:06.705,00:04:08.123,00:04:31.938,00:05:10.936,00:05:12.812,00:07:36.206,00:07:40.627,00:07:43.421,00:07:58.478,00:08:56.995,00:09:07.756,00:09:10.175,00:09:37.827,00:09:39.287,00:09:42.791,00:10:10.401,00:11:34.569,00:11:37.739,00:11:42.744,00:12:25.912,00:12:37.215,00:12:39.634,00:13:14.794,00:13:19.382,00:13:32.270,00:13:37.900,00:13:44.365,00:13:53.916,00:13:55.877,00:14:19.192,00:14:21.819,00:14:23.154,00:14:25.198,00:14:31.329,00:14:36.417,00:15:02.276,00:15:05.113,00:15:10.993,00:15:16.707,00:15:22.046,00:15:45.194,00:16:28.654,00:16:48.424,00:17:21.374,00:17:48.901,00:17:58.536,00:18:28.524,00:18:30.526,00:18:35.323,00:18:43.998,00:18:45.583,00:18:50.546,00:18:56.677,00:18:58.429,00:19:05.019,00:19:08.230,00:19:25.623,00:19:32.046,00:19:35.049,00:19:37.051,00:19:48.562,00:19:52.108,00:19:54.985,00:20:23.931,00:25:12.636,00:25:48.422,00:25:59.099,00:26:02.770,00:27:09.670,00:27:11.338,00:27:14.299,00:27:15.676,00:33:40.268,00:33:56.284,00:47:31.098,00:51:04.520,00:56:53.035,00:57:51.218,00:57:55.972,00:58:04.648,00:58:50.944,00:58:57.743,00:59:02.372,00:59:07.461,00:59:22.350,00:59:24.936,00:59:31.193,00:59:46.374,01:00:29.417,01:03:15.917,01:03:19.921,01:03:22.632,01:03:31.266,01:03:34.728,01:03:37.313,01:03:54.330,01:04:10.805,01:04:33.620,01:04:40.251,01:04:42.253,01:04:55.225,01:05:39.811,01:06:03.626,01:06:05.128,01:06:53.343,01:07:16.491,01:07:25.792,01:07:31.881,01:07:44.227,01:07:49.357,01:07:53.611,01:08:01.953,01:10:17.255,01:12:52.785,01:13:46.297,01:13:48.007,01:14:24.418,01:14:29.131,01:14:32.385,01:14:34.637,01:14:36.639,01:14:41.936,01:14:44.522,01:14:52.363,01:14:58.369,01:15:05.167,01:15:07.586,01:15:22.935,01:15:39.452,01:15:48.753,01:15:54.008,01:16:12.234,01:16:15.362,01:16:20.409,01:16:23.204,01:16:24.830,01:16:25.998,01:16:27.249,01:16:28.375,01:16:36.967,01:17:22.471,01:17:23.973,01:17:28.018,01:17:36.277,01:17:38.153,01:19:32.768,01:19:39.817,01:19:41.485,01:19:42.861,01:19:45.948,01:19:51.370,01:19:54.289,01:20:05.300,01:20:10.597,01:20:39.793,01:20:42.337,01:21:26.799,01:21:41.063,01:22:29.111,01:22:32.114,01:22:39.454,01:22:45.627,01:22:47.254,01:22:52.801,01:22:58.724,01:23:05.856,01:23:08.734,01:23:09.902,01:23:14.823,01:23:23.916,01:23:32.841,01:23:34.134,01:23:35.385,01:23:43.060,01:23:44.228,01:23:58.033,01:23:59.868,01:24:02.496,01:24:05.415,01:24:08.252,01:24:21.139,01:24:30.107,01:24:32.818,01:24:38.490,01:24:41.243,01:24:44.413,01:24:53.255,01:24:57.426,01:25:02.055,01:25:03.765,01:25:05.017,01:25:06.018,01:25:11.690,01:25:21.158,01:25:26.913,01:25:28.582,01:25:35.714,01:25:39.676,01:25:40.927,01:25:45.015,01:25:47.476,01:25:51.396,01:25:53.273,01:25:55.859,01:26:02.824
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
39,20745,00:14:25.198,865.198,20891,00:14:31.329,871.329,147,00:00:06.131,6.131
40,20892,00:14:31.329,871.329,21013,00:14:36.417,876.417,122,00:00:05.088,5.088
41,21014,00:14:36.417,876.417,21633,00:15:02.276,902.276,620,00:00:25.859,25.859
42,21634,00:15:02.276,902.276,21701,00:15:05.113,905.113,68,00:00:02.836,2.836
43,21702,00:15:05.113,905.113,21842,00:15:10.993,910.993,141,00:00:05.881,5.881
44,21843,00:15:10.993,910.993,21979,00:15:16.707,916.707,137,00:00:05.714,5.714
45,21980,00:15:16.707,916.707,22107,00:15:22.046,922.046,128,00:00:05.339,5.339
46,22108,00:15:22.046,922.046,22662,00:15:45.194,945.194,555,00:00:23.148,23.148
47,22663,00:15:45.194,945.194,23704,00:16:28.654,988.654,1042,00:00:43.460,43.460
48,23705,00:16:28.654,988.654,24178,00:16:48.424,1008.424,474,00:00:19.770,19.770
49,24179,00:16:48.424,1008.424,24968,00:17:21.374,1041.374,790,00:00:32.950,32.950
50,24969,00:17:21.374,1041.374,25628,00:17:48.901,1068.901,660,00:00:27.527,27.527
51,25629,00:17:48.901,1068.901,25859,00:17:58.536,1078.536,231,00:00:09.635,9.635
52,25860,00:17:58.536,1078.536,26578,00:18:28.524,1108.524,719,00:00:29.988,29.988
53,26579,00:18:28.524,1108.524,26626,00:18:30.526,1110.526,48,00:00:02.002,2.002
54,26627,00:18:30.526,1110.526,26741,00:18:35.323,1115.323,115,00:00:04.796,4.796
55,26742,00:18:35.323,1115.323,26949,00:18:43.998,1123.998,208,00:00:08.675,8.675
56,26950,00:18:43.998,1123.998,26987,00:18:45.583,1125.583,38,00:00:01.585,1.585
57,26988,00:18:45.583,1125.583,27106,00:18:50.546,1130.546,119,00:00:04.963,4.963
58,27107,00:18:50.546,1130.546,27253,00:18:56.677,1136.677,147,00:00:06.131,6.131
59,27254,00:18:56.677,1136.677,27295,00:18:58.429,1138.429,42,00:00:01.752,1.752
60,27296,00:18:58.429,1138.429,27453,00:19:05.019,1145.019,158,00:00:06.590,6.590
61,27454,00:19:05.019,1145.019,27530,00:19:08.230,1148.230,77,00:00:03.212,3.212
62,27531,00:19:08.230,1148.230,27947,00:19:25.623,1165.623,417,00:00:17.392,17.392
63,27948,00:19:25.623,1165.623,28101,00:19:32.046,1172.046,154,00:00:06.423,6.423
64,28102,00:19:32.046,1172.046,28173,00:19:35.049,1175.049,72,00:00:03.003,3.003
65,28174,00:19:35.049,1175.049,28221,00:19:37.051,1177.051,48,00:00:02.002,2.002
66,28222,00:19:37.051,1177.051,28497,00:19:48.562,1188.562,276,00:00:11.511,11.511
67,28498,00:19:48.562,1188.562,28582,00:19:52.108,1192.108,85,00:00:03.545,3.545
68,28583,00:19:52.108,1192.108,28651,00:19:54.985,1194.985,69,00:00:02.878,2.878
69,28652,00:19:54.985,1194.985,29345,00:20:23.931,1223.931,694,00:00:28.946,28.946
70,29346,00:20:23.931,1223.931,36267,00:25:12.636,1512.636,6922,00:04:48.705,288.705
71,36268,00:25:12.636,1512.636,37125,00:25:48.422,1548.422,858,00:00:35.786,35.786
72,37126,00:25:48.422,1548.422,37381,00:25:59.099,1559.099,256,00:00:10.677,10.677
73,37382,00:25:59.099,1559.099,37469,00:26:02.770,1562.770,88,00:00:03.670,3.670
74,37470,00:26:02.770,1562.770,39073,00:27:09.670,1629.670,1604,00:01:06.900,66.900
75,39074,00:27:09.670,1629.670,39113,00:27:11.338,1631.338,40,00:00:01.668,1.668
76,39114,00:27:11.338,1631.338,39184,00:27:14.299,1634.299,71,00:00:02.961,2.961
77,39185,00:27:14.299,1634.299,39217,00:27:15.676,1635.676,33,00:00:01.376,1.376
78,39218,00:27:15.676,1635.676,48438,00:33:40.268,2020.268,9221,00:06:24.593,384.593
79,48439,00:33:40.268,2020.268,48822,00:33:56.284,2036.284,384,00:00:16.016,16.016
80,48823,00:33:56.284,2036.284,68358,00:47:31.098,2851.098,19536,00:13:34.814,814.814
81,68359,00:47:31.098,2851.098,73475,00:51:04.520,3064.520,5117,00:03:33.422,213.422
82,73476,00:51:04.520,3064.520,81831,00:56:53.035,3413.035,8356,00:05:48.515,348.515
83,81832,00:56:53.035,3413.035,83226,00:57:51.218,3471.218,1395,00:00:58.183,58.183
84,83227,00:57:51.218,3471.218,83340,00:57:55.972,3475.972,114,00:00:04.755,4.755
85,83341,00:57:55.972,3475.972,83548,00:58:04.648,3484.648,208,00:00:08.675,8.675
86,83549,00:58:04.648,3484.648,84658,00:58:50.944,3530.944,1110,00:00:46.296,46.296
87,84659,00:58:50.944,3530.944,84821,00:58:57.743,3537.743,163,00:00:06.798,6.798
88,84822,00:58:57.743,3537.743,84932,00:59:02.372,3542.372,111,00:00:04.630,4.630
89,84933,00:59:02.372,3542.372,85054,00:59:07.461,3547.461,122,00:00:05.088,5.088
90,85055,00:59:07.461,3547.461,85411,00:59:22.350,3562.350,357,00:00:14.890,14.890
91,85412,00:59:22.350,3562.350,85473,00:59:24.936,3564.936,62,00:00:02.586,2.586
92,85474,00:59:24.936,3564.936,85623,00:59:31.193,3571.193,150,00:00:06.256,6.256
93,85624,00:59:31.193,3571.193,85987,00:59:46.374,3586.374,364,00:00:15.182,15.182
94,85988,00:59:46.374,3586.374,87019,01:00:29.417,3629.417,1032,00:00:43.043,43.043
95,87020,01:00:29.417,3629.417,91011,01:03:15.917,3795.917,3992,00:02:46.500,166.500
96,91012,01:03:15.917,3795.917,91107,01:03:19.921,3799.921,96,00:00:04.004,4.004
97,91108,01:03:19.921,3799.921,91172,01:03:22.632,3802.632,65,00:00:02.711,2.711
98,91173,01:03:22.632,3802.632,91379,01:03:31.266,3811.266,207,00:00:08.634,8.634
99,91380,01:03:31.266,3811.266,91462,01:03:34.728,3814.728,83,00:00:03.462,3.462
100,91463,01:03:34.728,3814.728,91524,01:03:37.313,3817.313,62,00:00:02.586,2.586
101,91525,01:03:37.313,3817.313,91932,01:03:54.330,3834.330,408,00:00:17.017,17.017
102,91933,01:03:54.330,3834.330,92327,01:04:10.805,3850.805,395,00:00:16.475,16.475
103,92328,01:04:10.805,3850.805,92874,01:04:33.620,3873.620,547,00:00:22.814,22.814
104,92875,01:04:33.620,3873.620,93033,01:04:40.251,3880.251,159,00:00:06.632,6.632
105,93034,01:04:40.251,3880.251,93081,01:04:42.253,3882.253,48,00:00:02.002,2.002
106,93082,01:04:42.253,3882.253,93392,01:04:55.225,3895.225,311,00:00:12.971,12.971
107,93393,01:04:55.225,3895.225,94461,01:05:39.811,3939.811,1069,00:00:44.586,44.586
108,94462,01:05:39.811,3939.811,95032,01:06:03.626,3963.626,571,00:00:23.815,23.815
109,95033,01:06:03.626,3963.626,95068,01:06:05.128,3965.128,36,00:00:01.501,1.501
110,95069,01:06:05.128,3965.128,96224,01:06:53.343,4013.343,1156,00:00:48.215,48.215
111,96225,01:06:53.343,4013.343,96779,01:07:16.491,4036.491,555,00:00:23.148,23.148
112,96780,01:07:16.491,4036.491,97002,01:07:25.792,4045.792,223,00:00:09.301,9.301
113,97003,01:07:25.792,4045.792,97148,01:07:31.881,4051.881,146,00:00:06.089,6.089
114,97149,01:07:31.881,4051.881,97444,01:07:44.227,4064.227,296,00:00:12.346,12.346
115,97445,01:07:44.227,4064.227,97567,01:07:49.357,4069.357,123,00:00:05.130,5.130
116,97568,01:07:49.357,4069.357,97669,01:07:53.611,4073.611,102,00:00:04.254,4.254
117,97670,01:07:53.611,4073.611,97869,01:08:01.953,4081.953,200,00:00:08.342,8.342
118,97870,01:08:01.953,4081.953,101113,01:10:17.255,4217.255,3244,00:02:15.302,135.302
119,101114,01:10:17.255,4217.255,104842,01:12:52.785,4372.785,3729,00:02:35.530,155.530
120,104843,01:12:52.785,4372.785,106125,01:13:46.297,4426.297,1283,00:00:53.512,53.512
121,106126,01:13:46.297,4426.297,106166,01:13:48.007,4428.007,41,00:00:01.710,1.710
122,106167,01:13:48.007,4428.007,107039,01:14:24.418,4464.418,873,00:00:36.411,36.411
123,107040,01:14:24.418,4464.418,107152,01:14:29.131,4469.131,113,00:00:04.713,4.713
124,107153,01:14:29.131,4469.131,107230,01:14:32.385,4472.385,78,00:00:03.253,3.253
125,107231,01:14:32.385,4472.385,107284,01:14:34.637,4474.637,54,00:00:02.252,2.252
126,107285,01:14:34.637,4474.637,107332,01:14:36.639,4476.639,48,00:00:02.002,2.002
127,107333,01:14:36.639,4476.639,107459,01:14:41.936,4481.936,127,00:00:05.297,5.297
128,107460,01:14:41.936,4481.936,107521,01:14:44.522,4484.522,62,00:00:02.586,2.586
129,107522,01:14:44.522,4484.522,107709,01:14:52.363,4492.363,188,00:00:07.841,7.841
130,107710,01:14:52.363,4492.363,107853,01:14:58.369,4498.369,144,00:00:06.006,6.006
131,107854,01:14:58.369,4498.369,108016,01:15:05.167,4505.167,163,00:00:06.798,6.798
132,108017,01:15:05.167,4505.167,108074,01:15:07.586,4507.586,58,00:00:02.419,2.419
133,108075,01:15:07.586,4507.586,108442,01:15:22.935,4522.935,368,00:00:15.349,15.349
134,108443,01:15:22.935,4522.935,108838,01:15:39.452,4539.452,396,00:00:16.516,16.516
135,108839,01:15:39.452,4539.452,109061,01:15:48.753,4548.753,223,00:00:09.301,9.301
136,109062,01:15:48.753,4548.753,109187,01:15:54.008,4554.008,126,00:00:05.255,5.255
137,109188,01:15:54.008,4554.008,109624,01:16:12.234,4572.234,437,00:00:18.227,18.227
138,109625,01:16:12.234,4572.234,109699,01:16:15.362,4575.362,75,00:00:03.128,3.128
139,109700,01:16:15.362,4575.362,109820,01:16:20.409,4580.409,121,00:00:05.047,5.047
140,109821,01:16:20.409,4580.409,109887,01:16:23.204,4583.204,67,00:00:02.794,2.794
141,109888,01:16:23.204,4583.204,109926,01:16:24.830,4584.830,39,00:00:01.627,1.627
142,109927,01:16:24.830,4584.830,109954,01:16:25.998,4585.998,28,00:00:01.168,1.168
143,109955,01:16:25.998,4585.998,109984,01:16:27.249,4587.249,30,00:00:01.251,1.251
144,109985,01:16:27.249,4587.249,110011,01:16:28.375,4588.375,27,00:00:01.126,1.126
145,110012,01:16:28.375,4588.375,110217,01:16:36.967,4596.967,206,00:00:08.592,8.592
146,110218,01:16:36.967,4596.967,111308,01:17:22.471,4642.471,1091,00:00:45.504,45.504
147,111309,01:17:22.471,4642.471,111344,01:17:23.973,4643.973,36,00:00:01.501,1.501
148,111345,01:17:23.973,4643.973,111441,01:17:28.018,4648.018,97,00:00:04.046,4.046
149,111442,01:17:28.018,4648.018,111639,01:17:36.277,4656.277,198,00:00:08.258,8.258
150,111640,01:17:36.277,4656.277,111684,01:17:38.153,4658.153,45,00:00:01.877,1.877
151,111685,01:17:38.153,4658.153,114432,01:19:32.768,4772.768,2748,00:01:54.614,114.614
152,114433,01:19:32.768,4772.768,114601,01:19:39.817,4779.817,169,00:00:07.049,7.049
153,114602,01:19:39.817,4779.817,114641,01:19:41.485,4781.485,40,00:00:01.668,1.668
154,114642,01:19:41.485,4781.485,114674,01:19:42.861,4782.861,33,00:00:01.376,1.376
155,114675,01:19:42.861,4782.861,114748,01:19:45.948,4785.948,74,00:00:03.086,3.086
156,114749,01:19:45.948,4785.948,114878,01:19:51.370,4791.370,130,00:00:05.422,5.422
157,114879,01:19:51.370,4791.370,114948,01:19:54.289,4794.289,70,00:00:02.920,2.920
158,114949,01:19:54.289,4794.289,115212,01:20:05.300,4805.300,264,00:00:11.011,11.011
159,115213,01:20:05.300,4805.300,115339,01:20:10.597,4810.597,127,00:00:05.297,5.297
160,115340,01:20:10.597,4810.597,116039,01:20:39.793,4839.793,700,00:00:29.196,29.196
161,116040,01:20:39.793,4839.793,116100,01:20:42.337,4842.337,61,00:00:02.544,2.544
162,116101,01:20:42.337,4842.337,117166,01:21:26.799,4886.799,1066,00:00:44.461,44.461
163,117167,01:21:26.799,4886.799,117508,01:21:41.063,4901.063,342,00:00:14.264,14.264
164,117509,01:21:41.063,4901.063,118660,01:22:29.111,4949.111,1152,00:00:48.048,48.048
165,118661,01:22:29.111,4949.111,118732,01:22:32.114,4952.114,72,00:00:03.003,3.003
166,118733,01:22:32.114,4952.114,118908,01:22:39.454,4959.454,176,00:00:07.341,7.341
167,118909,01:22:39.454,4959.454,119056,01:22:45.627,4965.627,148,00:00:06.173,6.173
168,119057,01:22:45.627,4965.627,119095,01:22:47.254,4967.254,39,00:00:01.627,1.627
169,119096,01:22:47.254,4967.254,119228,01:22:52.801,4972.801,133,00:00:05.547,5.547
170,119229,01:22:52.801,4972.801,119370,01:22:58.724,4978.724,142,00:00:05.923,5.923
171,119371,01:22:58.724,4978.724,119541,01:23:05.856,4985.856,171,00:00:07.132,7.132
172,119542,01:23:05.856,4985.856,119610,01:23:08.734,4988.734,69,00:00:02.878,2.878
173,119611,01:23:08.734,4988.734,119638,01:23:09.902,4989.902,28,00:00:01.168,1.168
174,119639,01:23:09.902,4989.902,119756,01:23:14.823,4994.823,118,00:00:04.922,4.922
175,119757,01:23:14.823,4994.823,119974,01:23:23.916,5003.916,218,00:00:09.092,9.092
176,119975,01:23:23.916,5003.916,120188,01:23:32.841,5012.841,214,00:00:08.926,8.926
177,120189,01:23:32.841,5012.841,120219,01:23:34.134,5014.134,31,00:00:01.293,1.293
178,120220,01:23:34.134,5014.134,120249,01:23:35.385,5015.385,30,00:00:01.251,1.251
179,120250,01:23:35.385,5015.385,120433,01:23:43.060,5023.060,184,00:00:07.674,7.674
180,120434,01:23:43.060,5023.060,120461,01:23:44.228,5024.228,28,00:00:01.168,1.168
181,120462,01:23:44.228,5024.228,120792,01:23:58.033,5038.033,331,00:00:13.805,13.805
182,120793,01:23:58.033,5038.033,120836,01:23:59.868,5039.868,44,00:00:01.835,1.835
183,120837,01:23:59.868,5039.868,120899,01:24:02.496,5042.496,63,00:00:02.628,2.628
184,120900,01:24:02.496,5042.496,120969,01:24:05.415,5045.415,70,00:00:02.920,2.920
185,120970,01:24:05.415,5045.415,121037,01:24:08.252,5048.252,68,00:00:02.836,2.836
186,121038,01:24:08.252,5048.252,121346,01:24:21.139,5061.139,309,00:00:12.888,12.888
187,121347,01:24:21.139,5061.139,121561,01:24:30.107,5070.107,215,00:00:08.967,8.967
188,121562,01:24:30.107,5070.107,121626,01:24:32.818,5072.818,65,00:00:02.711,2.711
189,121627,01:24:32.818,5072.818,121762,01:24:38.490,5078.490,136,00:00:05.672,5.672
190,121763,01:24:38.490,5078.490,121828,01:24:41.243,5081.243,66,00:00:02.753,2.753
191,121829,01:24:41.243,5081.243,121904,01:24:44.413,5084.413,76,00:00:03.170,3.170
192,121905,01:24:44.413,5084.413,122116,01:24:53.255,5093.255,212,00:00:08.842,8.842
193,122117,01:24:53.255,5093.255,122216,01:24:57.426,5097.426,100,00:00:04.171,4.171
194,122217,01:24:57.426,5097.426,122327,01:25:02.055,5102.055,111,00:00:04.630,4.630
195,122328,01:25:02.055,5102.055,122368,01:25:03.765,5103.765,41,00:00:01.710,1.710
196,122369,01:25:03.765,5103.765,122398,01:25:05.017,5105.017,30,00:00:01.251,1.251
197,122399,01:25:05.017,5105.017,122422,01:25:06.018,5106.018,24,00:00:01.001,1.001
198,122423,01:25:06.018,5106.018,122558,01:25:11.690,5111.690,136,00:00:05.672,5.672
199,122559,01:25:11.690,5111.690,122785,01:25:21.158,5121.158,227,00:00:09.468,9.468
200,122786,01:25:21.158,5121.158,122923,01:25:26.913,5126.913,138,00:00:05.756,5.756
201,122924,01:25:26.913,5126.913,122963,01:25:28.582,5128.582,40,00:00:01.668,1.668
202,122964,01:25:28.582,5128.582,123134,01:25:35.714,5135.714,171,00:00:07.132,7.132
203,123135,01:25:35.714,5135.714,123229,01:25:39.676,5139.676,95,00:00:03.962,3.962
204,123230,01:25:39.676,5139.676,123259,01:25:40.927,5140.927,30,00:00:01.251,1.251
205,123260,01:25:40.927,5140.927,123357,01:25:45.015,5145.015,98,00:00:04.087,4.087
206,123358,01:25:45.015,5145.015,123416,01:25:47.476,5147.476,59,00:00:02.461,2.461
207,123417,01:25:47.476,5147.476,123510,01:25:51.396,5151.396,94,00:00:03.921,3.921
208,123511,01:25:51.396,5151.396,123555,01:25:53.273,5153.273,45,00:00:01.877,1.877
209,123556,01:25:53.273,5153.273,123617,01:25:55.859,5155.859,62,00:00:02.586,2.586
210,123618,01:25:55.859,5155.859,123784,01:26:02.824,5162.824,167,00:00:06.965,6.965
211,123785,01:26:02.824,5162.824,124611,01:26:37.317,5197.317,827,00:00:34.493,34.493
