filename,url,outcome,log_message,language,video_quality,file_type,file_size
The_Fortunes_of_Captain_Blood_1950,www.youtube.com/watch?v=2o4qn2F3M14,skipped,"File with base name 'The_Fortunes_of_Captain_Blood_1950' already exists and is valid in ../data/videos/adventure, skipping download.",,,,
Secret_of_the_Incas_1954,www.youtube.com/watch?v=vjE1vKnt5Mo,skipped,"File with base name 'Secret_of_the_Incas_1954' already exists and is valid in ../data/videos/adventure, skipping download.",,,,
The_Upturned_Glass_1947,www.youtube.com/watch?v=9vZht4OKtwQ,skipped,"File with base name 'The_Upturned_Glass_1947' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
The_Lost_Moment_1947,www.youtube.com/watch?v=YP2gId2xO-Q,skipped,"File with base name 'The_Lost_Moment_1947' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
The_Spiral_Staircase_1946,www.youtube.com/watch?v=Y4iV-7lY5qY,skipped,"File with base name 'The_Spiral_Staircase_1946' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
The_Dark_Mirror_1940,www.youtube.com/watch?v=7IArn6-gNek,skipped,"File with base name 'The_Dark_Mirror_1940' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
The_Dark_Past_1948,www.youtube.com/watch?v=rIRYyx_9BGI,skipped,"File with base name 'The_Dark_Past_1948' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
The_Woman_in_the_Window_1944,www.youtube.com/watch?v=1caYrck5UPU,skipped,"File with base name 'The_Woman_in_the_Window_1944' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
Dear_Murderer_1947,www.youtube.com/watch?v=Hw59GS_IukI,skipped,"File with base name 'Dear_Murderer_1947' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
Too_Late_for_Tears_1949,www.youtube.com/watch?v=HC786aSlejY,skipped,"File with base name 'Too_Late_for_Tears_1949' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
The_Amazing_Mr-_X_1948,www.youtube.com/watch?v=4NGTgtG-ZZQ,skipped,"File with base name 'The_Amazing_Mr-_X_1948' already exists and is valid in ../data/videos/psychological-thriller, skipping download.",,,,
Sleep-_My_Love_1948,www.youtube.com/watch?v=02MLcOMUT1A,skipped,"File with base name 'Sleep-_My_Love_1948' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Brute_Force_1947,www.youtube.com/watch?v=znvXZK6dwRk,skipped,"File with base name 'Brute_Force_1947' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
The_Stranger_1946,www.youtube.com/watch?v=5zU7MoRuGDw,skipped,"File with base name 'The_Stranger_1946' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Caught_1949,www.youtube.com/watch?v=45XAkeH7eNA,failure,"Instantiated YouTube object for www.youtube.com/watch?v=45XAkeH7eNA | Video www.youtube.com/watch?v=45XAkeH7eNA is age restricted and can't be accessed without logging in: 45XAkeH7eNA is age restricted, and can't be accessed without logging in.",,,,
Black_Angle_1945,www.youtube.com/watch?v=UjdPK3heym0,skipped,"File with base name 'Black_Angle_1945' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Kansas_City_Confidential_1952,www.youtube.com/watch?v=osqmCF8Q5qo,skipped,"File with base name 'Kansas_City_Confidential_1952' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Notorious_1946,www.youtube.com/watch?v=7LwPhO2qPcQ,skipped,"File with base name 'Notorious_1946' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
The_Mob_1951,www.youtube.com/watch?v=45Fq8FHWjgE,skipped,"File with base name 'The_Mob_1951' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Turn_the_Key_Softly_1953,www.youtube.com/watch?v=ojsFJKsORXY,skipped,"File with base name 'Turn_the_Key_Softly_1953' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Detour_1945,www.youtube.com/watch?v=dSdHX2dd_po,skipped,"File with base name 'Detour_1945' already exists and is valid in ../data/videos/filmnoir, skipping download.",,,,
Royal_Wedding_1951,www.youtube.com/watch?v=24A5h-ZVxQ8,skipped,"File with base name 'Royal_Wedding_1951' already exists and is valid in ../data/videos/musical, skipping download.",,,,
That_Lady_in_Ermine_1948,www.youtube.com/watch?v=jQAZ8D8q5ss,skipped,"File with base name 'That_Lady_in_Ermine_1948' already exists and is valid in ../data/videos/musical, skipping download.",,,,
Something_in_the_Wind_1947,www.youtube.com/watch?v=OPU3fWW6b1Y,skipped,"File with base name 'Something_in_the_Wind_1947' already exists and is valid in ../data/videos/musical, skipping download.",,,,
State_Fair_1945,www.youtube.com/watch?v=T7o6_KNtwIM,skipped,"File with base name 'State_Fair_1945' already exists and is valid in ../data/videos/musical, skipping download.",,,,
There's_No_Business_Like_Showbusiness_1954,www.youtube.com/watch?v=Lhn9rIx3y_s,failure,"Instantiated YouTube object for www.youtube.com/watch?v=Lhn9rIx3y_s | Video www.youtube.com/watch?v=Lhn9rIx3y_s is age restricted and can't be accessed without logging in: Lhn9rIx3y_s is age restricted, and can't be accessed without logging in.",,,,
Top_O'_The_Morning_1949,www.youtube.com/watch?v=38P6Qt5B5x8,skipped,"File with base name 'Top_O'_The_Morning_1949' already exists and is valid in ../data/videos/musical, skipping download.",,,,
Daddy_Long_Legs_1955,www.youtube.com/watch?v=xl4qYg7ONak,failure,"Instantiated YouTube object for www.youtube.com/watch?v=xl4qYg7ONak | Video www.youtube.com/watch?v=xl4qYg7ONak is age restricted and can't be accessed without logging in: xl4qYg7ONak is age restricted, and can't be accessed without logging in.",,,,
The_Emperor's_Waltz_1948,www.youtube.com/watch?v=il5vAR3UbjM,skipped,"File with base name 'The_Emperor's_Waltz_1948' already exists and is valid in ../data/videos/musical, skipping download.",,,,
The_Inspector_General_1949,www.youtube.com/watch?v=gy6mexgKyZQ,skipped,"File with base name 'The_Inspector_General_1949' already exists and is valid in ../data/videos/musical, skipping download.",,,,
You're_My_Everything_1949,www.youtube.com/watch?v=_SsK4JOulow,skipped,"File with base name 'You're_My_Everything_1949' already exists and is valid in ../data/videos/musical, skipping download.",,,,
Rawhide_1951,www.youtube.com/watch?v=rEdH9yWhFfg,skipped,"File with base name 'Rawhide_1951' already exists and is valid in ../data/videos/western, skipping download.",,,,
Vengence_Valley_1951,www.youtube.com/watch?v=L6uunldtOT0,skipped,"File with base name 'Vengence_Valley_1951' already exists and is valid in ../data/videos/western, skipping download.",,,,
Duel_in_the_Sun_1946,www.youtube.com/watch?v=PbYLHQCzQ6E,skipped,"File with base name 'Duel_in_the_Sun_1946' already exists and is valid in ../data/videos/western, skipping download.",,,,
Only_the_Valient_1951,www.youtube.com/watch?v=JcyZyw8FNp4,skipped,"File with base name 'Only_the_Valient_1951' already exists and is valid in ../data/videos/western, skipping download.",,,,
The_Last_Command_1955,www.youtube.com/watch?v=d47Qpjn1WX0,skipped,"File with base name 'The_Last_Command_1955' already exists and is valid in ../data/videos/western, skipping download.",,,,
Bend_of_the_River_1952,www.youtube.com/watch?v=bRgV0DjBios,skipped,"File with base name 'Bend_of_the_River_1952' already exists and is valid in ../data/videos/western, skipping download.",,,,
Broken_Arrow_1950,www.youtube.com/watch?v=TkZa_9QjXbQ,skipped,"File with base name 'Broken_Arrow_1950' already exists and is valid in ../data/videos/western, skipping download.",,,,
Abilene_Town_1946,www.youtube.com/watch?v=i3fR5QHESAk,skipped,"File with base name 'Abilene_Town_1946' already exists and is valid in ../data/videos/western, skipping download.",,,,
Shotgun_1955,www.youtube.com/watch?v=7bSdLdZdbEY,skipped,"File with base name 'Shotgun_1955' already exists and is valid in ../data/videos/western, skipping download.",,,,
Little_Bighorn_1951,www.youtube.com/watch?v=BKFTBpI37F8,skipped,"File with base name 'Little_Bighorn_1951' already exists and is valid in ../data/videos/western, skipping download.",,,,
