text,start,duration,time_midpoint,vader,textblob,llama3
yet a fool taught a born fool bringing,1483.12,3.7,1484.9699999999998,-0.7003,0.0,-0.7
the gentleman into this part of the shop,1485.65,2.79,1487.045,0.0,0.0,0.4
don't think we've never had dealings,1486.82,4.56,1489.1,0.0,0.0,0.2
with millionaires and take off this,1488.44,5.13,1491.005,0.0,0.0,0.2
jacket certainly fit for the dust beam,1491.38,6.3,1494.5300000000002,0.5994,0.4,0.2
get Jack after William love you sir this,1493.57,7.92,1497.53,0.6369,0.5,0.4
way is that the balance is perfect we,1497.68,4.98,1500.17,0.5719,1.0,0.8
were making it for the hospital of,1501.49,3.39,1503.185,0.0,0.0,0.4
Halifax he was very much of the same,1502.66,4.68,1505.0,0.0,0.13,0.3
build one inch off the sleeves one inch,1504.88,4.5,1507.13,0.0,0.0,0.3
off the sleeve that's mr. Reid I said,1507.34,3.33,1509.005,0.0,0.0,0.4
the new ones from Echols field,1509.38,3.3,1511.0300000000002,0.0,0.13636363636363635,0.6
first thing in the morning we shall,1510.67,4.08,1512.71,0.0,0.25,0.5
start to make fire they'll be meeting a,1512.68,4.5,1514.93,-0.34,0.0,0.4
morning suit a suit something up or now,1514.75,4.08,1516.79,0.0,0.0,0.4
wait I don't need all those suits out I,1517.18,3.36,1518.86,0.0,0.0,-0.7
came in here for one suit the waistcoats,1518.83,5.61,1521.635,0.0,0.0,0.3
mr. Reid Hank go 35 35 y'all never get,1520.54,6.65,1523.865,0.0,0.0,0.4
through the season without the man but,1524.44,6.42,1527.65,0.0,0.0,0.4
the Lord Reddington Havens 48 square up,1527.19,5.44,1529.91,0.0,0.0,0.6
the neck of the bed I can't give you all,1530.86,3.03,1532.375,0.0,0.0,0.4
those orders why you'd have to wait,1532.63,4.77,1535.015,0.0,0.0,-0.7
indefinitely for payments indefinitely a,1533.89,6.66,1537.22,0.0,0.0,0.2
weak word eternally mr. Adams confessing,1537.4,5.7,1540.25,-0.4404,-0.375,0.4
God's mysteries Hank or shrink the front,1540.55,4.83,1542.965,0.0,0.0,0.6
angel it'll shrink the front edge now,1543.1,3.78,1544.99,0.0,0.0,0.4
what about a cycling eschewed mr. Adams,1545.38,3.06,1546.91,0.0,0.0,0.4
cycling is all the rage nowadays and,1546.88,3.06,1548.41,-0.5574,0.0,0.6
then of course there's Escott I'm not,1548.44,3.09,1549.985,0.0,0.0,-0.7
gonna be doing any cycling and I'm not,1549.94,3.27,1551.575,0.0,0.0,-0.7
gonna be doing any ass cutting sailing,1551.53,2.28,1552.67,-0.6124,-0.6,0.2
is my hobby,1553.21,3.54,1554.98,0.0,0.0,0.6
ah the sport of kings very right and,1553.81,4.59,1556.105,0.0,0.37142857142857144,0.7
proper for the person is yourself I,1556.75,3.35,1558.425,0.0,0.0,0.7
thought racing was the sport,1558.4,3.89,1560.345,0.0,0.0,0.6
then it ought to be sailing live in the,1560.1,3.48,1561.84,0.0,0.13636363636363635,0.4
waist of it you look at the waist a bit,1562.29,3.06,1563.82,0.0,0.0,0.2
and make a note either an optical zoom,1563.58,3.63,1565.395,0.0,0.0,0.5
and optical suit dispensed mystery,1565.35,5.54,1568.12,0.0,0.0,0.3
tanker I'm just a fractional sketch,1567.21,6.48,1570.45,0.0,0.0,0.2
diffraction Oscar it's our pride and,1570.89,4.33,1573.055,0.34,0.0,0.7
Gorda to see a man of your eminence,1573.69,3.81,1575.595,0.0,0.0,0.8
properly attired for the season the,1575.22,3.93,1577.185,0.0,0.0,0.4
skipper mr. Adams would be inconvenient,1577.5,4.17,1579.585,-0.34,-0.6,-0.7
to you and harmful to me the other,1579.15,4.35,1581.325,0.0,-0.125,-0.7
kravitz mr. Issa that will be ready for,1581.67,3.51,1583.4250000000002,0.3612,0.2,0.5
you in the morning that's fine I'll just,1583.5,3.75,1585.375,0.2023,0.4166666666666667,0.3
get back into these now oh dear oh dear,1585.18,4.26,1587.3100000000002,0.6369,0.0,-0.7
the humiliation still I suppose have no,1587.25,4.05,1589.275,-0.7096,0.0,-0.7
alternative he ordered race mr. Adams,1589.44,4.04,1591.46,0.0,0.0,0.2
well I don't have an address I'm,1591.3,4.77,1593.685,0.2732,0.0,0.4
changing quarters take my advice instead,1593.48,5.35,1596.155,0.0,0.0,-0.7
bumbles bumble the very place quiet,1596.07,5.25,1598.695,0.0,0.1,0.2
modest and discretion itself luckily for,1598.83,3.69,1600.675,0.5106,0.21666666666666667,0.2
you I have a relative on the management,1601.32,14.28,1608.46,0.0,0.0,0.6
leave it to me really really really well,1602.52,17.039,1611.0395,0.4088,0.2,0.8
yeah think of it about Reid I'm most,1615.6,5.23,1618.215,0.296,0.5,0.7
indebted to,1619.559,4.651,1621.8845,0.0,0.0,0.4
which of the sweets on the first floor,1635.129,5.741,1637.9995,0.4939,0.25,0.4
is vacant none sir Williams fetch all,1637.419,4.411,1639.6245,0.0,0.0,0.2
the reception start from the,1640.87,4.759,1643.2495,0.0,0.0,0.4
commissioners from both entrances yes ah,1641.83,3.799,1643.7295,0.4019,0.0,0.4
the bridal suite how long is it since,1645.82,3.78,1647.71,0.0,-0.05,0.3
the Duke of throbbed all settled his,1648.249,3.75,1650.124,0.0,0.0,0.4
account six months mr. Lloyd I'll move,1649.6,2.88,1651.04,0.0,0.0,0.3
yes prepare the sweet immediately send,1652.48,6.059,1655.5095,0.6908,0.35,0.8
up fresh flowers roses carnations I want,1654.759,5.28,1657.399,0.3818,0.3,0.7
you to pay particular attention to what,1658.539,4.681,1660.8795,-0.1027,0.16666666666666666,0.2
I have to say I am expecting at any,1660.039,6.33,1663.204,0.0,0.0,0.4
moment a mr. Henry Adams he is somewhat,1663.22,5.399,1665.9195,0.0,0.0,0.3
eccentric addressed you understand quite,1666.369,4.56,1668.649,0.0,0.0,0.4
unlike our usual clients but as far as,1668.619,4.17,1670.704,0.0,-0.075,-0.5
you're concerned he is the tired as,1670.929,3.87,1672.864,-0.4404,-0.4,0.4
correctly as an admiral of the fleet you,1672.789,4.38,1674.979,0.3182,0.0,0.7
will of course welcome him with all the,1674.799,5.37,1677.484,0.4588,0.8,0.8
discretion for which bumbles is famed he,1677.169,6.75,1680.544,0.0,0.0,0.4
happens to be an American millionaire go,1680.169,6.21,1683.274,0.0,0.0,0.4
