text,start,duration,time_midpoint,vader,textblob,llama3
drink it as fast as they make,464.4,6.199,467.4995,0.0,0.2,0.4
it well it's his,466.52,4.079,468.5595,0.2732,0.0,0.2
heart that's what you get when you set,500.68,6.519,503.9395,0.6369,0.0,0.5
hard I gave the,507.199,4.241,509.3195,-0.1027,-0.2916666666666667,0.3
love and you,517.719,2.841,519.1395,0.6369,0.5,0.8
learn maybe I learn the way or maybe,520.64,10.319,525.7995,0.0,0.0,0.2
soon with hard bra,536.0,11.58,541.79,-0.1027,-0.2916666666666667,0.2
your so what do,565.12,5.38,567.8100000000001,0.0,0.0,0.2
Bennett you Mrs Bennett yes your husband,728.6,9.12,733.16,0.4019,0.0,0.2
at home no but I expect him any minute,733.079,7.241,736.6995,-0.1531,0.0,0.4
mind if we come,737.72,2.6,739.02,0.0,0.0,0.4
in what is this what do you want,746.76,5.04,749.28,0.0772,0.0,-0.7
any idea where your husband might be Mrs,750.0,4.32,752.16,0.0,0.0,0.2
Bennett what does this mean who are you,751.8,3.719,753.6595,0.0,-0.3125,0.2
we're from the,754.32,3.8,756.22,0.0,0.0,0.2
police has anything,755.519,4.841,757.9395,0.0,0.0,-0.5
happen he's been,758.12,4.68,760.46,0.0,0.0,0.2
hurt there's been an accident take it,760.36,5.24,762.98,-0.7579,0.0,-0.7
easy Mrs Bennett there's been no,762.8,5.08,765.3399999999999,0.1779,0.43333333333333335,0.2
accident well then what is it my husband,765.6,4.679,767.9395000000001,-0.25,0.0,0.3
said he had some business to attend to,767.88,3.72,769.74,0.0,0.0,0.2
I'm captain,770.279,3.721,772.1395,0.0,0.0,0.7
flood homicide,771.6,6.28,774.74,0.0,0.0,-0.7
division homicide there's been a murder,774.0,6.29,777.145,-0.6908,0.0,-0.8
Woman by the name of Marlo,777.88,5.549,780.6545,0.0,0.0,0.2
that was the business your husband was,783.8,2.21,784.905,0.0,0.0,-0.7
no yeah he was,793.16,6.08,796.1999999999999,-0.2235,0.0,0.2
there the maid saw him and recognized,795.639,6.341,798.8095,0.0,0.0,0.4
him he was trying to get away,799.24,5.599,802.0395,0.0,0.0,-0.5
unobserved and he'd been there before,804.839,3.281,806.4795,0.0,0.0,0.2
KCK didn't do it I admire your loyalty,811.639,5.041,814.1595,0.765,0.0,0.7
but we've been waiting for you Bennett,821.04,5.4,823.74,0.0,0.0,0.7
I've been walking the streets I was,824.12,5.48,826.86,0.0,0.0,-0.7
going to phone you sure now we're going,826.44,6.16,829.5200000000001,0.3182,0.5,0.4
down to headquarters for a,829.6,3.0,831.1,0.0,-0.15555555555555559,-0.7
talk why didn't you use this you're,835.0,6.04,838.02,0.0,0.0,0.4
sensitive to loud noise,838.199,2.841,839.6194999999999,0.0,0.1,-0.7
is amm I didn't kill her then you got,842.56,7.76,846.4399999999999,0.5773,0.0,0.7
nothing to worry about shall we go kick,846.399,7.281,850.0395,0.3412,0.0,-0.7
don't worry I can explain everything,850.32,5.8,853.22,0.3412,0.0,0.7
still if I were you Mrs Bennett I'd get,853.68,5.04,856.1999999999999,0.0,0.0,0.3
myself a good,856.12,2.6,857.42,0.4404,0.7,0.7
lawyer she was blackmailing you wasn't,867.759,4.801,870.1595,0.0,0.0,-0.7
she all right she was blackmailing me I,870.079,4.44,872.299,0.0,0.2857142857142857,-0.7
I told you that you might as well admit,872.56,4.12,874.6199999999999,0.4404,0.0,-0.7
the rest then wouldn't let you off the,874.519,4.56,876.799,0.0,0.0,0.4
hook would she I didn't kill her that,876.68,4.64,879.0,0.5773,0.0,-0.7
record she was playing,879.079,4.241,881.1995,0.2023,0.0,0.4
heartbreak must have meant a lot to you,881.32,4.0,883.32,-0.5719,0.0,-0.7
once I never heard the thing before,883.32,3.56,885.1,0.0,0.0,-0.7
funny she was playing it for you she,885.32,4.4,887.5200000000001,0.5719,0.25,0.7
wasn't playing it for,886.88,2.84,888.3,-0.1511,0.0,-0.7
me better call on me sunny boy or,890.519,5.841,893.4395,0.6908,0.5,0.4
else or else she'd tell your wife I,896.68,3.92,898.64,0.0,0.0,0.4
didn't want to have my wife hurt so you,899.079,2.841,900.4994999999999,-0.5606,0.0,-0.7
went to model's apartment for short I,900.6,2.88,902.04,0.0,0.0,0.4
couldn't pay her anymore I I hoped I,901.92,5.12,904.48,0.4397,0.0,-0.7
could persuade her to what with this I,903.48,5.4,906.18,0.0,0.0,0.4
never intended to use it I I only wanted,907.04,5.359,909.7195,0.0,0.0,-0.7
to scare her you scared her all,908.88,5.879,911.8195,-0.7269,0.0,0.5
right she had her own little automatic,912.399,4.12,914.459,0.0,0.23273809523809522,0.4
ready just in,914.759,5.721,917.6195,0.3612,0.2,0.4
case she pulled it on you you grabbed,916.519,6.521,919.7795,0.0,0.0,0.4
it your fingerprints were all over it,920.48,5.039,922.9995,0.0,0.0,-0.7
benett there was a struggle you grabbed,923.04,5.32,925.7,-0.3182,0.0,0.7
hold of the scarf and didn't let go do I,925.519,5.401,928.2195,0.0,0.0,0.5
have to deny all over again the maid,928.36,4.399,930.5595,-0.34,0.0,-0.7
seeing you was a tough break Bennett if,930.92,2.919,932.3795,-0.128,-0.3888888888888889,-0.7
you'd only listen to me about that,932.759,2.601,934.0595,0.0,0.0,-0.7
listened you're asking us to believe in,935.36,5.2,937.96,0.0,0.0,-0.7
an awful choosy robber yeah one who over,937.48,4.96,939.96,-0.6597,-1.0,0.7
looked five grand in cash and a mink,940.56,5.279,943.1995,0.4588,0.5,-0.7
coat all he took was a heart-shaped,942.44,6.0,945.44,0.0,0.0,0.4
brooch in a woman's life won't even try,945.839,4.721,948.1995,0.0,0.0,-0.7
to find it we'll,948.44,4.92,950.9,0.0,0.0,0.2
try maybe there was such a,950.56,5.0,953.06,0.0,0.0,0.3
brooch maybe you took it yourself after,953.36,4.08,955.4,0.0,0.0,0.3
you strangled it oh you can keep this up,955.56,4.199,957.6595,-0.5423,0.0,0.2
all night but you'll only get one answer,957.44,4.879,959.8795,0.0,0.0,-0.7
I didn't kill,959.759,2.56,961.039,0.5773,0.0,-0.7
her somebody,966.0,6.959,969.4795,0.0,0.0,0.4
did you better sleep on it,968.92,4.039,970.9395,0.4404,0.5,0.3
Bennett we're holding you for the murder,973.199,4.831,975.6145,-0.6908,0.0,-0.8
if only I could do something you've done,999.399,4.641,1001.7195,0.0,0.0,0.7
all you could darling you've been,1001.72,5.64,1004.54,0.5859,0.0,0.8
wonderful especially after please Kirk,1004.04,6.359,1007.2195,0.7414,0.5,0.7
you're my husband I'll always stand by,1007.36,6.599,1010.6595,0.0,0.0,0.8
you you know,1010.399,3.56,1012.179,0.0,0.0,0.2
that the jury they did seem to believe,1014.079,5.481,1016.8195,0.0,0.0,0.4
you didn't they I'm not so sure well the,1016.519,4.76,1018.899,-0.5413,0.5,-0.5
foreman seemed for us he'll win the,1019.56,4.479,1021.7995,0.5859,0.8,0.4
others over I'm sure even if they jury's,1021.279,5.04,1023.799,0.3182,0.5,0.6
in he we had in for him that time in a,1027.48,5.079,1030.0195,0.0,0.0,0.2
tight Corner yes he just eats up those,1030.439,3.211,1032.0445,0.4019,-0.17857142857142858,0.7
cases give me the city desk Clancy this,1038.12,5.559,1040.8995,0.0,0.0,0.4
is Kelly city desk Ben it's guilty the,1041.039,4.88,1043.479,-0.4215,-0.5,0.3
jury just brought in the Verdi guilty,1043.679,4.161,1045.7595,-0.4215,-0.5,-0.7
I know how you feel believe me we've,1062.6,4.48,1064.84,0.0,0.0,0.5
checked everything you've overlooked,1065.12,3.88,1067.06,-0.0258,0.0,0.3
something because Kirk didn't kill Mavis,1067.08,3.959,1069.0594999999998,0.5773,0.0,0.4
Marlo you've got to keep,1069.0,4.88,1071.44,0.0,0.0,0.6
trying we're 3 months behind on unsolved,1071.039,5.12,1073.599,0.0,-0.4,-0.7
now you know Mrs Bennett you think the,1076.159,4.721,1078.5195,0.0,0.0,0.3
people in this town would have something,1079.679,2.801,1081.0795,0.0,0.0,0.4
better to do than figuring out ways to,1080.88,4.159,1082.9595000000002,0.4404,0.5,0.4
get rid of each other the whole thing,1082.48,6.679,1085.8195,0.0,0.037500000000000006,-0.7
may seem very humorous to you I'm,1085.039,7.321,1088.6995,0.4391,0.65,-0.7
sorry your husband's been convicted the,1089.159,5.281,1091.7995,-0.0772,-0.5,0.3
case is closed out of my,1092.36,4.24,1094.4799999999998,0.0,-0.1,0.4
hands and unless new evidence is,1094.44,5.239,1097.0595,0.0,0.13636363636363635,0.4
discovered it's going to stay,1096.6,3.079,1098.1395,0.0,0.0,0.2
closed thank,1100.48,3.28,1102.12,0.3612,-0.1,0.2
hello um I've been trying to get some,1114.88,4.039,1116.8995000000002,0.0,0.0,0.2
information about a woman who used to do,1117.28,4.08,1119.32,0.0,0.0,0.4
extra work they told me that you might,1118.919,5.561,1121.6995000000002,0.0,0.0,-0.7
be able to help me that Mavis Mara was,1121.36,4.64,1123.6799999999998,0.4019,0.5,0.4
poison you're telling,1126.0,6.36,1129.18,-0.5423,0.0,-0.7
me treated that poor Mar Blair like,1128.919,6.081,1131.9595000000002,-0.1531,-0.4,-0.7
dirt and after he wrote that beautiful,1132.36,4.04,1134.38,0.3612,0.85,0.7
her heartbreak the married her didn't,1136.4,5.639,1139.2195000000002,-0.5719,0.25,-0.7
they you know what I said to myself when,1139.799,5.561,1142.5795,0.0,0.0,0.3
I heard she'd been cooled off I said to,1142.039,6.721,1145.3995,0.0,0.0,0.2
myself Marty Blair finally caught up,1145.36,5.08,1147.9,0.0,0.0,0.7
her and rung her,1150.44,5.359,1153.1195,0.0,0.0,0.7
neck pardon me but I couldn't help over,1152.72,5.4,1155.42,-0.3043,0.0,0.5
hearing well that's all right honey sit,1155.799,6.481,1159.0395,0.2732,0.2857142857142857,0.7
H thank you you see I'm Mrs Kirk Bernett,1158.12,5.6,1160.9199999999998,0.3612,0.0,0.2
and I heard you talking about a man,1162.28,3.72,1164.14,0.0,0.0,0.5
named Marty Blair do you know where I,1163.72,5.16,1166.3,0.0,0.0,0.2
could find him look I got to get get,1166.0,5.48,1168.74,0.0,0.0,0.3
back on the set me,1168.88,6.44,1172.1,0.0,0.0,-0.7
stuck you really want to know where you,1176.799,6.201,1179.8995,-0.1045,0.2,0.4
can find Miley Blair oh please so very,1178.72,5.959,1181.6995,0.3182,0.2,0.7
well you might try our place on Iris Way,1184.679,4.88,1187.119,0.2732,0.0,0.4
Western if he's there you can tell him,1189.559,4.12,1191.619,0.0,0.0,0.4
by the song Hard,1191.84,5.8,1194.74,-0.1027,-0.2916666666666667,0.3
break he's always playing it oh thank,1193.679,6.48,1196.919,0.5106,0.0,0.4
well I have to get back on late see you,1200.159,5.121,1202.7195000000002,0.2732,-0.15,0.2
later excuse,1201.88,3.4,1203.5800000000002,0.0772,-0.025,0.3
me you'll find him right across the,1205.679,4.761,1208.0595,0.0,0.2857142857142857,-0.5
street at the palace but if I was you I,1207.799,4.12,1209.859,0.0,0.0,0.4
wouldn't bother him this early in the,1210.44,3.68,1212.28,0.2584,0.1,0.2
morning not unless it's important oh but,1211.919,5.88,1214.8590000000002,-0.0762,0.4,-0.7
it is very thank,1214.12,7.72,1217.9799999999998,0.4201,0.2,0.8
you right through that door there,1217.799,4.041,1219.8195,0.0,0.2857142857142857,0.3
I'm looking for the clerk I haven't seen,1234.08,4.8,1236.48,0.0,0.0,-0.4
him anything I can do does a man named,1236.28,4.72,1238.64,0.0,0.0,0.2
Marty Blair live,1238.88,5.88,1241.8200000000002,0.0,0.13636363636363635,0.8
here oh heartbreak what do you want to,1241.0,6.08,1244.04,-0.5267,0.0,-0.7
him I want to talk to him well I,1244.76,3.96,1246.74,0.34,0.0,0.4
wouldn't disturb him if I was you he he,1247.08,7.2,1250.6799999999998,0.3089,0.0,0.3
likes to sleep late oh please um this is,1248.72,5.56,1251.5,0.6249,-0.3,0.2
important which is his room right,1254.559,6.041,1257.5795,0.2023,0.34285714285714286,0.4
he had a bad,1261.12,2.72,1262.4799999999998,-0.5423,-0.6999999999999998,-0.7
Marty Marty,1292.4,3.36,1294.0800000000002,0.0,0.0,0.2
Blair what do you want I want to talk to,1296.96,4.76,1299.34,0.1531,0.0,0.4
Mavis I don't know,1301.72,5.68,1304.56,0.0,0.0,-0.7
anything about anything get out of here,1304.08,5.4,1306.78,0.0,0.0,-0.8
will you no please you've got to help me,1307.4,4.24,1309.52,0.1872,0.0,0.5
I have to know she's dead that's all,1309.48,4.12,1311.54,-0.6486,-0.2,-0.8
there is to know but wait what are you,1311.64,4.519,1313.8995,0.0,0.0,-0.7
bothering me,1313.6,5.78,1316.49,-0.3818,0.0,-0.7
for I'm Miss is Kirk,1316.159,12.201,1322.2595,-0.1531,0.0,0.3
Bennett Mrs Kirk Bennett so you're the,1328.36,6.559,1331.6395,0.0,0.0,0.4
one he left sitting at home some guys,1331.96,4.839,1334.3795,0.0,0.0,0.3
satisfied I had to see you why because I,1336.799,5.801,1339.6995,0.4215,0.5,0.6
had a wife who needed killing and you,1340.48,4.679,1342.8195,-0.6597,0.0,-0.7
had a husband who took care of it she,1342.6,5.0,1345.1,0.4939,0.0,0.4
didn't give you a very fair deal did she,1345.159,4.321,1347.3195,0.3804,0.9099999999999999,0.3
you weren't exactly still a handful of,1347.6,4.6,1349.9,0.0,0.25,0.7
Aces and stop feeling sorry for me I,1349.48,4.799,1351.8795,-0.25,-0.5,0.7
don't go for that stuff feeling pretty,1352.2,5.079,1354.7395,0.5719,0.25,-0.7
sorry for yourself aren't,1354.279,3.0,1355.779,-0.0772,-0.5,-0.7
you I've been on one if that's what you,1358.919,7.561,1362.6995000000002,0.0,0.0,-0.7
mean ever since ever since the night she,1362.44,7.599,1366.2395,0.0,-0.3125,-0.7
was killed when I saw your husband go,1366.48,9.559,1371.2595,-0.6705,-0.2,0.7
in you were there yeah,1370.039,9.681,1374.8795,0.296,0.0,0.5
outside and you didn't go in,1376.039,6.561,1379.3195,0.0,0.0,-0.7
not a chance I was given a brush off by,1379.72,6.52,1382.98,-0.1877,0.0,0.7
a very large door man,1382.6,6.36,1385.78,0.0,0.2785714285714286,0.3
so I found a,1386.24,5.439,1388.9595,0.0,0.0,0.2
saloon and then,1388.96,6.319,1392.1195,0.0,0.0,0.7
another and I kept on finding them,1391.679,5.081,1394.2195000000002,0.0,0.0,0.2
please you've got to tell me more about,1395.279,3.041,1396.7995,0.3182,0.5,0.7
her who her friends were who might have,1396.76,3.12,1398.32,0.4767,0.0,0.0
been in her apartment why don't you ask,1398.32,4.44,1400.54,0.0,0.0,-0.7
the police Bo your husband you seem to,1399.88,4.399,1402.0795,0.0,0.0,-0.7
password please no one else can help me,1404.279,4.88,1406.719,0.4215,0.0,-0.7
you're the only one,1407.08,5.24,1409.6999999999998,0.0,0.0,0.7
I don't know anything about anything I,1409.159,4.561,1411.4395000000002,0.0,0.0,-0.7
suppose you don't even know why she was,1412.32,5.359,1414.9995,0.0,0.0,-0.7
playing your song I don't know,1413.72,3.959,1415.6995,0.2023,0.0,0.5
any my song Heartbreak that night she,1419.32,7.239,1422.9395,-0.5719,0.0,-0.7
was playing,1423.799,2.76,1425.179,0.2023,0.0,0.6
it no she wouldn't not a heartbreak,1427.12,4.679,1429.4595,-0.5688,0.0,-0.7
maybe maybe someone else was playing it,1433.64,5.399,1436.3395,0.2023,0.0,0.2
for her maybe you,1435.96,4.92,1438.42,0.0,0.0,0.3
don't give me that I told you I didn't,1439.039,3.24,1440.659,0.0,0.0,-0.7
see her it was your song you were,1440.88,2.84,1442.3000000000002,0.0,0.0,0.4
playing it just before you you got it,1442.279,2.921,1443.7395,0.2023,0.0,0.7
all figured out haven't you you were in,1443.72,3.04,1445.24,0.0,0.0,-0.7
her apartment why don't you admit it you,1445.2,5.479,1447.9395,-0.1511,0.0,-0.7
strangled up hey what's going on in,1446.76,7.64,1450.58,-0.5423,0.0,-0.7
here she's Bennett's wife we were,1450.679,7.761,1454.5595,0.0,0.0,0.3
talking but we finished no we haven't,1454.4,6.36,1457.5800000000002,-0.4215,0.0,0.3
forget it I won't not until I I'll take,1458.44,4.88,1460.88,-0.2263,0.0,0.2
it easy Marty was right here in this,1460.76,4.68,1463.1,0.4404,0.3595238095238095,0.6
room when his wife was killed I'm the,1463.32,3.64,1465.14,-0.6705,-0.2,-0.8
one told him about it I'd heard it on,1465.44,3.959,1467.4195,0.0,0.0,0.2
the 2:00 news 2:00 he had plenty of time,1466.96,4.36,1469.14,0.0,0.0,0.4
to get back here she was killed between,1469.399,3.921,1471.3594999999998,-0.6705,-0.1,-0.7
midnight and,1471.32,5.239,1473.9395,0.0,0.0,0.2
12:30 come,1473.32,3.239,1474.9395,0.0,0.0,0.3
here see that Bol it was locked when you,1477.159,5.88,1480.0990000000002,0.0,0.0,-0.5
came in wasn't it yes but what's that,1480.24,5.48,1482.98,-0.1603,0.0,-0.7
got to do with Landy I always lock it,1483.039,5.441,1485.7595,0.0,0.0,0.3
when he's on a real tear was on one that,1485.72,4.8,1488.12,0.0,0.2,0.7
night and I locked him in a good two,1488.48,4.6,1490.78,0.4404,0.7,0.4
hours before the murder he's in the,1490.52,4.72,1492.88,-0.6908,0.0,-0.7
clear Mrs Bennett ask the police they'll,1493.08,5.52,1495.84,0.3818,0.10000000000000002,0.2
tell you the police you mean they were,1495.24,6.6,1498.54,0.0,-0.3125,-0.7
here sure they're not stupid you,1498.6,8.799,1502.9995,0.6219,0.44999999999999996,-0.7
know and I I see I've made a,1501.84,5.559,1504.6195,0.0,0.0,0.2
mistake please forgive me I I was,1508.039,5.081,1510.5795,0.25,0.0,0.2
grabbing at,1511.279,4.841,1513.6995,0.0,0.0,0.4
anything I'm dreadfully sorry I thought,1513.12,6.76,1516.5,-0.6124,-0.5,-0.7
I told you to stop feeling sorry for,1516.12,3.76,1518.0,-0.25,-0.5,-0.7
me I seem youve said all the wrong,1521.6,5.72,1524.4599999999998,-0.4767,-0.5,-0.7
yeah most women,1527.32,4.56,1529.6,0.296,0.5,0.4
do I wish there was something I could do,1531.88,5.6,1534.68,0.4019,0.0,-0.7
to help him maybe maybe some clean linen,1534.12,5.4,1536.82,0.6597,0.3666666666666667,0.3
and a shave here will you give this to,1537.48,6.0,1540.48,0.0,0.0,0.4
him not me lady he has Pride I have a,1539.52,6.13,1542.585,0.34,0.0,0.3
did you have anything to do with this,1587.159,3.52,1588.919,0.0,0.0,-0.5
not me pal it was all her idea she,1588.6,4.799,1590.9995,0.0,0.0,-0.7
thought she might want a,1590.679,2.72,1592.039,0.0772,0.0,0.2
shave I don't need this thanks anyway I,1612.84,8.6,1617.14,0.5228,0.2,-0.7
do all right they still buy my,1617.24,4.2,1619.34,0.0,0.2857142857142857,0.4
songs won't you come,1623.96,3.64,1625.78,0.0,0.0,0.7
well you know it took a lot of Courage,1644.72,6.199,1647.8195,0.6486,0.0,0.5
for you to come down there I guess I was,1647.96,4.88,1650.4,0.0,-0.15555555555555559,-0.7
a little rough on you I'm afraid I asked,1650.919,5.681,1653.7595,0.0,-0.29583333333333334,-0.7
for it you see I needed help I still do,1652.84,6.839,1656.2595,0.4019,0.0,0.4
yeah it's tough if I could do anything,1656.6,9.24,1661.2199999999998,0.1779,-0.3888888888888889,0.5
but I don't know what you sit down,1659.679,6.161,1662.7595,0.0,-0.15555555555555559,-0.5
thanks I wish I knew more about her what,1673.519,6.201,1676.6195,0.6808,0.35,0.3
like where'd you get this music store in,1679.72,5.0,1682.22,0.3612,0.0,0.7
Hollywood Boulevard you see when I found,1682.88,3.399,1684.5795,0.0,0.0,0.4
out she was playing it that night I've,1684.72,3.04,1686.24,0.2023,0.0,0.2
been thinking about that,1686.279,4.161,1688.3595,0.0,0.0,-0.7
too ever since you told,1687.76,6.68,1691.1,0.0,0.0,0.4
me do you play no no Kirk played and I'd,1690.44,8.2,1694.54,0.3076,0.0,0.2
sing at least we did when we were first,1694.44,4.2,1696.54,0.0,-0.024999999999999994,0.7
married he didn't do,1700.44,5.959,1703.4195,0.0,0.25,-0.7
it knocking yourself out aren't you,1702.84,7.079,1706.3795,0.0,0.0,-0.7
trying to help a guy who let you down,1706.399,5.961,1709.3794999999998,0.4019,-0.15555555555555559,0.3
trouble he doesn't look like a murderer,1715.76,5.2,1718.36,-0.8559,-0.2,0.4
does he they never,1717.96,3.0,1719.46,0.0,0.0,-0.7
do this isn't the man I saw are you sure,1722.399,6.921,1725.8594999999998,0.3182,0.5,-0.7
yes there was someone else there that,1727.159,3.76,1729.0390000000002,0.4019,0.0,-0.7
night of course there was Kirk heard,1729.32,3.16,1730.9,0.0,0.0,0.4
someone but I took it for granted that,1730.919,4.041,1732.9395000000002,0.3612,0.0,-0.7
the man going in was your husband it,1732.48,4.6,1734.78,0.0,0.0,0.2
must have been the murderer the man who,1734.96,5.079,1737.4995,-0.6808,0.0,0.4
stole the brooch,1737.08,2.959,1738.5594999999998,0.0,0.0,-0.7
yes I brought him to see you dear,1753.24,4.039,1755.2595,0.6486,0.0,0.8
because he's interested in that brooch I,1755.48,4.12,1757.54,0.4019,0.25,0.6
thought you ought to describe it to him,1757.279,4.801,1759.6795,0.0,0.0,0.4
well it was an odd sort of piece,1759.6,5.48,1762.34,-0.0516,-0.16666666666666666,-0.5
heart-shaped made of rubies you've seen,1762.08,6.959,1765.5594999999998,0.0,0.0,0.7
it I gave it to her when we were married,1765.08,5.56,1767.86,0.0,0.25,0.4
it was the only thing she left behind,1769.039,3.88,1770.979,0.0,-0.13333333333333333,-0.7
when she walked out but it was there,1770.64,3.879,1772.5795,0.0,0.0,0.2
that night Kirk saw it it was our,1772.919,3.401,1774.6195,0.0,0.0,0.4
anniversary I just sent it to her by,1774.519,4.4,1776.719,0.0,0.0,0.7
messenger hoping she'd,1776.32,4.959,1778.7995,0.4215,0.0,0.4
remember she'd have been alive today if,1778.919,5.24,1781.539,0.3818,0.1,-0.7
she hadn't brushed me off if you think I,1781.279,5.0,1783.779,0.0,0.0,-0.5
did it you're,1784.159,5.041,1786.6795000000002,0.0,0.0,-0.7
wrong you'd recognize this other man you,1786.279,5.88,1789.219,-0.4767,-0.3125,0.3
saw oh yes I'll recognize him and I'll,1789.2,6.28,1792.34,0.4019,0.0,0.2
know that brooch,1792.159,3.321,1793.8195,0.0,0.0,0.7
and here's a last minute bulletin the,1800.48,4.36,1802.66,0.0,0.0,0.2
state supreme court has sustained the,1803.12,3.64,1804.94,0.5574,0.0,0.2
sentence of Kirk Bennett convicted for,1804.84,4.36,1807.02,0.0772,0.0,-0.7
the murder of Mavis Marlo he moves to,1806.76,5.36,1809.44,-0.6908,0.0,0.3
the death house today this is George,1809.2,5.079,1811.7395,-0.5994,0.0,-0.7
Mitchell from,1812.12,5.64,1814.94,0.0,0.0,0.3
Hollywood they sent me his,1814.279,7.561,1818.0595,0.0,0.0,0.5
things as if he were already,1817.76,4.08,1819.8,0.0,0.0,0.3
I gave it to him for his,1829.96,3.079,1831.4995,0.0,0.0,0.4
birthday would even,1835.76,3.6,1837.56,0.0,0.0,0.7
work they even included,1842.399,8.601,1846.6995,0.0,0.0,0.6
that it's her no it,1846.44,7.959,1850.4195,-0.296,0.0,-0.7
isn't she had a double M on,1851.0,5.32,1853.66,0.0,0.0,0.4
everything that looks like a phone,1854.399,4.12,1856.459,0.3612,0.0,0.4
number it's in her handri,1856.32,4.479,1858.5595,0.0772,0.0,0.4
writing Chris F,1858.519,6.0,1861.519,0.0,0.0,0.2
2111 does that mean anything to you not,1860.799,7.72,1864.659,0.0,-0.3125,0.4
a thing there's one way to find out oh,1864.519,6.52,1867.779,0.0,0.0,0.4
R where is it on the Sunset,1880.039,8.161,1884.1195,0.0,0.0,0.5
Strip you know what he did Mr Marco he,1884.559,7.0,1888.059,0.0,0.0,-0.7
hung up you know what I do in your place,1888.2,6.76,1891.58,0.0,0.0,-0.7
no I'd hang up,1891.559,3.401,1893.2595,-0.296,0.0,-0.7
what'll it be a Coke,1938.639,6.061,1941.6695,0.0,0.0,0.3
please and yours make it,1940.72,6.12,1943.78,0.3182,0.0,0.5
it's a pretty big hay stack for one,1953.72,4.76,1956.1,0.4939,0.125,0.7
needle hey,1961.12,4.72,1963.48,0.0,0.0,0.5
you this goes to Mr Marco's private,1963.2,4.439,1965.4195,0.0,0.0,0.4
office sorry just looking for the phone,1965.84,4.839,1968.2595,-0.0772,-0.5,0.2
it's right over there thanks a,1967.639,5.881,1970.5795,0.4404,0.24285714285714285,0.6
lot could that be the man you,1970.679,5.641,1973.4995,0.0,0.0,0.2
saw I can't tell from here should we,1976.32,5.67,1979.155,0.0,0.0,0.2
do you want to go back let's keep,2016.24,4.61,2018.545,0.0772,0.0,0.5
looking I like,2018.84,14.54,2026.11,0.3612,0.0,0.7
