text,start,duration,time_midpoint,vader,textblob,llama3
be here in,270.28,5.68,273.11999999999995,0.0,0.0,0.2
Venice in that,272.44,3.52,274.2,0.0,0.0,0.2
house have you seen,276.36,5.92,279.32,0.0,0.0,0.7
her no I doubt if anyone ever sees her,278.68,7.04,282.2,-0.0232,0.0,-0.7
except her niece Miss Tina bordo and the,282.28,5.52,285.04,-0.1531,0.0,-0.7
servants they're expecting me there'll,285.72,5.16,288.3,0.0,0.0,0.2
be no slip up no I left a deposit of 50,287.8,5.36,290.48,-0.5267,0.0,0.4
Franks with a housekeeper I think they,290.88,4.72,293.24,0.0,0.0,0.3
needed the money badly tomorrow they're,293.16,4.84,295.58000000000004,-0.4767,-0.6999999999999998,-0.7
expecting you I followed your,295.6,4.36,297.78000000000003,0.0,0.0,0.4
instructions said you were with William,298.0,4.479,300.2395,0.0,0.0,0.4
Burton a young writer from,299.96,6.079,302.99949999999995,0.0,0.1,0.5
America well if everything is as you say,302.479,7.041,305.9995,0.2732,0.0,0.3
it is it is you'll be well,306.039,6.561,309.3195,0.2732,0.0,0.2
rewarded how,309.52,7.36,313.2,0.4939,0.0,0.7
well I'll send you $500,312.6,7.0,316.1,0.2732,0.0,0.7
tomorrow if you get the letters Lewis,316.88,5.28,319.52,0.0,0.0,0.2
and publish them you'll make a great,319.6,3.84,321.52000000000004,0.6249,0.8,0.8
money I'm not concerned about that,323.44,5.56,326.22,0.0,0.0,0.2
Charles whatever money May Come of this,326.8,5.04,329.32,0.0,0.0,0.7
will go to those were entitled to it to,329.0,5.4,331.7,0.2732,0.0,0.4
perhaps do you know that Jeffrey Ashton,337.12,6.28,340.26,0.0,0.0,0.2
was last seen in that,339.96,3.44,341.68,0.0,0.0,0.2
house one of these days she'll catch you,352.199,6.401,355.3995,0.0,0.0,-0.7
in here and that'll be the end of you,354.44,4.16,356.52,0.0,0.0,-0.7
why don't you see who it is,374.88,3.039,376.3995,0.0,0.0,0.2
Amelia I think you should pull the,384.0,3.8,385.9,0.0,0.0,0.4
drapes the sun's beginning to come into,385.88,5.039,388.3995,0.0,0.0,0.6
Amilia did you allow the cats into the,393.8,3.959,395.7795,0.2263,0.0,0.3
house I thought I heard no Miss Tina I,395.599,4.6,397.899,0.1139,0.0,0.2
didn't hear,397.759,2.44,398.979,0.0,0.0,-0.5
anything uh good day senorina I uh I am,408.199,6.761,411.5795,0.4404,0.7,0.2
William Burton from,412.039,2.921,413.4995,0.0,0.0,0.4
America would you be good enough to tell,415.08,6.399,418.2795,0.4404,0.35,0.4
your lady that I miss Tina he's come,417.08,4.399,419.2795,-0.1531,0.0,0.3
Miss bordo how do you do Mr Burton I've,426.639,6.28,429.779,-0.1531,0.0,0.2
been expected yes you've been,429.96,5.76,432.84,0.4019,-0.1,0.2
expected this seems a perfect place to,432.919,5.601,435.7195,0.5719,0.45,0.6
write if I'm um not tempted away from,435.72,4.52,437.98,0.0,0.0,0.2
work I should finish my novel by the end,438.52,3.56,440.3,0.3182,0.0,0.4
of the summer I'll tell my aunt you've,440.24,4.04,442.26,0.0,0.0,0.2
arrived you and your aunt live here by,442.08,5.28,444.72,0.0,0.13636363636363635,0.2
yourselves yes isn't it a bit lonely,444.28,5.08,446.82,0.0516,-0.09999999999999998,-0.7
here for you only being with people that,447.36,3.119,448.9195,0.0,0.0,0.6
make makes One,449.36,3.8,451.26,0.0,0.0,0.2
Lonely Miss,450.479,4.881,452.9195,-0.4767,-0.09999999999999998,-0.7
bordo I shouldn't like to come here,453.16,6.24,456.28,-0.2755,0.0,0.4
against your will it's her will that,455.36,4.04,457.38,0.0,0.0,-0.7
counts had to stay here all this time,465.56,4.759,467.9395,0.0,0.0,-0.5
behind that,467.84,2.479,469.0795,0.0,-0.4,-0.7
curtain please kitty please do you want,470.4,5.28,473.04,0.5994,0.0,0.4
to get all of us in trouble,472.56,3.12,474.12,-0.4019,-0.2,-0.7
please she hates them she told me if she,477.0,4.36,479.18,-0.1531,0.0,-0.7
ever finds them in here again in that,480.08,4.399,482.2795,0.0,0.0,-0.5
case we better get them out of,481.36,3.119,482.9195,0.4404,0.5,0.8
here my poor kitties I won't let her,489.68,5.72,492.54,-0.4767,-0.4,-0.7
you she um she wouldn't really hurt them,499.28,7.359,502.9595,0.4575,0.2,0.3
would she you don't know Miss Tina the,503.28,4.68,505.62,0.1139,0.0,0.2
says you mustn't tell her they were in,507.96,7.519,511.7195,0.0,0.0,0.4
here I won't I promise you I won't don't,510.759,7.84,514.679,-0.2411,0.0,0.4
be so frightened you don't know her you,515.479,5.36,518.159,-0.4927,0.0,-0.7
don't know this house so far as I can,518.599,4.56,520.879,0.0,0.1,-0.7
see this is the loveliest house in all,520.839,6.641,524.1595000000001,0.0,0.0,0.7
Venice not only that you and I shall be,523.159,6.641,526.4795,0.0,0.0,0.8
friends oh yes,527.48,5.2,530.08,0.7003,0.0,0.8
Amelia what are you talking about making,532.68,5.0,535.18,0.0,0.0,0.2
more trouble I told you never to speak,535.519,5.921,538.4795,-0.4576,0.15,-0.7
with strangers m,537.68,3.76,539.56,0.0,0.0,-0.7
I'm just waiting for Miss,543.04,3.0,544.54,-0.1531,0.0,0.3
bordo had Jeffrey Ashton once lived in,554.44,7.0,557.94,0.0,0.0,0.2
this cold forbidding house I felt the,557.76,6.72,561.12,-0.4404,-0.6,-0.7
past Clos in around me like a fog,561.44,5.8,564.34,0.3612,-0.25,0.4
filling me with a nameless,564.48,5.4,567.1800000000001,0.0,-0.5,-0.7
fear I had a sudden impulse to turn and,567.24,6.56,570.52,-0.4939,0.0,-0.7
leave then I remember the,569.88,3.92,571.84,-0.0516,0.0,0.3
letters the door to the present shut,574.0,6.2,577.1,0.0,0.0,-0.7
Mr Burton my aunt will see,604.04,6.64,607.36,0.0,0.0,0.3
you my hand is very very very old try,627.279,6.521,630.5395,0.4939,0.13,0.3
not to stay too,631.079,2.721,632.4395,0.0,0.0,-0.5
long Mr Burton is here,636.72,4.96,639.2,0.0,-0.05,0.4
this was the Divine Juliana of Ashton's,661.16,7.88,665.1,0.5574,0.0,0.8
poem an ancient hooded,665.519,5.201,668.1195,0.0,0.0,0.5
old old beyond my wildest,670.72,8.239,674.8395,0.0,0.1,0.7
expectations I sit,675.12,3.839,677.0395,0.0,0.0,0.2
down Tina doesn't like,682.76,4.879,685.1995,-0.2755,-0.15555555555555559,-0.7
strangers Str danger sometimes,687.839,8.12,691.899,-0.5267,0.0,-0.7
PR I assure you I'd hear,692.12,7.48,695.86,0.34,0.0,0.7
you I never,695.959,9.721,700.8195,0.0,0.0,-0.5
sleep I hear every sound in this,699.6,6.08,702.64,0.0,0.4,-0.7
house Tina thinks I should send you away,706.12,8.08,710.16,0.0,0.0,-0.7
and Juliana I warned you be quiet don't,710.48,6.479,713.7195,-0.2732,0.0,-0.7
want anyone in this house it's not,714.2,6.96,717.6800000000001,0.0772,0.0,0.4
wanting it's needing,716.959,6.921,720.4195,0.0,0.0,-0.7
and you're quite unpleasant to this,721.16,4.28,723.3,-0.5256,-0.6499999999999999,-0.7
man you think that's,725.44,5.839,728.3595,0.0,0.0,0.3
right when he leaves he should remember,728.079,4.281,730.2194999999999,0.0,0.2857142857142857,0.3
pleasantly be nice Tina be,732.36,6.039,735.3795,0.7096,0.6,0.7
Burton if you want to live here it will,738.399,7.281,742.0395,0.0772,0.13636363636363635,0.2
cost you a great deal of money I thought,742.519,5.041,745.0395,0.6249,0.8,0.4
the arrangements had been made things,745.68,4.519,747.9395,0.0,0.0,-0.7
have changed,747.56,4.92,750.02,0.0,0.0,0.2
200 Franks a month for a furnish nothing,750.199,2.681,751.5395,0.0,0.0,-0.7
furnished and if you want to live,755.199,6.121,758.2595,0.0772,0.13636363636363635,0.7
"do I want 1,000 Franks a",761.32,11.319,766.9795,0.0772,0.0,0.8
month I'll pay it I want it in gold,767.399,12.081,773.4395,-0.0258,0.0,0.8
today three months in advance today,772.639,6.841,776.0595,0.0,0.0,0.4
well bye Miss,788.72,8.909,793.1745000000001,0.128,0.0,0.2
B your rooms are across the Galleria,798.399,7.361,802.0795,0.0,0.0,0.4
I'll show them to you now,801.88,3.88,803.82,0.0,0.0,0.7
there are three rooms here that connect,825.16,4.0,827.16,0.0,0.0,0.4
other you have your own entrance from,831.12,4.44,833.34,0.0,0.2375,0.4
garden your May will be brought to,837.56,4.44,839.78,0.0,0.0,0.4
you you're determined to seal me off,843.0,3.8,844.9,0.34,0.0,-0.7
from the rest of the,845.32,4.36,847.5,0.0,0.0,0.2
house why the arrangements were made for,846.8,6.959,850.2795,0.0,0.0,0.2
these rooms Mr Burton since you um feel,849.68,6.88,853.12,0.0,0.0,-0.7
so strongly about me perhaps it' be,853.759,4.401,855.9595,0.3384,0.4333333333333333,0.4
better if my ad insists we have very,856.56,4.399,858.7594999999999,0.4404,0.35,0.4
little choice in the matter we need the,858.16,4.88,860.6,0.0258,-0.1875,-0.7
money and you're willing to pay an,860.959,4.361,863.1395,-0.1027,0.25,0.7
extravagant price for,863.04,7.08,866.5799999999999,0.0,0.0,0.4
this why Mr Burton,865.32,4.8,867.72,0.0,0.0,-0.7
I'll get the keys,880.24,2.8,881.64,0.0,0.0,0.4
Pedro fantastic to leave the most,884.079,5.671,886.9145,0.5267,0.45,0.8
beautiful hotel in Venice for,887.279,7.281,890.9195,0.5994,0.85,0.6
this goodbye father goodbye t,894.56,5.16,897.14,0.0,0.0,-0.7
good afternoon good afternoon Mr Burton,901.0,4.0,903.0,0.7003,0.7,0.6
I'd hoped to be here earlier but by the,903.36,2.76,904.74,0.2023,0.0,-0.7
time I've been to the bank and bought,905.0,4.48,907.24,0.0,0.0,0.4
some things I'm not coming at a bad time,906.12,5.639,908.9395,-0.5423,-0.6999999999999998,0.4
it doesn't matter in that event if Petro,909.48,5.08,912.02,-0.0191,0.0,0.2
could have the keys Amelia will you show,911.759,5.801,914.6595,0.0,0.0,0.2
this man where Mr Burton's rooms,914.56,6.44,917.78,0.0,0.0,0.3
are come in,917.56,3.44,919.28,0.0,0.0,0.4
please I thought if you didn't mind p BR,926.6,5.4,929.3,0.3182,0.0,0.2
could take care of the garden he'll uh,929.16,5.08,931.7,0.4939,0.0,0.3
he'll have plenty of time I wrote out an,932.0,4.319,934.1595,0.0,0.0,0.4
agreement we can both sign it if it's,934.24,4.56,936.52,0.4939,0.0,0.7
satisfactory to you we you you mean your,936.319,5.96,939.299,0.3612,-0.3125,0.4
aunt I mean I'll sign it for,938.8,3.479,940.5395,0.0,-0.3125,0.2
her thank you,957.0,3.92,958.96,0.3612,0.0,0.8
was that Parish priest I saw leaving the,985.279,5.441,987.9995,0.0,0.0,-0.7
house yes father raldo your aunt isn't,987.399,5.761,990.2795,0.4019,0.0,0.2
you needn't worry it's nothing serious,990.72,6.76,994.1,0.3875,-0.3333333333333333,0.3
I'm glad she seems so old so,993.16,8.039,997.1795,0.4588,0.3,-0.7
frail she couldn't really be your,997.48,7.12,1001.04,0.0,0.2,0.4
a there must be Generations between,1001.199,5.08,1003.739,0.0,0.0,0.4
here's your copy of the agreement Mr,1004.6,4.24,1006.72,0.4939,0.0,0.2
Amia come here,1035.439,3.36,1037.119,0.0,0.0,0.7
Amia you want to talk to me about,1043.919,5.76,1046.7990000000002,0.0772,0.0,0.4
something I'm pleased you wanted to see,1047.6,4.6,1049.9,0.4404,0.5,0.7
in you can sit there a minute it's very,1056.44,4.359,1058.6195,0.0,0.2,0.3
comfortable you can visit me whenever,1065.0,6.799,1068.3995,0.5106,0.4,0.7
you like or did someone send you oh,1067.08,8.52,1071.34,0.3612,0.0,0.4
no I just wanted to,1071.799,3.801,1073.6995,-0.296,0.0,-0.7
see going you be a the pretty room now,1077.36,4.84,1079.78,0.4939,0.25,0.7
I'm glad you like,1080.36,4.28,1082.5,0.6705,0.5,0.7
it my mother would beat me if she knew I,1082.2,3.92,1084.16,0.0,0.0,-0.7
here they don't like,1086.12,7.679,1089.9595,-0.2755,0.0,-0.7
you who doesn't like me my mother and,1088.96,5.64,1091.78,-0.2755,0.0,-0.7
Tina I heard them,1094.6,3.6,1096.4,0.0,0.0,0.4
talking but I like,1099.0,5.76,1101.88,0.5023,0.0,0.7
you what did they say,1101.36,5.92,1104.32,0.0,0.0,0.2
here my mother,1104.76,7.76,1108.64,0.0,0.0,0.8
said you'd bring bad luck and Miss,1107.28,5.24,1109.9,-0.2732,-0.6999999999999998,-0.7
Tina she's,1113.4,5.88,1116.34,0.0,0.0,0.2
wicked she gave my cat to,1116.28,8.519,1120.5395,-0.5267,0.0,-0.7
vtorial don't do that her drop her,1119.28,11.2,1124.88,-0.2732,0.0,-0.7
tears go on it's yours I give it to,1124.799,5.681,1127.6395,-0.2263,0.0,0.4
you remember I I said we were going to,1131.039,4.601,1133.3395,0.0,0.0,0.4
friends so soft,1137.0,3.72,1138.86,0.4767,0.1,0.7
pretty it's Charming a I can wear it to,1145.52,8.08,1149.56,0.7906,0.475,0.7
church yes,1149.52,4.08,1151.56,0.4019,0.0,0.7
AIA is Miss Tina always,1157.799,7.281,1161.4395,-0.1531,0.0,0.5
no sometimes she's kind,1165.08,4.56,1167.36,0.296,0.6,0.3
sometimes it's better when she's,1171.28,6.879,1174.7195,0.4404,0.5,0.4
wicked mother protect me saw her once,1174.24,5.72,1177.1,-0.2023,0.0,-0.7
what did you see I,1178.159,5.121,1180.7195000000002,0.0,0.0,0.2
me I have to go back so soon and leave,1179.96,6.0,1182.96,-0.1189,0.0,-0.7
some milk for my,1183.28,2.68,1184.62,0.0,0.0,0.4
kittens it's very dark sh shall I light,1186.64,5.56,1189.42,0.0,0.10250000000000001,0.3
a CLE for you oh,1189.12,5.36,1191.8,0.0,0.0,0.6
no I know my,1192.2,4.88,1194.64,-0.296,0.0,-0.7
way I know all the rooms and all the,1194.48,5.079,1197.0195,0.0,0.0,0.5
ways to get to them I hide,1197.08,6.24,1200.1999999999998,-0.1779,0.0,-0.7
sometimes I have secret,1199.559,3.761,1201.4395,0.0,-0.4,0.3
places I know everything about this,1203.72,7.4,1207.42,0.0,0.0,0.4
house perhaps uh one day you'll take me,1206.96,6.36,1210.14,0.0,0.0,0.2
you I don't feel anything why you stupid,1223.88,5.36,1226.5600000000002,-0.5267,-0.7999999999999999,-0.8
no it's mine it's,1229.24,7.729,1233.1045,-0.296,0.0,-0.7
mine I don't like,1250.48,4.8,1252.88,-0.2755,0.0,-0.7
strangers they haven't had a cut of beef,1253.08,5.839,1255.9995,0.2057,0.0,-0.7
like that in a year,1255.28,3.639,1257.0995,0.3612,0.0,0.4
what are you looking at the Garden he's,1260.12,6.559,1263.3995,0.0,0.0,0.3
putting the weeds your eyes in your head,1263.919,3.961,1265.8995,0.0,0.0,0.4
you have enough to tell the priest,1266.679,3.6,1268.479,0.0,0.0,-0.7
already taking that handkerchief you,1267.88,4.6,1270.18,0.0,0.0,0.4
want to be sent,1270.279,4.441,1272.4995,0.0772,0.0,0.2
morning it looks like another warm day,1274.72,5.959,1277.6995,0.5267,0.6,0.5
the kettle's boiling that's good Miss,1277.76,4.48,1280.0,0.3182,0.7,0.5
Juliana is feeling very well this,1280.679,3.641,1282.4995,0.4391,0.2,0.7
morning she's sitting out on the balcony,1282.24,3.52,1284.0,0.0,0.0,0.5
sun you've been crying Amelia,1285.76,4.76,1288.14,-0.4767,-0.2,0.3
that lodger you bring us bad luck Miss,1290.76,5.519,1293.5195,-0.2732,-0.6999999999999998,-0.7
Tina sugar jar fell and broke this,1293.279,5.0,1295.779,-0.4215,0.0,-0.7
morning last night there was a ring,1296.279,5.88,1299.219,0.0,0.0,0.2
around the Moon Saints preserve Us in,1298.279,5.241,1300.8995,0.0,0.0,0.2
all the years I've been here there's,1302.159,4.281,1304.2995,0.0,0.0,-0.7
never been a man in this house now a,1303.52,6.8,1306.92,0.0,0.0,0.5
stranger all those boxes and books he's,1306.44,7.839,1310.3595,0.0,0.0,0.4
carrying a walking stick,1310.32,3.959,1312.2995,0.0,0.0,0.2
Mr Burton must have some business in the,1321.52,4.92,1323.98,0.0,0.0,0.3
I hope I haven't taken up too much of,1393.919,3.64,1395.739,0.4404,0.2,0.4
your time father no but I did want to,1395.159,4.561,1397.4395000000002,-0.0387,0.0,-0.7
get to know you I am,1397.559,4.841,1399.9795,0.0,0.0,0.4
pleased you must be very lonely where,1399.72,5.48,1402.46,0.0276,0.185,0.3
you are Mr Burton at times I,1402.4,7.24,1406.02,0.0,0.0,0.3
am there um the rather strange people,1405.2,7.079,1408.7395,-0.2023,-0.05,-0.7
father in what,1409.64,4.96,1412.12,0.0,0.0,0.4
way this may interest,1412.279,5.241,1414.8995,0.4588,0.0,0.4
you just look at those,1414.6,6.76,1417.98,0.0,0.0,0.2
signatures Miss Juliana signed it no,1417.52,6.279,1420.6595,-0.4215,0.0,0.2
Miss Tina signed both of,1421.36,4.08,1423.4,-0.1531,0.0,0.4
oh are you concerned about its legality,1425.44,7.56,1429.22,0.0,0.0,-0.7
Mr Burton no I just um I thought it was,1429.039,5.281,1431.6795,-0.296,0.0,-0.7
did Mr Burton let us be frank with each,1437.44,6.719,1440.7995,0.0,0.0,0.4
other when Miss Tina told me that you,1441.6,4.6,1443.9,-0.1531,-0.125,0.2
were coming into their house as a lodger,1444.159,5.281,1446.7995,0.0,0.0,0.2
I wondering about it what would a young,1446.2,6.16,1449.28,0.0,0.1,0.3
man or means obviously want in a place,1449.44,6.8,1452.84,0.0772,0.0,0.4
like that escape from the World perhaps,1452.36,6.96,1455.84,0.4939,0.0,0.4
forget an unhappy little Affair which is,1456.24,4.48,1458.48,-0.5719,-0.39375,0.2
Burton neither father I uh write as I,1460.72,7.28,1464.36,0.0,0.0,-0.7
explained to misstina of course I do,1465.679,5.0,1468.179,0.0,0.0,0.7
confess a certain amount of uh curiosity,1468.0,4.559,1470.2795,0.2732,0.21428571428571427,0.3
I put it out of my mind Mr,1470.679,4.24,1472.799,0.0,0.0,-0.7
Burton a normal young man wouldn't want,1472.559,4.681,1474.8995,-0.0572,0.125,-0.7
to live in that house in a me of,1474.919,5.601,1477.7195000000002,0.0,0.13636363636363635,-0.7
time unless he had a special,1477.24,7.439,1480.9595,0.4019,0.35714285714285715,0.4
reason what do you suspect me of,1480.52,4.159,1482.5995,-0.296,0.0,-0.7
Father Miss Tina and Miss Juliana are,1485.039,6.36,1488.219,-0.296,0.0,0.5
not average people they have a life of,1487.76,7.279,1491.3995,0.0,0.075,-0.7
their own a world of their own and a,1491.399,6.441,1494.6194999999998,0.0,0.6,0.4
stranger upsetting the balance of that,1495.039,4.681,1497.3795,-0.4767,0.0,-0.7
world even un waiting,1497.84,4.52,1500.1,0.0,0.0,0.2
me you wouldn't want to cause a tragedy,1499.72,4.079,1501.7595,-0.683,0.0,-0.7
would you Mr,1502.36,4.88,1504.8,0.0,0.0,0.2
Burton you seem to feel that I have some,1503.799,7.801,1507.6995,0.0,0.0,0.4
deep dark motive what father I don't,1507.24,7.28,1510.88,0.0,-0.075,-0.7
know but I do know that a blunder might,1511.6,5.84,1514.52,0.0,0.0,-0.7
unleash things far beyond your,1514.52,5.639,1517.3395,0.0,0.1,0.7
control and my,1517.44,8.28,1521.5800000000002,0.0,0.0,0.4
control I would be very careful Mr B,1520.159,5.561,1522.9395000000002,0.2247,-0.13,0.4
if I had any hopes of finding the,1530.679,4.36,1532.8590000000002,0.4215,0.0,-0.7
letters quickly they were soon dispel I,1532.159,5.801,1535.0595,0.0,0.3333333333333333,0.4
was in a blind alley I never even so,1535.039,4.721,1537.3995,-0.4019,-0.5,-0.7
much as caught a glimpse of Miss Juliana,1537.96,4.199,1540.0595,-0.1531,0.2,0.2
Tina I wondered what they did and what,1542.799,5.041,1545.3195,0.0,0.0,0.4
they talked about they seem to me like,1545.159,6.201,1548.2595,0.3612,0.0,0.2
hunted creatures figing,1547.84,3.52,1549.6,0.0,0.0,0.4
is that you Mr,1659.12,7.799,1663.0195,0.0,0.0,0.5
Burton please do come in,1662.0,4.919,1664.4595,0.3182,0.0,0.7
it would seem I'm not the only one who,1680.44,3.68,1682.28,0.0,0.0,0.3
sleep I no need to,1684.12,5.84,1687.04,-0.296,0.0,-0.7
explain no,1687.12,6.399,1690.3194999999998,-0.296,0.0,-0.8
need I was afraid for a moment I hadn't,1689.96,5.4,1692.66,0.0,-0.6,-0.7
anything that would be awful wouldn't it,1695.36,6.88,1698.8,-0.4588,-1.0,-0.7
just to imagine,1699.36,4.799,1701.7595,0.0,0.0,0.4
things yes it,1702.24,6.319,1705.3995,0.4019,0.0,0.4
would Mr B,1704.159,4.4,1706.3590000000002,0.0,0.0,0.4
yes you must be a very rich young,1714.72,8.72,1719.08,0.7645,0.29375,0.4
man I've been very,1719.679,7.84,1723.5990000000002,0.0,0.2,0.4
fortunate they want to take my house,1723.44,6.68,1726.78,0.4939,0.4,-0.7
away but they,1727.519,5.28,1730.159,0.0,0.0,-0.7
can't they,1730.12,6.919,1733.5794999999998,0.0,0.0,-0.7
can't because as long as I stay,1732.799,7.48,1736.539,0.0,-0.05,0.4
here I'll never,1737.039,5.0,1739.539,0.0,0.0,-0.8
never do you know much about curiosity,1742.039,7.561,1745.8195,0.0,0.2,-0.7
Mr Bon Curiosities,1746.519,6.241,1749.6395,0.0,0.0,0.4
Antiquities old gim,1749.6,9.199,1754.1995,0.0,0.1,0.3
ceks do you know the kind of price they,1752.76,9.919,1757.7195,0.0,0.6,0.2
bring do you want to sell something yes,1758.799,7.24,1762.419,0.4588,0.0,0.4
I I want to,1762.679,6.441,1765.8995,0.0772,0.0,0.2
sell go on,1766.039,7.321,1769.6995,0.0,0.0,0.6
take it look at it look at it in the,1769.12,6.84,1772.54,0.0,0.0,0.4
light it is lit isn't,1776.159,5.88,1779.0990000000002,0.0,0.4,0.4
yes it's lit of course if you don't know,1783.919,9.401,1788.6195,0.4019,0.0,0.7
who he is it may not seem so,1788.72,7.64,1792.54,0.0,0.0,0.2
valuable I know who he,1793.32,6.719,1796.6795,0.4767,0.0,0.5
is Jeffrey a,1796.36,3.679,1798.1995,0.0,0.0,0.2
yes may I ask who you got this my,1800.559,8.881,1804.9995,0.4019,0.0,0.3
father tainted it your,1805.0,6.76,1808.38,0.0,0.0,-0.7
father I happen to know something about,1809.44,6.4,1812.64,0.0,0.0,0.6
Jeffrey Ashton that's what right it,1811.76,8.32,1815.92,0.0,0.2857142857142857,0.6
doesn't he lived a long time ago my dear,1815.84,7.4,1819.54,0.3818,-0.05,0.4
lady a long time,1820.08,8.0,1824.08,0.0,-0.05,0.4
ago no it was only yesterday,1823.24,8.439,1827.4595,-0.296,0.0,-0.4
the music floated out over the,1828.08,6.76,1831.46,0.0,0.0,0.7
garden you have no idea what famous,1831.679,4.921,1834.1395,-0.296,0.5,-0.7
people used to come,1834.84,5.079,1837.3795,0.0,0.0,0.2
here the greatest of our,1836.6,7.28,1840.24,0.6369,1.0,0.8
time the most brilliant the,1839.919,7.041,1843.4395,0.624,0.7,0.8
geest dancing and,1843.88,7.6,1847.68,0.0,0.0,0.7
talking the house all lighted,1846.96,9.64,1851.78,0.0,0.0,0.7
up but when he came into the house that,1851.48,8.439,1855.6995,0.0,0.0,0.2
Dreadful night,1856.6,3.319,1858.2595,-0.4404,-1.0,-0.8
Jeffrey what happened to him and the,1864.279,6.24,1867.399,0.0,0.0,0.2
letters he wrote you do you have them,1867.36,6.84,1870.78,0.0,0.0,0.4
would you pay my price for the painting,1870.519,5.88,1873.459,-0.1027,0.0,0.4
would you really sell,1874.2,5.92,1877.16,0.0,0.2,-0.4
it what is your price I know the least I,1876.399,9.0,1880.899,0.0,-0.3,-0.7
"would take what might that be a, English",1880.12,8.279,1884.2595,0.0,0.0,0.2
I'll give you a th000 English Pounds no,1894.919,5.88,1897.859,-0.296,0.0,0.6
not to me give it to Father,1897.679,6.281,1900.8195,0.0,0.0,0.8
Ronaldo he'll know what it's,1900.799,8.681,1905.1395,0.0,0.0,0.5
for Tina must not know is that clear I,1903.96,8.24,1908.08,0.3818,0.10000000000000002,-0.7
can take this with me now yes may I come,1909.48,6.24,1912.6,0.4019,0.0,0.4
again sometime and talk to you about,1912.2,3.52,1913.96,0.0,0.0,0.4
him who was that playing good night Mr,1916.32,7.44,1920.04,0.5719,0.7,0.2
Burton you will take the money to Father,1920.48,5.4,1923.18,0.0,0.0,-0.7
Ronaldo it will take a little time to,1923.76,4.36,1925.94,0.0,-0.1875,0.6
get the money transferred from the,1925.88,4.919,1928.3395,0.0,0.0,-0.7
