text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
a hot mustard bath you're catching,481.68,3.479,483.4195,0.0,0.425,0.3,-0.05371101070225315,-0.022161305906235,0.3041750493768851
cold ah this isn't going to let up well,486.0,6.08,489.04,0.2732,-0.6,-0.7,-0.05083199739262044,-0.018614944177566258,0.3036949043458261
being nice seeing,489.24,2.84,490.66,0.4215,0.6,0.7,-0.049965876962988105,-0.01753351763315436,0.30354655691939747
you wait wait I I do know a place where,492.36,6.239,495.4795,0.0,0.0,0.2,-0.047291392736515885,-0.014154204154442653,0.3030782768500238
they serve a good home cook dinner you,496.84,6.16,499.92,0.4404,0.7,0.7,-0.04469561588786963,-0.010819592187736708,0.3026103945701736
do yes I'll show you if you like I,498.599,4.401,500.7995,0.6369,0.0,0.7,-0.04416629268344895,-0.010133305693042164,0.3025135022893448
like oh no no it's it's the other way,505.4,5.96,508.38,0.5248,-0.125,-0.7,-0.039391912347550344,-0.0038525253078954182,0.30161916863035776
well what are we going this way for oh,508.96,5.48,511.7,0.2732,0.0,-0.7,-0.0371792441793183,-0.0008894250730444135,0.3011933775692482
oh oh I'm so sorry excuse me,511.36,5.0,513.86,-0.042,-0.275,0.4,-0.035699173232688564,0.0011100065635072185,0.3009049517620842
excuse we couldn't have picked a nice,514.44,4.399,516.6395,0.4767,0.2749999999999999,-0.7,-0.033747106358269274,0.0037675713944639293,0.30052039133139796
thin guy could,516.36,5.599,519.1595,0.0,-0.4,0.2,-0.031930621285765966,0.006260801080077687,0.30015852620832917
we of course I wasn't actually born in a,518.839,4.801,521.2395,0.0,0.0,-0.7,-0.03039753944006468,0.008379726324143974,0.29985026648550683
dressing room dad did get mom to the,521.959,4.521,524.2194999999999,0.0,0.0,0.4,-0.028147371270139068,0.011513274994268786,0.29939334621762126
hospital in time but he always says if,523.64,4.36,525.8199999999999,0.0,0.0,0.2,-0.026912499763816322,0.013244471836591505,0.29914043567132503
she'd have stayed on the stage 2 minutes,526.48,3.4,528.1800000000001,0.0,0.0,0.7,-0.025057738808450858,0.015859594585978846,0.2987578321979386
longer in that deathbed scene she'd have,528.0,3.44,529.72,0.0,0.0,-0.7,-0.023825496397376272,0.017606639258492953,0.29850189549162265
been the most Sensational chamille in,529.88,3.399,531.5794999999999,0.0,0.5833333333333333,0.7,-0.0223143516178064,0.019759349286109305,0.29818620014520136
Business are you sure there's a place,533.279,4.601,535.5795,0.3182,0.5,0.2,-0.018976690504821758,0.024552738785258592,0.2974821278103795
around here to eat oh yes yeah doesn't,535.16,3.88,537.1,0.5994,0.0,0.4,-0.01767651357622707,0.026433954594414097,0.2972054474814947
look much like a restaurant neighborhood,537.88,2.36,539.06,0.3612,0.2,0.3,-0.015974726948185095,0.028907709654887936,0.29684135927881505
where are we anyhow Louisberg Louisberg,540.24,4.599,542.5395,0.0,0.0,0.2,-0.012881448839065654,0.03343643816868214,0.2961741722643619
you mean we're not even still in Boston,543.079,5.041,545.5994999999999,0.0,-0.3125,0.3,-0.010084014308932687,0.037566609190818986,0.29556511658789153
oh no I mean this is Louisberg Square oh,544.839,5.12,547.399,-0.296,0.15625,0.4,-0.0084048959289941,0.04006090717265308,0.29519708178715454
people who live up here think this just,548.12,3.8,550.02,0.0,0.1363636363636363,0.4,-0.005913751450477317,0.043781845744661874,0.29464782061047085
about all there is to Boston,549.959,4.081,551.9994999999999,0.0,0.0,0.7,-0.003996306200950955,0.04666202486902149,0.2942225135736518
yeah well one thing I certainly have,551.92,4.12,553.9799999999999,0.6908,0.2142857142857142,0.3,-0.00204663474924599,0.049604633424012036,0.29378788278006696
walked up an appetite how much farther,554.04,6.239,557.1595,0.0,0.2,0.2,0.001149301242008835,0.054457910213681536,0.29307088061898556
is it this is it right here this hey,556.04,7.16,559.62,0.0,0.2857142857142857,0.2,0.003678774287861966,0.05832446661677605,0.2924995689557477
kind exclusive Ain it well uh to tell,560.279,6.521,563.5395,0.7184,0.6,0.2,0.007810618154091412,0.06468677002691983,0.29155945780559506
you the truth oh hello father oh good,563.2,4.4,565.4000000000001,0.6369,0.7,0.5,0.009816389086706068,0.06779536297749175,0.29110015036673104
Hannah uh father this is Mr OK Conor Mr,567.6,5.239,570.2195,0.4466,0.5,0.2,0.015146931188646032,0.07611787515755979,0.28987070082027644
OK Conor my father Professor Adams,570.959,4.32,573.1189999999999,0.4466,0.5,0.3,0.018448535346676745,0.08131551899390951,0.2891031330586481
Professor Adams nice to know you uh Mr,572.839,5.161,575.4195000000001,0.4215,0.6,-0.7,0.021119214050454804,0.08554299747078145,0.28847902399119113
oconor is uh is having dinner with us,575.279,5.0,577.779,0.0,0.0,0.3,0.02390577893418047,0.08997529421145264,0.28782488471611734
tonight father really well Splendid,578.0,5.88,580.94,0.7559,0.5166666666666667,0.7,0.02771475915823042,0.09606811750815578,0.28692606217244054
Splendid come in Mr okon thank you,580.279,3.601,582.0795,0.743,0.8333333333333334,0.7,0.029109297466437756,0.09830846696178411,0.28659568285469067
sir oh no after you sir thank,584.44,5.399,587.1395,0.0772,0.0,0.4,0.035432102395316294,0.10851450976044665,0.28508694632933773
you here let me have your hat young man,587.48,3.84,589.4,0.0,0.1,0.4,0.03831730839172167,0.11318244117490261,0.2843902506741883
thank you sir uh tell mother I'll be,589.839,4.801,592.2395,0.3612,0.0,0.4,0.041985700103518694,0.11911133404783822,0.28349450427881506
right in Hannah I will,591.32,3.32,592.98,0.0,0.2857142857142857,0.3,0.04294952103849956,0.12066634451735234,0.28325705674244783
father uh won't won't you come in mhm,595.04,7.039,598.5595,0.0,0.0,0.7,0.05028753804508032,0.1324355940273837,0.28141508719187946
yeah this joint looks,599.399,6.56,602.679,0.296,0.0,0.4,0.05576632227849648,0.14110079162700348,0.2799930956728042
okay good evening mother oh good evening,602.079,8.081,606.1194999999999,0.7717,0.6333333333333333,0.2,0.060361224693805275,0.14825308287831718,0.27876337421100206
dear uh mother this is Mr okor he's he's,605.959,7.281,609.5994999999999,0.3818,0.0,0.6,0.0650106789210375,0.15535558124723314,0.27747918911401154
going to have dinner with us oh how do,610.16,5.119,612.7194999999999,0.0,0.0,0.3,0.06916829315105708,0.16156893427153773,0.27629230130203286
you do Mr okor we're very happy to have,613.24,4.039,615.2595,0.6115,0.8773826680409192,0.7,0.0725375538298995,0.16649299235995485,0.2753005646955481
you thank you it's very nice to be here,615.279,4.361,617.4595,0.6801,0.78,0.7,0.0754396788312852,0.17064404747034215,0.27442267481289934
uh father be right in Yes dear excuse me,617.279,6.201,620.3795,0.6808,0.1178571428571428,0.3,0.07926159365212634,0.17596731393441667,0.27322978800124714
and uh this is my Aunt Jane from Salem,619.64,6.24,622.76,0.0,0.0,0.2,0.08234637816329361,0.18013075458233693,0.2722334495992294
where the witches come from good evening,623.48,5.64,626.3000000000001,0.4404,0.7,0.4,0.08687111642315962,0.1859920021015648,0.27071125359011483
young man good evening and uh this is my,625.88,7.6,629.68,0.4404,0.3999999999999999,0.4,0.09110844964446123,0.19117612001234513,0.26921148652133897
brother brother Mark this is Mr OK hi I,629.12,6.719,632.4795,0.4466,0.5,0.2,0.09454664309418961,0.19513115823249233,0.2679341444732736
got New York Co just making a speech,633.48,5.24,636.1,0.0,0.1363636363636363,0.6,0.09888355466652184,0.19974510620778663,0.2662338085683052
yeah what about sir I said what about I,635.839,5.201,638.4395000000001,0.296,0.0,0.2,0.10161292100216752,0.20240144444040234,0.26510543151008914
don't know but whatever it is he's,638.72,5.32,641.38,0.0,0.0,0.2,0.10495379597106928,0.2053503534907813,0.26365346248132665
against it probably talking about Sin,641.04,6.84,644.4599999999999,-0.5574,0.0,-0.7,0.10833680135432347,0.20794237530177848,0.2620915476404418
again yeah uh will you will you excuse,644.04,6.2,647.14,0.3612,-0.05,0.3,0.11117553009698428,0.20975717029818947,0.26069761068584524
me for a minute I'll be right back don't,647.88,4.44,650.1,0.0,0.1428571428571428,0.2,0.11418863863920975,0.21125577148577604,0.25911958832798637
be long dear dinner is almost ready yes,650.24,6.88,653.6800000000001,0.7374,0.075,0.7,0.11764853931154767,0.21231545241851862,0.25715601009778893
mother won't you sit down mran thank,652.32,4.8,654.72,0.3612,-0.1555555555555555,0.4,0.11861363774798474,0.21246147018701572,0.256574107733883
you did you ring for me ma'am oh yes at,657.399,5.0,659.899,0.4019,0.0,0.4,0.12313249810667906,0.21204032837277187,0.2535978016471061
another place Elizabeth Mr okor is,660.76,4.24,662.88,0.0,0.0,0.3,0.12550621972413242,0.2109000025676015,0.25182419895929886
having dinner with us Mr,662.399,6.24,665.519,0.0,0.0,0.4,0.127471941870749,0.20937118278392142,0.2502163972252509
okor oh yes,665.0,3.639,666.8195,0.4019,0.0,0.7,0.12839564384926794,0.2084504667045151,0.2494108757371234
ma'am did you go to the symphony this,669.48,5.4,672.1800000000001,0.0,0.0,0.4,0.1319067810688981,0.20360247656252992,0.24599695487019124
afternoon too Mr Orana no I didn't know,672.16,4.96,674.64,-0.296,0.0,0.2,0.1333676726192031,0.20087016189074058,0.24437890632269654
there was a symphony this afternoon oh,674.88,3.56,676.66,0.0,0.0,0.4,0.1345011847654411,0.1984181698009465,0.24302565298822523
yes that's where Hannah's been didn't,677.12,4.279,679.2595,0.4019,0.0,0.7,0.1358766522983649,0.19501520038519327,0.2412510850303044
she tell you no she didn't mention it,678.44,5.48,681.1800000000001,-0.296,0.0,-0.7,0.13683565602176345,0.19234149831142933,0.23991583091502994
that's strange but Symphony seems to be,681.399,4.521,683.6595,-0.1027,-0.05,0.3,0.13800593152270732,0.1887149959677146,0.23816110778144398
the only thing Hannah's interested in,683.92,4.28,686.06,0.4019,0.125,-0.7,0.13907022855450343,0.18504374403474858,0.2364287972380673
lately you know Mark's very interested,685.92,4.32,688.0799999999999,0.4576,0.0125,0.7,0.13991669628084724,0.18185322672889573,0.23494522724709685
in music too he's still in the,688.2,4.16,690.2800000000001,0.0,0.0,0.4,0.14079073601312397,0.17829414158476564,0.23330227294579564
piano yes I'm afraid I'm the only,690.24,4.44,692.46,0.4019,-0.3,0.3,0.1416108167538273,0.17470157125062175,0.23164598416984128
unmusical one of the family Mr O Conor,692.36,5.039,694.8795,0.0,0.0,0.2,0.14247133517408128,0.17066336108683242,0.2297743975277367
like General Grant I know only two Tunes,694.68,4.719,697.0395,0.6124,0.025,0.8,0.14319892770207956,0.1670357584565854,0.22807357527420374
one can't do the other,697.399,4.921,699.8595,0.0,-0.125,-0.5,0.14409660418200293,0.16230318071506195,0.22580997879642092
isn't I'm sorry sorry to be so long,699.399,5.521,702.1595,0.1139,-0.35,-0.7,0.14478944709701913,0.15847539023765017,0.22392722378736374
that's all I do well,702.32,6.48,705.5600000000001,0.2732,0.0,0.7,0.14575776460129827,0.15292522872295636,0.22108258979155626
hello de we were just discussing music,704.92,5.359,707.5994999999999,0.0,0.0,-0.7,0.14631095945009984,0.14968816886120406,0.21934111513253746
yes your mother and I wondering how you,708.8,4.039,710.8195,0.4019,0.0,0.4,0.1471499663502988,0.14476743726982455,0.21653691610522136
enjoyed the symphony this afternoon,710.279,5.36,712.959,0.5106,0.5,0.7,0.14768860458878386,0.14165545455284645,0.2146362050726185
Symphony why I yes she was surprised,712.839,4.721,715.1995000000001,0.5574,0.1,0.2,0.14824046558703358,0.13855681490810431,0.21261330531538114
that you hadn't mentioned it um perhaps,715.639,3.281,717.2795,0.0,0.0,0.4,0.14874466213778847,0.1358466816126953,0.21070529540816021
she didn't mention it because she didn't,717.56,3.279,719.1995,0.0,0.0,-0.7,0.1492056392126278,0.13350367086645343,0.20891815439913022
go to the the symphony this,718.92,4.88,721.36,0.0,0.0,0.7,0.14972210241121495,0.13106347235307877,0.20687737038347512
afternoon didn't go perhaps she went to,720.839,5.201,723.4395000000001,0.0,0.0,-0.5,0.15021973188385168,0.12890971919181643,0.20488406036159676
see the girl from vaser,723.8,6.08,726.8399999999999,0.0,0.0,0.5,0.15104187173395395,0.12578730635856947,0.20156556406370055
again Jane how did you know I'm not,726.04,6.76,729.42,0.0,0.0,0.3,0.15167894067934012,0.12373814388161372,0.1990011044185738
exactly a recluse I saw you there last,729.88,8.0,733.88,0.0,0.125,-0.7,0.15282404481305611,0.12081780970598743,0.19447858461271203
Wednesday you you you did oing Mr oconor,732.8,6.76,736.18,0.0,0.0,0.2,0.15344368409016249,0.11960703775559492,0.19210456261516604
along with the rest of the flappers no,737.88,3.56,739.66,-0.296,0.0,0.2,0.15442941298419857,0.11813889453552812,0.18846203102188291
kidding how'd you like the show young,739.56,3.839,741.4794999999999,0.4404,0.1,0.4,0.15497163987734827,0.11753923510824721,0.18653457948630298
man you're a guest in my brother's house,741.44,4.88,743.8800000000001,0.0,0.0,-0.7,0.1557191958531008,0.11691767306040933,0.18396885496470974
I prefer not to answer that oh so you're,743.399,4.961,745.8795,0.0,0.0,0.4,0.1563726218883351,0.1165424021028919,0.18181286257340445
an actor Mr oconor well I wouldn't go as,746.32,3.879,748.2595,0.2732,0.0,-0.7,0.15719043244597133,0.11625827711362607,0.17922544296706874
far as to say that he's what they call a,748.36,5.32,751.02,0.0,0.1,0.4,0.15819867552995845,0.11614112026200805,0.1761973031834424
woofer oh how interesting but Hannah,750.199,5.281,752.8394999999999,0.2144,0.5,0.4,0.15890124203932543,0.11618352219898274,0.1741864967887981
dear I still don't quite understand how,753.68,4.0,755.68,0.3818,0.0,-0.7,0.160063447968385,0.11643108110101565,0.17102535116731274
did you and Mr OK me well Mrs Anam I can,755.48,4.719,757.8395,0.6166,0.5,0.2,0.16100412811286618,0.11676074922119152,0.16860540023301115
explain that no no I'll tell her you see,757.68,4.399,759.8794999999999,0.2235,0.0,0.4,0.1619411465835879,0.11717910361631366,0.16630715867325768
mother we we were just standing there,760.199,4.32,762.3589999999999,0.0,0.0,0.3,0.1631471612525898,0.11782086981895253,0.16349909740770058
and and he asked me if if I knew a place,762.079,4.44,764.299,0.0,0.0,0.2,0.16414495213469238,0.1184200965920957,0.16129173733072588
where he could get a good steak and it,764.519,4.081,766.5595,0.4404,0.7,0.2,0.16537083359931956,0.11922026966375604,0.15870939704827608
was raining M Adams you see I was he he,766.519,3.841,768.4395,0.0,0.0,0.7,0.1664446372707849,0.11996516510033371,0.15655408666463086
said he was tired of eating and you know,768.6,3.84,770.52,-0.4404,-0.4,0.3,0.16769302592509433,0.12086905137719461,0.1541616988687263
how it is in a strange town and besides,770.36,3.68,772.2,-0.2023,-0.05,0.3,0.16874897096275313,0.12165679266022537,0.15222492624708406
Mother you always talking about Boston,772.44,3.519,774.1995000000001,0.0,0.0,0.2,0.17006364963640327,0.12265798948547518,0.14991481095358267
hospitality and and I just thought it'd,774.04,4.12,776.0999999999999,0.0,0.0,0.7,0.17137369508172173,0.12367009205307897,0.14771473416941455
be nice to bring him home yes dear of,775.959,3.68,777.799,0.7964,0.6,0.7,0.1725964773644387,0.12462177212250188,0.1457449233198794
course well I suppose I ought to,778.16,3.799,780.0595,0.2732,0.0,-0.6,0.17430045913692482,0.1259524995371284,0.14312062289051275
apologize Mrs Adam but you see I really,779.639,3.88,781.5790000000001,0.0516,0.2,0.3,0.17549419273192804,0.12688688990995087,0.14135487572824654
thought this was a restaurant a,781.959,5.201,784.5595,0.0,0.0,-0.6,0.17794403102480222,0.12880896565038186,0.1378889368462898
restaurant yes a place where you eat oh,783.519,5.56,786.299,0.4019,0.0,0.6,0.17943758869761098,0.12998320858666032,0.1358655123513682
well personally I can't see that any,787.16,3.88,789.1,0.2732,0.0,-0.7,0.1819365790216391,0.13195121741877736,0.1326080180419999
great harm has been done Hannah appears,789.079,4.0,791.079,0.1531,0.8,-0.7,0.1837690591435105,0.13339648305956475,0.13030805652583974
to behave very humanly if not very,791.04,4.56,793.3199999999999,0.0,-0.1,0.5,0.18590767980144549,0.13508505025653614,0.12770630369154481
properly while Mr okon here seems to be,793.079,3.961,795.0595,0.0,0.0,-0.7,0.187612178799719,0.13643203326239844,0.12568946393269176
chiefly guilty of trying to get himself,795.6,4.72,797.96,-0.4215,-0.5,0.2,0.19053614105405264,0.138744635910675,0.12233331412594994
a good dinner for nothing well the that,797.04,5.919,799.9995,0.27,0.7,0.7,0.19265004548909187,0.14041774776891858,0.11997965888460652
about covers it well it it's quite all,800.32,5.12,802.88,0.2732,0.0,0.4,0.19571157097869188,0.142842167886703,0.11666612647314925
right I suppose oh yes indeed glad to,802.959,5.041,805.4794999999999,0.6908,0.3928571428571428,0.7,0.1985454399795662,0.14508723165025966,0.11368838907947829
have you dinner is served oh thank you,805.44,5.519,808.1995000000001,0.3612,0.0,0.7,0.20157688881623265,0.14748936910306415,0.11058739411735286
Elizabeth oh won't you come in Mr O yes,808.0,4.12,810.06,0.4019,0.0,0.7,0.2036863778451947,0.14916106463628973,0.10847603866082543
thank you m,810.959,5.32,813.6189999999999,0.3612,0.0,0.8,0.20779524405342972,0.15241698507840432,0.10446191509907113
Adam I have to use sir thank,812.12,4.159,814.1995000000001,0.3612,0.0,0.4,0.20847387958359542,0.1529546743287409,0.10381051006034994
you well we got by that all right now,816.56,4.32,818.7199999999999,0.2732,0.2857142857142857,0.2,0.2138297197509798,0.15719686570951175,0.09877321195904912
the food on these STS,819.12,5.92,822.08,0.0,0.0,0.6,0.21788114842181916,0.16040371165776332,0.09507351361613202
up Mr OK I do hope you like Boston baked,820.88,8.48,825.12,0.8091,0.5,0.7,0.22158798541556013,0.16333557060522713,0.09176244195332733
beans beans yeah it's my favorite dish,825.04,8.719,829.3995,0.6369,0.5,0.7,0.22685599494209333,0.16749759642526674,0.0871654620955597
oh that's nice and sit,829.36,4.399,831.5595,0.4215,0.6,-0.7,0.22953047345226515,0.1696081304714162,0.08487594302516915
there I'm sorry to eatting run like this,833.8,3.64,835.62,0.296,-0.5,0.4,0.2345731579391553,0.17358220680999897,0.08063228687225049
Mrs Adams but you know how it is The,836.0,4.04,838.02,0.0,0.0,0.2,0.23755626855980383,0.17592947075727894,0.07816334330444143
Show Must Go On un,837.44,4.56,839.72,0.0,0.0,0.6,0.23966763546456368,0.1775889532343826,0.07643315207407286
fortunately thank you for a very nice,840.04,3.52,841.8,0.6801,0.5900000000000001,0.7,0.24224664913802038,0.17961390537713018,0.07433789220992483
dinner it's been a pleasure having you,842.0,4.0,844.0,0.5719,0.0,0.8,0.24496646740392053,0.18174760960950875,0.07214769051736569
Mr oh my Happ thank you good night young,843.56,4.6,845.8599999999999,0.6597,0.3999999999999999,0.7,0.2472572145075365,0.1835439425168598,0.07031663708562443
man night Professor nice to met you,846.0,3.839,847.9195,0.4215,0.6,0.7,0.24978184047707896,0.18552358646272032,0.06831112619498637
nighted look young lady let me give you,849.839,3.961,851.8195000000001,0.0,0.1,0.6,0.254519452804262,0.18924093442142406,0.06457597908028807
a piece of,852.519,3.401,854.2195,0.0,0.0,0.2,0.2574004593111309,0.19150496901117045,0.06231777946299598
advice in the future you better be,853.8,3.599,855.5994999999999,0.4404,0.25,0.4,0.2590431389068799,0.19279767146551663,0.06103311524470542
careful about the kind of guys you pick,855.92,2.919,857.3795,0.1531,0.25,-0.7,0.2611453973156038,0.19445446791504298,0.05939087113090583
up first thing you know you're going to,857.399,3.0,858.899,0.0,0.25,0.4,0.26292405309888445,0.19585876624051524,0.05800207558366892
