text,start,duration,time_midpoint,vader,textblob,llama3
wouldn't listen to me would you let,449.759,3.761,451.6395,0.0,0.0,-0.7
stowaway on a boat to frisco i said,451.44,4.319,453.5995,0.0,0.0,0.7
no no you said let's hop a rattler you,453.52,3.679,455.3595,0.2235,0.0,0.4
take the upper you said i'll take the,455.759,1.921,456.7195,0.0,0.0,-0.7
you had a sub blower besides look at the,457.68,3.12,459.24,0.0,0.0,0.3
money i saved you on tips boy,459.36,3.92,461.32,0.4215,0.0,-0.7
get plenty of fresh air you said not me,460.8,4.16,462.88,0.3182,0.3,0.7
i said hide underneath you said they'll,463.28,2.479,464.5195,-0.1779,0.0,-0.7
never find you,464.96,2.88,466.4,0.0,0.0,-0.7
i said you're gonna ride inside keep an,465.759,3.761,467.6395,0.0,0.0,0.4
eye out i said you know what kills me,467.84,2.16,468.92,-0.5423,0.0,-0.7
what's the matter,469.52,1.92,470.48,0.0258,0.0,-0.5
you never listen to me that's what kills,470.0,3.68,471.84,-0.5423,0.0,-0.8
me and where are we now we're lost yeah,471.44,4.56,473.72,-0.0258,0.0,-0.7
that's where we are yeah yeah come on we,473.68,3.519,475.4395,0.5267,0.0,0.7
got some traveling to do,476.0,2.96,477.48,0.0,0.0,0.4
on your feet elbow nose come on here,477.199,3.761,479.0795,0.0,0.0,0.4
drop that beak today i met you there,478.96,3.359,480.6395,-0.2732,0.0,0.4
were vultures in the sky i should have,480.96,2.48,482.2,-0.3182,0.0,-0.7
taken that for an omen,482.319,3.201,483.9195,0.0,0.0,-0.7
those were bluebirds now stop worrying,483.44,3.12,485.0,-0.5574,0.0,0.7
i'll get you out of this,485.52,3.2,487.12,0.0,0.0,0.7
no don't look don't get me out of things,486.56,4.319,488.7195,-0.296,0.0,-0.7
stop getting me into things will you,488.72,5.12,491.28,-0.296,0.0,-0.7
look harold,490.879,2.961,492.3595,0.0,0.0,0.3
no i'll be done french poodle no,494.319,5.521,497.0795,-0.5267,0.0,0.3
those are sheep we're saved i don't,497.84,3.12,499.4,0.4215,0.0,0.4
trust you or the sheep,499.84,2.479,501.0795,0.5106,0.0,0.2
don't you see harold whoever there's,500.96,2.72,502.32,0.0,0.0,-0.7
sheep there's a farm wherever there's a,502.319,2.801,503.7195,0.0,0.0,0.4
farm there's a farmer and wherever,503.68,2.88,505.12,0.0,0.0,0.2
there's a farmer there's a farmer's,505.12,2.639,506.4395,0.0,0.0,0.2
now you're getting me into trouble again,507.759,4.64,510.079,-0.4019,-0.2,-0.7
come on let's walk don't run,509.12,4.479,511.3595,0.0,0.0,0.4
you know for a couple of guys on the,512.399,4.401,514.5995,0.0,0.0,0.3
land we're in pretty good company,513.599,3.201,515.1995000000001,0.7269,0.475,0.7
where we're poor,516.959,18.88,526.399,-0.4767,-0.4,-0.7
little lambs who have lost,520.719,15.12,528.279,-0.3182,-0.1875,-0.7
that was helpful wasn't it fred waring,538.16,11.679,543.9995,0.4215,0.0,0.7
must have played through here,540.32,9.519,545.0795,0.34,0.0,0.6
boy am i tired of that whiffenpoof song,560.64,3.92,562.6,-0.4404,-0.4,-0.7
one more whiff and uh poof,562.88,3.76,564.76,0.0,0.5,0.4
we may be dirty but we're healthy every,564.56,3.6,566.3599999999999,0.3818,-0.04999999999999999,0.5
time they dip the sheep they dip dust,566.64,2.96,568.12,0.0,0.0,-0.7
hey why don't we stick with them we may,568.16,3.52,569.92,0.0,0.0,0.2
get sheared too,569.6,6.72,572.96,0.0,0.0,0.4
i begin to like it what have we here,571.68,6.04,574.6999999999999,0.3612,0.0,0.6
those are for argyle socks,576.32,5.199,578.9195000000001,0.0,0.0,0.3
oh let's get out of here,581.519,10.32,586.679,0.0,0.0,0.6
ah here we are here we are,593.44,4.959,595.9195000000001,0.0,0.0,0.5
90 attractive openings there for a fella,596.72,3.44,598.44,0.4404,0.8,0.7
if he likes work huh who's next to,598.399,2.721,599.7595,0.4215,0.0,0.2
that's this for me you can't cook well i,601.12,3.839,603.0395,-0.2057,0.0,-0.7
can learn while you wash the dishes,603.519,2.481,604.7595,0.0,0.0,0.7
buddy oh no no,604.959,2.481,606.1995,0.2235,0.0,-0.7
i'll cook and you'll wash the dishes you,606.0,3.2,607.6,0.0,0.0,0.2
can stack them behind your ears to dry,607.44,5.2,610.0400000000001,0.0,-0.23333333333333334,0.2
go see here that's your remates,609.2,3.44,610.9200000000001,0.0,0.0,-0.5
scratch scratch there goes the daily,613.6,3.52,615.36,0.0,0.0,-0.7
what a pity just when i was going to let,617.12,3.36,618.8,-0.296,-0.1,-0.7
you have your way too,618.56,3.279,620.1995,0.0,0.0,0.3
say i haven't looked for work since i,620.48,2.96,621.96,0.0,0.0,-0.7
was night watchman advancer that's,621.839,2.801,623.2395,0.0,0.0,0.4
before we were in the coffee truck,623.44,2.639,624.7595,0.0,0.0,0.7
business it's these electric razors,624.64,2.319,625.7995,0.0,0.0,0.2
there's nothing like them huh,626.079,2.641,627.3995,-0.2755,0.0,0.7
aristocrats take a mowing machine to get,626.959,3.201,628.5595,0.0,0.0,-0.7
this hedge knocked up right,628.72,4.88,631.1600000000001,0.0,0.2857142857142857,0.6
we're hiding uh how long can you hold,630.16,4.0,632.16,-0.296,-0.05,-0.7
your breath,633.6,5.12,636.16,0.0,0.0,0.7
junior my breath well i you,634.16,4.56,636.4399999999999,0.2732,0.0,0.2
oh prince ken iraq,640.56,5.839,643.4794999999999,0.0,0.0,0.2
back again eh you must help me i need,643.68,3.92,645.64,0.4019,0.0,-0.7
sea divers again,646.399,3.761,648.2795,0.0,0.0,0.7
not a flaming chance and you know it,647.6,4.4,649.8000000000001,-0.1877,0.0,0.7
four divers shipped out to your island,650.16,2.64,651.48,0.0,0.0,0.4
and never came back fine men too,652.8,6.159,655.8795,-0.1511,0.20833333333333334,0.3
but they met with accidents accidents my,656.0,4.16,658.08,-0.7096,0.0,-0.7
we all know about boga ten okatan is a,660.16,3.84,662.0799999999999,0.0,0.0,0.4
then why don't you get your own people,664.0,3.68,665.84,0.0,0.6,-0.7
to dive if bogata is only a blooming,665.44,3.76,667.32,0.0,0.0,0.5
legend people of that two are,667.68,2.719,669.0395,0.0,0.0,0.3
superstitious and,669.2,4.319,671.3595,0.0,0.0,0.4
still believe in witchcraft there ain't,670.399,5.601,673.1995000000001,0.0,0.0,-0.7
no witchcraft and there men in,673.519,4.481,675.7595,-0.296,0.0,0.4
look here prince you couldn't get any,676.0,4.56,678.28,0.0,0.0,-0.7
diver in australia to take on your job,678.0,10.0,683.0,0.0,0.0,0.4
not for all the beer in darwin,680.56,9.2,685.16,0.0,0.0,-0.7
whale buster looks like the briny deep,688.0,3.68,689.84,0.3612,0.0,0.7
for us huh up along upstairs now will,689.76,3.36,691.4399999999999,0.0,0.0,0.4
you complete the necessary arrangements,691.68,2.24,692.8,0.0,0.05,0.2
oh why me why don't you go up no,693.92,3.28,695.56,-0.296,0.0,-0.7
remember you're a much younger man than,697.2,3.68,699.0400000000001,0.0,0.0,0.4
i am who isn't,698.88,4.959,701.3595,0.0,0.0,0.2
i'll belong now,700.88,2.959,702.3595,0.0,0.0,0.7
excuse me sir yes but are you a deep sea,707.2,3.439,708.9195000000001,0.25,-0.025,0.2
well i'm just a graduate of uc uw that's,710.639,4.561,712.9195,0.2732,0.0,0.3
uh university of california,713.6,4.96,716.08,0.0,0.0,0.4
underwater oh an american,715.2,4.72,717.5600000000001,0.0,0.0,0.2
then perhaps you would be interested in,718.56,3.92,720.52,0.4019,0.25,0.2
a job that would bring you rich rewards,719.92,5.68,722.76,0.7717,0.375,0.8
well of course candidly rich rewards do,722.48,4.799,724.8795,0.8316,0.375,0.7
remove a good deal of the dullness from,725.6,2.08,726.64,0.128,0.7,0.6
mere work i guess yes that's true what's,727.68,4.08,729.7199999999999,0.6705,-0.07500000000000001,0.2
the pitch sunken treasure,729.44,4.48,731.6800000000001,0.296,0.0,0.7
treasure well i'll have it up for you in,731.76,3.92,733.72,0.5106,0.0,0.4
a jiffy i must tell you one thing though,733.92,2.0,734.92,0.0,0.0,0.3
i don't do the actual diving myself i,735.92,4.0,737.92,0.0772,0.0,0.3
have another boy for that i remain on,738.399,2.0,739.399,0.0,0.0,0.4
and i operate the pump oh but excellent,740.399,6.081,743.4395,0.7227,1.0,0.7
yes sir i'll have that treasure up and,747.2,3.199,748.7995000000001,0.5994,0.0,0.7
two shakes of a lamb's tail,748.8,3.039,750.3195,0.0,0.0,0.3
and believe me i know how to shake a,750.399,3.601,752.1995000000001,-0.1779,0.0,0.5
lamb's tail oh there's one little thing,751.839,3.44,753.5590000000001,0.0,-0.1875,0.4
i must explain,754.0,3.68,755.84,0.0,0.0,0.4
you see i'm not actually the diver i'm,755.279,3.36,756.959,0.0,0.0,0.2
the pump man,757.68,2.88,759.12,0.0,0.0,0.7
i have a friend who does the diving is,758.639,3.841,760.5595,0.5423,0.0,0.4
your friend experienced oh he's been,760.56,3.6,762.3599999999999,0.4939,0.8,0.5
underwater half his life he used to be a,762.48,10.64,767.8000000000001,0.0,-0.16666666666666666,0.4
lifeguard in a car wash,764.16,10.88,769.6,0.0,0.0,0.4
where is this island the euros prince a,773.12,3.76,775.0,0.0,0.0,0.3
few days journey across the sea on the,775.04,4.08,777.0799999999999,0.0,-0.2,0.4
road to bali you will love that too,776.88,7.12,780.4399999999999,0.6369,0.5,0.7
it is an island paradise girls huh,779.12,7.92,783.08,0.6369,0.0,0.7
could it be a paradise without girls,784.0,5.44,786.72,0.6369,0.0,0.3
welcome to the club oh i must cable,787.04,4.72,789.4,0.4588,0.8,0.3
mother to send my other lips,789.44,4.399,791.6395,0.0,-0.125,0.5
boy did i make a terrific deal i knew,791.76,4.16,793.84,0.4767,0.0,0.8
you'd do it you little genius you did it,793.839,6.8,797.239,0.0,-0.1875,0.8
good congratulations to deal boys,795.92,6.4,799.12,0.7783,0.7,0.7
well these threads are a little beat if,800.639,2.961,802.1195,0.2732,-0.1875,-0.7
we're showing off the paradise we better,802.32,2.639,803.6395,0.7964,0.5,0.6
slip into our linens huh,803.6,2.96,805.08,0.0,0.0,0.3
gun will take care of your needs we will,804.959,3.761,806.8394999999999,0.2023,0.0,0.5
sail at sundown sundown it's perfect i,806.56,3.12,808.1199999999999,0.5719,1.0,0.8
freckle you know,808.72,3.2,810.32,0.0,0.0,0.3
girls paradise money what a jackpot and,809.68,4.32,811.8399999999999,0.6369,0.0,0.7
you did it all with your own little my,811.92,17.919,820.8795,0.0,0.20625,0.8
little head,814.0,15.839,821.9195,0.0,-0.1875,0.2
jose muscles take our luggage will you,830.0,4.48,832.24,0.0,0.0,0.3
are you up go get these mixed up now,831.76,5.28,834.4,0.0,0.0,0.4
mine's blue for boys say sam is that the,834.48,6.24,837.6,0.0,0.0,0.3
way all the natives dress on your island,837.04,3.68,838.88,0.0,0.0,0.5
really george you supposed,840.839,6.44,844.0590000000001,0.0,0.2,0.3
not a chance stick around folks he could,844.32,5.6,847.12,-0.1877,0.0,0.3
be wrong you know,847.279,2.641,848.5995,-0.4767,-0.5,-0.7
cast off who,852.48,27.079,866.0195,0.0,0.0,0.4
oh romance,888.24,11.08,893.78,0.5574,0.0,0.7
comes with the moon flowers tonight the,893.12,9.68,897.96,0.0,0.0,0.4
moon flowers,899.32,13.16,905.9,0.0,0.0,0.7
will be in blooms,902.8,14.479,910.0395,0.0,0.0,0.7
among the blue flowers,912.48,9.76,917.36,0.0,0.0,0.7
i've planted moon flowers,917.279,10.56,922.559,0.0,0.0,0.7
outside my room,922.24,5.599,925.0395,0.0,0.0,0.2
i'll watch the path that,928.0,7.839,931.9195,0.0,0.0,0.4
winds by the wishing tree,931.12,4.719,933.4795,0.2263,0.0,0.7
it ends beneath my,937.759,8.0,941.759,0.0,0.0,-0.7
window and there i'll be,940.8,4.959,943.2795,0.0,0.0,0.6
and there i'll wait for,946.639,4.401,948.8395,0.0,0.0,0.2
the love i long for,951.6,4.72,953.96,0.6369,0.225,0.8
tonight the moon flowers,956.48,11.76,962.36,0.0,0.0,0.7
they bloom for me,961.44,10.56,966.72,0.0,0.0,0.7
watch the pack that winds by the,968.24,7.12,971.8,0.0,0.0,0.3
wishing tree,972.0,3.36,973.68,0.2263,0.0,0.7
it ends beneath my window,977.04,8.159,981.1195,0.0,0.0,0.7
and there i'll be,981.68,3.519,983.4395,0.0,0.0,-0.7
and there i'll wait for,986.0,5.12,988.56,0.0,0.0,0.2
the love i longed for,991.12,21.6,1001.92,0.6369,0.5,0.8
isn't it beautiful it's a tartan of my,1012.72,5.6,1015.52,-0.4847,0.85,0.7
father's clan,1015.44,2.88,1016.88,0.0,0.0,0.4
highness your cousin prince kennerock he,1020.079,5.76,1022.959,0.0,0.0,0.2
i will see him alone you girls may leave,1027.52,13.919,1034.4795,-0.296,0.0,0.4
things are picking up,1038.48,2.959,1039.9595,0.0,0.0,0.7
case the local architecture yeah built,1043.199,5.84,1046.119,0.296,0.0,0.7
like brick pagodas,1046.0,4.88,1048.44,0.3612,0.0,0.7
welcome to that too they look like,1049.039,3.921,1050.9995,0.6705,0.8,0.4
americans look what kind of rocks rolls,1050.88,2.96,1052.36,0.0,0.6,0.4
they are not fat,1052.96,3.68,1054.8,0.0,0.0,0.7
i think they are stainless steel they've,1053.84,4.079,1055.8795,0.0,0.2,0.3
been swimming they must have got our,1056.64,1.84,1057.5600000000002,0.0,0.0,0.3
oh we gotta ration ourselves down here,1058.48,4.16,1060.56,0.0,-0.15555555555555559,-0.7
you know let's get the box lunches and,1061.28,2.8,1062.68,0.0,0.0,0.4
head for the high country mega drive i,1062.64,2.88,1064.0800000000002,0.0,0.16,-0.7
don't know which way to turn everything,1064.08,2.4,1065.28,0.0,0.0,0.7
looks so good,1065.52,2.72,1066.88,0.4927,0.7,0.8
don't get tied down this may just be the,1066.48,3.84,1068.4,0.0,-0.15555555555555559,0.3
older stuff you know,1068.24,5.2,1070.84,0.0,0.16666666666666666,0.3
oh no what's that it's arrow flynn he,1070.32,4.8,1072.72,-0.296,0.0,0.3
can't stand it okay so make yourself,1073.44,2.4,1074.64,-0.1695,0.5,-0.7
available huh,1075.12,2.08,1076.16,0.0,0.4,0.2
yes we'll meet you at the drive by you,1075.84,3.04,1077.36,0.4019,0.0,0.7
have from our local brand i'll send you,1077.2,3.2,1078.8,0.0,0.0,0.4
my suit size and everything's,1078.88,2.88,1080.3200000000002,0.0,0.0,0.4
nice to know we still got that old,1080.4,3.04,1081.92,0.4215,0.35,0.4
magnetism maybe that sierra must have,1081.76,3.52,1083.52,0.0,0.0,0.4
recharged our batteries like i've had a,1083.44,2.96,1084.92,0.3612,0.0,0.7
complete overhaul,1085.28,2.48,1086.52,0.0,0.1,0.4
if we can get our speedometers turned,1086.4,2.639,1087.7195000000002,0.0,0.0,-0.7
back now we're in business wouldn't that,1087.76,2.159,1088.8395,0.0,0.0,0.7
don't look now but taboo and his brother,1089.919,3.201,1091.5195,0.0,0.0,0.4
is still with us well don't worry about,1091.679,2.721,1093.0395,0.5432,0.0,-0.7
them let them get their own girls i,1093.12,2.88,1094.56,0.0,0.6,-0.7
wonder if they massage,1094.4,4.24,1096.52,0.0,0.0,0.4
too bad my prayers went unanswered,1096.0,3.52,1097.76,-0.5423,-0.3999999999999999,-0.7
for me yes that you be washed overboard,1099.52,7.84,1103.44,0.4019,-0.25,-0.7
despite your prayers i managed to obtain,1103.84,4.16,1105.9199999999998,0.0,0.0,-0.7
some excellent,1107.36,3.36,1109.04,0.5719,1.0,0.8
diving equipment and two american divers,1108.0,3.44,1109.72,0.0772,0.0,0.5
our plan our plan i want no part of it,1111.44,5.92,1114.4,-0.2263,0.0,-0.8
your two americans will die like all the,1115.36,3.28,1117.0,-0.34,0.0,-0.7
others it's just,1117.36,5.84,1120.28,0.0,0.0,-0.7
cold-blooded murder,1118.64,6.0,1121.64,-0.6908,0.0,-0.9
hey how about those chicks daddy's,1123.2,3.28,1124.84,0.0,0.0,0.3
steady now remember australia,1124.64,3.36,1126.3200000000002,0.0,0.16666666666666666,0.4
all that trouble yes we're not going to,1126.48,3.04,1128.0,0.0,-0.2,-0.7
get involved with girls again,1128.0,8.08,1132.04,0.0,0.0,0.4
no never never no circuit,1129.52,9.92,1134.48,-0.4324,0.0,-0.7
well well well,1136.08,7.12,1139.64,0.6486,0.0,0.8
your turn tilt your highness may i,1139.44,4.239,1141.5595,0.0,0.0,0.3
our guess highness,1143.679,5.201,1146.2795,0.0,0.0,0.7
gentlemen you are in the presence of my,1146.88,4.48,1149.12,0.0,0.0,0.7
cousin princess lala of the twos,1148.88,4.0,1150.88,0.0,0.0,0.4
oh well the name's gridley princess,1151.36,3.679,1153.1995,0.2732,0.0,0.4
harold gridley sportsman rack and tour,1152.88,3.12,1154.44,0.0,0.0,0.6
polo player and,1155.039,2.801,1156.4395,0.0,0.0,0.6
all-around good egg well don't lay it,1156.0,4.16,1158.08,0.6124,0.44999999999999996,0.7
here huh welcome to that two gentlemen,1157.84,3.839,1159.7595,0.4588,0.8,0.2
george cochran at your service your,1160.16,3.92,1162.12,0.0,0.0,0.6
go go run play with the peasants i'll,1164.72,3.28,1166.36,0.34,0.0,0.6
take care of the royalty do you mind,1166.64,1.84,1167.5600000000002,0.4939,0.0,0.2
me always fight over girls what else can,1168.48,3.76,1170.36,-0.3818,0.0,0.3
we fight out,1171.52,3.76,1173.4,-0.3818,0.0,0.6
we've never had any money,1172.24,5.679,1175.0795,0.0,0.0,-0.7
that's for washington now let's be fair,1175.28,3.92,1177.24,0.3182,0.7,0.5
let's be fair leroy,1177.919,4.321,1180.0795,0.3182,0.7,0.5
if you can't pay they give you time now,1179.2,7.68,1183.04,0.0762,0.0,0.4
follow me gentlemen where else coming,1182.24,4.64,1184.56,0.0,0.0,0.4
they have become friendly it is a bad,1190.64,3.76,1192.5200000000002,-0.0772,-0.16249999999999992,-0.4
hormones are for old women the sharks,1194.4,11.759,1200.2795,0.0,0.1,0.5
will soon be picking their bones this,1197.2,10.82,1202.61,0.0,0.0,-0.7
kid carries her own antenna,1206.159,4.161,1208.2395,0.0,0.6,0.8
man this is quite a concert amazing what,1210.32,4.16,1212.4,0.6204,0.6000000000000001,0.8
you can do with a gi loan,1212.64,4.08,1214.68,0.0,0.0,0.4
there must have gambling here got to,1214.48,4.4,1216.68,0.0,0.0,0.6
time who's there,1216.72,5.199,1219.3195,0.0,0.0,0.2
she was my mother queen tama of that too,1218.88,6.799,1222.2795,0.0,0.0,0.7
beautiful and he was my father,1221.919,5.12,1224.479,0.5994,0.85,0.7
didn't anybody in the family wear the,1225.679,4.0,1227.679,0.0,0.0,-0.7
pants colorful oh chap wasn't he,1227.039,4.401,1229.2395,0.0,0.3,0.2
certainly must have got around some,1229.679,3.281,1231.3195,0.34,0.21428571428571427,0.4
father sailed a merchant ship that,1231.44,2.8,1232.84,0.0,0.0,0.4
called here he,1232.96,4.24,1235.08,0.0,0.0,0.6
liked the island met mother and remained,1234.24,4.64,1236.56,0.4215,0.6,0.2
like to remain here myself you're,1237.2,2.88,1238.64,0.3612,0.0,0.5
reading my mind you,1238.88,2.56,1240.16,0.0,0.0,0.7
you're the one always wants to go home,1240.08,3.44,1241.8,0.0,0.2,0.4
i'm home this is it,1241.44,4.719,1243.7995,0.0,0.0,0.6
something wrong princess you must be,1243.52,4.88,1245.96,-0.4767,-0.5,-0.7
very tired after your voyage you must,1246.159,3.281,1247.7995,-0.4927,-0.52,-0.7
rest before,1248.4,3.44,1250.12,0.0,0.0,0.4
before what before tonight i am having a,1249.44,3.599,1251.2395,0.0,0.0,0.8
feast in your honor,1251.84,3.04,1253.36,0.4939,0.0,0.2
oh run out to the car and get my,1253.039,3.361,1254.7195,0.0,0.0,0.3
fingerboard you need your chopsticks,1254.88,3.52,1256.64,0.0,0.0,0.4
just my fork and a pusher hurry back boy,1256.4,4.56,1258.68,0.0,0.0,0.3
i may join you i think i'll come along,1258.4,5.12,1260.96,0.296,0.0,0.5
hey wow not bad without a reservation,1260.96,4.32,1263.12,0.7684,0.22499999999999998,0.5
rest well i will see you tonight yeah,1265.28,5.04,1267.8,0.5106,0.0,0.7
leave a call we'll call you later here,1267.76,5.76,1270.64,-0.0516,0.0,0.4
don't overmatch yourself oh man we may,1270.32,5.28,1272.96,0.0,0.0,0.3
get a little rain later,1273.52,5.68,1276.36,0.0,-0.09375,0.4
oh about that hey what a spot this is,1275.6,4.88,1278.04,0.0,0.0,0.3
isn't this lush,1279.2,2.959,1280.6795,0.0,0.1,0.7
central park with twin beds would you,1280.48,2.96,1281.96,0.0,0.0,0.3
like me to shoot you a squirrel before,1282.159,2.0,1283.159,0.0258,0.0,0.4
your knapsack,1283.44,2.16,1284.52,0.0,0.0,0.2
you wouldn't do that daniel boom i might,1284.159,3.281,1285.7995,0.0,0.0,0.4
knock off a rodent oh this'll do for me,1285.6,3.36,1287.28,0.0,0.0,0.2
george this will do it,1287.44,3.28,1289.0800000000002,0.0,0.0,0.7
good night yeah get your shoes off,1288.96,3.599,1290.7595,0.6249,0.7,0.7
you're in a palace oh i've always wanted,1290.72,2.8,1292.12,0.0,0.0,0.7
to play the palace,1292.559,2.881,1293.9995,0.34,0.0,0.7
draw the blinds alf it's siesta time for,1293.52,3.76,1295.4,0.0,0.0,0.4
the soul very well sir check back with,1295.44,2.32,1296.6,0.3384,0.1,0.4
man i can spend the rest of my life with,1297.76,3.2,1299.36,0.0,0.0,0.8
a joint like this why you say that every,1299.36,3.679,1301.1995,0.3612,0.0,-0.7
time you get in a bed,1300.96,4.48,1303.2,0.0,0.0,0.2
i'm in the haze that lala intoxicates me,1303.039,3.841,1304.9595,0.0,0.0,0.7
that could be,1305.44,3.359,1307.1195,0.0,0.0,0.2
she's half scotch and with me for a,1306.88,3.6,1308.68,0.0,-0.16666666666666666,0.7
chaser i'll just don't enter another,1308.799,4.24,1310.919,0.0,0.0,-0.7
i better get some black polish this may,1316.32,15.59,1324.115,0.4404,0.16666666666666669,0.6
be formal tonight,1318.0,19.259,1327.6295,0.0,0.0,0.3
this is the day i celebrate my birth,1412.72,28.559,1426.9995,0.5719,0.0,0.8
don't you know you're face to face with,1442.0,3.15,1443.575,0.0,0.0,-0.7
robbie mcmahon,1443.919,3.601,1445.7195000000002,0.0,0.0,-0.7
